,revenue,cost-goods-sold,gross-profit,selling-general-administrative-expenses,operating-expenses,operating-income,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted
2016-12-31,1448.36000,107.13700,1341.22300,822.01390,831.10290,510.12010,510.12000,179.54900,330.57100,330.57100,307.75500,156.78000,157.30400,1.98000,1.97000
2016-09-30,1460.86500,111.17500,1349.69000,789.60500,799.39200,550.29800,550.29800,200.31400,349.98400,349.98400,326.99200,155.49300,156.02600,2.10000,2.10000
2016-06-30,1418.87500,106.80200,1312.07300,770.47700,781.89500,530.17800,530.17800,194.14700,336.03100,336.03100,312.96800,157.80200,158.34100,1.98000,1.98000
2016-03-31,1393.76700,100.87000,1292.89700,812.77600,825.09500,467.80190,467.80200,169.27400,298.52800,298.52800,275.74400,158.73400,159.18100,1.74000,1.73000
2015-12-31,1350.48500,95.33300,1255.15200,834.53720,844.11320,411.03860,411.03910,140.07400,270.96500,270.96500,248.05100,136.80300,137.53300,1.63000,1.62000
2015-09-30,1209.72500,77.19900,1132.52600,693.72600,697.81600,434.71000,434.71000,154.30900,280.40100,280.40100,257.33700,132.63000,133.37600,1.94000,1.93000
2015-06-30,1257.38100,77.22600,1180.15500,720.66300,726.62790,453.52700,453.52700,166.83900,286.68800,286.68800,263.47100,132.35600,133.11600,1.99000,1.98000
2015-03-31,1178.29000,78.49900,1099.79100,717.58200,724.37500,375.41600,375.41600,133.80300,241.61300,241.61300,218.83000,132.04900,132.76900,1.66000,1.65000
2014-12-31,1208.25500,74.77200,1133.48300,692.05090,699.22090,434.26200,434.26200,156.71300,277.54900,277.54900,254.22600,130.95000,131.84400,1.93000,1.92000
2014-09-30,1194.13400,73.96400,1120.17000,687.00100,694.35900,425.81100,425.81100,150.46700,275.34400,275.34400,251.90500,131.26500,132.12800,1.92000,1.91000
2014-06-30,1190.70200,65.17600,1125.52600,688.42600,697.66010,427.86580,427.86600,143.53000,284.33600,284.33600,260.68000,130.85600,131.82800,1.99000,1.98000
2014-03-31,1143.05900,66.51900,1076.54000,712.17200,722.23400,354.30610,354.30600,125.28900,229.01700,229.01700,211.72000,130.21200,131.12600,1.63000,1.61000
2013-12-31,1180.71200,67.98200,1112.73000,726.61400,737.05300,375.67710,375.67700,154.25500,221.42200,221.42200,203.47600,128.65400,129.60300,1.57000,1.56000
2013-09-30,1220.07400,69.57800,1150.49600,695.99800,706.62600,443.86990,443.87000,149.39100,294.47900,294.47900,275.33600,129.17100,130.26500,2.13000,2.11000
2013-06-30,1258.89600,72.62000,1186.27600,643.08900,655.59100,530.68500,530.68500,182.21900,348.46600,348.46600,328.53800,128.25200,129.01700,2.56000,2.55000
2013-03-31,1162.85700,73.92500,1088.93200,660.25300,673.59600,415.33590,415.33600,141.22300,274.11300,274.11300,255.07900,127.66900,128.63600,2.00000,1.98000
2012-12-31,1198.51700,77.93100,1120.58600,661.28100,675.14600,445.43990,445.44010,149.24700,296.19300,296.19300,276.56000,125.86400,126.40500,2.18000,2.16000
2012-09-30,1190.58400,82.12900,1108.45500,647.94200,662.02700,446.42800,446.42800,152.96600,293.46200,293.46200,273.88500,125.81800,126.29200,2.18000,2.17000
2012-06-30,1129.03600,89.40300,1039.63300,671.48500,687.39200,352.24100,352.24100,118.86100,233.38000,233.38000,214.70900,125.48800,125.89700,1.71000,1.71000
2012-03-31,1090.81800,93.70600,997.11200,671.92100,688.69500,308.41700,308.41700,101.95400,206.46300,206.46300,188.23600,125.22000,125.61600,1.50000,1.50000
2011-12-31,1114.45400,97.96900,1016.48500,796.42110,813.58310,202.90210,202.90190,55.16200,147.74000,147.74000,129.79790,122.66300,123.07900,1.03000,1.02000
2011-09-30,1088.73300,103.63200,985.10100,702.61800,720.01900,265.08200,265.08200,81.97400,183.10800,183.10800,164.66800,124.57500,124.86000,1.32000,1.32000
2011-06-30,1189.90900,102.05100,1087.85800,625.15500,639.89500,447.96290,447.96300,125.60500,322.35800,322.35800,297.16400,122.18100,122.79600,2.43000,2.42000
2011-03-31,981.90300,98.67900,883.22390,562.25700,574.57090,308.65300,308.65300,102.38000,206.27300,206.27300,190.11300,119.20100,119.85200,1.59000,1.59000
2010-12-31,969.66290,108.62800,861.03490,541.00490,554.27390,306.76100,306.76090,102.31900,204.44200,204.44200,189.03000,118.19100,118.84300,1.60000,1.60000
2010-09-30,975.79900,116.03200,859.76700,559.60700,573.13300,286.63400,286.63400,94.61900,192.01500,192.01500,176.78000,118.32000,119.15500,1.49000,1.48000
2010-06-30,958.34100,117.55700,840.78400,546.23500,561.06800,279.71600,279.71600,90.96700,188.74900,188.74900,173.58800,118.05400,118.87800,1.47000,1.46000
2010-03-31,934.09200,120.05200,814.04000,577.88700,594.36190,219.67800,219.67800,68.72300,150.95500,150.95500,136.42800,117.76500,118.25600,1.16000,1.15000
2009-12-31,958.55880,133.95000,824.60890,606.72100,623.45100,201.15780,201.15800,64.34000,136.81800,136.81800,122.97800,114.66000,114.77600,1.08000,1.07000
2009-09-30,978.81900,152.93800,825.88100,637.13200,654.05600,171.82510,171.82500,44.16100,127.66400,127.66400,113.89400,117.37000,117.54700,0.97000,0.97000
2009-06-30,949.07200,175.85600,773.21590,695.47900,710.71000,62.50590,62.50600,11.31800,51.18800,51.18800,40.51600,113.21800,113.52100,0.36000,0.36000
2009-03-31,886.85300,206.70500,680.14800,580.97600,596.34600,83.80210,83.80200,19.58100,64.22100,64.22100,54.61800,110.43900,110.43900,0.49000,0.49000
