,revenue,cost-goods-sold,gross-profit,other-operating-income-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted
2019-12-31,1976.07400,1072.16500,903.90860,-723.65090,723.65100,180.25760,-33.49500,146.76300,26.97000,119.79300,119.79300,119.30500,251.63760,180.25770,286.50000,291.00000,0.41330,0.40670
2019-09-30,1965.71600,1041.47100,924.24500,-682.78800,682.78800,241.45690,-38.47500,202.98200,37.83100,165.15100,165.15100,165.20800,232.17490,241.45690,286.29300,290.38350,0.58000,0.56670
2019-06-30,2023.38400,1028.83000,994.55410,-680.10000,680.10000,314.45410,-40.71800,273.73600,56.30900,217.42700,217.42700,216.70900,338.31910,314.45410,285.76800,289.58850,0.76000,0.74670
2019-03-31,1937.02200,988.65000,948.37190,-678.21200,678.21200,270.15990,-40.72100,229.43900,47.82500,181.61400,181.61400,180.72200,297.58390,270.15990,285.60000,289.00350,0.63330,0.62670
2018-12-31,1951.58600,1020.12700,931.45910,-728.24370,728.24400,203.21520,-40.57600,162.63900,26.36700,136.27200,136.27200,132.35800,257.78220,203.21510,285.00000,288.00000,0.46000,0.46000
2018-09-30,1937.90200,1017.72000,920.18200,-671.11100,671.11100,249.07090,-39.84800,209.22300,44.78000,164.44300,164.44300,161.92000,269.23990,249.07090,285.36150,289.26300,0.56670,0.56000
2018-06-30,1910.91600,973.63600,937.28000,-668.33300,668.33300,268.94700,-39.70500,229.24200,48.46400,180.77800,180.77800,180.07500,296.29200,268.94700,284.66400,288.76350,0.63330,0.62000
2018-03-31,1891.24700,963.21900,928.02800,-679.98210,679.98200,248.04580,-37.05600,210.99000,43.41700,167.57300,167.57300,166.39600,277.07280,248.04580,284.34450,288.28200,0.58670,0.58000
2017-12-31,1934.95500,976.87280,958.08230,-719.80520,719.80520,238.27710,-36.87800,201.39900,45.12700,156.27200,156.27200,154.58900,273.09610,238.27700,280.50000,291.00000,0.54440,0.52890
2017-09-30,2031.34200,1081.17400,950.16810,-687.23400,687.23400,262.93410,-36.82100,226.11300,63.29500,162.81800,162.81800,162.05400,296.39210,262.93410,283.09050,290.12400,0.57330,0.56000
2017-06-30,1848.04900,964.69800,883.35100,-685.59100,685.59100,197.75990,-36.79900,160.96100,51.38800,109.57300,109.57300,109.00400,224.30590,197.75990,282.00150,289.35220,0.38670,0.37780
2017-03-31,1870.41800,979.60300,890.81490,-669.71900,669.71900,221.09590,-36.79900,184.29700,59.62300,124.67400,124.67400,123.44700,239.22890,221.09590,274.25920,289.01930,0.44890,0.42670
2016-12-31,1971.33200,993.46110,977.87080,-709.16090,709.15990,268.71060,-36.87700,231.83300,78.16500,153.66800,153.66800,152.78800,285.60860,268.71040,275.96480,289.24420,0.55560,0.52440
2016-09-30,2019.72700,965.85600,1053.87100,-685.21300,685.21300,368.65800,-37.04300,331.61500,110.95200,220.66300,220.66300,220.65000,390.93800,368.65800,275.76450,289.25100,0.80000,0.76440
2016-06-30,1855.91400,964.16200,891.75200,-698.68600,698.68600,193.06600,-34.75200,158.31400,49.40800,108.90600,108.90600,108.96700,209.69400,193.06600,275.88600,289.29370,0.39560,0.37780
2016-03-31,1807.21100,922.32100,884.89010,-677.99000,677.99000,206.90000,-32.22400,174.67600,54.42800,120.24800,120.24800,119.51100,237.14500,206.90000,276.25500,289.19030,0.43110,0.41330
2015-12-31,1811.05600,922.97200,888.08390,-700.14190,700.14200,187.94190,-31.73600,156.20600,46.32800,109.87800,109.87800,109.74500,207.69690,187.94210,279.09000,292.92520,0.39560,0.37780
2015-09-30,1860.95700,926.35500,934.60210,-674.04100,674.04100,260.56100,-31.64100,228.92000,76.18400,152.73600,152.73600,152.60700,283.67800,260.56100,277.11680,290.13080,0.55110,0.52440
2015-06-30,1789.76500,906.23500,883.53000,-672.31200,672.31200,211.21800,-33.03100,178.18700,55.13800,123.04900,123.04900,123.03500,234.28200,211.21800,278.50720,292.47300,0.44000,0.42220
2015-03-31,1744.67900,900.70800,843.97090,-640.71600,640.71600,203.25490,-34.53800,168.71700,50.27300,118.44400,118.44400,118.30700,222.45790,203.25490,283.43030,298.08900,0.41780,0.39560
2014-12-31,1784.42800,913.57080,870.85740,-673.54910,673.54920,197.30830,-34.60400,162.70400,51.75300,110.95100,110.95100,110.71100,222.72930,197.30850,287.71650,300.71700,0.38670,0.37330
2014-09-30,1840.60500,887.12300,953.48200,-642.10000,642.10000,311.38210,-32.92900,278.45300,89.66200,188.79100,188.79100,188.53900,323.96510,311.38210,286.12120,299.25230,0.65780,0.63110
2014-06-30,1796.98900,867.77800,929.21100,-635.44600,635.44600,293.76500,-30.31100,263.45400,83.27700,180.17700,180.17700,179.96100,319.36100,293.76500,287.25300,299.93400,0.62670,0.60000
2014-03-31,1706.90600,822.09500,884.81100,-606.89600,606.89600,277.91500,-30.33000,247.58500,77.90100,169.68400,169.68400,169.67300,303.15100,277.91500,292.21430,304.71520,0.58220,0.55560
2013-12-31,1696.67900,848.59910,848.08010,-635.84410,635.84390,212.23630,-30.51000,181.72600,46.33800,135.38800,135.38800,130.37900,235.27730,212.23630,304.43620,316.67180,0.43110,0.41330
2013-09-30,1634.12400,798.27600,835.84800,-607.26600,607.26600,228.58200,-30.34900,198.23300,60.04500,138.18800,138.18800,136.97400,258.01400,228.58200,304.35300,316.70550,0.44890,0.43110
2013-06-30,1570.96200,805.47000,765.49210,-575.57900,575.57900,189.91310,-31.20700,158.70600,43.57900,115.12700,115.12700,115.95700,219.62010,189.91310,305.76150,317.86650,0.37780,0.36440
2013-03-31,1506.76900,744.67900,762.09000,-570.75600,570.75600,191.33400,-31.11100,160.22300,43.62500,116.59800,116.59800,116.61500,212.24400,191.33400,306.05620,317.75180,0.38220,0.36890
2012-12-31,1608.60100,801.17290,807.42830,-542.38290,542.38310,265.04490,-32.55200,232.49300,66.99400,165.49900,165.49900,165.48900,303.37490,265.04500,308.46830,322.45870,0.53780,0.51110
2012-09-30,1420.50100,736.63200,683.86900,-517.66400,517.66400,166.20500,-32.51200,133.69300,32.68500,101.00800,101.00800,100.94700,184.14700,166.20500,307.24420,318.68320,0.32890,0.31560
2012-06-30,1415.74700,731.20200,684.54490,-503.68900,503.68900,180.85600,-32.41700,148.43900,39.53500,108.90400,108.90400,108.83800,205.79100,180.85600,310.90730,322.93800,0.35110,0.33780
2012-03-31,1378.70500,679.47200,699.23300,-483.10900,483.10900,216.12400,-28.82100,187.30300,52.07100,135.23200,135.23200,135.31800,238.33600,216.12400,310.08150,322.67470,0.43560,0.41780
2011-12-31,1370.95300,693.01400,677.93900,-501.02600,501.02600,176.91350,-28.19500,148.71800,31.66300,117.05500,117.05500,117.02700,207.59340,176.91330,314.29800,327.76200,0.37780,0.36440
2011-09-30,1279.73100,683.98000,595.75100,-471.53700,471.53700,124.21400,-28.06800,96.14600,19.77500,76.37100,76.37100,76.41000,148.36700,124.21400,312.33600,325.21050,0.24440,0.23560
2011-06-30,1270.94900,674.27600,596.67300,-459.51300,459.51300,137.15990,-28.13200,109.02800,26.90800,82.12000,82.12000,82.18400,148.25990,137.15990,318.68320,332.27330,0.25780,0.24890
2011-03-31,1234.35100,607.09500,627.25600,-439.94500,439.94500,187.31090,-28.11700,159.19400,43.59900,115.59500,115.59500,115.59000,209.38990,187.31090,317.64830,331.70630,0.36440,0.34670
2010-12-31,1231.34200,591.51200,639.82970,-440.44500,440.44500,199.38460,-28.18900,171.19600,47.18600,124.01000,124.01000,123.96900,218.18860,199.38490,334.69200,348.93230,0.38220,0.36890
2010-09-30,1176.11200,597.90700,578.20510,-430.18000,430.18000,148.02500,-26.72500,121.30000,27.63100,93.66900,93.66900,93.61900,169.62000,148.02500,330.92770,346.86000,0.28440,0.27110
2010-06-30,1163.06800,570.47500,592.59300,-420.75700,420.75690,171.83610,-26.01400,145.82200,35.59800,110.22400,110.22400,110.20700,193.77610,171.83610,340.23370,354.28720,0.32440,0.31110
2010-03-31,1153.54700,549.97300,603.57400,-416.94100,416.94110,186.63290,-26.04100,160.59200,41.81100,118.78100,118.78100,118.61000,207.16090,186.63290,345.25130,359.48470,0.34220,0.32890
2009-12-31,1176.15000,543.03110,633.11900,-421.67500,421.67480,211.44410,-25.95300,185.49100,51.34700,134.14400,134.14400,134.29400,234.15210,211.44430,360.80320,374.79150,0.37330,0.36000
2009-09-30,1136.30900,585.96400,550.34500,-402.97100,402.97100,147.37400,-21.59900,125.77500,27.98700,97.78800,97.78800,97.72200,155.71400,147.37400,361.05300,375.15600,0.27110,0.26220
2009-06-30,1155.09800,597.26700,557.83100,-412.30500,412.30500,145.52600,-20.21300,125.31300,27.88100,97.43200,97.43200,97.38700,170.09400,145.52600,360.01800,374.00850,0.27110,0.26220
2009-03-31,963.62100,610.44500,353.17600,-387.30100,387.30100,-34.12500,-20.22400,-54.34900,-34.06500,-20.28400,-20.28400,-20.34600,-10.86600,-34.12500,362.45250,362.45250,-0.05780,-0.05780
