,revenue,cost-goods-sold,gross-profit,selling-general-administrative-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted
2019-09-30,28536.00000,5729.00000,22807.00000,15948.00000,15948.00000,6859.00000,,6859.00000,1082.00000,5777.00000,5777.00000,5272.00000,9303.60000,9353.00000,0.57000,0.56000
2019-06-30,29119.00000,6035.00000,23084.00000,14125.00000,14125.00000,8959.00000,,8959.00000,1611.00000,7348.00000,7348.00000,7109.00000,9523.20000,9559.60000,0.75000,0.74000
2019-03-31,28799.00000,5795.00000,23004.00000,14237.00000,14237.00000,8767.00000,,8767.00000,1456.00000,7311.00000,7311.00000,6869.00000,9725.90000,9787.30000,0.71000,0.70000
2018-12-31,28009.00000,5332.00000,22677.00000,13979.00000,13979.00000,8698.00000,,8698.00000,1420.00000,7278.00000,7278.00000,7039.00000,10096.50000,10236.90000,0.70000,0.70000
2018-09-30,27628.00000,4904.00000,22724.00000,13730.00000,13730.00000,8994.00000,,8994.00000,1827.00000,7167.00000,7167.00000,6701.00000,10031.60000,10170.80000,0.67000,0.66000
2018-06-30,27090.00000,4541.00000,22549.00000,14051.00000,14051.00000,8498.00000,,8498.00000,1714.00000,6784.00000,6784.00000,6466.00000,10181.70000,10309.40000,0.64000,0.63000
2018-03-31,26900.00000,3830.00000,23070.00000,14676.00000,14676.00000,8394.00000,,8394.00000,1476.00000,6918.00000,6918.00000,6490.00000,10322.40000,10472.70000,0.63000,0.62000
2017-12-31,23242.00000,3032.00000,20210.00000,14049.00000,14049.00000,6161.00000,,6161.00000,3796.00000,2365.00000,2365.00000,2079.00000,10195.60000,10778.40000,0.19000,0.21000
2017-09-30,25335.00000,3496.00000,21839.00000,14228.00000,14228.00000,7611.00000,,7611.00000,2187.00000,5424.00000,5424.00000,4959.00000,10197.90000,10746.70000,0.49000,0.46000
2017-06-30,25989.00000,3160.00000,22829.00000,14708.00000,14708.00000,8121.00000,,8121.00000,3015.00000,5106.00000,5106.00000,4745.00000,10013.50000,10834.80000,0.47000,0.44000
2017-03-31,24900.00000,2652.00000,22248.00000,14928.00000,14928.00000,7320.00000,,7320.00000,1983.00000,5337.00000,5337.00000,4835.00000,10099.60000,10919.70000,0.48000,0.45000
2016-12-31,22563.00000,2573.00000,19990.00000,14621.00000,14621.00000,5369.00000,,5923.00000,1311.00000,4612.00000,4612.00000,4251.00000,10284.10000,11046.80000,0.42000,0.39000
2016-09-30,24044.00000,2409.00000,21635.00000,14150.00000,14331.00000,7304.00000,,7304.00000,2349.00000,4955.00000,4955.00000,4452.00000,10250.12000,11000.47000,0.43000,0.41000
2016-06-30,23742.00000,2456.00000,21286.00000,14283.00000,14469.00000,6817.00000,,6817.00000,2034.00000,4783.00000,4783.00000,4422.00000,10328.42000,11059.17000,0.43000,0.41000
2016-03-31,23313.00000,2523.00000,20790.00000,15626.00000,15813.00000,4977.00000,,4977.00000,1505.00000,3472.00000,3472.00000,3015.00000,10370.09000,11100.07000,0.29000,0.28000
2015-12-31,22000.00000,2897.00000,19103.00000,15335.00000,15335.00000,3768.00000,,4400.00000,1340.00000,3060.00000,3060.00000,2730.00000,10462.28000,11236.23000,0.26000,0.25000
2015-09-30,23488.00000,2496.00000,20992.00000,14538.00000,14745.00000,6247.00000,,6247.00000,1628.00000,4619.00000,4619.00000,4178.00000,10444.29000,11197.20000,0.40000,0.38000
2015-06-30,24600.00000,2644.00000,21956.00000,14526.00000,14738.00000,7218.00000,,7218.00000,2084.00000,5134.00000,5134.00000,4804.00000,10488.14000,11238.06000,0.46000,0.43000
2015-03-31,23426.00000,2512.00000,20914.00000,16379.00000,16592.00000,4322.00000,,4322.00000,1225.00000,3097.00000,3097.00000,2715.00000,10518.79000,11266.51000,0.26000,0.25000
2014-12-31,22890.00000,2518.00000,20372.00000,14726.00000,14954.00000,5418.00000,,5418.00000,1681.00000,3737.00000,3737.00000,3425.00000,10527.82000,10584.54000,0.33000,0.32000
2014-09-30,23848.00000,2639.00000,21209.00000,20544.00000,20778.00000,431.00000,,431.00000,663.00000,-232.00000,-232.00000,-470.00000,10515.79000,10515.79000,-0.04000,-0.04000
2014-06-30,24675.00000,2928.00000,21747.00000,18717.00000,18952.00000,2795.00000,,2795.00000,504.00000,2291.00000,2291.00000,2035.00000,10519.36000,11265.12000,0.19000,0.19000
2014-03-31,25416.00000,2850.00000,22566.00000,23008.00000,23247.00000,-681.00000,,-681.00000,-405.00000,-276.00000,-276.00000,-514.00000,10560.52000,10560.52000,-0.05000,-0.05000
2013-12-31,24414.00000,2926.00000,21488.00000,17377.00000,17643.00000,3845.00000,,3845.00000,406.00000,3439.00000,3439.00000,3183.00000,10731.17000,11491.42000,0.30000,0.28000
2013-09-30,24646.00000,3116.00000,21530.00000,16415.00000,16685.00000,4845.00000,,4845.00000,2348.00000,2497.00000,2497.00000,2218.00000,10718.92000,11482.23000,0.21000,0.20000
2013-06-30,26003.00000,3276.00000,22727.00000,16955.00000,17229.00000,5498.00000,,5498.00000,1486.00000,4012.00000,4012.00000,3571.00000,10775.87000,11524.51000,0.33000,0.32000
2013-03-31,26634.00000,3437.00000,23197.00000,20937.00000,21213.00000,1984.00000,,1984.00000,501.00000,1483.00000,1483.00000,1110.00000,10798.98000,11154.78000,0.10000,0.10000
2012-12-31,22307.00000,3647.00000,18660.00000,20255.00000,20564.00000,-1904.00000,,-1904.00000,-2636.00000,732.00000,732.00000,368.00000,10746.03000,10840.85000,0.04000,0.03000
2012-09-30,24466.00000,4038.00000,20428.00000,19003.00000,19318.00000,1110.00000,,1110.00000,770.00000,340.00000,340.00000,-33.00000,10776.00000,10776.00000,0.00000,0.00000
2012-06-30,26412.00000,4444.00000,21968.00000,18500.00000,18821.00000,3147.00000,,3147.00000,684.00000,2463.00000,2463.00000,2098.00000,10775.70000,11556.01000,0.19000,0.19000
2012-03-31,26893.00000,4615.00000,22278.00000,21240.00000,21559.00000,719.00000,,719.00000,66.00000,653.00000,653.00000,327.00000,10651.37000,10761.92000,0.03000,0.03000
2011-12-31,29600.00000,4712.00000,24888.00000,21409.00000,22355.00000,2533.00000,-101.00000,2432.00000,441.00000,1991.00000,1991.00000,1628.00000,10142.63000,10254.82000,0.16000,0.18000
2011-09-30,33816.00000,5363.00000,28453.00000,20467.00000,20844.00000,7609.00000,-176.00000,7433.00000,1201.00000,6232.00000,6232.00000,5859.00000,10116.28000,10464.39000,0.58000,0.56000
2011-06-30,19038.00000,5802.00000,13236.00000,22967.00000,25952.00000,-12716.00000,-159.00000,-12875.00000,-4049.00000,-8826.00000,-8826.00000,-9127.00000,10094.93000,10094.93000,-0.90000,-0.90000
2011-03-31,32620.00000,5743.00000,26877.00000,23510.00000,23895.00000,2982.00000,-202.00000,2780.00000,731.00000,2049.00000,2049.00000,1725.00000,10075.88000,10181.35000,0.17000,0.17000
2010-12-31,28249.00000,5851.00000,22398.00000,23203.00000,25623.00000,-3225.00000,-370.00000,-3595.00000,-2351.00000,-1244.00000,-1244.00000,-1527.00000,9790.47200,9790.47200,-0.16000,-0.15000
2010-09-30,32474.00000,5774.00000,26700.00000,21365.00000,32191.00000,-5491.00000,-421.00000,-5912.00000,1387.00000,-7299.00000,-7299.00000,-7647.00000,9976.35100,9976.35100,-0.77000,-0.77000
2010-06-30,35372.00000,6219.00000,29153.00000,24411.00000,24850.00000,4303.00000,-508.00000,3795.00000,672.00000,3123.00000,3123.00000,2741.00000,9956.77300,10029.78000,0.28000,0.27000
2010-03-31,38099.00000,6130.00000,31969.00000,26613.00000,27059.00000,4910.00000,-521.00000,4389.00000,1207.00000,3182.00000,3182.00000,2834.00000,9177.46800,10005.25000,0.28000,0.28000
2009-12-31,31162.00000,6086.00000,25076.00000,25530.00000,25962.00000,-886.00000,-533.00000,-1419.00000,-1225.00000,-194.00000,-194.00000,-5196.00000,7728.57000,7728.57000,-0.80000,-0.80000
2009-09-30,33135.00000,7100.00000,26035.00000,26907.00000,27417.00000,-1382.00000,-594.00000,-1976.00000,-975.00000,-1001.00000,-1001.00000,-2241.00000,8633.83400,8633.83400,-0.26000,-0.26000
2009-06-30,40736.00000,7962.00000,32774.00000,29050.00000,29566.00000,3208.00000,-829.00000,2379.00000,-845.00000,3224.00000,3224.00000,2419.00000,7241.51500,7269.51800,0.33000,0.33000
2009-03-31,45417.00000,9659.00000,35758.00000,29097.00000,29617.00000,6141.00000,-765.00000,5376.00000,1129.00000,4247.00000,4247.00000,2814.00000,6370.81500,6393.40700,0.44000,0.44000
