,revenue,cost-goods-sold,gross-profit,research-development-expenses,selling-general-administrative-expenses,other-operating-income-expenses,operating-expenses,operating-income,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted
2020-03-31,31501.00000,16676.00000,14825.00000,158.00000,683.00000,-5389.00000,10680.00000,4145.00000,4145.00000,564.00000,3581.00000,3581.00000,3599.00000,8595.00000,4307.00000,1862.27300,1865.64900,1.93000,1.93000
2019-12-31,36350.00000,20662.00000,15688.00000,272.00000,1129.00000,-6085.00000,24093.00000,-8405.00000,-8405.00000,-1738.00000,-6667.00000,-6667.00000,-6610.00000,8202.00000,-8227.00000,1882.00000,1895.00000,-3.51000,-3.48000
2019-09-30,36116.00000,20941.00000,15175.00000,168.00000,954.00000,-5446.00000,11126.00000,4049.00000,4049.00000,1469.00000,2580.00000,2580.00000,2580.00000,8607.00000,4246.00000,1880.60700,1893.92800,1.38000,1.36000
2019-06-30,38850.00000,21882.00000,16968.00000,141.00000,1076.00000,-5284.00000,11033.00000,5935.00000,5935.00000,1645.00000,4290.00000,4290.00000,4305.00000,10467.00000,6133.00000,1889.26500,1902.97700,2.28000,2.27000
2019-03-31,35200.00000,20764.00000,14436.00000,189.00000,984.00000,-4987.00000,10479.00000,3957.00000,3957.00000,1315.00000,2642.00000,2642.00000,2649.00000,8276.00000,4182.00000,1888.00200,1900.74800,1.40000,1.39000
2018-12-31,42352.00000,24821.00000,17531.00000,250.00000,1080.00000,-5861.00000,12633.00000,4898.00000,4898.00000,1175.00000,3723.00000,3723.00000,3730.00000,10340.00000,5088.00000,1897.00000,1914.00000,1.97000,1.95000
2018-09-30,43987.00000,25940.00000,18047.00000,625.00000,1018.00000,-5143.00000,12348.00000,5699.00000,5699.00000,1643.00000,4056.00000,4056.00000,4047.00000,11261.00000,5881.00000,1900.71700,1917.47400,2.13000,2.11000
2018-06-30,42236.00000,26107.00000,16129.00000,177.00000,1017.00000,-5315.00000,11224.00000,4905.00000,4905.00000,1483.00000,3422.00000,3422.00000,3409.00000,9620.00000,5122.00000,1900.37500,1918.94900,1.79000,1.78000
2018-03-31,37764.00000,22577.00000,15187.00000,158.00000,723.00000,-4785.00000,10114.00000,5073.00000,5073.00000,1414.00000,3659.00000,3659.00000,3638.00000,9521.00000,5232.00000,1895.99000,1913.21800,1.92000,1.90000
2017-12-31,37616.00000,24340.00000,13276.00000,356.00000,1266.00000,-5265.00000,11795.00000,1481.00000,1481.00000,-1637.00000,3118.00000,3118.00000,3111.00000,6389.00000,1654.00000,1883.00000,1898.00000,1.65000,1.64000
2017-09-30,36205.00000,21989.00000,14216.00000,239.00000,1107.00000,-5068.00000,11558.00000,2658.00000,2658.00000,672.00000,1986.00000,1986.00000,1952.00000,7802.00000,2693.00000,1882.65000,1895.87900,1.03000,1.03000
2017-06-30,34480.00000,21390.00000,13090.00000,125.00000,927.00000,-4726.00000,11137.00000,1953.00000,1953.00000,487.00000,1466.00000,1466.00000,1450.00000,7312.00000,2001.00000,1881.01900,1893.01400,0.77000,0.77000
2017-03-31,33421.00000,20377.00000,13044.00000,144.00000,810.00000,-4716.00000,9915.00000,3129.00000,3129.00000,430.00000,2699.00000,2699.00000,2682.00000,7374.00000,3180.00000,1879.37200,1895.39300,1.43000,1.41000
2016-12-31,31497.00000,19845.00000,11652.00000,191.00000,1165.00000,-5523.00000,11140.00000,512.00000,512.00000,74.00000,438.00000,438.00000,415.00000,4773.00000,570.00000,1873.00000,1873.00000,0.22000,0.22000
2016-09-30,30140.00000,18804.00000,11336.00000,258.00000,1109.00000,-4666.00000,10227.00000,1109.00000,1109.00000,-192.00000,1301.00000,1301.00000,1283.00000,5303.00000,1173.00000,1873.64900,1883.34200,0.68000,0.68000
2016-06-30,29282.00000,18251.00000,11031.00000,214.00000,1033.00000,-5054.00000,13101.00000,-2070.00000,-2070.00000,-607.00000,-1463.00000,-1463.00000,-1470.00000,4730.00000,-1991.00000,1871.99500,1871.99500,-0.78000,-0.78000
2016-03-31,23553.00000,14089.00000,9464.00000,370.00000,998.00000,-5404.00000,11175.00000,-1711.00000,-1711.00000,-1004.00000,-707.00000,-707.00000,-725.00000,2692.00000,-1711.00000,1869.77500,1869.77500,-0.39000,-0.39000
2015-12-31,29247.00000,17426.00000,11821.00000,1358.00000,1303.00000,-5970.00000,14031.00000,-2210.00000,-2210.00000,-1655.00000,-555.00000,-555.00000,-588.00000,3190.00000,-2210.00000,1868.00000,1875.00000,-0.31000,-0.31000
2015-09-30,34315.00000,20330.00000,13985.00000,315.00000,1026.00000,-5592.00000,11201.00000,2784.00000,2784.00000,727.00000,2057.00000,2057.00000,2037.00000,7052.00000,2784.00000,1868.44400,1872.42000,1.09000,1.09000
2015-06-30,40357.00000,23714.00000,16643.00000,1075.00000,1170.00000,-6077.00000,15280.00000,1363.00000,1363.00000,755.00000,608.00000,608.00000,571.00000,8321.00000,1363.00000,1867.56100,1876.70500,0.30000,0.30000
2015-03-31,34558.00000,20311.00000,14247.00000,592.00000,944.00000,-5395.00000,11342.00000,2905.00000,2905.00000,305.00000,2600.00000,2600.00000,2567.00000,7316.00000,2905.00000,1866.65500,1876.49800,1.38000,1.37000
2014-12-31,46088.00000,27381.00000,18707.00000,510.00000,1368.00000,-6572.00000,13323.00000,5384.00000,5384.00000,1912.00000,3472.00000,3472.00000,3471.00000,10257.00000,5384.00000,1884.00000,1898.00000,1.86000,1.85000
2014-09-30,54679.00000,33977.00000,20702.00000,366.00000,1122.00000,-6403.00000,11839.00000,8863.00000,8863.00000,3236.00000,5627.00000,5627.00000,5593.00000,12811.00000,8863.00000,1880.91500,1896.49200,2.97000,2.95000
2014-06-30,57938.00000,37011.00000,20927.00000,694.00000,1077.00000,-6287.00000,11900.00000,9027.00000,9027.00000,3337.00000,5690.00000,5690.00000,5665.00000,12869.00000,9027.00000,1887.54300,1902.32100,3.00000,2.98000
2014-03-31,53265.00000,33842.00000,19423.00000,415.00000,927.00000,-6023.00000,11495.00000,7928.00000,7928.00000,3407.00000,4521.00000,4521.00000,4512.00000,12058.00000,7928.00000,1895.03200,1909.42400,2.38000,2.36000
2013-12-31,56158.00000,35902.00000,20256.00000,726.00000,1176.00000,-6521.00000,12058.00000,8198.00000,8198.00000,3240.00000,4958.00000,4958.00000,4930.00000,11833.00000,8198.00000,1917.00000,1932.00000,2.60000,2.57000
2013-09-30,58503.00000,38188.00000,20315.00000,559.00000,1197.00000,-6066.00000,11480.00000,8835.00000,8835.00000,3839.00000,4996.00000,4996.00000,4950.00000,12493.00000,8835.00000,1914.04700,1929.83100,2.58000,2.57000
2013-06-30,57369.00000,37622.00000,19747.00000,329.00000,1139.00000,-6278.00000,11158.00000,8589.00000,8589.00000,3185.00000,5404.00000,5404.00000,5365.00000,12001.00000,8589.00000,1921.39100,1936.78300,2.80000,2.77000
2013-03-31,56818.00000,36047.00000,20771.00000,247.00000,998.00000,-5762.00000,10488.00000,10283.00000,10283.00000,4044.00000,6239.00000,6239.00000,6178.00000,13764.00000,10283.00000,1929.01400,1943.93100,3.20000,3.18000
2012-12-31,60552.00000,37210.00000,23342.00000,357.00000,1182.00000,-6273.00000,11366.00000,11976.00000,11976.00000,4679.00000,7297.00000,7297.00000,7245.00000,15530.00000,11976.00000,1950.00000,1965.00000,3.73000,3.70000
2012-09-30,58044.00000,37221.00000,20823.00000,475.00000,1352.00000,-5694.00000,10891.00000,9932.00000,9932.00000,4624.00000,5308.00000,5308.00000,5253.00000,13302.00000,9932.00000,1945.84000,1960.14100,2.71000,2.69000
2012-06-30,62608.00000,39806.00000,22802.00000,493.00000,1250.00000,-5420.00000,10447.00000,12355.00000,12355.00000,5123.00000,7232.00000,7232.00000,7210.00000,15639.00000,12355.00000,1954.14700,1967.99000,3.68000,3.66000
2012-03-31,60705.00000,38905.00000,21800.00000,403.00000,940.00000,-5183.00000,9731.00000,12069.00000,12069.00000,5570.00000,6499.00000,6499.00000,6471.00000,15274.00000,12069.00000,1963.86200,1978.78100,3.30000,3.27000
2011-12-31,59985.00000,39043.00000,20942.00000,386.00000,1330.00000,-5948.00000,10977.00000,9965.00000,9965.00000,4813.00000,5152.00000,5152.00000,5123.00000,13278.00000,9965.00000,1986.00000,2001.00000,2.61000,2.58000
2011-09-30,64432.00000,41144.00000,23288.00000,240.00000,1115.00000,-5378.00000,9948.00000,13340.00000,13340.00000,5483.00000,7857.00000,7857.00000,7829.00000,16555.00000,13340.00000,1984.64300,1998.67300,3.94000,3.92000
2011-06-30,68948.00000,45602.00000,23346.00000,422.00000,1200.00000,-5260.00000,10139.00000,13207.00000,13207.00000,5447.00000,7760.00000,7760.00000,7732.00000,16464.00000,13207.00000,1994.00700,2008.99500,3.88000,3.85000
2011-03-31,60341.00000,39762.00000,20579.00000,168.00000,1100.00000,-5063.00000,9457.00000,11122.00000,11122.00000,4883.00000,6239.00000,6239.00000,6211.00000,14248.00000,11122.00000,1994.73500,2008.58400,3.11000,3.09000
2010-12-31,54027.00000,34732.00000,19295.00000,335.00000,1408.00000,-5343.00000,10529.00000,8766.00000,8766.00000,3446.00000,5320.00000,5320.00000,5295.00000,12209.00000,8770.00000,1997.00000,2007.00000,2.65000,2.64000
2010-09-30,49718.00000,33169.00000,16549.00000,420.00000,1181.00000,-4665.00000,9676.00000,6873.00000,6873.00000,3081.00000,3792.00000,3792.00000,3768.00000,10283.00000,6882.00000,1997.72100,2006.78500,1.89000,1.87000
2010-06-30,53004.00000,35141.00000,17863.00000,212.00000,1136.00000,-4591.00000,9097.00000,8766.00000,8766.00000,3322.00000,5444.00000,5444.00000,5409.00000,11924.00000,8783.00000,1996.39300,2006.00000,2.71000,2.70000
2010-03-31,48179.00000,31616.00000,16563.00000,180.00000,1042.00000,-4589.00000,8913.00000,7650.00000,7650.00000,3070.00000,4580.00000,4580.00000,4552.00000,10752.00000,7670.00000,1994.98300,2004.21700,2.28000,2.27000
2009-12-31,48676.00000,33189.00000,15487.00000,281.00000,1330.00000,-4899.00000,9666.00000,5821.00000,5821.00000,2719.00000,3102.00000,3102.00000,3070.00000,8977.00000,5821.00000,1992.00000,2001.00000,1.54000,1.53000
2009-09-30,46625.00000,31613.00000,15012.00000,242.00000,1177.00000,-4403.00000,8824.00000,6188.00000,6188.00000,2342.00000,3846.00000,3846.00000,3831.00000,9190.00000,6202.00000,1992.45200,2000.58600,1.92000,1.92000
2009-06-30,40205.00000,28064.00000,12141.00000,438.00000,1043.00000,-4209.00000,8795.00000,3346.00000,3346.00000,1585.00000,1761.00000,1761.00000,1745.00000,6451.00000,3352.00000,1991.60500,1999.66700,0.88000,0.87000
2009-03-31,36130.00000,24378.00000,11752.00000,381.00000,977.00000,-4346.00000,8579.00000,3173.00000,3173.00000,1319.00000,1854.00000,1854.00000,1837.00000,6048.00000,3181.00000,1991.12800,1999.50900,0.92000,0.92000
