,revenue,gross-profit,selling-general-administrative-expenses,other-operating-income-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted
2019-03-31,1876.00000,1876.00000,1505.00000,-214.00000,25.00000,-19.00000,6.00000,2.00000,4.00000,4.00000,4.00000,131.00000,25.00000,123.29100,123.91500,0.03000,0.03000
2018-12-31,2064.00000,2064.00000,1638.00000,-193.00000,46.00000,-10.00000,36.00000,13.00000,23.00000,23.00000,23.00000,154.00000,46.00000,123.23000,123.97500,0.19000,0.18000
2018-09-30,2212.00000,2212.00000,1588.00000,-206.00000,297.00000,-13.00000,284.00000,67.00000,217.00000,217.00000,217.00000,396.00000,297.00000,123.22400,123.86400,1.76000,1.75000
2018-06-30,2156.00000,2156.00000,1531.00000,-257.00000,271.00000,-12.00000,259.00000,66.00000,193.00000,193.00000,193.00000,368.00000,271.00000,123.26800,124.03600,1.57000,1.56000
2018-03-31,1832.00000,1832.00000,1461.00000,-217.00000,29.00000,-23.00000,6.00000,2.00000,4.00000,4.00000,4.00000,123.00000,29.00000,123.15500,123.63000,0.03000,0.03000
2017-12-31,1942.00000,1942.00000,1463.00000,-191.00000,137.00000,-11.00000,126.00000,-189.00000,315.00000,315.00000,315.00000,234.00000,137.00000,123.21100,123.85400,2.57000,2.55000
2017-09-30,2110.00000,2110.00000,1345.00000,-220.00000,427.00000,-10.00000,417.00000,158.00000,259.00000,259.00000,259.00000,522.00000,427.00000,123.46700,124.22000,2.10000,2.09000
2017-06-30,2102.00000,2102.00000,1307.00000,-218.00000,487.00000,-13.00000,474.00000,181.00000,293.00000,293.00000,293.00000,577.00000,487.00000,123.57300,124.33200,2.37000,2.36000
2017-03-31,1740.00000,1740.00000,1265.00000,-189.00000,157.00000,-15.00000,142.00000,49.00000,93.00000,93.00000,93.00000,247.00000,157.00000,123.49500,124.29900,0.75000,0.75000
2016-12-31,1518.00000,1518.00000,1002.00000,-236.00000,198.00000,4.00000,202.00000,105.00000,97.00000,97.00000,97.00000,280.00000,198.00000,123.55700,124.38900,0.79000,0.78000
2016-09-30,1566.00000,1566.00000,895.00000,-170.00000,400.00000,2.00000,402.00000,146.00000,256.00000,256.00000,256.00000,501.00000,400.00000,123.14900,123.83300,2.08000,2.07000
2016-06-30,1494.00000,1494.00000,833.00000,-151.00000,418.00000,2.00000,420.00000,160.00000,260.00000,260.00000,260.00000,510.00000,418.00000,123.25000,123.98800,2.11000,2.10000
2016-03-31,1347.00000,1347.00000,820.00000,-149.00000,290.00000,2.00000,292.00000,108.00000,184.00000,184.00000,184.00000,378.00000,290.00000,124.55000,125.32800,1.47000,1.46000
2015-12-31,1377.00000,1377.00000,859.00000,-179.00000,255.00000,4.00000,259.00000,68.00000,191.00000,191.00000,191.00000,339.00000,255.00000,128.37300,129.37200,1.53000,1.51000
2015-09-30,1515.00000,1515.00000,867.00000,-134.00000,433.00000,4.00000,437.00000,163.00000,274.00000,274.00000,274.00000,514.00000,433.00000,127.30800,128.20500,2.15000,2.14000
2015-06-30,1437.00000,1437.00000,843.00000,-143.00000,372.00000,4.00000,376.00000,142.00000,234.00000,234.00000,234.00000,451.00000,372.00000,129.23600,130.25500,1.80000,1.79000
2015-03-31,1269.00000,1269.00000,831.00000,-124.00000,238.00000,2.00000,240.00000,91.00000,149.00000,149.00000,149.00000,314.00000,238.00000,131.12000,132.23000,1.13000,1.12000
2014-12-31,1306.00000,1306.00000,849.00000,-139.00000,242.00000,,242.00000,94.00000,148.00000,148.00000,148.00000,318.00000,242.00000,135.44500,136.80100,1.11000,1.10000
2014-09-30,1465.00000,1465.00000,977.00000,-97.00000,316.00000,,316.00000,118.00000,198.00000,198.00000,198.00000,391.00000,316.00000,134.86500,136.15800,1.47000,1.45000
2014-06-30,1375.00000,1375.00000,929.00000,-110.00000,263.00000,2.00000,265.00000,100.00000,165.00000,165.00000,165.00000,336.00000,263.00000,137.27400,138.71100,1.20000,1.19000
2014-03-31,1222.00000,1222.00000,905.00000,-106.00000,141.00000,11.00000,152.00000,58.00000,94.00000,94.00000,94.00000,211.00000,141.00000,137.33400,138.82200,0.69000,0.68000
2013-12-31,1210.00000,1210.00000,855.00000,-159.00000,130.00000,-5.00000,125.00000,47.00000,78.00000,78.00000,78.00000,197.00000,130.00000,139.91000,141.87800,0.55000,0.54500
2013-09-30,1557.00000,1557.00000,925.00000,-95.00000,470.00000,-7.00000,463.00000,174.00000,289.00000,289.00000,289.00000,537.00000,470.00000,139.55900,141.38300,2.07000,2.04000
2013-06-30,1256.00000,1256.00000,928.00000,-86.00000,174.00000,-5.00000,169.00000,65.00000,104.00000,104.00000,104.00000,241.00000,174.00000,140.50400,142.31900,0.75000,0.74000
2013-03-31,1133.00000,1133.00000,912.00000,-88.00000,64.00000,-5.00000,59.00000,22.00000,37.00000,37.00000,37.00000,133.00000,64.00000,140.86200,142.82800,0.26000,0.25500
2012-12-31,1132.00000,1132.00000,899.00000,-90.00000,75.00000,-1.00000,74.00000,30.00000,44.00000,44.00000,44.00000,144.00000,75.00000,141.41600,143.56800,0.32000,0.32000
2012-09-30,1272.00000,1272.00000,854.00000,-83.00000,269.00000,-4.00000,265.00000,102.00000,163.00000,163.00000,163.00000,335.00000,269.00000,141.92600,143.76600,1.15000,1.13500
2012-06-30,1214.00000,1214.00000,949.00000,-83.00000,116.00000,-7.00000,109.00000,41.00000,68.00000,68.00000,68.00000,181.00000,116.00000,141.99200,144.40000,0.47500,0.46500
2012-03-31,1039.00000,1039.00000,823.00000,-80.00000,72.00000,-6.00000,66.00000,25.00000,41.00000,41.00000,41.00000,136.00000,72.00000,142.38400,145.31800,0.28500,0.28000
2011-12-31,1044.50000,1044.50000,787.30000,-80.20000,114.19990,-13.20000,101.00000,36.50000,64.50000,64.50000,64.50000,138.09990,114.20000,143.51000,146.84200,0.45000,0.43500
2011-09-30,1198.10000,1198.10000,916.99990,-75.70000,143.20010,-17.90000,125.30000,47.80000,77.50000,77.50000,77.50000,244.30010,143.20010,143.90800,146.47600,0.54000,0.53000
2011-06-30,1110.20000,1110.20000,887.79990,-102.90000,57.79990,-10.80000,47.00000,18.20000,28.80000,28.80000,28.80000,119.49990,57.79990,143.93000,146.94600,0.20000,0.19500
2011-03-31,965.20000,965.20000,683.90000,-87.20000,133.80000,-13.10000,120.70000,46.50000,74.20000,74.20000,74.20000,194.10010,133.80000,143.97600,147.36400,0.51500,0.50500
2010-12-31,958.20010,958.20010,697.00000,-84.50000,118.70010,-15.10000,103.60000,38.90000,64.70000,64.70000,64.70000,163.50010,118.70000,143.28800,147.14200,0.45000,0.43750
2010-09-30,1068.00000,1068.00000,710.70000,-82.60000,216.90000,-18.70000,198.20000,75.80000,122.40000,122.40000,122.40000,287.90000,216.90000,143.59200,147.32000,0.85250,0.83000
2010-06-30,976.20000,976.20000,735.30000,-73.20000,109.70000,-15.70000,94.00000,35.40000,58.60000,58.60000,58.60000,167.70000,109.70000,142.79200,146.78800,0.41000,0.40000
2010-03-31,829.60000,829.60000,682.00000,-65.70000,25.70000,-15.50000,10.20000,4.90000,5.30000,5.30000,5.30000,81.90000,25.70000,142.66800,145.57200,0.03750,0.03750
2009-12-31,846.09990,846.09990,655.50010,-80.90000,52.80010,-10.80000,42.00000,17.90000,24.10000,24.10000,24.10000,109.70000,52.80010,143.26000,144.61600,0.16000,0.16000
2009-09-30,967.40000,967.40000,679.50000,-72.50000,159.80000,-17.00000,142.80000,55.20000,87.60000,87.60000,87.60000,215.40010,159.80000,141.10000,142.72400,0.62000,0.61500
2009-06-30,843.90000,843.90000,613.10000,-110.20000,66.70000,-19.00000,47.70000,18.60000,29.10000,29.10000,29.10000,115.80000,66.70000,145.41600,146.36400,0.20000,0.19750
2009-03-31,742.40000,742.40000,630.60000,-70.90000,-11.90000,-17.70000,-29.60000,-10.40000,-19.20000,-19.20000,-19.20000,45.70000,-11.90000,145.30400,145.30400,-0.13250,-0.13250
