,revenue,gross-profit,selling-general-administrative-expenses,other-operating-income-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted
2014-09-30,1020.80000,1020.80000,432.40000,-71.40000,488.70000,5.20000,493.90000,190.30000,303.60000,303.60000,299.80000,516.99990,488.70000,259.70000,267.40000,1.15000,1.12000
2014-06-30,984.30000,984.30000,412.40000,-70.80000,473.10000,26.10000,499.20000,193.40000,305.80000,305.80000,302.40000,501.10000,473.10000,260.70000,268.70000,1.16000,1.13000
2014-03-31,954.60000,954.60000,410.60000,-67.80000,449.10000,42.10000,491.20000,186.90000,304.30000,304.30000,301.10000,476.20000,449.10000,260.40000,268.60000,1.16000,1.12000
2013-12-31,929.79970,929.79970,393.50000,-71.10000,440.09970,31.70000,471.80000,184.10000,287.70000,287.70000,284.80000,465.19970,440.09990,258.30000,266.30000,1.11000,1.07000
2013-09-30,884.40000,884.40000,369.40000,-67.00000,425.90000,11.60000,437.50000,167.20000,270.30000,270.30000,267.70000,448.00000,425.90000,258.70000,266.50000,1.03000,1.00000
2013-06-30,854.30000,854.30000,370.60000,-63.00000,398.80000,1.40000,400.20000,152.40000,247.80000,247.80000,245.80000,420.70000,398.80000,258.20000,266.20000,0.95000,0.92000
2013-03-31,815.70000,815.70000,363.40000,-58.20000,372.60000,18.30000,390.90000,149.00000,241.90000,241.90000,240.10000,394.10000,372.60000,256.90000,264.90000,0.93000,0.91000
2012-12-31,787.30000,787.30000,344.99990,-59.80000,361.20010,16.90000,378.10000,146.10000,232.00000,232.00000,230.30000,382.20010,361.20000,253.40000,261.00000,0.91000,0.88000
2012-09-30,769.70000,769.70000,336.70000,-53.50000,358.90000,41.40000,400.30000,153.00000,247.30000,247.30000,245.70000,379.60000,358.90000,253.00000,260.30000,0.97000,0.94000
2012-06-30,736.80000,736.80000,336.40000,-52.50000,328.00000,7.40000,335.40000,128.60000,206.80000,206.80000,205.60000,348.00000,328.00000,253.40000,260.60000,0.81000,0.79000
2012-03-31,728.70000,728.70000,338.80000,-54.60000,316.20000,5.10000,321.30000,123.80000,197.50000,197.50000,196.50000,335.40000,316.20000,253.10000,261.00000,0.78000,0.75000
2011-12-31,671.60020,671.60020,301.70000,-57.30000,293.60030,12.90000,306.50000,118.10000,188.39990,188.39990,187.50000,312.70030,293.60000,255.60000,263.30000,0.74000,0.73000
2011-09-30,679.40000,679.40000,320.30000,-45.40000,295.20000,1.30000,296.50000,111.00000,185.50000,185.50000,184.60000,313.80000,295.20000,253.70000,260.00000,0.73000,0.71000
2011-06-30,713.70000,713.70000,319.50000,-49.70000,326.60000,5.60000,332.20000,127.50000,204.70000,204.70000,203.80000,344.60000,326.60000,258.00000,266.70000,0.79000,0.76000
2011-03-31,682.40000,682.40000,308.70000,-45.60000,311.50000,3.90000,315.40000,120.80000,194.60000,194.60000,193.80000,328.20000,311.50000,258.70000,268.50000,0.75000,0.72000
2010-12-31,644.79990,644.79990,277.40010,-28.30000,282.79980,15.40000,298.20000,106.60000,191.60000,191.60000,190.80000,298.69980,280.09990,257.20000,265.10000,0.74000,0.73000
2010-09-30,587.00000,587.00000,261.10000,-47.20000,261.90000,8.90000,270.80000,101.70000,169.10000,169.10000,168.40000,278.80000,262.80000,255.50000,261.80000,0.66000,0.64000
2010-06-30,578.30000,578.30000,261.00000,-47.80000,253.10000,3.90000,257.00000,98.50000,158.50000,158.50000,157.80000,269.60000,254.00000,258.20000,265.70000,0.61000,0.59000
2010-03-31,557.10000,557.10000,256.90000,-45.20000,238.70000,5.30000,244.00000,91.00000,153.00000,153.00000,152.40000,255.10000,239.60000,258.20000,266.20000,0.59000,0.57000
2009-12-31,539.10000,539.10000,252.40010,-13.90000,229.80000,10.20000,240.00000,87.50000,152.50000,152.50000,152.00000,245.50000,226.29990,255.90000,262.30000,0.59000,0.58000
2009-09-30,499.10000,499.10000,235.30000,-39.10000,207.30000,5.20000,212.50000,79.60000,132.90000,132.90000,132.40000,224.80000,208.30000,256.10000,263.60000,0.52000,0.50000
2009-06-30,443.50000,443.50000,237.80000,-33.90000,153.90000,7.90000,161.80000,61.80000,100.00000,100.00000,99.70000,171.90000,155.20000,255.20000,261.70000,0.39000,0.38000
2009-03-31,385.70000,385.70000,223.50000,-33.70000,110.60000,-36.00000,74.60000,26.40000,48.20000,48.20000,48.00000,128.60000,111.80000,255.40000,259.00000,0.19000,0.19000
