,revenue,cost-goods-sold,gross-profit,other-operating-income-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,income-from-discontinued-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted
2017-09-30,12341.00000,10741.00000,1600.00000,77.00000,-77.00000,1677.00000,-380.00000,1297.00000,334.00000,963.00000,963.00000,,963.00000,1976.00000,1677.00000,287.10000,290.00000,3.35000,3.32000
2017-06-30,12563.00000,10907.00000,1656.00000,60.00000,-60.00000,1716.00000,-374.00000,1342.00000,387.00000,955.00000,955.00000,,955.00000,2012.00000,1716.00000,288.50000,291.20000,3.31000,3.28000
2017-03-31,11212.00000,9806.00000,1406.00000,-4.00000,4.00000,1402.00000,-367.00000,1035.00000,246.00000,789.00000,789.00000,,789.00000,1687.00000,1402.00000,290.00000,292.80000,2.72000,2.69000
2016-12-31,13794.00000,12102.00000,1692.00000,75.00000,-75.00000,1767.00000,-644.00000,1123.00000,256.00000,867.00000,867.00000,-8.00000,859.00000,2094.00000,1767.00000,299.30000,303.10000,2.94000,2.91000
2016-09-30,11551.00000,10167.00000,1384.00000,204.00000,-204.00000,1588.00000,-161.00000,1427.00000,338.00000,1089.00000,1089.00000,1306.00000,2395.00000,1883.00000,1588.00000,298.50000,302.10000,8.02000,7.93000
2016-06-30,11577.00000,10347.00000,1230.00000,145.00000,-145.00000,1375.00000,-165.00000,1210.00000,311.00000,899.00000,899.00000,122.00000,1021.00000,1672.00000,1375.00000,303.10000,307.10000,3.37000,3.32000
2016-03-31,10368.00000,9273.00000,1095.00000,63.00000,-63.00000,1158.00000,-164.00000,994.00000,188.00000,806.00000,806.00000,92.00000,898.00000,1454.00000,1158.00000,304.50000,308.70000,2.95000,2.91000
2015-12-31,8722.00000,7961.00000,761.00000,-42.00000,42.00000,719.00000,-118.00000,601.00000,38.00000,563.00000,563.00000,370.00000,933.00000,1019.00000,719.00000,310.30000,314.70000,3.06000,3.01000
2015-09-30,10060.00000,8963.00000,1097.00000,95.00000,-95.00000,1192.00000,-103.00000,1089.00000,333.00000,756.00000,756.00000,109.00000,865.00000,1428.00000,1192.00000,308.40000,312.70000,2.80000,2.77000
2015-06-30,11643.00000,10272.00000,1371.00000,74.00000,-74.00000,1445.00000,-102.00000,1343.00000,414.00000,929.00000,929.00000,,929.00000,1691.00000,1445.00000,312.00000,316.10000,2.98000,2.94000
2015-03-31,10111.00000,8848.00000,1263.00000,93.00000,-93.00000,1356.00000,-90.00000,1266.00000,388.00000,878.00000,878.00000,,878.00000,1600.00000,1356.00000,315.40000,320.20000,2.78000,2.74000
2014-12-31,6876.00000,6180.00000,696.00000,66.00000,-66.00000,762.00000,-85.00000,677.00000,134.00000,543.00000,543.00000,,904.00000,1030.00000,762.00000,316.80000,322.40000,2.87000,2.82000
2014-09-30,11114.00000,9839.00000,1275.00000,117.00000,-117.00000,1392.00000,-81.00000,1311.00000,423.00000,888.00000,888.00000,,888.00000,1639.00000,1392.00000,316.30000,321.80000,2.81000,2.76000
2014-06-30,11306.00000,9965.00000,1341.00000,85.00000,-85.00000,1426.00000,-85.00000,1341.00000,452.00000,889.00000,889.00000,,889.00000,1668.00000,1426.00000,316.80000,322.10000,2.81000,2.76000
2014-03-31,10650.00000,9279.00000,1371.00000,61.00000,-61.00000,1432.00000,-84.00000,1348.00000,415.00000,933.00000,933.00000,,933.00000,1669.00000,1432.00000,319.10000,325.10000,2.92000,2.87000
2013-12-31,11533.00000,10795.00000,738.00000,96.00000,-96.00000,834.00000,-88.00000,746.00000,258.00000,488.00000,488.00000,,488.00000,1120.00000,834.00000,320.90000,326.50000,1.52000,1.50000
2013-09-30,11347.00000,10163.00000,1184.00000,70.00000,-70.00000,1254.00000,-81.00000,1173.00000,331.00000,842.00000,842.00000,31.00000,873.00000,1486.00000,1254.00000,321.30000,327.50000,2.72000,2.66000
2013-06-30,11408.00000,10184.00000,1224.00000,74.00000,-74.00000,1298.00000,-87.00000,1211.00000,352.00000,859.00000,859.00000,,859.00000,1538.00000,1298.00000,320.80000,325.90000,2.68000,2.64000
2013-03-31,11070.00000,10029.00000,1041.00000,78.00000,-78.00000,1119.00000,-94.00000,1025.00000,264.00000,761.00000,761.00000,,761.00000,1351.00000,1119.00000,321.70000,326.30000,2.37000,2.33000
2012-12-31,12099.00000,11104.00000,995.00000,66.00000,-66.00000,1061.00000,-103.00000,958.00000,389.00000,569.00000,569.00000,,569.00000,1338.00000,1061.00000,323.70000,328.40000,1.76000,1.74000
2012-09-30,11869.00000,10849.00000,1020.00000,117.00000,-117.00000,1137.00000,-91.00000,1046.00000,319.00000,727.00000,727.00000,0.00000,727.00000,1384.00000,1137.00000,323.50000,328.30000,2.25000,2.21000
2012-06-30,11921.00000,10749.00000,1172.00000,20.00000,-20.00000,1192.00000,-75.00000,1117.00000,336.00000,781.00000,781.00000,,781.00000,1425.00000,1192.00000,324.50000,328.80000,2.41000,2.38000
2012-03-31,11293.00000,10284.00000,1009.00000,35.00000,-35.00000,1044.00000,-93.00000,951.00000,283.00000,668.00000,668.00000,,668.00000,1275.00000,1044.00000,324.10000,328.60000,2.06000,2.03000
2011-12-31,12211.00000,11183.00000,1028.00000,94.00000,-94.00000,1122.00000,-156.00000,966.00000,268.00000,698.00000,698.00000,-15.00000,683.00000,1391.00000,1122.00000,335.90000,339.90000,2.10000,2.07000
2011-09-30,12119.00000,11123.00000,996.00000,45.00000,-45.00000,1041.00000,-92.00000,949.00000,284.00000,665.00000,665.00000,35.00000,700.00000,1288.00000,1041.00000,329.80000,333.60000,2.12000,2.10000
2011-06-30,11543.00000,10637.00000,906.00000,87.00000,-87.00000,993.00000,-75.00000,918.00000,170.00000,748.00000,748.00000,-6.00000,742.00000,1239.00000,993.00000,342.80000,346.60000,2.16000,2.14000
2011-03-31,10626.00000,9812.00000,814.00000,50.00000,-50.00000,864.00000,-66.00000,798.00000,242.00000,556.00000,556.00000,-26.00000,530.00000,1110.00000,864.00000,348.50000,352.60000,1.52000,1.50000
2010-12-31,12711.00000,11594.00000,1117.00000,58.00000,-58.00000,1175.00000,-115.00000,1060.00000,236.00000,824.00000,824.00000,137.00000,961.00000,1614.00000,1175.00000,364.20000,368.30000,2.67000,2.64000
2010-09-30,11343.00000,10554.00000,789.00000,88.00000,-88.00000,877.00000,-48.00000,829.00000,272.00000,557.00000,557.00000,3.00000,560.00000,1090.00000,877.00000,360.10000,363.90000,1.56000,1.54000
2010-06-30,11280.00000,10238.00000,1042.00000,73.00000,-73.00000,1115.00000,-105.00000,1010.00000,296.00000,714.00000,714.00000,110.00000,824.00000,1316.00000,1115.00000,367.60000,371.70000,2.24000,2.22000
2010-03-31,10337.00000,9441.00000,896.00000,42.00000,-42.00000,938.00000,-59.00000,879.00000,360.00000,519.00000,519.00000,14.00000,533.00000,1137.00000,938.00000,373.50000,377.70000,1.43000,1.41000
2009-12-31,11655.00000,10511.00000,1144.00000,20.00000,-20.00000,1164.00000,-58.00000,1106.00000,322.00000,784.00000,784.00000,-8.00000,776.00000,1553.00000,1164.00000,384.80000,388.90000,2.05000,2.01000
2009-09-30,10767.00000,9781.00000,986.00000,82.00000,-82.00000,1068.00000,-20.00000,1048.00000,262.00000,786.00000,786.00000,11.00000,797.00000,1283.00000,1068.00000,381.40000,385.50000,2.09000,2.07000
2009-06-30,11072.00000,10060.00000,1012.00000,66.00000,-66.00000,1078.00000,-28.00000,1050.00000,319.00000,731.00000,731.00000,3.00000,734.00000,1286.00000,1078.00000,386.90000,390.90000,1.90000,1.88000
2009-03-31,10373.00000,9368.00000,1005.00000,52.00000,-52.00000,1057.00000,-79.00000,978.00000,312.00000,666.00000,666.00000,,666.00000,1259.00000,1057.00000,393.40000,393.40000,1.69000,1.68000
