,revenue,cost-goods-sold,gross-profit,selling-general-administrative-expenses,operating-expenses,operating-income,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted
2017-06-30,1171.00000,101.00000,1070.00000,705.00000,719.00000,351.00000,351.00000,79.00000,272.00000,272.00000,253.00000,1088.93400,1108.52700,0.23000,0.23000
2017-03-31,1132.00000,90.00000,1042.00000,761.00000,775.00000,267.00000,267.00000,59.00000,208.00000,208.00000,189.00000,1086.37400,1108.61700,0.17000,0.17000
2016-12-31,1149.35100,80.08200,1069.26900,742.47410,756.11610,313.15300,313.15300,74.01100,239.14200,239.14200,220.55100,904.43800,918.79000,0.20000,0.20000
2016-09-30,996.76100,68.95600,927.80500,767.00600,776.05200,151.75300,151.75300,24.74900,127.00400,127.00400,108.46700,938.57800,952.08100,0.12000,0.11000
2016-06-30,836.77000,59.77700,776.99300,544.57010,548.17010,228.82290,228.82300,54.28300,174.54000,174.54000,154.66600,798.16700,810.37100,0.19000,0.19000
2016-03-31,799.11800,54.18500,744.93300,514.95000,518.66200,226.27090,226.27100,54.95700,171.31400,171.31400,163.31600,795.75500,808.34900,0.21000,0.20000
2015-12-31,817.11710,47.45800,769.65910,531.45100,535.37210,234.28700,234.28700,55.93500,178.35200,178.35200,170.25300,803.41200,817.12900,0.22000,0.21000
2015-09-30,791.59600,43.02200,748.57400,545.07100,548.98400,199.59000,199.59000,47.00200,152.58800,152.58800,144.62000,800.88300,814.32600,0.18000,0.18000
2015-06-30,811.56800,39.10900,772.45900,502.23600,512.19590,260.26310,260.26300,64.05700,196.20600,196.20600,188.23800,806.89100,820.23800,0.23000,0.23000
2015-03-31,733.71900,34.41100,699.30800,469.24200,479.44790,219.86000,219.86000,54.00600,165.85400,165.85400,157.88900,809.77800,823.80900,0.19000,0.19000
2014-12-31,740.90330,34.37300,706.53030,475.11210,485.76510,220.76510,220.76500,57.15100,163.61400,163.61400,155.65100,819.91700,833.08100,0.19000,0.18000
2014-09-30,748.40900,34.72500,713.68400,494.98500,504.79800,208.88600,208.88600,53.87000,155.01600,155.01600,147.05200,816.49700,829.62300,0.18000,0.18000
2014-06-30,745.38900,35.27400,710.11500,478.50100,488.02100,222.09390,222.09400,57.47500,164.61900,164.61900,156.65600,821.54600,834.68700,0.19000,0.19000
2014-03-31,720.94000,34.94900,685.99100,475.46000,484.75100,201.24000,201.24000,52.09700,149.14300,149.14300,141.17900,829.65900,842.67700,0.17000,0.17000
2013-12-31,719.71610,39.17500,680.54110,460.02000,470.34000,210.20100,210.20100,52.02900,158.17200,158.17200,150.20700,834.20500,843.97400,0.18000,0.18000
2013-09-30,716.67900,38.06000,678.61900,424.37400,434.73600,243.88300,243.88300,65.04700,178.83600,178.83600,170.86900,830.39800,841.02500,0.21000,0.20000
2013-06-30,714.50100,37.64500,676.85600,460.22500,470.58700,206.26900,206.26900,55.26900,151.00000,151.00000,143.03300,834.73000,843.84000,0.17000,0.17000
2013-03-31,721.93700,41.14900,680.78800,462.06500,472.38500,208.40300,208.40300,55.12900,153.27400,153.27400,145.30400,841.10300,848.70800,0.17000,0.17000
2012-12-31,785.10990,44.94000,740.16990,512.47710,524.12410,216.04580,230.08400,72.53700,157.54700,157.54700,149.57410,857.96200,863.40200,0.17000,0.16000
2012-09-30,744.85400,53.48900,691.36500,483.87600,495.30700,196.05800,196.05800,28.29100,167.76700,167.76700,159.78400,857.87100,863.58800,0.19000,0.19000
2012-06-30,741.36300,58.58200,682.78100,468.84890,480.78900,201.99210,201.99200,49.28600,152.70600,152.70600,144.72200,862.26100,867.55100,0.17000,0.17000
2012-03-31,765.25700,62.72800,702.52900,485.55110,497.08210,205.44700,205.44700,52.17700,153.27000,153.27000,145.22100,864.49900,869.16400,0.17000,0.17000
2011-12-31,714.56790,70.19100,644.37690,475.38700,488.56190,155.81490,168.81200,41.95400,126.85800,126.85800,119.15500,863.69100,867.62400,0.13000,0.13000
2011-09-30,749.55500,84.51800,665.03700,469.31700,482.70400,182.33290,182.33300,38.94200,143.39100,143.39100,135.68800,863.91100,867.63300,0.16000,0.16000
2011-06-30,747.90400,88.80000,659.10400,450.82000,464.20600,194.89790,194.89800,48.98000,145.91800,145.91800,138.21400,863.35800,867.46900,0.16000,0.16000
2011-03-31,738.82200,97.54700,641.27500,466.71400,480.08400,161.19100,161.19100,34.74500,126.44600,126.44600,118.74300,863.35900,867.23700,0.14000,0.14000
2010-12-31,792.51100,112.99700,679.51400,506.52000,521.56600,157.94800,157.94800,35.04800,122.90000,122.90000,39.14600,726.93400,729.53200,0.05000,0.05000
2010-09-30,801.81200,124.70700,677.10500,531.32400,546.46900,130.63600,130.63600,29.69000,100.94600,100.94600,71.45100,716.91100,719.56700,0.10000,0.10000
2010-06-30,805.29600,135.99700,669.29900,592.07500,607.21600,62.08300,62.08300,13.31900,48.76400,48.76400,19.33800,716.58000,719.38700,0.03000,0.03000
2010-03-31,787.63100,152.88600,634.74500,617.95500,633.10100,1.64400,1.64400,-38.09300,39.73700,39.73700,10.38000,716.32000,718.59300,0.01000,0.01000
2009-12-31,795.88020,177.27100,618.60930,1199.52600,1216.58600,-597.97660,-597.97710,-228.29000,-369.68730,-369.68730,-398.97610,532.80200,532.80200,1.38000,1.38000
2009-09-30,809.89800,191.02700,618.87100,859.23800,876.23300,-257.36200,-257.36200,-91.17200,-166.19000,-166.19000,-195.41300,589.70800,589.70800,-0.33000,-0.33000
2009-06-30,828.94900,213.10500,615.84410,732.34090,753.68890,-137.84490,-137.84500,-12.75000,-125.09500,-125.09500,-182.54600,459.24600,459.24600,-0.40000,-0.40000
2009-03-31,809.05900,232.45200,576.60690,641.75810,3261.60600,-2684.99900,-2684.99900,-251.79200,-2433.20700,-2433.20700,-2492.00000,366.91900,366.91900,-6.79000,-6.79000
