,revenue,gross-profit,selling-general-administrative-expenses,other-operating-income-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted
2017-06-30,924.60000,924.60000,225.40000,-41.20000,605.20000,32.10000,637.30000,221.50000,415.80000,415.80000,415.80000,657.99990,605.20000,338.55600,340.02000,1.23000,1.22000
2017-03-31,929.30000,929.30000,230.00000,-45.00000,600.90000,106.10000,707.00000,307.20000,399.80000,399.80000,399.80000,654.30000,600.90000,338.33900,339.94600,1.18000,1.18000
2016-12-31,912.90000,912.90000,247.00000,-70.10000,537.99990,56.20000,594.20010,220.80000,373.40010,373.40010,373.40010,595.79990,537.99990,337.49600,338.96600,1.11000,1.10000
2016-09-30,841.70000,841.70000,219.80000,-41.40000,525.30000,23.50000,548.80000,76.00000,472.80000,472.80000,472.80000,580.50000,525.30000,337.59200,339.14300,1.40000,1.39000
2016-06-30,906.40000,906.40000,227.50000,-61.20000,563.30000,2.80000,566.10000,246.00000,320.10000,320.10000,320.10000,617.70010,563.30000,337.28900,338.70600,0.95000,0.95000
2016-03-31,934.20000,934.20000,226.70000,-75.70000,573.90000,4.60000,578.50000,210.70000,367.80000,367.80000,367.80000,631.80000,573.90000,337.01400,338.54900,1.09000,1.09000
2015-12-31,813.80000,813.80000,221.90000,-65.70000,469.90000,-1.40000,468.50010,176.80000,291.70000,291.70000,291.70000,526.20000,469.90010,336.22400,337.89400,0.87000,0.87000
2015-09-30,850.30000,850.30000,225.80000,-50.80000,516.40000,0.00000,516.40000,156.50000,359.90000,359.90000,359.90000,573.70000,516.40000,336.32300,338.13900,1.07000,1.06000
2015-06-30,820.00000,820.00000,220.70000,-45.90000,495.10000,-47.00000,448.10000,183.10000,265.00000,265.00000,265.00000,553.40000,495.10000,336.03600,337.79600,0.79000,0.78000
2015-03-31,842.70000,842.70000,224.20000,-54.50000,507.30000,16.50000,523.80000,193.40000,330.40000,330.40000,330.40000,564.00000,507.30000,335.68000,337.41600,0.98000,0.98000
2014-12-31,841.10010,841.10010,232.10000,-81.10000,471.50010,2.30000,473.80010,167.30000,306.50010,306.50010,306.50000,527.90010,471.50000,334.40900,336.06300,0.91000,0.91000
2014-09-30,762.40000,762.40000,211.40000,-62.60000,430.40000,-1.30000,429.10000,139.10000,290.00000,290.00000,290.00000,488.40000,430.40000,334.42400,336.17200,0.87000,0.86000
2014-06-30,731.60000,731.60000,225.80000,-34.30000,412.00000,10.10000,422.10000,158.30000,263.80000,263.80000,263.80000,471.50000,412.00000,334.09700,335.80000,0.79000,0.79000
2014-03-31,777.40000,777.40000,216.20000,-47.40000,454.50000,-8.10000,446.40000,179.80000,266.60000,266.60000,266.80000,513.80000,454.50000,333.90500,335.64400,0.80000,0.79000
2013-12-31,687.00020,687.00020,218.20000,-85.70000,323.20030,-16.20000,307.00000,113.90000,193.10000,193.10000,193.10000,383.10030,323.20020,332.67800,334.39800,0.58000,0.57000
2013-09-30,714.60000,714.60000,217.90000,-35.60000,400.50000,-1.60000,398.90000,162.60000,236.30000,236.30000,236.70000,461.10000,400.50000,332.76300,334.67400,0.71000,0.71000
2013-06-30,816.10000,816.10000,206.10000,-43.10000,507.80000,-0.30000,507.50000,196.20000,311.30000,311.30000,311.20000,566.90000,507.80000,332.34100,334.07300,0.94000,0.93000
2013-03-31,718.60000,718.60000,193.80000,-60.80000,405.50000,-17.90000,387.60000,150.20000,237.40000,237.40000,235.80000,464.00000,405.50000,331.95300,333.37200,0.71000,0.71000
2012-12-31,660.90010,660.90010,183.30000,-42.20000,375.60020,-22.10000,353.50010,185.40010,168.10000,168.10000,166.80000,435.40020,375.60010,331.25200,332.31900,0.50000,0.50000
2012-09-30,683.20000,683.20000,185.00000,-41.50000,396.00000,-0.20000,395.80000,176.90000,218.90000,218.90000,218.00000,456.70000,396.00000,331.37700,332.45800,0.66000,0.66000
2012-06-30,795.90000,795.90000,217.50000,-44.30000,469.20000,41.50000,510.70000,257.30000,253.40000,253.40000,244.90000,534.10000,469.20000,331.07800,332.16200,0.74000,0.74000
2012-03-31,774.60000,774.60000,211.10000,-44.60000,451.20000,-17.80000,433.40000,167.10000,266.30000,266.30000,266.60000,518.90000,451.20000,330.81400,331.85100,0.81000,0.80000
2011-12-31,736.50010,736.50010,195.90000,-84.00000,390.40010,-20.70000,369.70000,-377.00000,746.70010,746.70010,745.90000,452.70010,390.40010,332.73700,333.81100,2.25400,2.23800
2011-09-30,874.20000,874.20000,195.80000,-40.90000,572.10000,-26.20000,545.90000,230.90000,315.00000,315.00000,316.10000,638.40000,572.10000,332.28900,333.33700,0.95000,0.95000
2011-06-30,838.30000,838.30000,191.00000,-48.10000,534.50000,-25.20000,509.30000,213.70000,295.60000,295.60000,293.70000,600.30000,534.50000,333.79400,334.87100,0.88000,0.88000
2011-03-31,831.60000,831.60000,198.40000,-44.90000,524.10000,-12.50000,511.60000,54.50000,457.10000,457.10000,456.60000,590.20000,524.10000,334.28500,335.31000,1.36600,1.36200
2010-12-31,763.19980,763.19980,197.50010,-42.90000,458.39970,-31.20000,427.20000,230.80000,196.40000,196.40000,196.20000,544.39970,458.39980,331.49300,332.47500,0.58400,0.58200
2010-09-30,733.40000,733.40000,179.30000,-45.70000,442.90000,-27.20000,415.70000,171.40000,244.30000,244.30000,244.30000,509.80000,442.90000,332.78000,333.72000,0.73400,0.73200
2010-06-30,813.90000,813.90000,173.10000,-60.60000,515.10000,-35.00000,480.10000,208.90000,271.20000,271.20000,270.70000,581.50000,515.10000,327.91000,328.92000,0.82600,0.82200
2010-03-31,693.20000,693.20000,173.40000,-42.10000,414.70000,-15.80000,398.90000,158.70000,240.20000,240.20000,240.20000,478.80000,414.70000,331.17000,332.14000,0.72600,0.72400
2009-12-31,667.50010,667.50010,156.20000,-50.50000,402.50010,-46.20000,356.29990,153.70000,202.60000,202.60000,202.60000,467.10010,402.50010,331.83000,332.74000,0.61000,0.60800
2009-09-30,650.40000,650.40000,149.20000,-36.20000,401.40000,-45.60000,355.80000,153.50000,202.30000,202.30000,202.30000,465.60000,401.40000,331.92000,333.71500,0.61000,0.60800
2009-06-30,647.80000,647.80000,155.30000,-31.70000,398.80000,-23.90000,374.90000,153.10000,221.80000,221.80000,221.80000,461.00000,398.80000,331.64500,332.63000,0.66800,0.66600
2009-03-31,647.10000,647.10000,157.80000,-35.40000,386.40000,-35.90000,350.50000,151.40000,199.10000,199.10000,199.10000,459.50000,386.40000,331.51000,332.19500,0.60000,0.60000
