,revenue,cost-goods-sold,gross-profit,research-development-expenses,selling-general-administrative-expenses,other-operating-income-expenses,operating-expenses,operating-income,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted
2019-03-31,20021.00000,6615.00000,13406.00000,2858.00000,5219.00000,22.00000,8984.00000,4422.00000,4422.00000,673.00000,3749.00000,3749.00000,3749.00000,6384.00000,4623.00000,2660.80000,2698.80000,1.41000,1.39000
2018-12-31,20394.00000,6961.00000,13433.00000,3224.00000,5991.00000,-978.00000,10311.00000,3122.00000,3122.00000,80.00000,3042.00000,3042.00000,3042.00000,5303.00000,3568.00000,2681.50000,2728.70000,1.13000,1.12000
2018-09-30,20348.00000,6589.00000,13759.00000,2508.00000,5543.00000,-3.00000,9336.00000,4423.00000,4423.00000,489.00000,3934.00000,3934.00000,3934.00000,6572.00000,4841.00000,2683.20000,2727.60000,1.47000,1.44000
2018-06-30,20830.00000,6927.00000,13903.00000,2639.00000,5743.00000,-364.00000,8930.00000,4973.00000,4973.00000,1019.00000,3954.00000,3954.00000,3954.00000,7069.00000,5352.00000,2682.30000,2721.30000,1.47000,1.45000
2018-03-31,20009.00000,6614.00000,13395.00000,2404.00000,5263.00000,-60.00000,7914.00000,5481.00000,5481.00000,1114.00000,4367.00000,4367.00000,4367.00000,7600.00000,5854.00000,2682.20000,2731.90000,1.63000,1.60000
2017-12-31,20195.00000,7259.00000,12936.00000,3643.00000,6045.00000,53.00000,10376.00000,2560.00000,2560.00000,13273.00000,-10713.00000,-10713.00000,-10713.00000,4788.00000,2919.00000,2692.00000,2745.30000,-3.97000,-3.91000
2017-09-30,19650.00000,6925.00000,12725.00000,2585.00000,5423.00000,297.00000,7935.00000,4790.00000,4790.00000,1026.00000,3764.00000,3764.00000,3764.00000,6804.00000,5093.00000,2684.60000,2737.70000,1.40000,1.37000
2017-06-30,18839.00000,5846.00000,12993.00000,2296.00000,5289.00000,-527.00000,8245.00000,4748.00000,4748.00000,921.00000,3827.00000,3827.00000,3827.00000,6230.00000,5080.00000,2691.90000,2741.50000,1.42000,1.40000
2017-03-31,17766.00000,5409.00000,12357.00000,2070.00000,4763.00000,219.00000,6782.00000,5575.00000,5575.00000,1153.00000,4422.00000,4422.00000,4422.00000,6812.00000,5900.00000,2706.60000,2754.50000,1.63000,1.61000
2016-12-31,18106.00000,5638.00000,12468.00000,2688.00000,5431.00000,254.00000,8144.00000,4324.00000,4324.00000,510.00000,3814.00000,3814.00000,3814.00000,5663.00000,4608.00000,2737.30000,2788.90000,1.40000,1.38000
2016-09-30,17820.00000,5486.00000,12334.00000,2178.00000,4772.00000,54.00000,7053.00000,5281.00000,5281.00000,1009.00000,4272.00000,4272.00000,4272.00000,6478.00000,5570.00000,2731.60000,2785.40000,1.56000,1.53000
2016-06-30,18482.00000,5336.00000,13146.00000,2264.00000,5176.00000,-557.00000,8242.00000,4904.00000,4904.00000,907.00000,3997.00000,3997.00000,3997.00000,6082.00000,5182.00000,2745.40000,2794.20000,1.46000,1.43000
2016-03-31,17482.00000,5329.00000,12153.00000,2013.00000,4688.00000,39.00000,6859.00000,5294.00000,5294.00000,837.00000,4457.00000,4457.00000,4457.00000,6428.00000,5537.00000,2757.20000,2803.80000,1.62000,1.59000
2015-12-31,17811.00000,5673.00000,12138.00000,2864.00000,5891.00000,1205.00000,8380.00000,3758.00000,3758.00000,543.00000,3215.00000,3215.00000,3215.00000,5004.00000,3971.00000,2771.80000,2812.90000,1.17000,1.14000
2015-09-30,17102.00000,5224.00000,11878.00000,2154.00000,5081.00000,-420.00000,7756.00000,4122.00000,4122.00000,764.00000,3358.00000,3358.00000,3358.00000,5206.00000,4277.00000,2768.40000,2807.20000,1.21000,1.20000
2015-06-30,17787.00000,5357.00000,12430.00000,2129.00000,5384.00000,931.00000,6689.00000,5741.00000,5741.00000,1225.00000,4516.00000,4516.00000,4516.00000,6785.00000,5896.00000,2772.30000,2812.00000,1.63000,1.61000
2015-03-31,17374.00000,5282.00000,12092.00000,1899.00000,4847.00000,348.00000,6517.00000,5575.00000,5575.00000,1255.00000,4320.00000,4320.00000,4320.00000,6627.00000,5732.00000,2782.60000,2826.00000,1.55000,1.53000
2014-12-31,18254.00000,5853.00000,12401.00000,2635.00000,5822.00000,-963.00000,9698.00000,2703.00000,2703.00000,182.00000,2521.00000,2521.00000,2521.00000,3850.00000,2859.00000,2815.20000,2863.90000,0.91000,0.89000
2014-09-30,18467.00000,5399.00000,13068.00000,2023.00000,5468.00000,1345.00000,6258.00000,6810.00000,6810.00000,2061.00000,4749.00000,4749.00000,4749.00000,7897.00000,6958.00000,2814.40000,2864.30000,1.69000,1.66000
2014-06-30,19495.00000,6039.00000,13456.00000,2005.00000,5481.00000,-226.00000,7830.00000,5626.00000,5626.00000,1300.00000,4326.00000,4326.00000,4326.00000,6720.00000,5768.00000,2826.40000,2874.20000,1.53000,1.51000
2014-03-31,18115.00000,5455.00000,12660.00000,1831.00000,5183.00000,-86.00000,7236.00000,5424.00000,5424.00000,697.00000,4727.00000,4727.00000,4727.00000,6591.00000,5578.00000,2826.80000,2874.70000,1.67000,1.64000
2013-12-31,18355.00000,5955.00000,12400.00000,2411.00000,5917.00000,-868.00000,9650.00000,2750.00000,2750.00000,-769.00000,3519.00000,3519.00000,3519.00000,4004.00000,2902.00000,2809.20000,2877.00000,1.25000,1.22000
2013-09-30,17575.00000,5344.00000,12231.00000,2042.00000,5314.00000,-943.00000,8564.00000,3667.00000,3667.00000,685.00000,2982.00000,2982.00000,2982.00000,4766.00000,3790.00000,2818.40000,2881.20000,1.06000,1.04000
2013-06-30,17877.00000,5489.00000,12388.00000,1946.00000,5376.00000,-172.00000,7595.00000,4793.00000,4793.00000,960.00000,3833.00000,3833.00000,3833.00000,5918.00000,4928.00000,2809.70000,2893.00000,1.36000,1.33000
2013-03-31,17505.00000,5554.00000,11951.00000,1784.00000,5223.00000,-515.00000,7690.00000,4261.00000,4261.00000,764.00000,3497.00000,3497.00000,3497.00000,5443.00000,4407.00000,2790.20000,2858.80000,1.25000,1.22000
2012-12-31,17558.00000,6003.00000,11555.00000,2331.00000,5661.00000,-319.00000,8455.00000,3100.00000,3100.00000,533.00000,2567.00000,2567.00000,2567.00000,4261.00000,3225.00000,2753.30000,2812.60000,0.92000,0.90000
2012-09-30,17052.00000,5597.00000,11455.00000,1923.00000,5228.00000,90.00000,7860.00000,3595.00000,3595.00000,966.00000,2629.00000,2629.00000,2968.00000,4750.00000,3745.00000,2757.40000,2818.10000,1.08000,1.05000
2012-06-30,16475.00000,5143.00000,11332.00000,1766.00000,4965.00000,-2008.00000,9297.00000,2035.00000,2035.00000,627.00000,1408.00000,1408.00000,1408.00000,3044.00000,2192.00000,2747.40000,2798.20000,0.51000,0.50000
2012-03-31,16139.00000,4915.00000,11224.00000,1645.00000,5015.00000,611.00000,6179.00000,5045.00000,5045.00000,1135.00000,3910.00000,3910.00000,3910.00000,5982.00000,5209.00000,2736.90000,2774.90000,1.43000,1.41000
2011-12-31,16255.00000,5338.00000,10917.00000,2155.00000,5458.00000,-2858.00000,10599.00000,318.00000,318.00000,100.00000,218.00000,218.00000,218.00000,1379.00000,536.00000,2736.00000,2775.30000,0.09000,0.09000
2011-09-30,16005.00000,5072.00000,10933.00000,1773.00000,5240.00000,308.00000,6822.00000,4111.00000,4111.00000,909.00000,3202.00000,3202.00000,3202.00000,5045.00000,4262.00000,2737.00000,2778.20000,1.17000,1.15000
2011-06-30,16597.00000,5172.00000,11425.00000,1882.00000,5215.00000,-206.00000,8003.00000,3422.00000,3422.00000,646.00000,2776.00000,2776.00000,2776.00000,4346.00000,3569.00000,2740.50000,2781.30000,1.01000,1.00000
2011-03-31,16173.00000,4778.00000,11395.00000,1738.00000,5056.00000,13.00000,6885.00000,4510.00000,4510.00000,1034.00000,3476.00000,3476.00000,3476.00000,5411.00000,4656.00000,2738.40000,2772.70000,1.27000,1.25000
2010-12-31,15644.00000,5040.00000,10604.00000,1982.00000,5180.00000,-1100.00000,8376.00000,2228.00000,2228.00000,286.00000,1942.00000,1942.00000,1942.00000,3159.00000,2390.00000,2751.40000,2788.80000,0.72000,0.70000
2010-09-30,14982.00000,4594.00000,10388.00000,1657.00000,4709.00000,292.00000,6169.00000,4219.00000,4219.00000,802.00000,3417.00000,3417.00000,3417.00000,5065.00000,4340.00000,2751.60000,2786.40000,1.24000,1.23000
2010-06-30,15330.00000,4630.00000,10700.00000,1648.00000,4756.00000,-18.00000,6480.00000,4220.00000,4220.00000,771.00000,3449.00000,3449.00000,3449.00000,5075.00000,4364.00000,2756.60000,2796.00000,1.25000,1.23000
2010-03-31,15631.00000,4528.00000,11103.00000,1557.00000,4779.00000,1594.00000,4823.00000,6280.00000,6280.00000,1754.00000,4526.00000,4526.00000,4526.00000,7149.00000,6415.00000,2755.40000,2797.30000,1.64000,1.62000
2009-12-31,16551.00000,5312.00000,11239.00000,2213.00000,5629.00000,361.00000,8635.00000,2604.00000,2604.00000,398.00000,2206.00000,2206.00000,2206.00000,3453.00000,2709.00000,2759.50000,2789.10000,0.81000,0.79000
2009-09-30,15081.00000,4434.00000,10647.00000,1617.00000,4767.00000,96.00000,6402.00000,4245.00000,4245.00000,900.00000,3345.00000,3345.00000,3345.00000,5090.00000,4415.00000,2756.30000,2793.00000,1.21000,1.20000
2009-06-30,15239.00000,4450.00000,10789.00000,1638.00000,4797.00000,-6.00000,6526.00000,4263.00000,4263.00000,1055.00000,3208.00000,3208.00000,3208.00000,5077.00000,4398.00000,2756.20000,2782.00000,1.16000,1.15000
2009-03-31,15026.00000,4251.00000,10775.00000,1518.00000,4608.00000,75.00000,6132.00000,4643.00000,4643.00000,1136.00000,3507.00000,3507.00000,3507.00000,5450.00000,4774.00000,2765.90000,2789.80000,1.27000,1.26000
