,revenue,cost-goods-sold,gross-profit,research-development-expenses,selling-general-administrative-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,income-from-discontinued-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted
2017-06-30,754.00000,480.40000,273.60000,17.70000,126.70000,144.40000,129.20000,-127.60000,1.60000,5.00000,-3.40000,-3.40000,267.10000,263.70000,127.10000,129.20000,181.70000,183.80000,1.45000,1.43000
2017-03-31,1183.50000,761.20000,422.30000,30.00000,251.70000,281.70000,140.60000,-37.00000,103.60000,22.90000,80.70000,80.70000,7.10000,87.80000,186.00000,140.60000,182.00000,184.00000,0.48000,0.48000
2016-12-31,-921.29980,-526.40010,-394.89970,-13.60000,-196.80000,-210.39980,-184.49990,-30.30000,-214.80000,-51.00000,-163.80000,-163.80000,294.80000,131.00000,-232.99990,-184.49990,181.30000,183.10000,0.72000,0.71000
2016-09-30,1210.70000,769.80000,440.90000,29.70000,228.40000,258.10000,182.79990,-33.10000,149.70000,32.20000,117.50000,117.50000,23.50000,141.00000,227.69990,182.79990,181.40000,183.60000,0.78000,0.77000
2016-06-30,1301.20000,819.40000,481.79990,28.70000,249.70000,278.40000,203.39990,-34.30000,169.10000,36.40000,132.70000,132.70000,10.10000,142.80000,250.29990,203.39990,180.90000,183.00000,0.79000,0.78000
2016-03-31,1190.00000,758.70000,431.30000,28.50000,250.10000,278.60000,152.70000,-35.80000,116.90000,25.10000,91.80000,91.80000,15.60000,107.40000,197.80000,152.70000,180.70000,182.40000,0.59000,0.59000
2015-12-31,367.39990,239.70000,127.69990,15.10000,38.50000,53.60000,74.09990,-37.20000,36.90010,6.60000,30.30010,30.30010,-483.60000,-453.30000,119.79990,74.09990,180.30000,182.60000,-2.51000,-2.48000
2015-09-30,1112.80000,718.10000,394.70010,24.80000,217.00000,241.80000,152.90010,-30.70000,122.20000,27.50000,94.70000,94.70000,20.50000,115.20000,144.90010,152.90010,180.20000,182.60000,0.64000,0.63000
2015-06-30,1661.20000,1095.00000,566.20000,29.00000,319.30000,348.30000,217.89990,-18.00000,199.89990,46.00000,153.89990,153.89990,-6.10000,147.80000,280.29990,217.89990,179.80000,182.30000,0.82000,0.81000
2015-03-31,1475.00000,964.80000,510.20000,29.80000,309.20000,339.00000,171.20000,-17.70000,153.50000,35.30000,118.20000,118.20000,-4.30000,113.90000,231.20000,171.20000,180.10000,182.70000,0.63000,0.62000
2014-12-31,-569.70010,-355.10000,-214.60010,8.20000,-85.40000,-77.20020,-137.39990,-17.20000,-154.60000,-34.00000,-120.60000,-120.60000,241.40000,120.80000,-186.89990,-137.40000,190.60000,193.70000,0.67000,0.65000
2014-09-30,1758.40000,1133.70000,624.70010,28.50000,328.80000,357.30000,267.40000,-16.80000,250.60000,58.10000,192.50000,192.50000,-378.50000,-186.00000,330.40000,267.40000,190.20000,193.10000,-0.98000,-0.95000
2014-06-30,1834.10000,1187.80000,646.29990,30.20000,389.70000,419.90000,226.40000,-17.80000,208.60000,49.40000,159.20000,159.20000,2.30000,161.50000,289.90000,226.40000,193.10000,196.40000,0.84000,0.82000
2014-03-31,1644.00000,1079.90000,564.10000,29.50000,352.50000,382.00000,182.10000,-15.80000,166.30000,40.80000,125.50000,125.50000,-6.90000,118.60000,245.40000,182.10000,196.20000,199.70000,0.60000,0.59000
2013-12-31,1548.20000,984.00000,564.20040,25.90000,314.89990,351.80000,212.40060,-13.60000,198.80000,56.40000,142.40000,142.40000,17.30000,158.20000,272.20070,212.40060,201.10000,204.60000,0.79000,0.77000
2013-09-30,1713.30000,1098.60000,614.70010,31.30000,353.40000,384.70000,230.00000,-16.90000,213.10000,46.70000,166.40000,166.40000,7.80000,172.80000,291.20000,230.00000,199.30000,202.80000,0.87000,0.85000
2013-06-30,1963.70000,1296.30000,667.39990,32.10000,409.40000,441.50000,225.89990,-17.50000,208.40000,53.00000,155.40000,155.40000,,154.10000,300.39990,225.89990,202.10000,205.50000,0.76000,0.75000
2013-03-31,1774.50000,1250.70000,523.80000,33.50000,416.00000,449.50000,74.30010,-0.10000,74.20000,20.90000,53.30000,53.30000,,51.70000,154.20000,74.30010,204.80000,208.20000,0.25000,0.25000
2012-12-31,1641.80000,1247.10000,394.69980,30.70000,568.60000,660.00000,-265.30030,-94.80000,-360.10000,-111.20000,-248.90000,-248.90000,,-273.30000,-183.20030,-265.30020,127.40000,127.40000,-2.51000,-2.49000
2012-09-30,865.50000,587.40000,278.10000,19.80000,203.10000,222.90000,55.20000,-18.00000,37.20000,4.60000,32.60000,32.60000,,31.40000,80.80000,55.20000,100.40000,102.90000,0.31000,0.31000
2012-06-30,941.50000,629.40000,312.10000,20.80000,172.00000,192.80000,119.30000,-15.50000,103.80000,29.40000,74.40000,74.40000,,72.70000,145.70000,119.30000,99.00000,101.20000,0.73000,0.72000
2012-03-31,858.00000,577.00000,281.00000,21.00000,174.00000,195.00000,86.00000,-13.00000,73.00000,10.00000,63.00000,63.00000,,62.00000,112.00000,86.00000,98.60000,100.40000,0.63000,0.62000
2011-12-31,865.70570,600.86290,264.84280,20.10500,232.54000,453.14510,-188.30210,-17.17000,-205.47200,-30.04700,-175.42500,-175.42500,,-175.84500,-159.08810,-188.30200,98.20000,98.20000,-1.80000,-1.77000
2011-09-30,890.54600,618.48400,272.06200,20.09100,159.06800,179.15900,92.90300,-16.79900,76.10400,24.05000,52.05400,52.05400,,51.09200,121.92400,92.90300,98.47200,99.80200,0.52000,0.51000
2011-06-30,910.17500,622.43900,287.73600,19.88200,158.43200,178.31410,109.42190,-13.94100,95.48100,27.34400,68.13700,68.13700,,66.71200,137.66190,109.42190,98.33300,100.06500,0.68000,0.67000
2011-03-31,790.27300,541.21400,249.05900,18.12200,144.76000,162.88200,86.17700,-9.09000,77.08700,25.05300,52.03400,52.03400,,50.54100,107.80200,86.17700,98.09800,99.67000,0.52000,0.51000
2010-12-31,753.85810,521.63000,232.22810,16.08100,157.71400,173.79500,58.43300,-8.76500,49.66800,13.00600,36.66200,36.66200,-2.29200,33.46100,79.72910,58.43290,98.03700,99.29400,0.34000,0.34000
2010-09-30,773.73500,537.19300,236.54200,16.86500,128.85400,145.71900,90.82300,-8.60600,82.21700,26.48800,55.72900,55.72900,0.54900,55.05000,111.47300,90.82300,98.29800,99.51400,0.56000,0.55000
2010-06-30,796.16700,547.99900,248.16800,16.99900,131.04300,148.04200,100.12600,-7.19400,92.93200,31.32000,61.61200,61.61200,0.59300,61.08100,121.04900,100.12600,98.20800,99.63800,0.62000,0.61000
2010-03-31,707.01300,493.31100,213.70200,17.21100,132.89000,150.10100,63.60100,-9.44300,54.15800,18.12900,36.02900,36.02900,0.52400,35.32100,84.91100,63.60100,98.03000,99.56800,0.36000,0.36000
2009-12-31,702.25100,489.79400,212.45710,14.61900,145.34600,159.96500,52.49210,-10.47800,42.01400,14.62000,27.39400,27.39400,0.13400,29.35200,91.73210,52.49210,97.41500,98.52200,0.30000,0.28000
2009-09-30,662.66500,455.69800,206.96700,14.70700,125.57800,140.28500,66.68200,-9.84600,56.83600,18.15900,38.67700,38.67700,-0.08500,36.94800,88.68700,66.68200,97.49600,98.64100,0.38000,0.38000
2009-06-30,693.71200,497.23300,196.47900,13.81500,119.10400,132.91900,63.56000,-14.91600,48.64400,16.21700,32.42700,32.42700,-0.07800,31.92800,85.39200,63.56000,97.50700,98.42200,0.33000,0.33000
2009-03-31,633.84000,464.60800,169.23200,14.74300,117.27500,132.01800,37.21400,-12.06100,25.15300,7.43200,17.72100,17.72100,0.01000,17.26500,59.61700,37.21400,97.37500,97.96600,0.18000,0.18000
