,revenue,cost-goods-sold,gross-profit,selling-general-administrative-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,income-from-discontinued-operations,net-income,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted
2018-09-30,909.00000,76.00000,833.00000,440.00000,440.00000,393.00000,-12.00000,381.00000,63.00000,318.00000,318.00000,,316.00000,167.00000,170.00000,1.89000,1.86000
2018-06-30,898.00000,60.00000,838.00000,408.00000,408.00000,430.00000,-11.00000,419.00000,93.00000,326.00000,326.00000,,324.00000,171.00000,174.00000,1.90000,1.87000
2018-03-31,834.00000,41.00000,793.00000,442.00000,442.00000,351.00000,-16.00000,335.00000,54.00000,281.00000,281.00000,,279.00000,172.00000,175.00000,1.62000,1.59000
2017-12-31,863.00000,33.00000,830.00000,487.00000,487.00000,343.00000,-13.00000,330.00000,218.00000,112.00000,112.00000,,112.00000,174.00000,178.00000,0.64000,0.64000
2017-09-30,854.00000,33.00000,821.00000,480.00000,480.00000,341.00000,-7.00000,334.00000,108.00000,226.00000,226.00000,,224.00000,174.00000,177.00000,1.29000,1.26000
2017-06-30,805.00000,29.00000,776.00000,460.00000,460.00000,316.00000,-14.00000,302.00000,99.00000,203.00000,203.00000,,202.00000,175.00000,179.00000,1.15000,1.13000
2017-03-31,767.00000,26.00000,741.00000,462.00000,462.00000,279.00000,-11.00000,268.00000,66.00000,202.00000,202.00000,,200.00000,175.00000,180.00000,1.15000,1.11000
2016-12-31,751.00000,29.00000,722.00000,476.00000,476.00000,246.00000,-20.00000,226.00000,62.00000,164.00000,164.00000,,163.00000,172.00000,177.00000,0.93000,0.92000
2016-09-30,752.00000,30.00000,722.00000,489.00000,489.00000,233.00000,-20.00000,213.00000,64.00000,149.00000,149.00000,,148.00000,171.00000,176.00000,0.87000,0.84000
2016-06-30,741.00000,28.00000,713.00000,514.00000,514.00000,199.00000,-53.00000,146.00000,42.00000,104.00000,104.00000,,103.00000,173.00000,177.00000,0.60000,0.58000
2016-03-31,716.00000,25.00000,691.00000,606.00000,606.00000,85.00000,,85.00000,25.00000,60.00000,60.00000,,59.00000,173.00000,176.00000,0.34000,0.34000
2015-12-31,722.00000,24.00000,698.00000,541.00000,541.00000,157.00000,,157.00000,41.00000,116.00000,116.00000,,115.00000,176.00000,181.00000,0.66000,0.64000
2015-09-30,708.00000,26.00000,682.00000,483.00000,483.00000,199.00000,,199.00000,63.00000,136.00000,136.00000,,134.00000,176.00000,181.00000,0.76000,0.74000
2015-06-30,702.00000,23.00000,679.00000,480.00000,480.00000,199.00000,,199.00000,64.00000,135.00000,135.00000,,134.00000,176.00000,182.00000,0.76000,0.73000
2015-03-31,687.00000,22.00000,665.00000,470.00000,470.00000,195.00000,,195.00000,61.00000,134.00000,134.00000,,132.00000,176.00000,182.00000,0.75000,0.73000
2014-12-31,652.00000,23.00000,629.00000,410.00000,410.00000,219.00000,,219.00000,70.00000,149.00000,149.00000,,148.00000,179.00000,185.00000,0.84000,0.81000
2014-09-30,651.00000,22.00000,629.00000,402.00000,402.00000,227.00000,,227.00000,73.00000,154.00000,154.00000,,152.00000,179.00000,185.00000,0.85000,0.82000
2014-06-30,661.00000,25.00000,636.00000,415.00000,415.00000,221.00000,,221.00000,70.00000,151.00000,151.00000,,149.00000,179.00000,186.00000,0.83000,0.80000
2014-03-31,643.00000,25.00000,618.00000,415.00000,415.00000,203.00000,,203.00000,64.00000,139.00000,139.00000,,137.00000,180.00000,187.00000,0.76000,0.73000
2013-12-31,675.00000,26.00000,649.00000,482.00000,482.00000,167.00000,,167.00000,50.00000,117.00000,117.00000,,115.00000,183.00000,187.00000,0.64000,0.61000
2013-09-30,667.00000,27.00000,640.00000,425.00000,425.00000,215.00000,,215.00000,68.00000,147.00000,147.00000,,145.00000,182.00000,187.00000,0.80000,0.78000
2013-06-30,665.00000,29.00000,636.00000,429.00000,429.00000,207.00000,,207.00000,64.00000,143.00000,143.00000,,141.00000,183.00000,187.00000,0.77000,0.76000
2013-03-31,659.00000,30.00000,629.00000,432.00000,432.00000,197.00000,,197.00000,63.00000,134.00000,134.00000,,132.00000,185.00000,187.00000,0.71000,0.70000
2012-12-31,712.00000,32.00000,680.00000,447.00000,447.00000,233.00000,-2.00000,238.00000,107.00000,131.00000,131.00000,,129.00000,191.00000,192.00000,0.68000,0.67000
2012-09-30,657.00000,33.00000,624.00000,446.00000,446.00000,178.00000,-25.00000,153.00000,36.00000,117.00000,117.00000,,116.00000,190.00000,191.00000,0.61000,0.61000
2012-06-30,681.00000,35.00000,646.00000,445.00000,445.00000,201.00000,-8.00000,193.00000,50.00000,143.00000,143.00000,,141.00000,194.00000,194.00000,0.73000,0.73000
2012-03-31,683.00000,35.00000,648.00000,470.00000,470.00000,178.00000,,178.00000,48.00000,130.00000,130.00000,,129.00000,195.00000,196.00000,0.66000,0.66000
2011-12-31,663.00000,37.00000,626.00000,460.00000,460.00000,166.00000,-37.00000,129.00000,33.00000,96.00000,96.00000,,95.00000,185.00000,186.00000,0.48000,0.48000
2011-09-30,664.00000,40.00000,624.00000,465.00000,465.00000,159.00000,-33.00000,126.00000,28.00000,98.00000,98.00000,,97.00000,192.00000,192.00000,0.51000,0.51000
2011-06-30,633.00000,40.00000,593.00000,451.00000,451.00000,142.00000,-5.00000,137.00000,41.00000,96.00000,96.00000,,95.00000,175.00000,178.00000,0.54000,0.53000
2011-03-31,641.00000,39.00000,602.00000,464.00000,464.00000,138.00000,,138.00000,35.00000,103.00000,103.00000,,102.00000,175.00000,178.00000,0.58000,0.57000
2010-12-31,660.00000,40.00000,620.00000,494.00000,494.00000,126.00000,,126.00000,30.00000,96.00000,96.00000,,96.00000,170.00000,173.00000,0.62000,0.62000
2010-09-30,642.00000,52.00000,590.00000,524.00000,524.00000,66.00000,,66.00000,7.00000,59.00000,59.00000,,59.00000,175.00000,178.00000,0.34000,0.33000
2010-06-30,670.00000,54.00000,616.00000,523.00000,523.00000,93.00000,,93.00000,23.00000,70.00000,70.00000,,69.00000,175.00000,178.00000,0.40000,0.39000
2010-03-31,670.00000,61.00000,609.00000,579.00000,579.00000,30.00000,,30.00000,-5.00000,35.00000,35.00000,17.00000,-71.00000,155.00000,155.00000,-0.46000,-0.46000
2009-12-31,693.00000,83.00000,610.00000,681.00000,681.00000,-71.00000,,-71.00000,-42.00000,-29.00000,-29.00000,,-62.00000,149.00000,149.00000,-0.42000,-0.42000
2009-09-30,826.00000,126.00000,700.00000,710.00000,710.00000,-10.00000,,-10.00000,-29.00000,19.00000,19.00000,,-16.00000,149.00000,149.00000,-0.10000,-0.10000
2009-06-30,850.00000,150.00000,700.00000,741.00000,741.00000,-41.00000,,-41.00000,-59.00000,18.00000,18.00000,,-16.00000,149.00000,149.00000,-0.11000,-0.11000
2009-03-31,786.00000,179.00000,607.00000,600.00000,600.00000,7.00000,,7.00000,-1.00000,8.00000,8.00000,1.00000,-24.00000,149.00000,149.00000,-0.16000,-0.16000
