,revenue,cost-goods-sold,gross-profit,selling-general-administrative-expenses,other-operating-income-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,other-income,income-from-continuous-operations,income-from-discontinued-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted
2017-06-30,1361.54800,242.48600,1119.06200,49.57000,-60.94700,432.91300,686.14900,-330.80300,355.34600,5.99000,349.35600,,441.37300,,381.99000,1026.00800,686.14900,311.57900,311.57900,1.23000,1.23000
2017-03-31,1345.76300,236.30800,1109.45500,49.94900,-72.00300,432.78400,676.67100,-198.20200,478.46900,-3.52100,481.99000,,551.07500,,477.73600,1012.42000,676.67100,312.81000,312.81000,1.53000,1.53000
2016-12-31,1425.96600,242.49200,1183.47400,58.83500,-87.42200,482.97380,700.50040,-346.28500,354.21510,1.05200,353.16310,,455.60210,,394.43090,1056.40000,700.50010,312.69100,312.69100,1.26000,1.26000
2016-09-30,1357.16800,255.00400,1102.16400,50.84900,-63.36700,425.97300,676.19100,-214.86100,461.33000,6.32500,455.00500,,587.93990,,504.74400,1005.59100,676.19100,314.23400,314.23400,1.61000,1.61000
2016-06-30,1315.38000,235.10300,1080.27700,48.29700,-69.15900,421.04100,659.23600,-213.99500,445.24100,7.11500,438.12600,,527.32500,,455.38900,984.08300,659.23600,313.39900,361.76200,1.45000,1.45000
2016-03-31,1336.71500,238.54800,1098.16700,49.90200,-62.75000,413.26600,684.90100,-219.19000,465.71100,15.18600,450.52500,,563.83900,,480.99500,1002.70000,684.90100,309.41600,309.41600,1.55000,1.55000
2015-12-31,1380.62100,243.65500,1136.96600,51.27400,-71.63800,427.23600,709.73000,-351.84900,357.88100,6.73000,351.15100,,459.91800,,392.29610,1028.25500,709.73010,310.10300,310.10300,1.27000,1.27000
2015-09-30,1320.13700,251.15400,1068.98300,53.59400,-68.44200,411.39600,657.58700,-229.65400,427.93300,3.65800,424.27500,,492.49600,,420.00900,963.02700,657.58700,309.41700,309.41700,1.36000,1.36000
2015-06-30,1349.11000,229.00400,1120.10600,56.56000,-65.38300,417.72100,702.38500,-230.97400,471.41100,3.42000,467.99100,,554.52600,,472.94400,1014.96700,702.38500,310.49900,310.49900,1.52000,1.52000
2015-03-31,1216.23500,236.37900,979.85600,33.75500,-58.82400,380.68500,599.17100,-232.17300,366.99800,6.36200,360.63600,206.92700,632.43510,,539.13400,901.83800,599.17100,311.10100,311.10100,1.73000,1.73000
2014-12-31,1297.12000,224.58600,1072.53400,52.64500,-70.14100,417.24520,655.28890,-233.65710,421.63170,8.00700,413.62470,,475.99200,0.00000,405.04790,967.43900,655.28870,310.73100,310.73100,1.30000,1.30000
2014-09-30,1234.69400,225.51700,1009.17700,52.74700,-67.21200,401.62000,607.55700,-377.35300,230.20400,6.58900,223.61500,,296.96300,,251.96800,910.47700,607.55700,310.77200,310.77200,0.81000,0.81000
2014-06-30,1181.98200,213.68200,968.30000,53.74800,-65.80700,406.76900,561.53110,-254.93000,306.60110,6.62600,299.97510,,489.60900,-12.14100,406.58700,901.68300,561.53110,310.74300,310.74300,1.31000,1.31000
2014-03-31,1157.02200,219.01800,938.00400,37.47400,-59.07200,377.03900,560.96500,-254.23400,306.73100,6.86300,299.86800,2.65500,359.60100,41.50200,341.64800,891.52700,560.96500,310.62300,310.62300,1.10000,1.10000
2013-12-31,1096.92100,169.22400,927.69700,55.95500,-60.95100,355.13400,572.56300,-260.12600,312.43710,9.68600,302.75120,,344.48390,104.82000,381.55500,913.79790,572.56310,310.25500,310.25500,1.23000,1.23000
2013-09-30,1146.87700,214.74000,932.13700,43.00100,-61.35600,383.65900,548.47800,-270.70000,277.77800,7.70000,270.07790,,328.71200,38.58100,311.67500,886.83900,548.47800,310.33300,310.33300,1.00000,1.00000
2013-06-30,1084.99300,204.64200,880.35110,42.97300,-53.90200,370.41200,509.93910,-266.22900,243.71010,8.95900,234.75110,,359.12900,41.39600,339.93600,841.31910,509.93910,310.26130,310.26130,1.10000,1.10000
2013-03-31,1215.05800,249.34000,965.71800,35.76800,-55.62800,408.02900,557.68900,-285.02600,272.66300,13.19300,259.47000,20.76700,334.46800,,283.13800,879.66300,557.68900,309.98700,309.98700,0.91000,0.91000
2012-12-31,720.50520,57.20900,663.29630,46.40500,-55.49700,263.06800,400.22820,-232.64600,167.58220,5.84500,161.73720,,214.10580,,315.38310,761.22220,400.22820,303.13740,303.13840,0.99000,0.99000
2012-09-30,1228.61700,264.62800,963.98900,42.27900,-46.51300,399.03590,564.95300,-288.89600,276.05700,3.90400,272.15300,,306.37100,,254.92100,885.07400,564.95300,304.10750,304.10860,0.84000,0.84000
2012-06-30,1188.06600,249.46000,938.60610,43.28200,-59.13400,414.27900,524.32710,-288.56000,235.76710,3.96300,231.80410,,260.93610,,215.44500,846.01410,524.32710,303.25200,303.25300,0.71000,0.71000
2012-03-31,1118.96900,229.08300,889.88600,34.98700,-53.06900,373.16500,516.72090,-258.07900,258.64190,2.00300,256.63890,494.83700,781.82900,,645.41000,815.22300,516.72090,295.69400,295.69500,2.18000,2.18000
2011-12-31,1171.33700,234.90100,936.43640,49.08700,-68.71900,395.34200,541.09440,-246.50600,294.58810,8.89000,285.69820,,441.93120,,362.92900,834.47940,541.09420,293.50400,293.57300,1.24000,1.24000
2011-09-30,1074.36000,234.17500,840.18500,40.74700,-55.03800,356.58700,483.59800,-244.38400,239.21400,0.86000,238.35400,,333.78090,,274.00000,758.23600,483.59800,293.73600,293.75800,0.93000,0.93000
2011-06-30,1040.86100,227.10600,813.75490,33.93200,-50.95300,346.18300,467.57200,-244.51700,223.05500,0.70300,222.35200,,250.52200,,205.12100,737.70790,467.57200,293.36780,293.40230,0.70000,0.70000
2011-03-31,1019.87400,223.64000,796.23400,29.55500,-49.47900,345.34400,450.89000,-248.11900,202.77100,1.14200,201.62900,-0.58400,219.66600,,179.41200,725.16900,450.89000,293.08000,293.29000,0.61000,0.61000
2010-12-31,1119.71800,227.38310,892.33500,39.99900,-69.25900,385.67590,506.65910,-252.40490,254.25410,4.88800,249.36610,,267.07610,,217.92300,791.29300,506.65900,291.07600,291.35000,0.76000,0.76000
2010-09-30,979.27500,222.52700,756.74800,26.60500,-89.04600,358.95400,397.79400,-434.32700,-36.53300,-0.24900,-36.28400,,280.53200,,230.62400,655.10800,397.79400,292.83000,293.08900,0.79000,0.79000
2010-06-30,933.56600,200.49700,733.06900,27.90900,-55.50300,317.60200,415.46700,-261.46300,154.00400,-0.51000,154.51400,,185.15200,,152.50400,655.69000,415.46700,292.32400,292.61400,0.52000,0.52000
2010-03-31,925.07100,212.24200,712.82900,23.94800,-33.05600,285.91300,426.91600,-429.58400,-2.66800,0.20200,-2.87000,6.04200,20.75400,,9.37300,660.77200,426.91600,286.12500,286.43800,0.03000,0.03000
2009-12-31,1028.18000,211.50000,816.68020,36.26700,-255.86500,531.55700,285.12320,-165.92400,119.19910,-2.31600,121.51510,,115.93320,,91.54300,529.28810,285.12310,267.05500,268.47200,0.31000,0.30000
2009-09-30,924.93200,212.82000,712.11200,27.73500,-42.04900,319.93500,392.17700,-257.88100,134.29600,-0.23800,134.53400,,139.18900,,105.54700,645.67000,392.17700,281.43000,282.47400,0.38000,0.38000
2009-06-30,903.61200,210.09800,693.51400,25.13300,-51.52000,328.33800,365.17600,-384.92100,-19.74500,-0.14300,-19.60200,,-14.10800,,-20.76000,619.40300,365.17600,268.29000,268.29000,-0.08000,-0.08000
2009-03-31,918.49200,216.97800,701.51400,22.55400,-58.40700,337.29800,364.21600,-226.03600,138.18000,-2.52300,140.70300,,146.24800,,106.76800,621.82100,364.21600,235.90900,236.12800,0.45000,0.45000
