,revenue,cost-goods-sold,gross-profit,selling-general-administrative-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,income-from-discontinued-operations,net-income,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted
2018-06-30,1588.00000,150.00000,1438.00000,971.00000,971.00000,467.00000,,467.00000,89.00000,378.00000,378.00000,-3.00000,359.00000,1119.00000,1128.00000,0.32000,0.32000
2018-03-31,1554.00000,138.00000,1416.00000,874.00000,874.00000,542.00000,,542.00000,128.00000,414.00000,414.00000,,398.00000,1127.00000,1141.00000,0.35000,0.35000
2017-12-31,1536.00000,119.00000,1417.00000,876.00000,876.00000,541.00000,,541.00000,221.00000,320.00000,320.00000,15.00000,319.00000,1186.00000,1198.00000,0.27000,0.27000
2017-09-30,1494.00000,115.00000,1379.00000,929.00000,929.00000,450.00000,,450.00000,138.00000,312.00000,312.00000,-1.00000,295.00000,1182.00000,1193.00000,0.25000,0.25000
2017-06-30,1479.00000,107.00000,1372.00000,923.00000,923.00000,449.00000,,449.00000,133.00000,316.00000,316.00000,,300.00000,1202.00000,1212.00000,0.25000,0.25000
2017-03-31,1440.00000,107.00000,1333.00000,913.00000,913.00000,420.00000,,420.00000,127.00000,293.00000,293.00000,8.00000,285.00000,1209.00000,1224.00000,0.24000,0.23000
2016-12-31,1337.00000,104.00000,1233.00000,813.00000,813.00000,420.00000,,420.00000,130.00000,290.00000,290.00000,5.00000,279.00000,1255.00000,1261.00000,0.23000,0.23000
2016-09-30,1541.00000,107.00000,1434.00000,963.00000,963.00000,471.00000,,471.00000,152.00000,319.00000,319.00000,1.00000,304.00000,1246.00000,1252.00000,0.24000,0.24000
2016-06-30,1478.00000,104.00000,1374.00000,987.00000,987.00000,387.00000,,387.00000,115.00000,272.00000,272.00000,3.00000,259.00000,1265.00000,1268.00000,0.20000,0.20000
2016-03-31,1469.00000,101.00000,1368.00000,982.00000,982.00000,386.00000,,386.00000,113.00000,273.00000,273.00000,0.00000,257.00000,1286.00000,1291.00000,0.20000,0.20000
2015-12-31,1447.00000,97.00000,1350.00000,942.00000,942.00000,408.00000,,408.00000,120.00000,288.00000,288.00000,-3.00000,269.00000,1325.00000,1334.00000,0.21000,0.21000
2015-09-30,1398.00000,65.00000,1333.00000,955.00000,955.00000,378.00000,,378.00000,116.00000,262.00000,262.00000,-4.00000,242.00000,1319.00000,1326.00000,0.18000,0.18000
2015-06-30,1473.00000,63.00000,1410.00000,997.00000,997.00000,413.00000,,413.00000,124.00000,289.00000,289.00000,-4.00000,269.00000,1335.00000,1346.00000,0.20000,0.20000
2015-03-31,1356.00000,71.00000,1285.00000,954.00000,954.00000,331.00000,,331.00000,95.00000,236.00000,236.00000,-2.00000,218.00000,1346.00000,1358.00000,0.16000,0.16000
2014-12-31,1368.00000,74.00000,1294.00000,977.00000,977.00000,317.00000,,317.00000,98.00000,219.00000,219.00000,-3.00000,200.00000,1375.00000,1387.00000,0.15000,0.14000
2014-09-30,1394.00000,76.00000,1318.00000,850.00000,850.00000,468.00000,,468.00000,151.00000,317.00000,317.00000,3.00000,300.00000,1378.00000,1389.00000,0.22000,0.22000
2014-06-30,1375.00000,77.00000,1298.00000,855.00000,855.00000,443.00000,,443.00000,148.00000,295.00000,295.00000,1.00000,288.00000,1378.00000,1390.00000,0.21000,0.21000
2014-03-31,1355.00000,82.00000,1273.00000,819.00000,819.00000,454.00000,,454.00000,151.00000,303.00000,303.00000,12.00000,307.00000,1378.00000,1390.00000,0.22000,0.22000
2013-12-31,1521.00000,85.00000,1436.00000,1025.00000,1025.00000,411.00000,,411.00000,201.00000,210.00000,210.00000,-14.00000,188.00000,1395.00000,1410.00000,0.14000,0.14000
2013-09-30,1406.00000,87.00000,1319.00000,902.00000,902.00000,417.00000,,417.00000,124.00000,293.00000,293.00000,0.00000,285.00000,1388.00000,1405.00000,0.21000,0.20000
2013-06-30,1404.00000,99.00000,1305.00000,915.00000,915.00000,390.00000,,390.00000,122.00000,268.00000,268.00000,-1.00000,259.00000,1401.00000,1418.00000,0.18000,0.18000
2013-03-31,1412.00000,113.00000,1299.00000,852.00000,852.00000,447.00000,,447.00000,114.00000,333.00000,333.00000,2.00000,327.00000,1413.00000,1423.00000,0.23000,0.23000
2012-12-31,1484.00000,130.00000,1354.00000,939.00000,939.00000,415.00000,,415.00000,138.00000,277.00000,277.00000,-12.00000,261.00000,1381.00000,1387.00000,0.20000,0.19000
2012-09-30,1497.00000,147.00000,1350.00000,902.00000,902.00000,448.00000,,448.00000,136.00000,312.00000,312.00000,-11.00000,301.00000,1414.00000,1423.00000,0.21000,0.21000
2012-06-30,1501.00000,156.00000,1345.00000,868.00000,868.00000,477.00000,,477.00000,126.00000,351.00000,351.00000,4.00000,284.00000,1414.00000,1418.00000,0.20000,0.20000
2012-03-31,1521.00000,170.00000,1351.00000,1030.00000,1030.00000,321.00000,,321.00000,82.00000,239.00000,239.00000,-40.00000,145.00000,1282.00000,1283.00000,0.11000,0.11000
2011-12-31,1538.00000,182.00000,1356.00000,1166.00000,1166.00000,190.00000,,-63.00000,18.00000,-81.00000,-81.00000,-467.00000,-602.00000,1258.00000,1258.00000,-0.47000,-0.47000
2011-09-30,1568.00000,205.00000,1363.00000,1205.00000,1205.00000,158.00000,,158.00000,17.00000,141.00000,141.00000,14.00000,101.00000,1259.00000,1261.00000,0.08000,0.08000
2011-06-30,1619.00000,220.00000,1399.00000,1354.00000,1354.00000,45.00000,,45.00000,-34.00000,79.00000,79.00000,30.00000,55.00000,1258.00000,1260.00000,0.04000,0.04000
2011-03-31,1670.00000,235.00000,1435.00000,1414.00000,1414.00000,21.00000,,21.00000,-29.00000,50.00000,50.00000,19.00000,17.00000,1257.00000,1259.00000,0.01000,0.01000
2010-12-31,1255.00000,250.00000,1005.00000,822.00000,822.00000,183.00000,,183.00000,23.00000,160.00000,160.00000,,36.00000,1227.00000,1227.00000,0.04000,0.04000
2010-09-30,1908.00000,290.00000,1618.00000,1923.00000,1923.00000,-305.00000,,-305.00000,-150.00000,-155.00000,-155.00000,,-209.00000,1257.00000,1257.00000,-0.17000,-0.17000
2010-06-30,1936.00000,324.00000,1612.00000,1977.00000,1977.00000,-365.00000,,-365.00000,-88.00000,-277.00000,-277.00000,,-335.00000,1200.00000,1200.00000,-0.28000,-0.28000
2010-03-31,2027.00000,384.00000,1643.00000,2000.00000,2000.00000,-357.00000,,-357.00000,-161.00000,-196.00000,-196.00000,,-255.00000,1194.00000,1194.00000,-0.21000,-0.21000
2009-12-31,961.00000,425.00000,536.00000,1429.00000,1429.00000,-893.00000,-3.00000,-896.00000,-310.00000,-586.00000,-586.00000,,-606.00000,989.00000,989.00000,-0.66000,-0.66000
2009-09-30,2086.00000,469.00000,1617.00000,2265.00000,2265.00000,-648.00000,-3.00000,-651.00000,-274.00000,-377.00000,-377.00000,,-437.00000,1189.00000,1189.00000,-0.37000,-0.37000
2009-06-30,2550.00000,520.00000,2030.00000,2074.00000,2074.00000,-44.00000,-69.00000,-113.00000,75.00000,-188.00000,-188.00000,,-244.00000,876.00000,876.00000,-0.28000,-0.28000
2009-03-31,2445.00000,570.00000,1875.00000,1483.00000,1483.00000,392.00000,,392.00000,315.00000,77.00000,77.00000,,26.00000,693.00000,694.00000,0.04000,0.04000
