,revenue,cost-goods-sold,gross-profit,selling-general-administrative-expenses,operating-expenses,operating-income,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted
2020-03-31,1975.00000,318.00000,1657.00000,1612.00000,1612.00000,45.00000,45.00000,11.00000,34.00000,34.00000,12.00000,427.71800,429.38900,0.03000,0.03000
2019-12-31,1995.00000,358.00000,1637.00000,1096.00000,1096.00000,541.00000,541.00000,91.00000,450.00000,450.00000,427.00000,449.73100,451.21400,0.98000,0.97000
2019-09-30,2031.00000,393.00000,1638.00000,1074.00000,1074.00000,564.00000,564.00000,115.00000,449.00000,449.00000,432.00000,445.70400,447.13500,0.97000,0.97000
2019-06-30,2042.00000,414.00000,1628.00000,1048.00000,1048.00000,580.00000,580.00000,127.00000,453.00000,453.00000,435.00000,458.15400,459.30400,0.95000,0.95000
2019-03-31,1998.00000,410.00000,1588.00000,1022.00000,1022.00000,566.00000,566.00000,127.00000,439.00000,439.00000,424.00000,460.71300,462.52100,0.92000,0.92000
2018-12-31,1963.00000,370.00000,1593.00000,1036.00000,1036.00000,557.00000,557.00000,92.00000,465.00000,465.00000,450.00000,478.82200,480.43100,0.96000,0.95000
2018-09-30,1893.00000,329.00000,1564.00000,988.00000,988.00000,576.00000,576.00000,133.00000,443.00000,443.00000,436.00000,475.95700,477.60000,0.92000,0.91000
2018-06-30,1799.00000,290.00000,1509.00000,960.00000,960.00000,549.00000,549.00000,124.00000,425.00000,425.00000,425.00000,484.74400,486.14200,0.88000,0.88000
2018-03-31,1699.00000,237.00000,1462.00000,961.00000,961.00000,501.00000,501.00000,113.00000,388.00000,388.00000,381.00000,487.50100,489.26700,0.78000,0.78000
2017-12-31,1695.00000,211.00000,1484.00000,1115.00000,1115.00000,369.00000,503.00000,-163.00000,666.00000,666.00000,666.00000,502.15700,503.68500,1.34000,1.33000
2017-09-30,1645.00000,202.00000,1443.00000,885.00000,930.00000,513.00000,513.00000,165.00000,348.00000,348.00000,341.00000,500.86100,502.15700,0.68000,0.68000
2017-06-30,1575.00000,179.00000,1396.00000,889.00000,934.00000,462.00000,462.00000,144.00000,318.00000,318.00000,318.00000,506.37200,507.41400,0.63000,0.63000
2017-03-31,1539.00000,155.00000,1384.00000,906.00000,950.00000,434.00000,434.00000,114.00000,320.00000,320.00000,313.00000,509.45100,511.34800,0.61000,0.61000
2016-12-31,1499.00000,136.00000,1363.00000,905.00000,949.00000,414.00000,414.00000,132.00000,282.00000,282.00000,282.00000,522.09300,523.93100,0.54000,0.54000
2016-09-30,1514.00000,134.00000,1380.00000,907.00000,953.00000,427.00000,427.00000,130.00000,297.00000,297.00000,290.00000,519.45900,521.12200,0.56000,0.56000
2016-06-30,1401.00000,123.00000,1278.00000,876.00000,917.00000,361.00000,361.00000,118.00000,243.00000,243.00000,243.00000,528.96800,530.36500,0.46000,0.46000
2016-03-31,1349.00000,115.00000,1234.00000,863.00000,902.00000,332.00000,332.00000,109.00000,223.00000,223.00000,216.00000,528.07100,530.44600,0.41000,0.41000
2015-12-31,1348.00000,116.00000,1232.00000,863.00000,901.00000,331.00000,331.00000,110.00000,221.00000,221.00000,221.00000,535.60000,538.22100,0.42000,0.42000
2015-09-30,1327.00000,118.00000,1209.00000,839.00000,874.00000,335.00000,335.00000,115.00000,220.00000,220.00000,213.00000,530.98500,533.39800,0.40000,0.40000
2015-06-30,1312.00000,112.00000,1200.00000,881.00000,918.00000,282.00000,282.00000,92.00000,190.00000,190.00000,190.00000,537.72900,539.90900,0.35000,0.35000
2015-03-31,1289.00000,106.00000,1183.00000,832.00000,868.00000,315.00000,315.00000,106.00000,209.00000,209.00000,209.00000,546.29100,549.79900,0.38000,0.38000
2014-12-31,1280.00000,101.00000,1179.00000,853.00000,896.00000,283.00000,283.00000,86.00000,197.00000,197.00000,197.00000,556.67400,557.72500,0.35000,0.35000
2014-09-30,1254.00000,93.00000,1161.00000,849.00000,887.00000,274.00000,274.00000,85.00000,189.00000,189.00000,189.00000,559.99800,560.24400,0.34000,0.34000
2014-06-30,1557.00000,84.00000,1473.00000,964.00000,997.00000,476.00000,476.00000,163.00000,313.00000,313.00000,313.00000,559.99800,559.99800,0.56000,0.56000
2014-03-31,1251.00000,85.00000,1166.00000,900.00000,931.00000,235.00000,235.00000,69.00000,166.00000,166.00000,166.00000,559.99800,559.99800,0.30000,0.30000
2013-12-31,,,,,,,,,,,,,,,0.00000
2013-09-30,1256.00000,103.00000,1153.00000,907.00000,933.00000,220.00000,220.00000,76.00000,144.00000,144.00000,144.00000,559.99800,559.99800,0.26000,0.26000
2013-06-30,,,,,,,0.00000,0.00000,,0.00000,,,,,0.00000
2012-12-31,,,,,,,,,,,,,,,0.00000
2011-12-31,,,,,,,,,,,,,,,0.00000
