,revenue,cost-goods-sold,gross-profit,other-operating-income-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted
2014-03-31,4166.00000,3186.00000,980.00000,-526.00000,765.00000,215.00000,29.00000,244.00000,92.00000,152.00000,152.00000,152.00000,436.00000,215.00000,698.00000,707.00000,0.22000,0.22000
2013-12-31,4427.00000,3226.00000,1201.00000,-574.00000,816.00000,385.00000,-52.00000,333.00000,121.00000,212.00000,212.00000,212.00000,609.00000,385.00000,710.00000,718.00000,0.30000,0.29000
2013-09-30,4545.00000,3374.00000,1171.00000,-532.00000,781.00000,390.00000,29.00000,419.00000,160.00000,259.00000,259.00000,259.00000,611.00000,390.00000,703.00000,711.00000,0.37000,0.37000
2013-06-30,4643.00000,3452.00000,1191.00000,-519.00000,758.00000,433.00000,-70.00000,363.00000,139.00000,224.00000,224.00000,224.00000,645.00000,433.00000,714.00000,722.00000,0.31000,0.31000
2013-03-31,4084.00000,3290.00000,794.00000,-501.00000,724.00000,70.00000,24.00000,94.00000,35.00000,59.00000,59.00000,59.00000,280.00000,70.00000,725.00000,727.00000,0.08000,0.08000
2012-12-31,4172.00000,3307.00000,865.00000,-537.00000,775.00000,90.00000,35.00000,125.00000,46.00000,79.00000,79.00000,79.00000,323.00000,90.00000,750.00000,757.00000,0.11000,0.11000
2012-09-30,4309.00000,3387.00000,922.00000,-509.00000,871.00000,51.00000,-18.00000,33.00000,17.00000,16.00000,16.00000,16.00000,265.00000,51.00000,739.00000,740.00000,0.02000,0.02000
2012-06-30,4616.00000,3440.00000,1176.00000,-503.00000,716.00000,460.00000,-92.00000,368.00000,140.00000,228.00000,228.00000,228.00000,659.00000,460.00000,757.00000,764.00000,0.30000,0.30000
2012-03-31,3991.00000,3265.00000,726.00000,-490.00000,704.00000,22.00000,137.00000,159.00000,61.00000,98.00000,98.00000,98.00000,220.00000,22.00000,771.00000,772.00000,0.13000,0.13000
2011-12-31,4108.00000,3224.00000,884.00000,-507.00000,737.00000,147.00000,109.00000,256.00000,104.00000,152.00000,152.00000,152.00000,349.00000,147.00000,774.00000,775.00000,0.19000,0.19000
2011-09-30,4311.00000,3351.00000,960.00000,-522.00000,735.00000,225.00000,-451.00000,-226.00000,-86.00000,-140.00000,-140.00000,-140.00000,413.00000,225.00000,792.00000,792.00000,-0.18000,-0.18000
2011-06-30,4136.00000,3224.00000,912.00000,-471.00000,705.00000,207.00000,68.00000,275.00000,114.00000,161.00000,161.00000,161.00000,380.00000,207.00000,780.00000,787.00000,0.21000,0.21000
2011-03-31,3103.00000,2438.00000,665.00000,-379.00000,551.00000,114.00000,-96.00000,18.00000,13.00000,5.00000,5.00000,5.00000,266.00000,114.00000,748.00000,749.00000,0.01000,0.01000
2010-12-31,3114.00000,2337.00000,777.00000,-395.00000,561.00000,216.00000,-4.00000,212.00000,81.00000,131.00000,131.00000,131.00000,371.00000,216.00000,746.00000,747.00000,0.19000,0.18000
2010-09-30,3192.00000,2313.00000,879.00000,-362.00000,524.00000,355.00000,-23.00000,332.00000,127.00000,205.00000,205.00000,205.00000,513.00000,355.00000,746.00000,747.00000,0.27000,0.27000
2010-06-30,3168.00000,2324.00000,844.00000,-327.00000,481.00000,363.00000,-179.00000,184.00000,72.00000,112.00000,112.00000,112.00000,513.00000,363.00000,745.00000,746.00000,0.15000,0.15000
2010-03-31,2630.00000,2088.00000,542.00000,-334.00000,488.00000,54.00000,-37.00000,17.00000,6.00000,11.00000,11.00000,11.00000,205.00000,54.00000,743.00000,744.00000,0.01000,0.01000
2009-12-31,2711.00000,2043.00000,668.00000,-347.00000,501.00000,167.00000,17.00000,184.00000,69.00000,115.00000,115.00000,115.00000,320.00000,167.00000,741.00000,741.00000,0.15000,0.15000
2009-09-30,2666.00000,2158.00000,508.00000,-324.00000,486.00000,22.00000,-42.00000,-20.00000,-4.00000,-16.00000,-16.00000,-16.00000,180.00000,22.00000,742.00000,742.00000,-0.02000,-0.02000
2009-06-30,2616.00000,2005.00000,611.00000,-338.00000,488.00000,123.00000,-16.00000,107.00000,16.00000,91.00000,91.00000,91.00000,269.00000,123.00000,741.00000,741.00000,0.12000,0.12000
2009-03-31,2357.00000,1929.00000,428.00000,-328.00000,478.00000,-50.00000,-57.00000,-107.00000,-16.00000,-91.00000,-91.00000,-91.00000,97.00000,-50.00000,740.00000,740.00000,-0.12000,-0.12000
