,revenue,cost-goods-sold,gross-profit,other-operating-income-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted
2017-03-31,13524.17000,10990.04000,2534.13500,-2098.17300,2098.17000,435.96190,-76.18900,359.77300,121.49500,238.27800,238.27800,238.27800,666.29090,435.96190,539.29160,544.06890,0.44000,0.44000
2016-12-31,13457.27000,10885.41000,2571.86200,-2079.44600,2079.44000,492.41600,-69.91100,422.50600,147.33900,275.16700,275.16700,275.16700,736.27310,492.41600,545.13300,550.37200,0.50000,0.50000
2016-09-30,13968.65000,11276.74000,2691.91900,-2125.08600,2125.08000,566.83300,-66.40700,500.42600,176.53900,323.88700,323.88700,323.88700,785.07800,566.83300,555.43800,560.95400,0.58000,0.58000
2016-06-30,13647.89000,11145.05000,2502.83700,-1956.01300,1956.02000,546.82230,-215.60800,331.21700,115.55000,215.66700,215.66700,215.66700,757.91730,546.82420,573.05700,577.39100,0.39000,0.37000
2016-03-31,12002.79000,9859.96600,2142.82500,-1765.20700,1765.20400,377.61820,-50.74700,326.87100,109.73500,217.13600,217.13600,217.13600,579.33320,377.61820,566.48800,570.81500,0.38000,0.38000
2015-12-31,12153.63000,9996.81200,2156.81400,-1724.23100,1724.22800,432.58300,-39.47100,393.11200,120.71300,272.39900,272.39900,272.39900,585.49800,432.58300,566.88200,571.45200,0.48000,0.48000
2015-09-30,12562.61000,10324.62000,2237.99500,-1744.52100,1744.52000,493.47460,-111.66700,381.80700,137.38700,244.42000,244.42000,244.42000,635.59660,493.47460,596.69900,600.79000,0.41000,0.41000
2015-06-30,12401.94000,10181.77000,2220.16600,-2099.16900,2099.17000,121.00100,-52.24700,68.74800,-4.27800,73.02600,73.02600,73.02600,266.06590,121.00100,592.07200,596.84900,0.12000,0.11000
2015-03-31,11746.66000,9689.16100,2057.49800,-1730.19000,1730.18900,327.30760,-60.97300,266.33500,89.38000,176.95500,176.95500,176.95500,468.40760,327.30760,594.03000,598.92100,0.30000,0.30000
2014-12-31,12087.07000,10001.94000,2085.13800,-1769.69100,1769.69000,315.44630,-79.24900,236.19700,78.21800,157.97900,157.97900,157.97900,472.44630,315.44630,590.72300,595.91200,0.27000,0.27000
2014-09-30,12445.08000,10256.36000,2188.71700,-1723.10400,1723.11000,465.61230,-28.74600,436.86700,158.05400,278.81300,278.81300,278.81300,603.41130,465.61230,588.27700,593.31000,0.47000,0.47000
2014-06-30,12286.99000,10131.14000,2155.85500,-1731.33400,1731.33000,424.52150,-23.98900,400.53310,146.36200,254.17100,254.17100,254.17100,571.51150,424.52150,585.98800,590.21600,0.43000,0.43000
2014-03-31,11277.48000,9282.74300,1994.74100,-1662.11600,1662.11700,332.62500,-35.94200,296.68300,115.74600,180.93700,180.93700,180.93700,470.55000,332.62500,585.88500,590.47000,0.31000,0.31000
2013-12-31,11237.97000,9273.01800,1964.95100,-1613.17400,1613.17200,351.77730,-25.57300,326.20400,115.36900,210.83500,210.83500,210.83500,489.18040,351.77730,584.25400,587.92600,0.36000,0.36000
2013-09-30,11714.27000,9648.78000,2065.48600,-1587.28900,1587.29000,478.19730,-25.99400,452.20400,166.61400,285.59000,285.59000,285.59000,611.94130,478.19730,587.62200,591.45900,0.49000,0.48000
2013-06-30,11601.06000,9528.83600,2072.22100,-1612.37700,1612.37400,459.84280,-21.33800,438.50500,155.46200,283.04300,283.04300,283.04300,592.39280,459.84570,589.39800,592.67500,0.47000,0.46000
2013-03-31,10926.37000,8983.88900,1942.48200,-1605.28000,1605.28100,337.20210,-30.80500,306.39700,104.98000,201.41700,201.41700,201.41700,467.60710,337.20210,589.15000,592.90400,0.34000,0.34000
2012-12-31,10796.89000,8844.78000,1952.10900,-1569.45900,1569.46000,382.65040,-30.48900,352.16200,130.79300,221.36900,221.36900,221.36900,511.57940,382.65040,587.09200,589.75200,0.38000,0.38000
2012-09-30,11086.92000,9057.12100,2029.79500,-1551.01300,1551.00900,478.78220,-28.39100,450.39100,163.79300,286.59800,286.59800,286.59800,599.44620,478.78220,587.75800,589.83900,0.49000,0.49000
2012-06-30,11045.38000,8930.97400,2114.40600,-1598.94400,1598.94600,515.46480,-26.01200,489.45200,180.18300,309.26900,309.26900,309.26900,627.44180,515.46580,587.72600,588.99100,0.53000,0.52000
2012-03-31,10504.75000,8633.13000,1871.61600,-1432.78600,1432.79000,438.83010,-26.04200,412.78800,153.23800,259.55000,259.55000,259.55000,543.07210,438.83010,585.82300,587.21500,0.44000,0.44000
2011-12-31,10244.42000,8398.77100,1845.64900,-1418.65200,1418.65300,426.99710,-24.85200,402.14600,152.03300,250.11300,250.11300,250.11300,528.08010,426.99710,586.18800,587.03400,0.43000,0.43000
2011-09-30,10586.39000,8638.79000,1947.60000,-1438.26000,1438.26000,509.33980,-29.72400,479.61600,176.96300,302.65300,302.65300,302.65300,608.98080,509.33980,592.00400,593.44900,0.51000,0.51000
2011-06-30,10425.70000,8471.31100,1954.39200,-1393.64200,1393.64300,560.74800,-25.85600,534.89390,198.58400,336.31000,336.31000,336.31000,665.02910,560.74800,586.52600,588.69200,0.57000,0.57000
2011-03-31,9761.66000,7929.11100,1832.54900,-1405.06200,1405.06200,427.48730,-22.01500,405.47200,146.99400,258.47800,258.47800,258.47800,527.56430,427.48730,583.72200,585.42200,0.44000,0.44000
2010-12-31,9384.85200,7623.18500,1761.66700,-1324.64200,1324.64200,437.02440,-26.76000,410.26500,152.09200,258.17300,258.17300,258.17300,533.54040,437.02440,584.94400,587.11000,0.44000,0.44000
2010-09-30,9751.27400,7905.17000,1846.10400,-1339.86400,1339.86400,506.24020,-29.41700,476.82300,177.75400,299.06900,299.06900,299.06900,607.95420,506.24020,588.71100,591.10300,0.51000,0.51000
2010-06-30,10348.48000,8285.78900,2062.68800,-1478.60300,1478.60200,584.08590,-35.42500,548.66090,210.88000,337.78090,337.78090,337.78100,689.84890,584.08890,592.15700,593.59000,0.57000,0.57000
2010-03-31,8945.09300,7261.72100,1683.37200,-1251.26900,1251.26900,432.10250,-28.68200,403.42100,155.77300,247.64800,247.64800,247.64800,526.88760,432.10250,593.13000,594.83400,0.42000,0.42000
2009-12-31,8868.49900,7173.61200,1694.88700,-1232.53600,1232.53500,462.35160,-30.38400,431.96700,163.61800,268.34900,268.34900,268.34900,557.87350,462.35160,592.65200,593.37200,0.45000,0.45000
2009-09-30,9081.42600,7334.06700,1747.35900,-1250.03100,1250.03100,497.32810,-31.78800,465.54000,139.33500,326.20500,326.20500,326.20500,591.23410,497.32810,591.56800,591.98300,0.55000,0.55000
2009-06-30,9086.74700,7324.16200,1762.58500,-1222.31400,1222.31200,540.27340,-29.88400,510.38800,195.07400,315.31400,315.31400,315.31400,638.45940,540.27340,595.12800,596.06900,0.53000,0.53000
2009-03-31,8739.35000,7102.27400,1637.07600,-1231.75300,1231.75300,405.32230,-24.71900,380.60400,154.43800,226.16600,226.16600,226.16600,498.86630,405.32230,590.15300,590.66800,0.38000,0.38000
