,revenue,cost-goods-sold,gross-profit,other-operating-income-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,income-from-discontinued-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted
2020-06-30,3517.00000,3580.00000,-63.00000,-14.00000,14.00000,-77.00000,-84.00000,-161.00000,-67.00000,-94.00000,-94.00000,,-94.00000,-88.00000,-77.00000,193.22900,193.77600,-0.49000,-0.49000
2020-03-31,4425.00000,4311.00000,114.00000,-12.00000,12.00000,102.00000,-68.00000,34.00000,-18.00000,52.00000,52.00000,,52.00000,91.00000,102.00000,193.20800,195.02800,0.27000,0.15000
2019-12-31,4345.00000,5325.00000,-980.00000,-20.00000,20.00000,-1000.00000,1480.00000,480.00000,48.00000,432.00000,432.00000,,432.00000,-1008.00000,-1000.00000,200.60900,202.10500,2.19000,2.20000
2019-09-30,4638.00000,3207.00000,1431.00000,-16.00000,16.00000,1415.00000,-1665.00000,-250.00000,-89.00000,-161.00000,-161.00000,,-161.00000,1407.00000,1415.00000,199.20100,201.56100,-0.81000,-0.83000
2019-06-30,4310.00000,3804.00000,506.00000,-15.00000,15.00000,491.00000,-70.00000,421.00000,58.00000,363.00000,363.00000,,363.00000,484.00000,491.00000,201.49800,202.90600,1.80000,1.79000
2019-03-31,3965.00000,3611.00000,354.00000,-15.00000,15.00000,339.00000,-71.00000,268.00000,16.00000,252.00000,252.00000,,252.00000,331.00000,339.00000,204.29100,205.96200,1.23000,1.22000
2018-12-31,4531.00000,3968.00000,563.00000,-27.00000,27.00000,536.00000,-69.00000,467.00000,68.00000,399.00000,399.00000,,399.00000,528.00000,536.00000,215.93600,219.55200,1.89000,1.82000
2018-09-30,4264.00000,3645.00000,619.00000,-18.00000,18.00000,601.00000,-69.00000,532.00000,42.00000,490.00000,490.00000,,490.00000,601.00000,601.00000,215.90100,218.46900,2.27000,2.24000
2018-06-30,4020.00000,3485.00000,535.00000,-16.00000,16.00000,519.00000,-68.00000,451.00000,66.00000,385.00000,385.00000,,385.00000,519.00000,519.00000,217.99700,221.60500,1.76000,1.70000
2018-03-31,3609.00000,3068.00000,541.00000,-15.00000,15.00000,526.00000,-91.00000,435.00000,68.00000,367.00000,367.00000,,367.00000,526.00000,526.00000,218.36900,222.28800,1.68000,1.64000
2017-12-31,3669.00000,3079.00000,590.00000,-10.00000,915.00000,-325.00000,-63.00000,-388.00000,-1203.00000,815.00000,815.00000,,815.00000,-326.00000,-325.00000,222.12900,226.22000,3.70000,3.65000
2017-09-30,3511.00000,2928.00000,583.00000,-10.00000,10.00000,573.00000,-63.00000,510.00000,92.00000,418.00000,418.00000,,418.00000,573.00000,573.00000,220.81400,223.87200,1.89000,1.87000
2017-06-30,3577.00000,2967.00000,610.00000,-14.00000,14.00000,596.00000,-63.00000,533.00000,122.00000,411.00000,411.00000,,411.00000,592.00000,596.00000,223.55500,227.31400,1.84000,1.81000
2017-03-31,3500.00000,2952.00000,548.00000,-9.00000,9.00000,539.00000,-64.00000,475.00000,40.00000,435.00000,435.00000,,435.00000,521.00000,539.00000,225.62000,230.10400,1.93000,1.89000
2016-12-31,3255.00000,2921.00000,334.00000,,8.00000,326.00000,-129.00000,197.00000,8.00000,189.00000,189.00000,,189.00000,308.00000,326.00000,234.18200,236.83000,0.83000,0.85000
2016-09-30,3525.00000,2847.00000,678.00000,,0.00000,678.00000,-66.00000,612.00000,145.00000,467.00000,467.00000,,467.00000,660.00000,678.00000,231.04100,233.66200,2.02000,2.00000
2016-06-30,3307.00000,2825.00000,482.00000,,0.00000,482.00000,-68.00000,414.00000,89.00000,325.00000,325.00000,,325.00000,463.00000,482.00000,236.46300,239.89700,1.37000,1.35000
2016-03-31,3243.00000,2940.00000,303.00000,,0.00000,303.00000,-68.00000,235.00000,24.00000,211.00000,211.00000,,211.00000,285.00000,303.00000,241.67600,245.09600,0.87000,0.83000
2015-12-31,3171.00000,2752.00000,419.00000,,0.00000,419.00000,-68.00000,351.00000,68.00000,283.00000,283.00000,,283.00000,400.00000,419.00000,250.62900,254.93800,1.15000,1.14000
2015-09-30,3716.00000,3381.00000,335.00000,,0.00000,335.00000,-67.00000,268.00000,41.00000,227.00000,227.00000,,227.00000,317.00000,335.00000,249.22800,253.21100,0.91000,0.87000
2015-06-30,3381.00000,2863.00000,518.00000,,0.00000,518.00000,-69.00000,449.00000,105.00000,344.00000,344.00000,,344.00000,499.00000,518.00000,251.84900,255.14000,1.37000,1.35000
2015-03-31,3304.00000,2874.00000,430.00000,,0.00000,430.00000,-68.00000,362.00000,62.00000,300.00000,300.00000,,300.00000,412.00000,430.00000,255.49600,260.56200,1.17000,1.15000
2014-12-31,3685.00000,3187.00000,498.00000,,0.00000,498.00000,-66.00000,432.00000,84.00000,348.00000,348.00000,,349.00000,479.00000,498.00000,260.87800,267.96400,1.35000,1.33000
2014-09-30,3411.00000,2743.00000,668.00000,,0.00000,668.00000,-67.00000,601.00000,162.00000,439.00000,439.00000,,439.00000,650.00000,668.00000,260.37200,266.78500,1.69000,1.65000
2014-06-30,3282.00000,2678.00000,604.00000,,0.00000,604.00000,-67.00000,537.00000,139.00000,398.00000,398.00000,,398.00000,586.00000,604.00000,262.27200,268.93600,1.52000,1.48000
2014-03-31,3176.00000,2682.00000,494.00000,,0.00000,494.00000,-67.00000,427.00000,98.00000,329.00000,329.00000,,329.00000,475.00000,494.00000,262.73900,272.11500,1.25000,1.21000
2013-12-31,3122.00000,2587.00000,535.00000,,0.00000,535.00000,-69.00000,466.00000,115.00000,351.00000,351.00000,,351.00000,517.00000,535.00000,265.63100,275.14900,1.32000,1.28000
2013-09-30,3009.00000,2500.00000,509.00000,,0.00000,509.00000,-67.00000,442.00000,105.00000,337.00000,337.00000,,337.00000,490.00000,509.00000,263.54600,273.69400,1.28000,1.23000
2013-06-30,2999.00000,2516.00000,483.00000,,0.00000,483.00000,-65.00000,418.00000,101.00000,317.00000,317.00000,,317.00000,465.00000,483.00000,266.36700,275.65800,1.19000,1.15000
2013-03-31,2839.00000,2470.00000,369.00000,,0.00000,369.00000,-64.00000,305.00000,66.00000,239.00000,239.00000,,239.00000,350.00000,369.00000,270.26600,278.59200,0.89000,0.86000
2012-12-31,2973.00000,2504.00000,469.00000,,0.00000,469.00000,-69.00000,400.00000,79.00000,321.00000,321.00000,,321.00000,451.00000,469.00000,280.64800,287.59100,1.16000,1.14000
2012-09-30,2954.00000,2468.00000,486.00000,,0.00000,486.00000,-68.00000,418.00000,18.00000,400.00000,400.00000,28.00000,428.00000,467.00000,486.00000,277.88400,284.65000,1.54000,1.51000
2012-06-30,2898.00000,2388.00000,510.00000,,0.00000,510.00000,-68.00000,442.00000,121.00000,321.00000,321.00000,,321.00000,492.00000,510.00000,282.08600,289.96100,1.14000,1.09000
2012-03-31,2710.00000,2334.00000,376.00000,,0.00000,376.00000,-68.00000,308.00000,64.00000,244.00000,244.00000,-1.00000,243.00000,357.00000,376.00000,289.05600,295.91000,0.84000,0.82000
2011-12-31,2569.00000,2241.00000,328.00000,,747.00000,-419.00000,-71.00000,-490.00000,60.00000,-550.00000,-550.00000,,-550.00000,-438.00000,-419.00000,307.21600,314.95000,-1.76000,-1.70000
2011-09-30,2547.00000,2313.00000,234.00000,,0.00000,234.00000,-79.00000,155.00000,-6.00000,161.00000,161.00000,-8.00000,153.00000,215.00000,234.00000,304.78000,311.99800,0.50000,0.47000
2011-06-30,2807.00000,2326.00000,481.00000,,0.00000,481.00000,-72.00000,409.00000,105.00000,304.00000,304.00000,0.00000,304.00000,463.00000,481.00000,311.39100,319.91500,0.98000,0.95000
2011-03-31,2718.00000,2217.00000,501.00000,,0.00000,501.00000,-72.00000,429.00000,115.00000,314.00000,314.00000,,314.00000,482.00000,501.00000,315.01400,322.86400,1.00000,0.97000
2010-12-31,2670.00000,2436.00000,234.00000,,0.00000,234.00000,-80.00000,154.00000,36.00000,118.00000,118.00000,,118.00000,215.00000,234.00000,310.00500,319.21400,0.36000,0.37000
2010-09-30,2613.00000,2236.00000,377.00000,,0.00000,377.00000,-74.00000,303.00000,55.00000,248.00000,248.00000,-2.00000,246.00000,359.00000,377.00000,316.72600,325.68400,0.78000,0.75000
2010-06-30,2605.00000,2206.00000,399.00000,,0.00000,399.00000,-69.00000,330.00000,78.00000,252.00000,252.00000,3.00000,106.00000,380.00000,399.00000,304.48300,314.61200,0.35000,0.33000
2010-03-31,2527.00000,2111.00000,416.00000,,0.00000,416.00000,-68.00000,348.00000,93.00000,255.00000,255.00000,28.00000,265.00000,397.00000,416.00000,302.22200,312.08800,0.88000,0.85000
2009-12-31,2402.00000,2073.00000,329.00000,,128.00000,201.00000,-68.00000,133.00000,35.00000,98.00000,98.00000,4.00000,83.00000,181.00000,201.00000,280.03100,285.63600,0.59000,0.60000
2009-09-30,2082.00000,1953.00000,129.00000,,-1.00000,130.00000,-68.00000,62.00000,-19.00000,81.00000,81.00000,72.00000,137.00000,111.00000,130.00000,301.80300,310.04000,0.45000,0.44000
2009-06-30,1883.00000,1876.00000,7.00000,,-1.00000,8.00000,-61.00000,-53.00000,-46.00000,-7.00000,-7.00000,-154.00000,-161.00000,-10.00000,8.00000,260.08500,262.41400,-0.62000,-0.62000
2009-03-31,2132.00000,2191.00000,-59.00000,,604.00000,-663.00000,,-663.00000,-76.00000,-587.00000,-587.00000,8.00000,-579.00000,-682.00000,-663.00000,255.55900,257.78900,-2.27000,-2.27000
