,revenue,cost-goods-sold,gross-profit,selling-general-administrative-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,income-from-discontinued-operations,net-income,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted
2012-12-31,1127.00000,87.00000,1040.00000,793.00000,793.00000,247.00000,-3.00000,249.00000,53.00000,196.00000,196.00000,7.00000,192.00000,938.94100,943.25900,0.22000,0.22000
2012-09-30,1189.00000,99.00000,1090.00000,820.00000,823.00000,267.00000,2.00000,269.00000,51.00000,218.00000,218.00000,3.00000,219.00000,936.22300,940.76400,0.23000,0.23000
2012-06-30,1119.00000,124.00000,995.00000,707.00000,708.00000,287.00000,-6.00000,281.00000,54.00000,227.00000,227.00000,14.00000,231.00000,944.64800,948.08700,0.24000,0.24000
2012-03-31,1126.00000,131.00000,995.00000,720.00000,721.00000,274.00000,,274.00000,73.00000,201.00000,201.00000,-1.00000,194.00000,949.34200,953.97100,0.20000,0.20000
2011-12-31,992.00000,141.00000,851.00000,597.00000,600.00000,251.00000,11.00000,262.00000,64.00000,198.00000,198.00000,2.00000,194.00000,931.93400,935.80100,0.20000,0.21000
2011-09-30,1188.00000,156.00000,1032.00000,702.00000,703.00000,329.00000,1.00000,330.00000,95.00000,235.00000,235.00000,-17.00000,212.00000,948.70200,950.68600,0.22000,0.22000
2011-06-30,1180.00000,162.00000,1018.00000,684.00000,684.00000,334.00000,12.00000,346.00000,94.00000,252.00000,252.00000,-9.00000,234.00000,947.56500,952.13300,0.25000,0.25000
2011-03-31,1217.00000,163.00000,1054.00000,665.00000,665.00000,389.00000,4.00000,393.00000,111.00000,282.00000,282.00000,-11.00000,173.00000,881.89400,887.83600,0.20000,0.19000
2010-12-31,1337.00000,182.00000,1155.00000,659.00000,659.00000,496.00000,26.00000,508.00000,172.00000,336.00000,336.00000,-13.00000,279.00000,874.74800,878.15300,0.33000,0.32000
2010-09-30,1330.00000,204.00000,1126.00000,840.00000,840.00000,286.00000,10.00000,296.00000,85.00000,211.00000,211.00000,15.00000,178.00000,874.43300,874.43300,0.20000,0.20000
2010-06-30,1353.00000,244.00000,1109.00000,1007.00000,1007.00000,102.00000,10.00000,112.00000,11.00000,101.00000,101.00000,-27.00000,29.00000,874.66400,874.66400,0.03000,0.03000
2010-03-31,1342.00000,267.00000,1075.00000,1200.00000,1200.00000,-125.00000,2.00000,-123.00000,-82.00000,-41.00000,-41.00000,2.00000,-96.00000,874.38600,874.38600,-0.11000,-0.11000
2009-12-31,1402.00000,303.00000,1099.00000,1600.00000,1600.00000,-501.00000,-27.00000,-528.00000,-347.00000,-181.00000,-181.00000,-7.00000,-265.00000,697.15500,697.15500,-0.05000,-0.05000
2009-09-30,1322.00000,348.00000,974.00000,1560.00000,1560.00000,-586.00000,-74.00000,-660.00000,-274.00000,-386.00000,-386.00000,-16.00000,-438.00000,839.90600,839.90600,-0.52000,-0.52000
2009-06-30,1651.00000,376.00000,1275.00000,1667.00000,1667.00000,-392.00000,-11.00000,-403.00000,-176.00000,-227.00000,-227.00000,4.00000,-390.00000,576.88300,576.88300,-0.68000,-0.68000
2009-03-31,1455.00000,388.00000,1067.00000,1578.00000,1578.00000,-511.00000,-196.00000,-707.00000,-238.00000,-469.00000,-469.00000,-29.00000,-536.00000,492.81300,492.81300,-1.09000,-1.09000
