,revenue,cost-goods-sold,gross-profit,selling-general-administrative-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted
2014-09-30,2490.00000,192.00000,2298.00000,1543.00000,1566.00000,732.00000,-7.00000,725.00000,172.00000,553.00000,553.00000,512.00000,720.11700,729.98900,0.71000,0.70000
2014-06-30,2495.00000,194.00000,2301.00000,1572.00000,1595.00000,706.00000,-13.00000,693.00000,216.00000,477.00000,477.00000,424.00000,719.08000,728.45200,0.59000,0.58000
2014-03-31,2473.00000,199.00000,2274.00000,1414.00000,1437.00000,837.00000,-8.00000,829.00000,256.00000,573.00000,573.00000,496.00000,712.84200,724.28300,0.70000,0.68000
2013-12-31,2650.00000,204.00000,2446.00000,1420.00000,1446.00000,1000.00000,-10.00000,990.00000,401.00000,589.00000,589.00000,538.00000,703.04200,714.36300,0.76000,0.76000
2013-09-30,2544.00000,222.00000,2322.00000,1533.00000,1559.00000,763.00000,-4.00000,759.00000,450.00000,309.00000,309.00000,268.00000,704.13400,716.10100,0.38000,0.37000
2013-06-30,2689.00000,228.00000,2461.00000,1610.00000,1637.00000,824.00000,-27.00000,797.00000,221.00000,576.00000,576.00000,547.00000,702.08200,712.86100,0.78000,0.77000
2013-03-31,2660.00000,237.00000,2423.00000,1654.00000,1681.00000,742.00000,-5.00000,737.00000,481.00000,256.00000,256.00000,210.00000,700.27500,711.02000,0.30000,0.29000
2012-12-31,2746.00000,250.00000,2496.00000,1701.00000,1729.00000,767.00000,-11.00000,756.00000,207.00000,549.00000,549.00000,506.00000,698.73900,708.87700,0.72000,0.71000
2012-09-30,2683.00000,237.00000,2446.00000,1699.00000,1730.00000,716.00000,-43.00000,673.00000,177.00000,496.00000,496.00000,469.00000,699.09100,709.87500,0.67000,0.66000
2012-06-30,2694.00000,266.00000,2428.00000,1668.00000,1697.00000,731.00000,-2.00000,729.00000,191.00000,538.00000,538.00000,510.00000,698.57900,708.45400,0.73000,0.72000
2012-03-31,2614.00000,307.00000,2307.00000,1639.00000,1661.00000,646.00000,-12.00000,634.00000,189.00000,445.00000,445.00000,431.00000,697.68500,707.36900,0.62000,0.61000
2011-12-31,2691.00000,317.00000,2374.00000,1850.00000,1874.00000,500.00000,-16.00000,484.00000,84.00000,400.00000,400.00000,391.00000,696.53200,705.16800,0.57000,0.55000
2011-09-30,2440.00000,334.00000,2106.00000,1643.00000,1667.00000,439.00000,,439.00000,68.00000,371.00000,371.00000,366.00000,697.05200,705.60400,0.52000,0.52000
2011-06-30,2477.00000,336.00000,2141.00000,1696.00000,1721.00000,420.00000,-2.00000,418.00000,91.00000,327.00000,327.00000,307.00000,696.62500,704.96900,0.44000,0.44000
2011-03-31,2390.00000,391.00000,1999.00000,1688.00000,1714.00000,285.00000,2.00000,287.00000,53.00000,234.00000,234.00000,225.00000,695.30900,704.10100,0.32000,0.32000
2010-12-31,2719.00000,423.00000,2296.00000,2032.00000,2060.00000,236.00000,-4.00000,232.00000,15.00000,217.00000,217.00000,208.00000,692.48900,701.03900,0.31000,0.29000
2010-09-30,2872.00000,448.00000,2424.00000,2138.00000,2168.00000,256.00000,-10.00000,246.00000,27.00000,219.00000,219.00000,210.00000,693.01700,701.53500,0.30000,0.30000
2010-06-30,2858.00000,459.00000,2399.00000,2080.00000,2112.00000,287.00000,-38.00000,249.00000,25.00000,224.00000,224.00000,210.00000,692.11300,701.32200,0.30000,0.30000
2010-03-31,2623.00000,465.00000,2158.00000,1867.00000,1899.00000,259.00000,-17.00000,242.00000,48.00000,194.00000,194.00000,188.00000,690.79200,698.67500,0.27000,0.27000
2009-12-31,2790.00000,497.00000,2293.00000,2041.00000,2077.00000,216.00000,-9.00000,207.00000,13.00000,194.00000,194.00000,185.00000,629.58300,635.61900,0.25000,0.24000
2009-09-30,2685.00000,508.00000,2177.00000,1982.00000,2011.00000,166.00000,-18.00000,148.00000,-9.00000,157.00000,157.00000,152.00000,665.40800,672.45700,0.23000,0.23000
2009-06-30,2633.00000,502.00000,2131.00000,1859.00000,1883.00000,248.00000,1.00000,249.00000,41.00000,208.00000,208.00000,121.00000,602.72600,608.79700,0.20000,0.20000
2009-03-31,2710.00000,533.00000,2177.00000,1708.00000,1733.00000,444.00000,-12.00000,432.00000,114.00000,318.00000,318.00000,271.00000,559.80100,563.56600,0.48000,0.48000
