,revenue,cost-goods-sold,gross-profit,selling-general-administrative-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,income-from-discontinued-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted
2020-06-30,12115.00000,10813.00000,1302.00000,3634.00000,3634.00000,-2332.00000,,-2332.00000,115.00000,-2447.00000,-2405.00000,,-2409.00000,-2278.00000,-2332.00000,394.60000,394.60000,-6.12000,-6.12000
2020-03-31,13464.00000,9321.00000,4143.00000,4481.00000,4481.00000,-338.00000,,-338.00000,-58.00000,-280.00000,-270.00000,,-271.00000,-9.00000,-338.00000,397.00000,397.00000,-0.70000,-0.70000
2019-12-31,19223.00000,13527.00000,5696.00000,4352.00000,4352.00000,1344.00000,,1344.00000,221.00000,1123.00000,1138.00000,,1128.00000,1452.00000,1344.00000,404.80000,410.90000,2.78000,2.74000
2019-09-30,15105.00000,9495.00000,5610.00000,3885.00000,3885.00000,1725.00000,,1725.00000,332.00000,1393.00000,1425.00000,,1418.00000,2166.00000,1725.00000,404.10000,408.50000,3.47000,3.44000
2019-06-30,15388.00000,10592.00000,4796.00000,3920.00000,3920.00000,876.00000,,876.00000,162.00000,714.00000,738.00000,,708.00000,767.00000,876.00000,405.30000,413.90000,1.73000,1.71000
2019-03-31,15091.00000,10360.00000,4731.00000,3591.00000,3591.00000,1140.00000,,1140.00000,232.00000,908.00000,937.00000,,932.00000,1160.00000,1140.00000,409.20000,417.60000,2.25000,2.22000
2018-12-31,18432.00000,13650.00000,4782.00000,3729.00000,3729.00000,1053.00000,,1053.00000,218.00000,835.00000,849.00000,,842.00000,1169.00000,1053.00000,417.60000,426.20000,2.02000,2.00000
2018-09-30,16148.00000,10787.00000,5361.00000,3523.00000,3523.00000,1838.00000,,1838.00000,184.00000,1654.00000,1675.00000,,1672.00000,1835.00000,1838.00000,416.20000,424.70000,3.97000,3.90000
2018-06-30,14655.00000,10946.00000,3709.00000,3459.00000,3459.00000,250.00000,,250.00000,68.00000,182.00000,200.00000,,197.00000,320.00000,250.00000,419.50000,428.00000,0.46000,0.46000
2018-03-31,13757.00000,8553.00000,5204.00000,3511.00000,3511.00000,1693.00000,,1693.00000,352.00000,1341.00000,1364.00000,,1363.00000,1671.00000,1693.00000,422.00000,430.90000,3.19000,3.14000
2017-12-31,16265.00000,11633.00000,4632.00000,3516.00000,3516.00000,1116.00000,,1116.00000,-2758.00000,3874.00000,3865.00000,,3765.00000,1067.00000,1116.00000,427.00000,436.00000,8.73000,8.56000
2017-09-30,16313.00000,9728.00000,6585.00000,3564.00000,3564.00000,3021.00000,,3021.00000,800.00000,2221.00000,2241.00000,,2238.00000,3185.00000,3021.00000,426.20000,435.00000,5.19000,5.09000
2017-06-30,13441.00000,9766.00000,3675.00000,3067.00000,3067.00000,608.00000,,608.00000,125.00000,483.00000,496.00000,,491.00000,765.00000,608.00000,428.30000,437.20000,1.13000,1.12000
2017-03-31,13670.00000,8580.00000,5090.00000,3348.00000,3348.00000,1742.00000,,1742.00000,395.00000,1347.00000,1372.00000,,1369.00000,1692.00000,1742.00000,429.90000,439.10000,3.14000,3.09000
2016-12-31,13050.00000,9642.00000,3408.00000,3091.00000,3091.00000,317.00000,,317.00000,35.00000,282.00000,293.00000,,284.00000,233.00000,317.00000,438.20000,446.60000,0.68000,0.67000
2016-09-30,16961.00000,11548.00000,5413.00000,3098.00000,3098.00000,2315.00000,,2315.00000,501.00000,1814.00000,1832.00000,,1827.00000,2293.00000,2315.00000,435.90000,444.30000,4.14000,4.07000
2016-06-30,14439.00000,9645.00000,4794.00000,3453.00000,3453.00000,1341.00000,,1341.00000,431.00000,910.00000,925.00000,,921.00000,1598.00000,1341.00000,441.10000,449.30000,2.06000,2.04000
2016-03-31,14329.00000,8583.00000,5746.00000,4014.00000,4014.00000,1732.00000,,1732.00000,368.00000,1364.00000,1369.00000,,1336.00000,1899.00000,1732.00000,445.30000,453.20000,2.97000,2.93000
2015-12-31,14256.00000,10245.00000,4011.00000,3168.00000,3168.00000,843.00000,,843.00000,110.00000,733.00000,740.00000,,735.00000,830.00000,843.00000,451.70000,460.40000,1.64000,1.61000
2015-09-30,13599.00000,7855.00000,5744.00000,3695.00000,3695.00000,2049.00000,,2049.00000,584.00000,1465.00000,1467.00000,0.00000,1465.00000,2223.00000,2049.00000,451.00000,459.70000,3.22000,3.16000
2015-06-30,13712.00000,8965.00000,4747.00000,2618.00000,2618.00000,2129.00000,,2129.00000,679.00000,1450.00000,1459.00000,0.00000,1406.00000,1911.00000,2129.00000,452.60000,461.40000,3.07000,3.03000
2015-03-31,15552.00000,9253.00000,6299.00000,3551.00000,3551.00000,2748.00000,,2748.00000,699.00000,2049.00000,2046.00000,,2036.00000,2918.00000,2748.00000,454.30000,463.00000,4.44000,4.37000
2014-12-31,15725.00000,13249.00000,2476.00000,4226.00000,4226.00000,-1750.00000,,-1750.00000,-294.00000,-1456.00000,-1451.00000,4.00000,-1459.00000,-1573.00000,-1750.00000,458.50000,467.70000,-2.64000,-2.57000
2014-09-30,12380.00000,8961.00000,3419.00000,3135.00000,3135.00000,284.00000,,284.00000,-234.00000,518.00000,523.00000,,512.00000,559.00000,284.00000,458.00000,467.20000,1.00000,0.99000
2014-06-30,13146.00000,8355.00000,4791.00000,3284.00000,3284.00000,1507.00000,,1507.00000,404.00000,1103.00000,1109.00000,4.00000,1090.00000,1645.00000,1507.00000,459.40000,468.50000,2.26000,2.22000
2014-03-31,12854.00000,8001.00000,4853.00000,3135.00000,3135.00000,1718.00000,,1718.00000,473.00000,1245.00000,1245.00000,4.00000,1238.00000,1759.00000,1718.00000,460.90000,470.30000,2.63000,2.59000
2013-12-31,9939.00000,7624.00000,2315.00000,3197.00000,3197.00000,-882.00000,,-882.00000,-453.00000,-429.00000,-424.00000,-4.00000,-460.00000,-809.00000,-882.00000,463.10000,463.10000,-0.92000,-0.89000
2013-09-30,11310.00000,7578.00000,3732.00000,2206.00000,2206.00000,1526.00000,,1526.00000,497.00000,1029.00000,1032.00000,8.00000,1027.00000,1703.00000,1526.00000,462.60000,472.00000,2.07000,2.04000
2013-06-30,10041.00000,7863.00000,2178.00000,2947.00000,2947.00000,-769.00000,,-769.00000,-275.00000,-494.00000,-489.00000,2.00000,-514.00000,-717.00000,-769.00000,464.10000,464.10000,-1.12000,-1.12000
2013-03-31,10171.00000,8829.00000,1342.00000,2901.00000,2901.00000,-1559.00000,,-1559.00000,-827.00000,-732.00000,-686.00000,1.00000,-720.00000,-1450.00000,-1559.00000,464.30000,464.30000,-1.58000,-1.58000
2012-12-31,45944.00000,43262.00000,2682.00000,3250.00000,3250.00000,-568.00000,,-568.00000,-381.00000,-187.00000,-185.00000,3.00000,-181.00000,-496.00000,-568.00000,465.60000,468.10000,-0.32000,-0.27000
2012-09-30,13144.00000,11150.00000,1994.00000,2924.00000,2924.00000,-930.00000,,-930.00000,-328.00000,-602.00000,-557.00000,-2.00000,-584.00000,-903.00000,-930.00000,464.40000,464.40000,-1.34000,-1.34000
2012-06-30,16136.00000,9278.00000,6858.00000,3889.00000,3889.00000,2969.00000,,2969.00000,743.00000,2226.00000,2232.00000,7.00000,2224.00000,3067.00000,2969.00000,466.10000,473.50000,4.75000,4.69000
2012-03-31,9623.00000,7851.00000,1772.00000,2535.00000,2535.00000,-763.00000,,-763.00000,179.00000,-942.00000,-935.00000,7.00000,-939.00000,-658.00000,-763.00000,469.20000,469.20000,-2.03000,-2.03000
2011-12-31,11740.00000,7707.00000,4033.00000,3187.00000,3187.00000,846.00000,,846.00000,203.00000,643.00000,644.00000,14.00000,688.00000,934.00000,846.00000,480.20000,488.70000,1.27000,1.26000
2011-09-30,14931.00000,8350.00000,6581.00000,4175.00000,4175.00000,2406.00000,,2406.00000,860.00000,1546.00000,1613.00000,-9.00000,1594.00000,2441.00000,2406.00000,481.20000,489.30000,3.22000,3.18000
2011-06-30,12244.00000,7960.00000,4284.00000,3200.00000,3200.00000,1084.00000,,1084.00000,292.00000,792.00000,802.00000,16.00000,789.00000,1270.00000,1084.00000,486.00000,494.80000,1.60000,1.58000
2011-03-31,10170.00000,6804.00000,3366.00000,2738.00000,2738.00000,628.00000,,628.00000,160.00000,468.00000,572.00000,14.00000,561.00000,609.00000,628.00000,484.90000,493.90000,1.12000,1.10000
2010-12-31,8066.00000,5828.00000,2238.00000,2363.00000,2363.00000,-125.00000,,-125.00000,-58.00000,-67.00000,-18.00000,13.00000,-17.00000,-173.00000,-125.00000,466.80000,475.40000,0.00000,0.01000
2010-09-30,9917.00000,6224.00000,3693.00000,1943.00000,1943.00000,1750.00000,,1750.00000,524.00000,1226.00000,1240.00000,2.00000,1244.00000,1733.00000,1750.00000,464.80000,473.20000,2.50000,2.46000
2010-06-30,10987.00000,6636.00000,4351.00000,2845.00000,2845.00000,1506.00000,,1506.00000,426.00000,1080.00000,1089.00000,15.00000,1077.00000,1498.00000,1506.00000,464.30000,473.30000,1.72000,1.70000
2010-03-31,9247.00000,5995.00000,3252.00000,2243.00000,2243.00000,1009.00000,,1009.00000,351.00000,658.00000,668.00000,3.00000,697.00000,978.00000,1009.00000,463.00000,471.50000,1.16000,1.15000
2009-12-31,8433.00000,5549.00000,2884.00000,707.00000,2201.00000,683.00000,,683.00000,256.00000,427.00000,1920.00000,-45.00000,1865.00000,700.00000,683.00000,444.60000,448.20000,4.06000,4.02000
2009-09-30,8543.00000,5808.00000,2735.00000,1887.00000,1887.00000,848.00000,,848.00000,-153.00000,1001.00000,1032.00000,0.00000,1082.00000,814.00000,848.00000,461.20000,464.60000,2.36000,2.35000
2009-06-30,6879.00000,5262.00000,1617.00000,1627.00000,1627.00000,-10.00000,,-10.00000,-163.00000,153.00000,158.00000,22.00000,163.00000,40.00000,-10.00000,432.90000,434.30000,1.25000,1.25000
2009-03-31,8525.00000,5509.00000,3016.00000,3013.00000,3013.00000,3.00000,,3.00000,-2.00000,5.00000,-1.00000,4.00000,14.00000,145.00000,3.00000,422.10000,423.20000,0.01000,0.01000
