,revenue,cost-goods-sold,gross-profit,selling-general-administrative-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted
2015-12-31,643.76780,257.21700,386.55080,258.80900,284.93010,101.62070,-4.95400,96.66700,30.90400,65.76300,65.76300,65.76300,115.94970,101.62080,83.85200,85.05600,0.78000,0.77000
2015-09-30,500.16600,193.60200,306.56400,236.35500,254.09000,52.47400,-0.68200,51.79200,21.42600,30.36600,30.36600,30.36600,65.45900,52.47400,82.98900,84.11300,0.37000,0.36000
2015-06-30,547.93600,210.49500,337.44100,237.99100,252.22100,85.22000,-5.70800,79.51200,28.35700,51.15500,51.15500,51.15500,95.58400,85.22000,83.20300,84.27100,0.61000,0.61000
2015-03-31,471.18600,177.76200,293.42400,229.52200,244.74200,48.68200,-4.44200,44.24000,15.88900,28.35100,28.35100,28.35100,59.64700,48.68200,86.53900,87.77300,0.33000,0.32000
2014-12-31,583.97890,235.87500,348.10390,235.88800,252.26400,95.83990,-3.55200,92.28800,33.14400,59.14400,59.14400,59.14400,107.43690,95.84010,89.33700,90.71900,0.68000,0.67000
2014-09-30,470.94000,188.05900,282.88100,217.02500,233.49000,49.39100,-2.94300,46.44800,12.60200,33.84600,33.84600,33.84600,60.31300,49.39100,88.51300,89.70800,0.38000,0.38000
2014-06-30,519.82000,203.17800,316.64200,218.53700,234.88100,81.76100,-2.50500,79.25600,26.21600,53.04000,53.04000,53.04000,91.98000,81.76100,89.52100,90.74400,0.59000,0.58000
2014-03-31,446.70200,170.82100,275.88100,204.61700,216.71100,59.17000,-2.47900,56.69100,18.95500,37.73600,37.73600,37.73600,68.48900,59.17000,91.66900,93.20900,0.41000,0.40000
2013-12-31,520.70700,210.10800,310.59900,212.80500,221.84200,88.75700,-2.28500,86.47200,25.05400,61.41800,61.41800,61.41800,98.33800,88.75700,93.01500,94.83000,0.67000,0.66000
2013-09-30,410.70500,161.73500,248.97000,181.54600,190.22700,58.74300,-2.11900,56.62400,18.43000,38.19400,38.19400,38.19400,67.98700,58.74300,92.68900,94.35500,0.41000,0.40000
2013-06-30,446.04700,177.90400,268.14300,185.62900,194.15600,73.98700,-2.42400,71.56300,25.04900,46.51400,46.51400,46.51400,83.02200,73.98700,93.57400,95.18800,0.50000,0.49000
2013-03-31,406.75400,163.73700,243.01700,180.47800,189.01200,54.00500,-2.22500,51.78000,15.10500,36.67500,36.67500,36.67500,63.29700,54.00500,93.59500,95.53700,0.39000,0.38000
2012-12-31,474.74900,200.21400,274.53500,186.21600,194.87410,79.66090,-1.75200,77.90900,19.08600,58.82300,58.82300,58.82300,88.52090,79.66090,93.44400,95.84200,0.63000,0.61000
2012-09-30,374.40600,151.14300,223.26300,164.88800,173.49500,49.76800,-2.95700,46.81100,15.43600,31.37500,31.37500,31.37500,57.93500,49.76800,93.52200,95.61100,0.34000,0.33000
2012-06-30,397.48200,161.24700,236.23500,165.22100,173.51300,62.72200,-2.22900,60.49300,19.00900,41.48400,41.48400,41.48400,70.33100,62.72200,93.35000,95.42300,0.44000,0.43000
2012-03-31,369.17100,146.46300,222.70800,162.51800,169.15200,53.55600,-3.17300,50.38300,16.16200,34.22100,34.22100,34.22100,60.69900,53.55600,93.41600,96.19900,0.37000,0.36000
2011-12-31,427.69400,180.28200,247.41200,170.81600,177.94900,69.46300,-2.52100,66.94200,21.91800,45.02400,45.02400,45.02400,77.15100,69.46300,96.01900,98.84600,0.48000,0.47000
2011-09-30,345.78400,142.69600,203.08800,148.46100,155.83800,47.25000,-2.82300,44.42700,13.96300,30.46400,30.46400,30.46400,55.17800,47.25000,96.05700,98.25900,0.32000,0.31000
2011-06-30,365.54300,152.46100,213.08200,152.75800,161.51400,51.56800,-3.36800,48.20000,15.97700,32.22300,32.22300,32.22300,60.91100,51.56800,96.88600,99.34000,0.33000,0.32000
2011-03-31,329.56700,133.31600,196.25100,141.67200,150.47000,45.78100,-3.16600,42.61500,13.42400,29.19100,29.19100,29.19100,55.17400,45.78100,96.44200,99.45100,0.30000,0.29000
2010-12-31,382.30400,164.95900,217.34500,154.79600,164.27100,53.07390,-6.34700,46.72700,10.03300,36.69400,36.69400,36.69400,62.51790,53.07400,95.74700,99.83400,0.39000,0.37000
2010-09-30,296.12200,125.89700,170.22500,127.48800,137.46200,32.76300,-3.37800,29.38500,9.31000,20.07500,20.07500,20.07500,41.74200,32.76300,95.47300,98.79700,0.21000,0.20000
2010-06-30,314.19500,138.33600,175.85900,130.32200,141.62900,34.23000,-3.82300,30.40700,10.29400,20.11300,20.11300,20.11300,43.46600,34.23000,95.65700,98.85500,0.21000,0.20000
2010-03-31,295.83300,123.04600,172.78700,130.56800,143.58900,29.19800,-1.63200,27.56600,8.16300,19.40300,19.40300,19.40300,38.98000,29.19800,95.69300,99.64900,0.20000,0.19000
2009-12-31,328.82710,146.49900,182.32800,131.02300,140.58400,41.74400,-3.34100,38.40300,12.68700,25.71600,25.71600,25.71600,48.69000,41.74410,94.65800,97.54900,0.28000,0.25000
2009-09-30,267.46900,118.12000,149.34900,115.04900,121.82800,27.52100,-5.04100,22.48000,2.41300,20.06700,20.06700,20.06700,34.74700,27.52100,94.87200,97.65700,0.21000,0.21000
2009-06-30,269.97100,117.10000,152.87100,115.36700,122.11000,30.76100,-5.14300,25.61800,8.43300,17.18500,17.18500,17.18500,37.85700,30.76100,94.37000,96.52300,0.18000,0.18000
2009-03-31,273.53300,116.64400,156.88900,115.56400,122.43800,34.45100,-5.42600,29.02500,9.02900,19.99600,19.99600,19.99600,41.68600,34.45100,93.89800,95.76300,0.21000,0.21000
