,revenue,cost-goods-sold,gross-profit,selling-general-administrative-expenses,other-operating-income-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,other-income,income-from-continuous-operations,income-from-discontinued-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted
2018-03-31,1042.45800,448.72100,593.73700,269.73000,1.13000,429.17800,164.55900,-117.77700,46.78200,1.16800,45.61400,,45.61400,-0.46200,44.68400,328.68990,164.55900,285.25900,285.99300,0.16000,0.16000
2017-12-31,991.23500,405.50690,585.72800,217.21200,-3.21200,446.38180,139.34630,-134.31490,5.03100,-6.53500,11.56600,,10.64100,-2.87000,9.01300,286.47220,139.34600,265.89800,266.84500,0.03000,0.03000
2017-09-30,965.66100,418.32700,547.33400,242.35700,0.29200,370.57800,176.75600,-148.46800,28.28800,2.26800,26.02000,-0.63800,25.38200,-1.05800,24.34500,309.29810,176.75600,265.19800,266.13900,0.09000,0.09000
2017-06-30,949.80600,414.28400,535.52200,237.44500,0.21600,365.32800,170.19400,-70.60000,99.59400,18.00900,81.58500,1.56300,83.14800,-2.02600,78.63000,302.26100,170.19400,264.21700,264.93000,0.30000,0.30000
2017-03-31,938.87600,426.70700,512.16890,240.16600,0.45900,364.41400,147.75490,-79.69100,68.06400,9.22000,58.84400,,58.84400,-0.33700,58.12500,276.36900,147.75490,263.85500,264.81000,0.22000,0.22000
2016-12-31,934.19280,416.21500,517.97780,250.54490,-2.54300,378.51820,139.45970,-92.72800,46.73200,-1.21300,47.94500,1.85500,49.80000,-0.27500,48.93800,268.79970,139.45970,246.17800,247.26700,0.16000,0.15000
2016-09-30,942.82200,429.80800,513.01400,252.94400,0.05400,377.56000,135.45400,-106.60200,28.85200,23.41800,5.43400,0.32500,5.75900,2.04100,7.08000,263.71300,135.45400,263.26900,264.50200,0.03000,0.03000
2016-06-30,883.74800,395.64900,488.09900,277.07700,0.62600,391.47300,96.62600,-100.50700,-3.88100,10.83900,-14.72000,,-14.72000,1.58700,-13.96800,214.55100,96.62600,246.38700,246.38700,-0.06000,-0.06000
2016-03-31,750.69000,326.10500,424.58500,207.76600,0.45100,294.51900,130.06600,-55.12500,74.94100,11.90000,63.04100,,63.04100,,62.77400,220.01900,130.06600,211.52600,212.47100,0.30000,0.30000
2015-12-31,752.42700,324.42510,428.00190,216.96800,-2.29300,304.73290,123.26900,-106.74200,16.52700,10.58700,5.94000,,5.94000,,5.70500,211.54700,123.26910,210.76400,212.11800,0.02000,0.02000
2015-09-30,746.52900,317.66300,428.86600,215.69300,0.14100,302.04400,126.82200,-100.38100,26.44100,3.77400,22.66700,0.85000,23.51700,,23.11000,215.39700,126.82200,210.91200,211.91700,0.11000,0.11000
2015-06-30,759.73400,326.28300,433.45100,215.88500,-0.51500,303.94900,129.50200,-68.09100,61.41100,7.40400,54.00700,,54.00700,,53.33000,219.31900,129.50200,210.69900,212.07700,0.25000,0.25000
2015-03-31,749.28600,321.65400,427.63200,196.41400,-0.33300,282.69800,144.93400,-87.24700,57.68700,15.94800,41.73900,,41.73900,,41.09600,232.97700,144.93400,210.23700,212.24900,0.20000,0.20000
2014-12-31,777.97800,337.02400,440.95400,224.64800,0.16400,313.05900,127.89500,-115.18400,12.71100,0.87600,11.83500,0.83900,12.67400,0.72900,12.74900,218.94400,127.89510,195.27800,196.74900,0.04000,0.03970
2014-09-30,782.69700,335.50600,447.19100,216.33700,-0.18400,305.71500,141.47600,-85.72800,55.74800,54.89000,0.85800,,0.85800,,0.06600,232.50400,141.47600,193.36000,194.90500,0.00000,0.00030
2014-06-30,786.89200,336.96100,449.93100,213.80700,0.10700,302.64100,147.29000,-57.36300,89.92700,-182.77500,272.70200,,272.70200,-0.32600,271.63700,238.02610,147.29000,192.38100,193.52600,1.41000,1.40000
2014-03-31,770.12600,335.14500,434.98100,214.78000,-1.15200,302.36500,132.61600,-67.62900,64.98700,29.73400,35.25300,7.46800,42.72100,-0.61200,41.66700,220.95500,132.61600,191.87900,193.06900,0.22000,0.22000
2013-12-31,767.88210,336.08100,431.80110,250.84400,-2.80500,336.89800,94.90310,-74.75300,20.15000,-26.57400,46.72400,,48.14100,-0.68400,46.86100,180.12710,94.90300,190.99400,192.41200,0.25000,0.24000
2013-09-30,755.31400,310.66500,444.64900,225.20500,0.17300,304.69100,139.95800,-110.43800,29.52000,24.19000,5.33000,,5.33000,-0.57100,3.84900,221.12600,139.95800,191.33200,192.26800,0.02000,0.02000
2013-06-30,754.39600,321.05600,433.34000,224.53100,1.66300,301.79600,131.54400,-78.26400,53.28000,25.94000,27.34000,,27.34000,-0.09800,26.36600,212.33600,131.54400,190.82300,192.56900,0.14000,0.14000
2013-03-31,747.03100,321.07600,425.95500,223.45100,0.53900,303.11300,122.84200,-65.92100,56.92100,38.57100,18.35000,,18.35000,2.18400,19.38600,204.95300,122.84200,190.21300,192.11000,0.10000,0.10000
2012-12-31,757.16710,338.41100,418.75600,231.69800,-6.17600,317.75610,101.00000,-65.77200,35.22800,8.96000,26.26800,,26.47400,-1.07400,24.70800,182.70900,101.00010,173.60400,174.86700,0.13000,0.13000
2012-09-30,748.12500,310.34400,437.78100,204.49800,1.62700,283.81500,153.96600,-69.12700,84.83900,31.12000,53.71900,,53.71900,0.03200,52.80900,236.58700,153.96600,171.77600,173.04700,0.31000,0.31000
2012-06-30,752.16500,313.06000,439.10500,203.51500,0.60700,280.41800,158.68700,-68.28200,90.40500,48.96400,41.44100,,41.44100,-2.52400,38.05500,237.89900,158.68700,171.29600,172.23100,0.22000,0.22000
2012-03-31,746.49800,315.29800,431.20000,210.66000,-0.71900,289.38700,141.81300,-55.48000,86.33300,25.26000,61.07300,,61.07300,-5.09300,55.35000,221.56300,141.81300,171.32000,172.22300,0.32000,0.32000
2011-12-31,741.83700,315.30700,426.53000,189.44400,-4.05900,277.06720,149.46280,-60.73600,88.72700,41.34500,47.38200,,47.38200,-13.38100,32.05600,238.82480,149.46270,194.77700,195.93800,0.22000,0.22000
2011-09-30,768.30600,306.36100,461.94500,209.00300,-40.83900,326.74600,135.19900,-66.67800,68.52100,18.12700,50.39400,,50.39400,-12.46900,37.33800,256.26610,135.19900,195.61000,196.71700,0.19000,0.19000
2011-06-30,758.55100,307.57700,450.97400,223.38900,0.22000,302.03700,148.93700,-51.22500,97.71200,30.25200,67.46000,,67.46000,185.58700,252.68400,229.23600,148.93700,201.65300,203.31100,1.25000,1.24000
2011-03-31,746.00900,315.95500,430.05400,212.75500,0.46400,292.45400,137.60000,-39.66000,97.94000,16.76400,81.17600,,81.17600,-6.55700,73.46000,219.18900,137.60000,200.22800,201.25100,0.37000,0.37000
2010-12-31,659.92810,273.32710,386.60100,162.02800,-85.49300,236.70780,149.89320,-40.98300,108.91000,44.42800,64.48200,,64.48200,-33.93400,29.33200,236.53130,149.89320,201.99100,201.99100,0.14000,0.15000
2010-09-30,731.13200,299.62200,431.51000,180.15600,9.37900,324.51200,106.99800,-50.19800,56.80000,29.31000,27.49000,,27.49000,-178.30700,-153.77600,262.07100,106.99800,201.24900,201.24900,-0.76000,-0.76000
2010-06-30,724.78300,294.68100,430.10200,196.77500,0.13900,272.13500,157.96700,-56.76500,101.20200,52.27400,48.92800,,48.92800,-7.17600,41.29200,224.62200,157.96700,203.00600,204.21000,0.20000,0.20000
2010-03-31,776.50600,325.23200,451.27400,233.85200,1.05300,318.58300,132.69100,-65.38100,67.31000,41.47100,25.83900,,25.83900,,25.56600,219.79600,132.69100,203.58100,204.70500,0.13000,0.12000
2009-12-31,540.12490,250.72300,289.40190,105.05400,-0.22500,146.07690,143.32510,-39.63000,103.69500,29.81100,73.88400,,73.88400,,58.32700,185.44210,143.32510,202.81200,204.27100,0.29000,0.29000
2009-09-30,764.88500,321.47000,443.41500,218.63300,-0.70500,300.76600,142.64900,-60.85900,81.79000,38.61300,43.17700,,43.17700,,43.18600,225.35800,142.64900,203.21600,204.89300,0.21000,0.21000
2009-06-30,746.02800,312.69800,433.33000,215.85400,-0.74200,295.27600,138.05400,-36.78100,101.27300,13.76100,87.51200,,87.51200,,87.63800,218.01100,138.05400,202.50200,204.19900,0.43000,0.43000
2009-03-31,723.34600,316.98000,406.36600,210.39300,1.50400,285.16900,121.19700,-62.67600,58.52100,31.57700,26.94400,,26.94400,,28.79900,198.71700,121.19700,202.06600,203.31200,0.14000,0.14000
