,long-term-debt-capital,debt-equity-ratio,pre-tax-profit-margin,net-profit-margin,asset-turnover,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2014-09-30,0.73370,3.09820,28.73960,18.75880,0.05080,7.30610,7.30610,0.96000,1.94530,19.53240,3.5834,3.2838
2014-06-30,0.73070,3.06680,28.39600,18.63180,0.05340,7.56440,7.56440,1.00340,2.03730,19.32410,1.5385,1.2342
2014-03-31,0.73030,3.04140,28.72010,18.62640,0.05070,7.16820,7.16820,0.94520,1.93330,18.86400,3.07870,2.86690
2013-12-31,0.73940,3.31300,24.86190,16.28580,0.05190,6.70910,6.70910,0.85280,1.74810,18.32330,0.2602,-0.0762
2013-09-30,0.73220,3.11530,25.42500,17.17840,0.05250,7.10870,7.10870,0.91000,1.90400,17.94210,-1.7362,-1.8906
2013-06-30,0.73460,3.13970,25.81860,18.01480,0.05090,7.38150,7.38150,0.92470,1.95930,17.55900,2.5008,2.2523
2013-03-31,0.74500,3.31560,25.57270,16.99930,0.04760,6.63560,6.63560,0.81600,1.69190,17.56830,6.82370,6.63920
2012-12-31,0.75740,3.54170,11.93930,7.91670,0.05080,3.37290,3.37290,0.41600,0.81810,17.09140,-3.1695,-3.4165
2012-09-30,0.74290,3.32440,25.32850,16.93080,0.04830,6.41750,6.41750,0.81770,1.65020,17.36010,3.5239,3.2786
2012-06-30,0.74390,3.32240,25.04000,17.65730,0.05070,6.94970,6.94970,0.90390,1.78010,16.91570,2.909,2.7066
2012-03-31,0.74060,3.28180,24.71080,17.31010,0.04730,6.30930,6.30930,0.82750,1.63650,17.07290,2.94340,2.71530
2011-12-31,0.76020,3.67300,23.83750,15.66890,0.04780,6.34250,6.34250,0.77740,1.52110,16.14610,2.8529,2.598
2011-09-30,0.77340,3.89340,23.36790,16.66210,0.04920,6.82320,6.82320,0.83060,1.54630,15.48330,2.0755,1.7923
2011-06-30,0.77130,3.86320,24.30800,18.33080,0.04910,7.11340,7.11340,0.87620,1.62690,15.25990,2.8734,2.6201
2011-03-31,0.77650,3.96860,24.97840,16.97430,0.04820,6.73260,6.73260,0.81750,1.50490,14.54410,0.44820,0.23540
2010-12-31,0.80360,4.64870,21.08490,14.61810,0.04780,6.54340,6.54340,0.72400,1.28500,13.55890,1.2771,1.0311
2010-09-30,0.81210,4.78370,24.84850,16.36360,0.04520,6.86560,6.86560,0.74830,1.28970,13.22260,2.3099,2.0902
2010-06-30,0.82690,5.33070,25.92230,16.52850,0.04280,7.00750,7.00750,0.70740,1.21280,12.07400,1.8184,1.6728
2010-03-31,0.84340,5.94060,22.28950,15.75570,0.03920,6.59220,6.59220,0.61750,1.03250,11.21550,1.89920,1.77580
2009-12-31,0.78420,4.21050,17.30290,18.49120,0.04440,4.92850,4.92850,0.56730,1.06380,12.08560,1.2524,1.0185
2009-09-30,0.79130,4.36050,18.97480,13.22860,0.04020,4.60450,4.60450,0.53300,0.96120,11.72670,1.9266,1.7997
2009-06-30,0.79950,4.59630,9.27240,2.26260,0.03850,2.54840,2.54840,0.29220,0.51090,11.28680,1.3727,1.1853
2009-03-31,0.78500,4.20810,13.19430,8.75580,0.03400,3.51250,2.80740,0.36560,0.60350,13.51030,0.85990,0.79150
