,current-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,inventory-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2013-12-31,2.86710,51.94700,22.70270,22.70270,26.92390,21.53310,0.15570,0.95510,1.34560,66.88580,4.46990,4.75510,3.35240,4.46990,18.75330,0.7626,0.6916
2013-09-30,2.50980,54.82730,23.57680,23.57680,24.98300,29.15760,0.13340,0.69770,1.35300,66.51830,5.27530,5.62640,3.89090,5.27530,18.22290,1.1034,1.0443
2013-06-30,2.63700,55.07610,24.38920,24.38920,29.65780,24.76320,0.15150,0.81600,1.43840,62.56740,5.12400,5.48320,3.75050,5.12400,17.23540,1.041,0.949
2013-03-31,3.82410,51.90890,15.02490,15.02490,15.34600,16.66790,0.11640,0.64600,1.18060,76.23450,2.45050,2.61170,1.94000,2.45050,18.49300,0.30220,0.24310
2012-12-31,2.78990,48.64410,19.48600,19.48600,20.15610,16.82300,0.15950,1.01220,1.27310,70.69250,3.66080,3.91890,2.68290,3.66080,18.05700,0.8897,0.8345
2012-09-30,2.79900,53.40090,23.80540,23.80540,24.18690,20.87340,0.14520,0.70660,1.32170,68.09470,4.14280,4.47700,3.03080,4.14280,17.37570,0.8416,0.7934
2012-06-30,2.64010,58.73570,28.40700,28.40700,28.88460,25.88640,0.16090,0.77130,1.47650,60.95570,5.79020,6.27130,4.16570,5.79020,16.47560,1.1338,1.0746
2012-03-31,3.95140,50.98110,16.22950,16.22950,17.88660,15.60520,0.12870,0.66960,1.29400,69.55310,2.57020,2.77990,2.00840,2.57020,17.34750,0.62470,0.59520
2011-12-31,3.00000,47.68760,21.99650,21.99640,20.35160,18.20010,0.20340,1.19640,1.49750,60.10100,5.08370,5.50030,3.70260,5.08370,16.72930,1.1527,1.1132
2011-09-30,2.79400,51.62440,22.08930,22.08930,26.24260,22.54610,0.15390,0.69950,1.28460,70.06120,4.90130,5.36120,3.46910,4.90130,15.80140,0.9579,0.8952
2011-06-30,2.68810,47.78230,19.52100,19.52100,18.85060,16.24050,0.16060,0.91270,1.36720,65.82880,3.69520,3.94740,2.60760,3.69520,15.26480,1.0427,1.006
2011-03-31,4.66650,46.93940,14.72000,14.72000,19.08620,18.80180,0.12900,0.65560,1.16760,77.08060,2.99010,3.17880,2.42490,2.99010,16.45870,1.06610,1.02930
2010-12-31,3.73490,45.33680,22.04190,22.04190,18.67270,15.86530,0.21000,1.18150,1.12110,80.28080,4.35820,4.63990,3.33210,4.35820,15.69040,0.8904,0.846
2010-09-30,4.16380,49.68770,24.06780,24.06780,30.46320,40.37650,0.18930,0.70460,1.31900,68.23460,9.80800,10.54100,7.64220,9.80800,14.73980,1.0931,1.0416
2010-06-30,4.94810,53.74190,27.72400,27.72400,22.56000,18.49920,0.21240,0.94010,1.45950,61.66480,5.08430,5.47100,3.92890,5.08430,13.42220,0.9132,0.8666
2010-03-31,3.25120,53.56690,19.33530,19.33530,10.56050,8.65970,0.12140,0.56210,1.03000,87.38040,1.46110,1.58990,1.05110,1.46110,12.83060,0.99520,0.97570
2009-12-31,3.49350,45.94750,27.56470,27.56470,27.58280,26.28020,0.27670,1.84750,1.21200,74.26010,9.81540,10.61500,7.27280,9.81540,14.16280,1.2316,1.1628
2009-09-30,2.91970,52.44670,30.32090,30.32090,32.85470,27.53690,0.22220,0.99520,1.36140,66.10680,8.41880,9.21560,6.11770,8.41880,12.73900,1.4425,1.3829
2009-06-30,4.52770,52.55000,29.76400,29.76400,29.86700,24.19220,0.21280,0.98250,1.28810,69.86800,6.57440,7.25030,5.14800,6.57440,12.27980,1.2749,1.2242
2009-03-31,6.04920,44.88100,13.27210,13.27210,13.72200,11.11480,0.15630,0.68090,1.03960,86.57520,2.14920,2.38130,1.73710,2.14920,11.27650,1.49170,1.42620
