,long-term-debt-capital,debt-equity-ratio,pre-tax-profit-margin,net-profit-margin,asset-turnover,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2019-03-31,0.13930,0.81340,38.92050,29.11930,0.01020,3.03330,3.24000,0.30780,2.41610,41.57510,-0.21510,-0.34320
2018-12-31,0.08720,0.84150,40.90270,30.60650,0.01030,3.22300,3.44350,0.32870,2.72220,40.40440,1.6855,1.4982
2018-09-30,0.10420,0.61680,41.01120,30.19660,0.01070,3.19160,3.41080,0.33420,2.64470,39.30390,1.9162,1.7368
2018-06-30,0.04790,0.59590,37.53710,27.74480,0.01010,2.79230,2.98210,0.29640,2.46130,39.00360,0.7852,0.6604
2018-03-31,0.04770,0.68680,42.36590,31.77440,0.01090,3.36250,3.59080,0.35800,2.96500,38.79220,1.30800,1.17480
2017-12-31,0.04750,0.69790,38.10220,16.78830,0.01030,1.75730,1.87600,0.18860,1.55050,38.87470,0.5862,0.4162
2017-09-30,0.04700,0.64510,37.04270,23.17070,0.01000,2.22380,2.37250,0.24400,1.96460,38.86100,1.0734,0.8888
2017-06-30,0.04710,0.60980,37.97860,23.58350,0.01000,2.33890,2.49630,0.25670,2.06590,38.33650,0.9608,0.7469
2017-03-31,0.04720,0.45540,30.76920,21.57190,0.00910,1.98010,2.07180,0.21230,1.71330,38.15490,1.80600,1.56840
2016-12-31,0.06550,0.17840,33.87890,20.29460,0.00970,1.97860,2.07200,0.21660,1.67710,37.59020,0.8905,0.6295
2016-09-30,0.06910,0.21950,32.26890,19.66390,0.00970,1.82220,1.90840,0.20810,1.53950,37.67140,1.0396,0.7909
2016-06-30,0.08390,0.12710,31.29500,16.36690,0.00930,1.64820,1.72730,0.19110,1.36940,37.18300,-0.0266,-0.2804
2016-03-31,0.09520,0.13570,25.00000,14.96210,0.00890,1.33880,1.37930,0.15380,1.07970,37.28160,1.01420,0.81820
2015-12-31,0.09760,0.15440,26.92620,16.27450,0.00910,1.52740,1.57500,0.17100,1.22620,36.72650,0.3854,0.1343
2015-09-30,0.11010,0.15940,26.59730,15.80280,0.00910,1.52250,1.52900,0.17290,1.17680,37.39050,1.0356,0.848
2015-06-30,0.12250,0.16970,4.65020,-0.26290,0.00720,0.21390,0.21490,0.02390,0.16270,36.95960,0.4193,0.2524
2015-03-31,0.12750,0.17340,26.70770,14.03990,0.00930,1.42670,1.43410,0.15990,1.07710,36.68580,0.43760,0.27240
2014-12-31,0.12910,0.18140,23.59000,12.54170,0.00930,1.28530,1.29250,0.14300,0.96690,36.30040,0.1888,-0.019
2014-09-30,0.13200,0.17830,25.35980,13.46770,0.01060,1.51770,1.52690,0.17290,1.13670,36.08790,1.0086,0.9131
2014-06-30,0.22390,0.32710,31.82310,17.54520,0.01080,2.09880,2.11400,0.21690,1.38480,36.19460,0.0717,-0.1213
2014-03-31,0.24690,0.37020,28.32780,13.71820,0.00990,1.81310,1.82740,0.18050,1.15740,35.62140,0.70370,0.28820
2013-12-31,0.26020,0.40430,-14.67860,-13.77700,0.00770,-0.75950,-0.76600,-0.07400,-0.47460,35.00450,0.4023,0.2651
2013-09-30,0.26680,0.40710,31.77360,38.59990,0.00980,2.09270,2.11240,0.20210,1.29110,34.30560,1.468,1.3557
2013-06-30,0.24060,0.35420,21.82730,9.58560,0.01050,1.61790,1.43080,0.15120,0.91910,37.19610,1.5595,1.4145
2013-03-31,0.27030,0.42190,30.08980,15.53990,0.01050,2.18620,2.08690,0.20400,1.26830,34.46830,1.10150,1.01540
2012-12-31,0.27870,0.44470,17.69460,7.20000,0.00890,1.17240,1.15750,0.10390,0.68790,32.83750,0.7329,0.6186
2012-09-30,0.28220,0.47420,30.12710,11.02510,0.01060,2.28570,2.26060,0.20640,1.32930,32.13720,0.5065,0.4241
2012-06-30,0.25950,0.48490,26.18730,10.14690,0.01020,1.95070,1.68910,0.17130,1.04360,35.24570,1.4223,1.326
2012-03-31,0.26330,0.44420,26.47170,4.77650,0.01010,1.92300,1.68430,0.16900,1.03120,34.66780,1.35600,1.27310
2011-12-31,0.21870,0.38340,24.33350,7.91010,0.01060,1.92740,1.50450,0.16700,0.99320,37.92450,1.3311,1.2442
2011-09-30,0.21530,0.38800,29.12330,11.29210,0.01120,2.38190,1.86440,0.21100,1.23300,37.54280,1.1536,1.0312
2011-06-30,0.21380,0.39060,23.36840,5.34580,0.01060,1.58410,1.24750,0.14140,0.82580,37.50780,1.8888,1.7837
2011-03-31,0.22100,0.43360,17.99680,2.96530,0.00980,1.14770,0.93130,0.10350,0.60740,36.68450,1.47930,1.36830
2010-12-31,0.22620,0.43230,-27.86260,-31.84630,0.00680,-1.57700,-1.30580,-0.14190,-0.84280,36.36650,2.3187,2.1793
2010-09-30,0.23000,0.45520,-20.83610,-21.32150,0.00740,-1.02740,-0.88120,-0.09300,-0.56270,36.65080,1.8558,1.7203
2010-06-30,0.23150,0.48690,-46.33150,-45.98090,0.00560,-2.45680,-2.13670,-0.21740,-1.35670,37.04530,0.2494,0.151
2010-03-31,0.25610,0.54580,-30.86680,-29.09790,0.00570,-1.46000,-1.33340,-0.12210,-0.80190,36.53720,4.43850,4.33560
2009-12-31,0.26250,0.52250,-235.72860,-133.64070,0.00260,-4.40850,-4.04840,-0.36280,-2.39550,37.96080,-1.3866,-1.6505
2009-09-30,0.28980,0.69280,-145.61110,-102.76290,0.00330,-3.78580,-3.46280,-0.29580,-1.96640,41.74730,5.4548,5.395
2009-06-30,0.24990,0.66590,-22.02020,-6.91100,0.00650,-1.21840,-1.12530,-0.09840,-0.67700,46.00260,1.9308,1.7594
2009-03-31,0.32730,0.91030,-3067.85300,-2672.79300,0.00060,-20.70180,-18.69760,-1.51540,-9.96460,48.37890,2.50660,2.22120
