,long-term-debt-capital,debt-equity-ratio,pre-tax-profit-margin,net-profit-margin,asset-turnover,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2012-12-31,0.44490,1.16140,35.89500,24.14380,0.01410,3.62740,4.39310,0.37230,1.85020,30.17500,1.5677,1.5677
2012-09-30,0.45600,1.17110,38.27340,24.03930,0.01430,3.49850,4.25110,0.36590,1.75350,29.50290,2.7825,2.7825
2012-06-30,0.45540,1.21130,36.38980,22.59220,0.01460,3.42740,4.26010,0.35330,1.72030,28.32540,3.6091,3.6091
2012-03-31,0.46910,1.23060,33.84760,20.47760,0.01470,3.20600,4.03520,0.32390,1.56180,27.69950,2.97970,2.97970
2011-12-31,0.46940,1.23120,32.62590,20.94260,0.01410,3.21140,4.07850,0.31840,1.56640,26.92330,-4.5373,-4.5373
2011-09-30,0.48890,1.32130,34.46150,21.54680,0.01370,3.24410,4.12400,0.31740,1.52020,26.41090,1.7475,1.7475
2011-06-30,0.50880,1.42660,32.74210,20.09920,0.01470,3.22700,4.20050,0.32320,1.45020,26.12950,2.1296,2.1296
2011-03-31,0.52410,1.50690,29.72570,19.70310,0.01460,3.09970,4.09690,0.30640,1.34510,25.45670,3.22720,3.22720
2010-12-31,0.55110,1.66070,27.91140,17.46560,0.01470,2.93040,4.00420,0.27760,1.22620,24.30300,-0.7571,-0.7571
2010-09-30,0.56590,1.70860,29.69760,18.07330,0.01430,2.94430,3.94430,0.28060,1.18800,23.86650,1.1201,1.1201
2010-06-30,0.60390,1.89670,26.76820,16.53550,0.01420,2.79760,3.82180,0.25660,1.02620,23.20570,1.5041,1.5041
2010-03-31,0.62850,2.08380,24.82320,14.71650,0.01320,2.38800,3.38890,0.21250,0.81750,22.69700,1.69960,1.69960
2009-12-31,0.64060,2.12340,23.60720,2.34760,0.01350,2.84580,4.16020,0.24230,0.94680,22.08290,0.9061,0.9061
2009-09-30,0.62440,1.90110,28.56010,16.12350,0.01330,3.40680,3.71710,0.26990,0.96620,27.55260,1.4,1.4
2009-06-30,0.65400,2.34710,27.11670,14.78100,0.01360,3.61460,4.06800,0.25300,0.92620,26.00220,0.2281,0.2281
2009-03-31,0.70070,3.01460,28.19730,14.48450,0.01280,4.08350,4.43920,0.24020,0.86360,25.12250,3.73690,3.73690
