,long-term-debt-capital,debt-equity-ratio,pre-tax-profit-margin,net-profit-margin,asset-turnover,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2017-12-31,0.42720,1.28060,19.49650,29.94110,0.01000,3.10590,5.73520,0.31770,1.62730,41.01570,1.2867,1.0211
2017-09-30,0.43710,1.16920,34.01290,24.44060,0.01130,2.72980,5.12490,0.28780,1.40360,39.94740,5.0048,4.8017
2017-06-30,0.41870,1.11480,33.00530,23.03810,0.01120,2.65400,5.04290,0.27510,1.40730,39.02320,-0.594,-1.014
2017-03-31,0.40820,1.10600,31.34100,22.50520,0.01140,2.59340,4.99250,0.27760,1.39770,38.15070,-1.16820,-1.44120
2016-12-31,0.39010,1.00420,30.45200,21.38510,0.01130,2.42980,4.70970,0.26150,1.34890,37.64150,4.4718,4.1553
2016-09-30,0.38690,0.93480,33.25760,24.21720,0.01060,2.70920,5.20580,0.26540,1.51460,38.01530,0.1024,0.0234
2016-06-30,0.38670,0.98340,30.77940,21.45310,0.01020,2.39250,4.89210,0.23500,1.37160,36.64510,-0.2971,-0.4845
2016-03-31,0.36530,1.08810,29.32800,21.31720,0.01000,2.20980,4.55700,0.21670,1.31110,36.31660,1.65300,1.51670
2015-12-31,0.36270,1.07220,24.44570,17.62560,0.00900,1.92140,4.01960,0.17670,1.14390,35.72600,0.16,-0.0165
2015-09-30,0.36180,0.91540,29.26890,21.48320,0.01000,2.27200,4.76410,0.21910,1.35510,35.63920,1.2569,1.1516
2015-06-30,0.34980,0.93210,29.93320,21.09460,0.00980,2.42710,5.11710,0.22490,1.47520,35.40840,2.4103,2.2878
2015-03-31,0.35490,0.94480,28.75990,19.89450,0.00950,2.18310,4.77740,0.20300,1.35150,34.47580,-0.06300,-0.20690
2014-12-31,0.35360,1.03840,4.44690,5.55860,0.00960,0.69630,1.55970,0.06670,0.43180,34.40620,1.0654,0.8919
2014-09-30,0.36310,1.01280,35.89630,22.67820,0.01200,2.92670,6.45090,0.28630,1.79000,34.95750,0.8136,1.1381
2014-06-30,0.35700,0.99290,21.58640,14.47960,0.00940,1.57670,3.55160,0.14820,0.97350,34.67230,3.0143,2.8565
2014-03-31,0.36130,0.99140,25.26600,17.68080,0.01000,1.86580,4.26370,0.18850,1.14370,33.98630,-0.92180,-1.09740
2013-12-31,0.34910,0.97220,20.19420,13.95280,0.00960,1.51420,3.52900,0.14850,0.94550,33.51280,-0.5116,-0.7194
2013-09-30,0.34310,1.06780,26.50090,24.96690,0.01020,2.71410,6.45520,0.26430,1.70920,32.89450,0.7819,0.6824
2013-06-30,0.34720,1.09590,30.21760,20.17800,0.01120,2.50990,6.20300,0.24490,1.56890,31.93630,1.5383,1.4239
2013-03-31,0.36130,1.04370,22.58420,-7.36380,0.01030,-0.66900,-1.70750,-0.06660,-0.41480,31.44450,-2.36790,-2.47670
2012-12-31,0.34820,0.96210,23.19200,16.66670,0.01020,1.78470,4.49240,0.17990,1.12990,32.02780,0.3132,0.1405
2012-09-30,0.35740,1.13460,26.49460,19.26630,0.01080,2.07740,5.25470,0.22060,1.29770,31.78060,0.7705,0.6171
2012-06-30,0.37140,1.09020,16.19910,12.59630,0.01100,1.42180,3.96360,0.15020,0.88110,29.95430,0.2207,0.0955
2012-03-31,0.39220,1.10600,24.30650,16.94590,0.01210,1.81800,5.42330,0.21020,1.10490,29.10080,0.09540,-0.00840
2011-12-31,0.39340,1.06950,19.59060,14.21670,0.01080,1.40230,4.33320,0.14700,0.85060,28.17860,2.3959,2.3406
2011-09-30,0.41050,1.12580,25.43060,17.22280,0.01150,1.93000,6.04740,0.20610,1.13770,28.37220,-1.37,-1.5431
2011-06-30,0.35850,0.97750,26.85710,18.88310,0.01260,2.18750,6.94430,0.24840,1.40320,28.07350,0.4641,0.2991
2011-03-31,0.35060,0.93320,26.02850,16.81300,0.01370,1.96860,6.52890,0.25150,1.27840,27.40950,0.34400,0.21560
2010-12-31,0.36950,0.96470,25.70900,17.99630,0.01530,2.13220,7.55870,0.28510,1.34440,26.63250,0.8953,0.8145
2010-09-30,0.36570,0.98480,24.20900,18.05520,0.01360,1.86910,6.85340,0.24160,1.18560,26.48220,2.4998,2.4686
2010-06-30,0.37630,0.95830,30.28300,19.80730,0.01410,2.25690,7.27840,0.29780,1.40760,25.62100,-1.1048,-1.132
2010-03-31,0.36880,0.91820,26.59450,16.81710,0.01510,2.05550,7.01090,0.28380,1.29730,25.10840,0.98730,0.95170
2009-12-31,0.37910,0.94700,20.65150,18.22370,0.01530,2.45840,9.94980,0.33600,1.52630,24.01240,1.0323,1.006
2009-09-30,0.39860,1.03500,239.72190,148.60940,-0.00780,-8.61000,-36.27980,-1.15000,-5.17820,23.51350,1.843,1.7675
2009-06-30,0.40660,1.02280,17.71410,6.07730,0.01430,1.83490,8.96720,0.24680,1.08880,22.69980,0.6371,0.5894
2009-03-31,0.37530,0.90630,20.05610,11.29030,0.01400,1.61540,6.12060,0.20200,0.90920,24.48050,-0.37060,-0.48040
