,long-term-debt-capital,debt-equity-ratio,pre-tax-profit-margin,net-profit-margin,asset-turnover,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2016-06-30,0.43490,0.77110,21.98800,15.51210,0.00930,1.35170,1.35170,0.14590,0.76390,44.23950,-0.0306,-0.1823
2016-03-31,0.28910,0.47400,15.65380,10.86560,0.00790,0.78490,0.78490,0.08690,0.55800,43.66050,1.40910,1.25570
2015-12-31,0.28800,0.40750,24.60820,18.02510,0.00890,1.53440,1.53440,0.16140,1.09250,43.02590,1.116,0.8895
2015-09-30,0.28910,0.42100,30.33540,20.42680,0.00920,1.78430,1.78430,0.19150,1.26840,43.02470,1.4982,1.3639
2015-06-30,0.27410,0.38510,31.48730,21.20250,0.00900,1.79450,1.79450,0.19300,1.30260,42.17850,0.3077,0.1483
2015-03-31,0.26370,0.36880,29.95390,20.27650,0.00940,1.78670,1.78670,0.19330,1.31550,42.12300,1.85710,1.71980
2014-12-31,0.26550,0.37710,34.92820,23.60450,0.00910,2.01300,2.01300,0.21540,1.47860,41.34760,0.4,0.2271
2014-09-30,0.26420,0.38630,36.37820,24.35900,0.00910,2.07180,2.07180,0.22360,1.52450,41.25500,1.1939,1.1551
2014-06-30,0.26230,0.37940,35.36000,23.84000,0.00960,2.04910,2.04910,0.23120,1.51170,40.71950,0.7158,0.6347
2014-03-31,0.32670,0.50720,33.33330,22.49590,0.00930,1.90860,1.90860,0.21160,1.28500,40.08870,1.14440,1.05880
2013-12-31,0.33130,0.53090,26.09380,17.96880,0.00980,1.63640,1.63640,0.17940,1.09420,39.22020,2.2781,2.1069
2013-09-30,0.33840,0.54400,34.01900,22.94300,0.00980,2.10930,2.10930,0.22730,1.39550,37.94080,0.8235,0.6738
2013-06-30,0.34260,0.54000,33.22630,22.63240,0.00990,2.06920,2.06920,0.22720,1.36040,37.32330,-0.016,-0.139
2013-03-31,0.40210,0.68070,32.13700,21.53340,0.00940,1.91760,1.91760,0.20650,1.14660,37.40840,1.38500,1.28340
2012-12-31,0.40470,0.69580,35.84340,19.42770,0.01020,1.88710,1.88710,0.20130,1.12330,36.87160,-0.2963,-0.687
2012-09-30,0.40090,0.67800,25.41530,19.26910,0.00950,1.65160,1.65160,0.18480,0.98950,37.01630,1.6015,1.6015
2012-06-30,0.40290,0.68650,30.78150,22.48800,0.01000,2.03470,2.03470,0.22830,1.21500,36.17550,1.498,1.498
2012-03-31,0.41320,0.71600,28.43450,20.60700,0.01000,1.86110,1.86110,0.20770,1.09210,35.43310,0.80100,0.80100
2011-12-31,0.41860,0.73010,21.11290,15.54830,0.01000,1.39780,1.39780,0.15740,0.81270,34.80390,0.3421,-0.3085
2011-09-30,0.41880,0.74420,21.39220,16.46860,0.00970,1.40990,1.40990,0.16100,0.81940,34.94260,1.342,1.342
2011-06-30,0.46300,0.87330,25.00000,17.33580,0.01010,1.58990,1.58990,0.17730,0.85380,34.15430,1.7528,1.7528
2011-03-31,0.51000,1.05100,24.95480,18.44490,0.01010,1.75260,1.75260,0.18720,0.85880,33.24580,0.84270,0.84270
2010-12-31,0.51450,1.08200,22.30090,16.99120,0.01050,1.65720,1.65720,0.17890,0.80460,32.81480,1.8436,2.2088
2010-09-30,0.55280,1.26870,14.10260,12.60680,0.00850,1.00730,1.00730,0.10730,0.45050,33.18730,1.4326,1.2696
2010-06-30,0.60950,1.59960,18.97960,14.08160,0.00880,1.20860,1.20860,0.12530,0.47190,32.84990,2.1638,2.0712
2010-03-31,0.63630,1.83930,6.91240,-16.35950,0.00760,0.61750,0.61750,0.06130,0.22460,32.14920,1.99350,1.88390
2009-12-31,0.61140,1.64080,-20.05650,-17.51410,0.00600,-0.59450,-0.41260,-0.04890,-0.16030,46.49430,-0.1678,-0.302
2009-09-30,0.61530,1.66150,-2.57070,-4.11310,0.00650,0.38850,0.27010,0.03190,0.10390,46.55400,1.1611,1.047
2009-06-30,0.65670,1.98340,-10.56700,-4.12370,0.00610,0.36340,0.25380,0.02830,0.08710,46.93780,1.2885,1.1678
2009-03-31,0.67040,2.34290,1.73270,-5.94060,0.00600,0.15840,0.11140,0.01190,0.03670,47.52110,-1.67110,-1.79870
