,net-income-loss,total-depreciation-amortization-cash-flow,other-non-cash-items,total-non-cash-items,change-in-accounts-receivable,change-in-inventories,change-in-accounts-payable,change-in-assets-liabilities,total-change-in-assets-liabilities,cash-flow-from-operating-activities,net-change-in-property-plant-equipment,net-acquisitions-divestitures,net-change-in-short-term-investments,net-change-in-long-term-investments,net-change-in-investments-total,investing-activities-other,cash-flow-from-investing-activities,net-long-term-debt,net-current-debt,debt-issuance-retirement-net-total,net-common-equity-issued-repurchased,net-total-equity-issued-repurchased,total-common-preferred-stock-dividends-paid,financial-activities-other,cash-flow-from-financial-activities,net-cash-flow,stock-based-compensation,common-stock-dividends-paid
2019-12-31,556,217,59,276,-116,24,-153,351,111,924,-306,-4,40,0,40,-5,-275,4,-21,-17,-239,-239,-354,-22,-632,26,22,-354
2019-09-30,680,230,-160,70,0,0,0,126,126,886,-92,0,-109,0,-109,-44,-245,2,-219,-217,-163,-163,-354,-13,-747,-118,26,-354
2019-06-30,495,236,46,282,0,0,0,-150,-150,609,-253,0,51,0,51,4,-198,395,-308,87,-32,-32,-355,-71,-371,43,32,-355
2019-03-31,466.00000,234.00000,-6.00000,228.00000,,,,-375.00000,-375.00000,317.00000,-316.00000,,-8.00000,,-8.00000,,-324.00000,-402.00000,851.00000,449.00000,-138.00000,-138.00000,-345.00000,-8.00000,-42.00000,-48.00000,16.00000,-345.00000
2018-12-31,421,230,47,277,33,-127,392,-205,272,949,-276,0,-2,0,-2,8,-270,410,-487,-77,-192,-192,-347,-16,-632,45,-4,-347
2018-09-30,462,217,-16,201,0,0,0,24,24,692,-203,0,-26,0,-26,9,-220,-306,349,43,-148,-148,-348,0,-453,10,19,-348
2018-06-30,465,224,98,322,0,0,0,-10,-10,787,-158,0,11,0,11,-9,-156,-2,-145,-147,-215,-215,-350,-35,-747,-142,8,-350
2018-03-31,97.00000,211.00000,33.00000,244.00000,,,,103.00000,103.00000,542.00000,-189.00000,,-64.00000,,-64.00000,-3.00000,-256.00000,-2.00000,249.00000,247.00000,-183.00000,-183.00000,-341.00000,-6.00000,-283.00000,10.00000,18.00000,-341.00000
2017-12-31,625,184,30,214,-44,-33,174,187,6,863,-187,0,22,0,22,-9,-174,-509,249,-260,-100,-100,-342,-39,-741,-39,12,-342
2017-09-30,579,182,30,212,0,0,0,37,37,805,-209,0,-62,0,-62,-19,-290,-367,-3,-370,-200,-200,-343,-3,-916,-396,14,-343
2017-06-30,540,180,43,223,0,0,0,73,73,825,-171,0,-24,0,-24,-14,-209,340,-82,258,-273,-273,-345,-37,-397,216,30,-345
2017-03-31,575.00000,178.00000,-47.00000,131.00000,,,,-264.00000,-264.00000,436.00000,-215.00000,,33.00000,,33.00000,4.00000,-178.00000,-8.00000,196.00000,188.00000,-217.00000,-217.00000,-329.00000,-9.00000,-367.00000,-88.00000,20.00000,-329.00000
2016-12-31,518,177,-8,169,-23,230,-61,-108,185,871,-166,0,36,0,36,-26,-156,1,-71,-70,-217,-217,-330,-31,-648,39,13,-330
2016-09-30,563,179,10,189,0,0,0,208,208,948,-185,0,-38,-28,-66,59,-192,489,-515,-26,-180,-180,-331,3,-534,228,19,-331
2016-06-30,578,177,79,256,0,0,0,46,46,860,-177,0,-14,28,14,8,-155,-589,353,-236,-126,-126,-332,6,-688,21,30,-332
2016-03-31,560.00000,172.00000,-65.00000,107.00000,,,,-105.00000,-105.00000,553.00000,-220.00000,,-17.00000,,-17.00000,8.00000,-229.00000,794.00000,-675.00000,119.00000,-109.00000,-109.00000,-318.00000,-7.00000,-315.00000,16.00000,15.00000,-318.00000
2015-12-31,344,181,300,481,60,-28,44,-59,-174,665,-258,0,18,0,18,13,-227,-201,412,211,-320,-320,-320,-10,-439,-24,7,-320
2015-09-30,529,182,17,199,0,0,0,101,101,849,-271,0,-9,0,-9,-17,-297,282,-292,-10,-125,-125,-321,1,-455,40,17,-321
2015-06-30,-293,189,839,1028,0,0,0,29,29,772,-243,0,-18,0,-18,16,-245,-27,-108,-135,-69,-69,-321,17,-508,16,36,-321
2015-03-31,486.00000,194.00000,-263.00000,-69.00000,,,,-401.00000,-401.00000,20.00000,-284.00000,,27.00000,,27.00000,-24.00000,-281.00000,493.00000,291.00000,784.00000,-358.00000,-358.00000,-310.00000,-12.00000,104.00000,-202.00000,15.00000,-310.00000
2014-12-31,-63,207,37,244,267,12,-30,379,349,590,-309,0,20,31,51,13,-245,622,568,1190,-788,-1288,-314,-158,-570,-642,1,-314
2014-09-30,582,220,34,254,0,0,0,152,152,976,-291,0,-1,3,2,45,-244,2,-126,-124,-188,-188,-315,-15,-642,62,15,-315
2014-06-30,530,217,109,326,0,0,0,-5,-5,842,-181,0,-50,93,43,-9,-147,610,-375,235,-432,-432,-318,14,-501,204,27,-318
2014-03-31,546.00000,218.00000,-139.00000,79.00000,,,,-210.00000,-210.00000,437.00000,-258.00000,,119.00000,,119.00000,5.00000,-134.00000,-100.00000,654.00000,554.00000,-404.00000,-404.00000,-309.00000,-21.00000,-180.00000,111.00000,9.00000,-309.00000
2013-12-31,558,222,72,294,4,100,128,172,137,945,-240,0,-19,10,-9,-5,-254,-1,-309,-310,-189,-195,-310,-17,-832,-125,19,-310
2013-09-30,565,208,120,328,0,0,0,29,29,912,-176,-32,0,6,6,3,-199,-499,289,-210,-147,-154,-311,-1,-676,19,21,-311
2013-06-30,547,212,-10,202,0,0,0,-167,-167,576,-208,0,0,10,10,-14,-212,825,-602,223,-212,-219,-313,18,-291,51,22,-313
2013-03-31,551.00000,221.00000,-77.00000,144.00000,,,,-121.00000,-121.00000,607.00000,-200.00000,,20.00000,,20.00000,1.00000,-179.00000,21.00000,335.00000,356.00000,-436.00000,-443.00000,-289.00000,-10.00000,-386.00000,3.00000,30.00000,-289.00000
2012-12-31,286,215,149,364,0,0,0,454,454,1119,-327,0,-134,9,-125,-3,-455,-21,-193,-214,-280,-287,-292,-23,-816,-143,10,-292
2012-09-30,537,210,117,327,0,0,0,-26,-26,844,-277,-5,11,7,18,7,-257,-44,196,152,-212,-219,-292,11,-348,255,14,-292
2012-06-30,518,214,112,326,0,0,0,-94,-94,740,-222,0,-2,7,5,-4,-221,-4,-118,-122,96,89,-290,20,-303,209,30,-290
2012-03-31,487.00000,218.00000,99.00000,317.00000,,,,-215.00000,-215.00000,585.00000,-258.00000,,8.00000,,8.00000,-1.00000,-251.00000,-108.00000,386.00000,278.00000,-323.00000,-330.00000,-277.00000,-6.00000,-335.00000,21.00000,13.00000,-277.00000
2011-12-31,422,270,-84,186,-169,9,161,90,-107,517,-284,0,-10,7,-3,1,-286,-47,-1,-48,141,-376,-275,-11,-710,-468,11,-275
2011-09-30,458,291,94,385,0,0,0,-93,-93,750,-198,0,0,12,12,223,37,92,-273,-181,52,39,-275,-21,-438,324,6,-275
2011-06-30,432,287,-23,264,0,0,0,89,89,771,-201,0,-17,4,-13,0,-214,-6,307,301,-273,-286,-280,4,-261,323,19,-280
2011-03-31,372.00000,243.00000,-210.00000,33.00000,,,,-151.00000,-151.00000,250.00000,-234.00000,,10.00000,5.00000,15.00000,1.00000,-218.00000,693.00000,-20.00000,673.00000,-731.00000,-745.00000,-269.00000,9.00000,-332.00000,-291.00000,12.00000,-269.00000
2010-12-31,520,206,21,227,45,-341,263,174,199,948,-348,0,63,18,81,-2,-269,198,-174,24,-94,-108,-270,1,-353,343,11,-270
2010-09-30,489,205,65,270,0,0,0,14,14,745,-247,0,-6,10,4,20,-223,-177,18,-159,-128,-141,-271,-23,-594,-52,13,-271
2010-06-30,523,209,-103,106,0,0,0,-32,-32,587,-176,0,-1,9,8,-2,-170,-8,138,130,-330,-344,-275,-6,-495,-84,24,-275
2010-03-31,411.00000,193.00000,-90.00000,103.00000,,,,-157.00000,-157.00000,464.00000,-184.00000,,61.00000,10.00000,71.00000,-6.00000,-119.00000,-4.00000,-10.00000,-14.00000,-120.00000,-133.00000,-250.00000,-20.00000,-417.00000,-129.00000,4.00000,-250.00000
2009-12-31,522,220,119,339,0,0,0,117,117,1001,-269,-293,24,9,33,-11,-540,-239,-9,-248,109,96,-249,-18,-419,48,23,-249
2009-09-30,611,196,-99,97,0,0,0,102,102,791,-160,0,-31,12,-19,27,-152,-7,-217,-224,17,3,-249,-10,-480,159,35,-249
2009-06-30,430,190,-338,-148,0,0,0,730,730,997,-186,-154,-97,14,-83,-4,-427,-22,-331,-353,1,-12,-248,19,-594,-1,18,-248
2009-03-31,431.00000,177.00000,-81.00000,96.00000,,,,156.00000,156.00000,692.00000,-208.00000,-11.00000,57.00000,5.00000,62.00000,-12.00000,-169.00000,-8.00000,245.00000,237.00000,-262.00000,-275.00000,-240.00000,-17.00000,-295.00000,228.00000,10.00000,-240.00000
