,net-income-loss,total-depreciation-amortization-cash-flow,other-non-cash-items,total-non-cash-items,change-in-accounts-receivable,change-in-inventories,change-in-accounts-payable,change-in-assets-liabilities,total-change-in-assets-liabilities,cash-flow-from-operating-activities,net-change-in-property-plant-equipment,net-acquisitions-divestitures,net-change-in-long-term-investments,net-change-in-investments-total,investing-activities-other,cash-flow-from-investing-activities,net-long-term-debt,net-current-debt,debt-issuance-retirement-net-total,net-common-equity-issued-repurchased,net-total-equity-issued-repurchased,total-common-preferred-stock-dividends-paid,financial-activities-other,cash-flow-from-financial-activities,net-cash-flow,stock-based-compensation,common-stock-dividends-paid
2017-03-31,392.00000,520.00000,-18.00000,502.00000,27.00000,2.00000,-226.00000,153.00000,-10.00000,884.00000,-944.00000,,-1.00000,-1.00000,4.00000,-941.00000,1524.00000,-1053.00000,471.00000,-139.00000,-139.00000,-214.00000,-6.00000,112.00000,55.00000,,-214.00000
2016-12-31,360,523,-145,378,285,51,-116,-144,14,752,-976,0,20,20,30,-926,-137,551,414,-29,-29,-182,-6,197,23,0,-182
2016-09-30,451,550,48,598,-202,-2,84,86,21,1070,-945,0,15,15,134,-796,-83,-5,-88,-12,-12,-193,-8,-301,-27,0,-193
2016-06-30,308,526,-112,414,-150,-40,251,-141,-145,577,-877,0,38,38,-8,-847,0,437,437,-61,-61,-183,51,244,-26,0,-183
2016-03-31,306.00000,499.00000,133.00000,632.00000,117.00000,-1.00000,-184.00000,-81.00000,-83.00000,855.00000,-951.00000,,106.00000,106.00000,11.00000,-834.00000,397.00000,-372.00000,25.00000,,169.00000,-191.00000,-48.00000,-45.00000,-24.00000,,-191.00000
2015-12-31,-55,490,213,703,433,4,-156,729,1028,1676,-1091,0,132,132,-76,-1035,-757,301,-456,-69,-69,-161,72,-614,27,0,-161
2015-09-30,448,528,-155,373,-444,5,34,617,244,1065,-937,0,290,290,24,-623,0,-277,-277,0,-6,-171,7,-447,-5,0,-171
2015-06-30,406,502,14,516,1,15,67,-113,-118,804,-929,0,-12,-12,1,-940,128,178,306,0,0,-158,12,160,24,0,-158
2015-03-31,318.00000,485.00000,56.00000,541.00000,31.00000,-10.00000,63.00000,-17.00000,105.00000,964.00000,-1268.00000,,-36.00000,-36.00000,10.00000,-1294.00000,1287.00000,-774.00000,513.00000,,,-170.00000,-30.00000,313.00000,-17.00000,,-170.00000
2014-12-31,445,503,95,598,433,-6,-197,154,178,1221,-1050,0,61,61,18,-971,-103,-59,-162,0,0,-139,41,-260,-10,0,-139
2014-09-30,508,448,192,640,-184,2,95,331,271,1419,-1000,0,-17,-17,13,-1004,-402,95,-307,0,0,-150,-6,-463,-48,0,-150
2014-06-30,566,432,-255,177,-297,-9,179,-587,-700,43,-916,0,13,13,13,-890,395,642,1037,0,-1,-139,-9,888,41,0,-139
2014-03-31,202.00000,432.00000,192.00000,624.00000,112.00000,-12.00000,-63.00000,-363.00000,-261.00000,565.00000,-940.00000,,-101.00000,-101.00000,-1.00000,-1042.00000,-3.00000,401.00000,398.00000,,270.00000,-146.00000,-42.00000,480.00000,3.00000,,-146.00000
2013-12-31,326,472,-13,459,350,12,-110,22,182,897,-657,0,2,2,-12,-667,763,-1320,-557,0,0,-129,-8,-694,-464,0,-129
2013-09-30,462,392,118,510,-359,-5,67,109,-188,809,-927,0,72,72,-21,-876,-2,674,672,0,0,-140,-3,529,462,0,-140
2013-06-30,-71,418,610,1028,-9,84,153,-452,-224,755,-855,0,-141,-141,-19,-1015,-3,433,430,0,0,-132,-5,293,33,0,-132
2013-03-31,298.00000,414.00000,187.00000,601.00000,-38.00000,-11.00000,-65.00000,-302.00000,-416.00000,506.00000,-979.00000,,-31.00000,-31.00000,-4.00000,-1014.00000,393.00000,245.00000,638.00000,,-13.00000,-140.00000,-32.00000,453.00000,-55.00000,,-140.00000
2012-12-31,-515,396,1058,1454,315,-3,-148,264,237,1176,-930,0,-51,-51,-786,-1767,-2,-233,-235,0,0,-125,-14,-374,-965,-24,-125
2012-09-30,215,416,122,538,-338,-2,135,153,245,998,-980,0,-39,-39,-17,-1036,-1,90,89,0,-1,-140,50,-2,-40,8,-140
2012-06-30,96,415,-121,294,-78,5,74,190,93,483,-936,0,-43,-43,-53,-1032,-1,-35,-36,0,385,-121,13,241,-308,8,-121
2012-03-31,112.00000,407.00000,101.00000,508.00000,88.00000,10.00000,-47.00000,-175.00000,57.00000,677.00000,-1189.00000,,-82.00000,-82.00000,-177.00000,-1448.00000,389.00000,-86.00000,303.00000,,345.00000,-120.00000,257.00000,785.00000,14.00000,8.00000,-120.00000
2011-12-31,-823,43,2059,2102,159,7,-133,-11,-372,1082,-641,3,-27,-27,-634,-1299,284,-163,121,0,0,-120,301,302,85,-22,-120
2011-09-30,440,457,193,650,-269,-4,112,294,512,1602,-1225,-3,-61,-61,-13,-1302,-3,281,278,0,0,-119,-20,139,439,7,-119
2011-06-30,191,473,27,500,-64,-3,115,-392,-187,504,-1123,0,-38,-38,3,-1158,433,-2,431,0,0,-120,-10,301,-353,8,-120
2011-03-31,214.00000,454.00000,278.00000,732.00000,128.00000,-18.00000,-49.00000,-147.00000,-228.00000,718.00000,-1133.00000,,-41.00000,-41.00000,,-1174.00000,73.00000,294.00000,367.00000,,123.00000,-117.00000,-8.00000,365.00000,-91.00000,7.00000,-117.00000
2010-12-31,179,163,1179,1342,-11,16,-26,-385,-794,727,-651,4,-106,-106,-742,-1495,-113,-79,-192,0,0,-116,456,148,-620,4,-116
2010-09-30,523,412,103,515,-197,9,142,550,750,1788,-1059,0,-55,-55,0,-1114,1002,-397,605,0,0,-117,-21,467,1141,6,-117
2010-06-30,357,412,64,476,-137,-34,24,-197,-470,363,-1119,-4,31,31,0,-1092,81,218,299,1,1,-114,-7,179,-550,7,-114
2010-03-31,249.00000,393.00000,269.00000,662.00000,150.00000,-2.00000,-138.00000,-212.00000,-312.00000,599.00000,-951.00000,,-71.00000,-71.00000,-91.00000,-1113.00000,198.00000,192.00000,390.00000,-1.00000,-1.00000,-116.00000,-14.00000,259.00000,-255.00000,7.00000,-116.00000
2009-12-31,226,390,-119,271,234,16,-115,207,436,933,425,-15,-44,-46,-1420,-1056,-478,0,-478,-3,-3,-130,-4,-615,-738,5,-130
2009-09-30,444,402,9,411,-219,-5,209,330,374,1229,-747,0,-278,-278,0,-1025,-372,8,-364,0,0,-134,4,-494,-290,6,-134
2009-06-30,6,378,-401,-23,-21,5,199,493,214,197,-755,-1,-132,-130,1299,413,174,-1481,-1307,0,0,-131,-14,-1452,-842,6,-131
2009-03-31,269.00000,368.00000,66.00000,434.00000,86.00000,4.00000,-141.00000,-51.00000,-17.00000,686.00000,-785.00000,-6.00000,-21.00000,-21.00000,121.00000,-691.00000,352.00000,-585.00000,-233.00000,,,-126.00000,-9.00000,-368.00000,-373.00000,5.00000,-126.00000
