,net-income-loss,total-depreciation-amortization-cash-flow,other-non-cash-items,total-non-cash-items,change-in-accounts-receivable,change-in-inventories,change-in-accounts-payable,change-in-assets-liabilities,total-change-in-assets-liabilities,cash-flow-from-operating-activities,net-change-in-property-plant-equipment,net-acquisitions-divestitures,net-change-in-long-term-investments,net-change-in-investments-total,investing-activities-other,cash-flow-from-investing-activities,net-long-term-debt,net-current-debt,debt-issuance-retirement-net-total,net-common-equity-issued-repurchased,net-total-equity-issued-repurchased,total-common-preferred-stock-dividends-paid,financial-activities-other,cash-flow-from-financial-activities,net-cash-flow,stock-based-compensation,common-stock-dividends-paid
2011-09-30,862,226,-575,-349,104,-51,105,-30,148,661,-177,336,19,19,9,187,5,348,353,-473,-473,-266,1,-385,337,38,-266
2011-06-30,810,236,87,323,-365,-59,264,-9,5,1138,-163,-3,49,49,27,-90,1,57,58,-405,-405,-266,17,-596,472,42,-266
2011-03-31,705.00000,242.00000,-804.00000,-562.00000,-172.00000,-330.00000,-4.00000,-14.00000,-586.00000,-443.00000,-123.00000,210.00000,-102.00000,-102.00000,31.00000,16.00000,944.00000,-8.00000,936.00000,101.00000,101.00000,-264.00000,13.00000,786.00000,426.00000,49.00000,-264.00000
2010-12-31,369,271,81,352,-119,56,263,20,324,1045,-294,22,0,0,-17,-289,-2,-596,-598,84,84,-240,8,-746,10,41,-240
2010-09-30,598,242,560,802,-381,-225,232,-43,-75,1325,-160,-322,-40,-40,34,-488,-329,-245,-574,56,56,-240,1,-757,189,37,-240
2010-06-30,566,241,383,624,-278,-9,177,25,-100,1090,-114,-996,-5,-5,4,-1111,0,-87,-87,23,23,-233,2,-295,-400,36,-233
2010-03-31,489.00000,233.00000,44.00000,277.00000,90.00000,-122.00000,-80.00000,-28.00000,-23.00000,743.00000,-69.00000,,-296.00000,-296.00000,-16.00000,-381.00000,-1001.00000,949.00000,-52.00000,32.00000,32.00000,-231.00000,2.00000,-249.00000,50.00000,50.00000,-231.00000
2009-12-31,93,246,379,625,158,125,436,6,613,1331,-247,0,-24,-24,-12,-283,-2,-606,-608,17,17,-234,1,-824,197,23,-234
2009-09-30,608,242,42,284,-140,96,36,-57,256,1148,-122,-439,0,0,-5,-566,-611,178,-433,11,11,-232,0,-654,-2,18,-232
2009-06-30,450,235,427,662,-119,205,-12,39,14,1126,-108,-8,0,0,-42,-158,0,-301,-301,5,5,-228,0,-524,554,35,-228
2009-03-31,397.00000,234.00000,143.00000,377.00000,461.00000,49.00000,-629.00000,-31.00000,-433.00000,341.00000,-101.00000,-20.00000,1.00000,1.00000,-6.00000,-126.00000,995.00000,-925.00000,70.00000,4.00000,4.00000,-224.00000,,-150.00000,-13.00000,42.00000,-224.00000
