,net-income-loss,total-depreciation-amortization-cash-flow,other-non-cash-items,total-non-cash-items,change-in-accounts-receivable,change-in-inventories,change-in-accounts-payable,change-in-assets-liabilities,total-change-in-assets-liabilities,cash-flow-from-operating-activities,net-change-in-property-plant-equipment,net-acquisitions-divestitures,net-change-in-short-term-investments,net-change-in-long-term-investments,net-change-in-investments-total,investing-activities-other,cash-flow-from-investing-activities,net-long-term-debt,debt-issuance-retirement-net-total,net-common-equity-issued-repurchased,net-total-equity-issued-repurchased,total-common-preferred-stock-dividends-paid,financial-activities-other,cash-flow-from-financial-activities,net-cash-flow,stock-based-compensation,common-stock-dividends-paid
2020-06-30,178.1,32.2,89.2,121.4,207.8,0,20.5,-49.5,153.4,415.9,-25.9,-135.8,54.3,-49.8001,4.4999,-56.9,-214.1,-0.5,-0.5,-29.6,-29.6,-44.2,-5.1,-79.4,137.6,14.9,-39.6
2020-03-31,154.70000,32.50000,260.70000,293.20000,38.10000,,-7.70000,-434.20000,-594.20000,-123.70000,-20.30000,,125.30000,107.20000,232.50000,-30.30000,181.90000,-0.70000,199.30000,-56.60000,-56.60000,-42.70000,-8.60000,91.40000,132.80000,11.50000,-38.00000
2019-12-31,127.6,55,324.5,379.5,-64.5,0,12.8,-184.3,-285.7,245.5,-39.8,-7.6,-147.5,402.4001,254.9001,-213.7,-6.2,-6.8001,-6.8001,-107.5,-107.5,-43.1,28.3,-129.1,117.8,15.2,-38.4
2019-09-30,-54.8,22.9,150.8,173.7,-384,0,25.6,665.9,341.2,442.2,-12.7,0,89.6,-97.6001,-8.0001,16.7,-4,-45.1,-45.1,-65.8,-65.8,-42,-15.8,-168.7,258.9,15,-37.3
2019-06-30,144.1,25.7,37.2,62.9,-171.9,0,0.9,379,212.4,479,-25.4,0,-11.7,-125.7,-137.4,0.4,-162.4,-2.8,-2.8,-48.5,-48.5,-42.9,-8.1,-102.3,216.2,14.2,-38.3
2019-03-31,165.70000,21.90000,19.50000,41.40000,157.60000,,-13.60000,-84.60000,85.10000,246.70000,-32.40000,,30.60000,-444.70010,-414.10010,-0.70000,-447.20000,290.20000,290.20000,-50.00000,-50.00000,-42.10000,22.80000,220.90000,20.20000,11.50000,-37.40000
2018-12-31,25,25.6,62.2,87.8,-340.1,0,240,174.8,88.9,202.1,-23.9,126.7,49.2,-529.6996,-480.4995,79.6,-298.1,139.4,139.4,-52.1,-52.1,-42.4,2.7,47.6,-52.6,18,-37.7
2018-09-30,53,23,30,53,123.7,0,52.3,15,210.9,282.3,-20.8,36.7,-196.3,-273.8003,-470.1003,64.6,-389.6,254.4,254.4,-80.3,-80.3,-40.2,12,145.9,52.9,17.4,-35.5
2018-06-30,67,9.9,72.7,82.6,120.9,0,-268.1,261.9,123.9,248,-21.6,-1213.5,-21.1,-342.6,-363.7002,4.9,-1593.9,337.7,337.7,0.1,0.1,-35.7,-1.6,300.5,-1088.3,12.1,-30.9
2018-03-31,106.00000,11.50000,19.00000,30.50000,484.30000,,-20.40000,-829.80000,-271.90000,-75.70000,-16.50000,,116.00000,-30.30010,85.70000,9.90000,79.10000,1092.40000,1092.40000,-7.00000,269.40000,-29.70000,11.90000,1344.00000,1345.20000,9.60000,-29.70000
2017-12-31,519.6,11.8,3.2,15,-946.4,0,24.6,1071.2,43.8999,164,7.5,-1.7,-22.2,-300.9999,-323.1999,18.2,-299.2,293.1,293.1,-132.1,-132.1,-30.2,12.2,143,4,35.5,-30.2
2017-09-30,0,0,0,0,0,0,0,0,0,366.7,-12.3,0,-66.5,-223.2002,-289.7002,56.3,-245.7,88.7,88.7,-38.2,-38.2,-28.8,0.9,22.6,144.6,0,-28.8
2017-06-30,0,0,0,0,0,0,0,0,0,-24.5,-16.3,0,32.2,56.1,88.3,-9.5,62.5,69,69,-113.5,-113.5,-30.3,10.2,-64.6,-26.3,0,-30.3
2017-03-31,0.00000,,,,,,,,,24.20000,-14.80000,-127.40000,2.60000,124.80010,127.40010,-44.00000,-58.80000,,,-105.10000,-105.10000,-29.70000,7.10000,-127.70000,-157.50000,,-29.70000
2016-12-31,565.4,-269.4,385.8,116.4,-453.1,0,-99.3,-16.3,-561.5,176.6,-18.4,0,167.2,-68.0002,99.1998,13.5,94.3,-123,-123,-188.8,-188.8,-30.3,-2.9,-345,-84.7,41.6,-30.3
2016-09-30,0,0,0,0,0,0,0,0,0,255.8,-19.1,-27.4,99.5,-163.4001,-63.9001,-3.9,-114.3,-0.1,-0.1,-228.7,-228.7,-30,4.4,-254.4,-116,0,-30
2016-06-30,0,0,0,0,0,0,0,0,0,22.2,-24.9,-65.9,-49,-509.0998,-558.0998,261.5,-387.4,-249.9,-249.9,-199.8,-199.8,-32.6,21.2,-461.1,-828.1,0,-32.6
2016-03-31,0.00000,,,,,,,,,-346.00000,-22.80000,904.00000,55.50000,209.90000,265.40000,-13.60000,1133.00000,249.60000,249.60000,-245.80000,-245.80000,-32.40000,8.80000,-19.80000,772.50000,,-32.40000
2015-12-31,141.6,124.1,-156.1,-32,29.9,-27.3,-178.7,246,54,-299.574,-28.861,-15.158,235.706,-117.0852,118.6208,119.324,193.926,44.952,44.952,-74.227,-74.227,-33.294,-74.499,-137.068,-255.58,38.8,-33.294
2015-09-30,0,0,0,0,0,0,0,0,0,360.578,-27.195,-5.273,-331.26,389.1563,57.8963,-10.804,14.624,-44.255,-44.255,-30.921,-30.921,-20.456,0.687,-94.945,246.5,0,-20.456
2015-06-30,0,0,0,0,0,0,0,0,0,346.562,-36.697,-11.571,-196.396,215.1448,18.7488,31.254,1.735,2.049,2.049,-103.423,-103.423,-21.616,-3.047,-126.037,232.271,0,-21.616
2015-03-31,0.00000,,,,,,,,,-177.66600,-22.14700,65.00200,95.25000,-87.01590,8.23410,2.92600,54.01500,-2.74600,-2.74600,-84.32900,-84.32900,-18.83400,1.55900,-104.35000,-253.49100,,-18.83400
2014-12-31,470.907,133.723,-405.394,-271.671,-763.473,-85.742,316.588,658.058,189.208,-120.848,-24.897,-61.039,91.245,60.8772,152.1222,141.231,207.417,-0.768,-0.768,-99.317,-99.317,-19.113,1.293,-117.905,-92.61,49.354,-19.113
2014-09-30,0,0,0,0,0,0,0,0,0,252.896,-27.967,-28.614,-110.232,-16.4459,-126.6779,5.136,-178.123,0.757,0.757,-34.008,-34.008,-19.449,0.205,-52.495,12.396,0,-19.449
2014-06-30,0,0,0,0,0,0,0,0,0,134.59,-17.634,-59.541,211.566,77.6151,289.1811,13.726,225.732,-0.78,-0.78,-55.751,-55.751,-20.753,5.673,-71.611,292.958,0,-20.753
2014-03-31,0.00000,,,,,,,,,127.17800,-13.10500,,-99.00800,-94.93410,-193.94210,15.91000,-191.13700,-466.53900,-466.53900,-26.10700,-26.10700,-18.18000,-23.36200,-534.18800,-611.27200,,-18.18000
2013-12-31,488.907,108.541,15.305,123.846,233.642,-34.682,187.588,-111.352,449.8901,303.523,-17.539,-131.878,499.976,-89.581,410.395,-12.125,248.853,-1.879,-1.879,-93.388,-93.388,-18.351,0.612,-113.006,430.487,50.004,-18.351
2013-09-30,0,0,0,0,0,0,0,0,0,450.376,-11.501,-49.987,-199.368,-37.895,-237.263,0.762,-297.989,-8.828,-8.828,-106.5,-106.5,-18.833,0.369,-133.792,16.302,0,-18.833
2013-06-30,0,0,0,0,0,0,0,0,0,221.981,-10.194,0,-537.625,206.7909,-330.8341,15.937,-325.091,-22.332,-22.332,-186.507,-186.507,-20.155,2.319,-226.675,-334.23,0,-20.155
2013-03-31,0.00000,,,,,,,,,51.68100,-11.67000,,63.41400,-59.16690,4.24710,-11.08800,-18.51100,697.99000,697.99000,-6.61700,-6.61700,-16.78900,-4.41200,670.17200,695.22100,,-16.78900
2012-12-31,483.705,105.974,-37.057,68.917,-915.547,-5.809,6.698,1030.859,113.338,250.539,-16.493,1.364,-49.948,-307.3798,-357.3278,20.865,-351.592,0.69,0.69,-41.727,-41.727,-16.76,-0.736,-58.533,-163.102,37.589,-16.76
2012-09-30,0,0,0,0,0,0,0,0,0,244.648,-17.032,0,255.777,-402.2441,-146.4671,13.791,-149.708,-0.591,-0.591,-111.774,-111.774,-17.284,0.077,-129.572,-34.486,0,-17.284
2012-06-30,0,0,0,0,0,0,0,0,0,183.49,-15.242,-3.5,-127.17,150.093,22.923,28.66,32.841,0.325,0.325,-155.066,-155.066,-19.408,3.913,-170.236,42.177,0,-19.408
2012-03-31,0.00000,,,,,,,,,1.02100,-5.31500,,61.65000,-37.98200,23.66800,0.22300,18.57600,-1.20400,-1.20400,-103.62900,-103.62900,-15.94100,-1.52600,-122.30000,-101.89800,,-15.94100
2011-12-31,538.956,108.93,1.552,110.482,-387.439,0,151.603,429.283,137.777,345.613,-9.336,0,65.196,-116.3877,-51.1917,9.399,-51.129,-0.955,-0.955,-168.905,-168.905,-16.527,-0.304,-186.691,107.19,36.888,-16.527
2011-09-30,0,0,0,0,0,0,0,0,0,185.94,-8.735,0,-70.449,-69.4692,-139.9182,-13.612,-162.265,3.324,3.324,-78.152,-78.152,-17.178,0.495,-91.511,-75.576,0,-17.178
2011-06-30,0,0,0,0,0,0,0,0,0,140.125,-7.674,-45.08,-9.234,246.209,236.975,-0.965,183.256,-179.233,-179.233,-111.197,-111.197,-17.558,180.412,-127.576,194.665,0,-17.558
2011-03-31,0.00000,,,,,,,,,183.62600,-6.17900,,-75.88100,-75.55600,-151.43700,-8.83400,-166.45000,135.14600,135.14600,-175.59400,-180.59400,-16.12200,-169.50000,-231.07000,-210.08200,,-16.12200
2010-12-31,278.607,116.196,346.893,463.089,-796.771,0,-50.623,598.9641,-265.081,75.281,-8.849,-4.398,94.113,50.0081,144.1211,-39.262,91.612,1.964,1.964,-153.387,-156.547,-16.916,-14.417,-185.916,-17.791,34.591,-16.916
2010-09-30,0,0,0,0,0,0,0,0,0,147.177,-14.196,-0.427,-35.149,126.8219,91.6729,10.315,87.365,0.49,0.49,-56.345,-56.345,-17.238,-0.175,-73.268,164.584,0,-17.238
2010-06-30,0,0,0,0,0,0,0,0,0,196.391,-14.631,-5.503,19.452,102.8419,122.294,16.968,119.128,-8.681,-8.681,-212.475,-212.475,-17.876,-2.562,-241.594,71.182,0,-17.876
2010-03-31,0.00000,,,,,,,,,121.89300,-13.15500,-1.23200,17.35200,-297.95290,-280.60100,-11.99300,-306.98100,-76.84000,-76.84000,-100.33900,-100.33900,-17.58800,-3.92800,-198.69500,-386.01100,,-17.58800
2009-12-31,430.574,91.338,168.675,260.013,-209.53,0,-132.461,42.932,-310.151,56.886,-16.284,8.123,-6.607,88.096,81.489,-53.948,19.38,22.991,22.991,0,0,-17.635,-0.079,5.277,82.701,30.288,-17.635
2009-09-30,0,0,0,0,0,0,0,0,0,386.796,-10.277,-3.2,77.854,29.8239,107.6779,21.956,116.157,-27.486,-27.486,-31.949,-31.949,-17.701,-0.179,-77.315,426.669,0,-17.701
2009-06-30,0,0,0,0,0,0,0,0,0,90.812,-14.627,0,145.771,-91.9649,53.8061,1.906,41.085,22.158,22.158,0,0,-17.771,-0.877,3.51,144.843,0,-17.771
2009-03-31,0.00000,,,,,,,,,-264.56900,-13.14900,,37.57200,-72.78800,-35.21600,13.21000,-35.15500,-53.89000,-53.89000,,-3.00000,-16.48900,-0.65500,-74.03400,-376.34500,,-16.48900
