,net-income-loss,total-depreciation-amortization-cash-flow,other-non-cash-items,total-non-cash-items,change-in-accounts-receivable,change-in-inventories,change-in-accounts-payable,change-in-assets-liabilities,total-change-in-assets-liabilities,cash-flow-from-operating-activities,net-change-in-property-plant-equipment,net-change-in-intangible-assets,net-acquisitions-divestitures,net-change-in-long-term-investments,net-change-in-investments-total,investing-activities-other,cash-flow-from-investing-activities,net-long-term-debt,net-current-debt,debt-issuance-retirement-net-total,net-common-equity-issued-repurchased,net-total-equity-issued-repurchased,total-common-preferred-stock-dividends-paid,financial-activities-other,cash-flow-from-financial-activities,net-cash-flow,stock-based-compensation,common-stock-dividends-paid
2015-03-31,40.33400,33.49600,3.97900,37.47500,37.58200,-22.49800,-12.33500,,-40.14600,37.66300,-4.47900,,-4.61900,,,0.05900,-9.03900,-37.00000,-0.26300,-37.26300,4.88600,4.88600,-7.87600,15.56300,-24.69000,-5.89700,3.98700,-7.87600
2014-12-31,30.787,26.42,-35.385,-8.965,-38.9,9.093,6.856,0,-2.44,96.564,-2.407,0,-269.598,0,0,-0.076,-272.081,119,66.55,185.55,-23.017,-23.017,-7.907,0,154.626,-28.862,2.288,-7.907
2014-09-30,42.277,29.335,14.003,43.338,3.407,-12.799,7.858,0,-22.688,62.927,-7.767,0,-1.529,0,0,0.065,-9.231,39,-78.718,-39.718,1.465,1.465,-7.904,-0.855,-47.012,-1.575,2.45,-7.904
2014-06-30,50.49,28.937,6.996,35.933,-3.298,1.982,-12.826,0,-32.028,54.395,-8.427,0,-0.35,0,0,0.212,-8.565,-39,4.745,-34.255,-22.837,-22.837,-7.922,-0.121,-65.135,-18.855,4.803,-7.922
2014-03-31,34.22400,29.63200,6.97600,36.60800,26.73200,-17.71900,0.95900,,-3.12100,67.71100,-6.02000,,,,,,-6.02000,,-5.25200,-5.25200,3.31500,3.31500,-7.88700,-1.72400,-11.54800,50.87100,4.51600,-7.88700
2013-12-31,66.873,35.542,-42.058,-6.516,-41.639,17.849,4.431,0,29.522,71.703,-7.427,0,-8.65,-0.783,-0.783,0.783,-16.077,-161.119,148.751,-12.368,4.809,4.809,-7.867,0,-15.426,40.939,2.63,-7.867
2013-09-30,40.198,34.179,3.656,37.835,12.079,-14.31,-9.504,0,-29.938,48.095,43.5,0,-7,0.563,0.563,-0.01,37.053,0,-67.734,-67.734,7.81,7.81,-7.841,0,-67.765,19.833,3.781,-7.841
2013-06-30,27.925,32.35,21.363,53.713,-24.738,-1.523,-0.951,0,-53.776,27.862,-11.023,0,-1.449,0.22,0.22,0.371,-11.881,0,-22.758,-22.758,1.692,1.692,-7.832,0.523,-28.375,-13.401,3.226,-7.832
2013-03-31,32.21600,31.51300,7.61200,39.12500,40.22700,-16.18700,4.94100,0.00000,-60.41000,10.93100,-11.82900,,1.40000,,,0.12300,-10.30600,,86.02200,86.02200,-121.39600,-121.39600,-8.06000,0.84000,-42.59400,-45.57300,4.41600,-8.06000
2012-12-31,-15.856,31.637,21.101,52.738,-59.966,16.587,10.528,3.534,-32.694,39.524,-18.051,0,-34.108,0,0,0.304,-51.855,0,6.567,6.567,9.522,9.522,-8.028,4.05,12.111,0.616,5.273,-8.028
2012-09-30,29.594,31.538,14.919,46.457,1.615,-11.795,-20.256,-1.767,-55.334,20.717,-12.901,0,-6.75,0,0,1.458,-18.193,0.416,-8.143,-7.727,11.169,11.169,-7.984,-2.904,-7.446,-0.575,5.1,-7.984
2012-06-30,33.633,33.313,7.752,41.065,7.623,0.318,13.364,1.139,1.692,76.39,-6.221,0,0,0,0,1.188,-5.033,10.584,-34,-23.416,0.677,0.677,-7.969,-7.925,-38.633,26.646,4.776,-7.969
2012-03-31,22.56900,37.36900,11.42100,48.79000,5.85000,-12.97000,-11.71900,-1.13900,-55.82000,15.53900,-5.22800,,,,,,-5.22800,-11.00000,,-11.00000,9.00600,9.00600,-7.92200,-0.27900,-10.19500,2.41500,5.47600,-7.92200
2011-12-31,-83.641,39.4,24.675,64.075,-37.97,15.644,13.736,-0.018,27.117,82.525,-5.613,0,-602.772,0,0,0.941,-607.444,412.86,24,436.86,-9.238,-9.238,-7.916,-0.21,419.496,-105.76,6.055,-7.916
2011-09-30,36.622,29.015,-8.428,20.587,13.469,-14.278,4.326,-0.712,-9.411,47.798,-8.553,0,-0.918,0,0,4.703,-4.768,-163,0,-163,0.823,0.823,-7.916,-1,-171.093,-147.106,1.467,-7.916
2011-06-30,29.761,27.551,4.584,32.135,-20.705,6.177,-3.508,-0.819,-9.996,51.9,-8.289,0,-253.749,0,0,28.672,-233.366,157.2,-2.265,154.935,5.568,5.568,-7.891,0,152.612,-20.64,4.906,-7.891
2011-03-31,24.91300,24.69800,0.80300,25.50100,24.60900,-9.74300,-16.33000,-7.77200,-7.76300,42.65100,-7.68100,,-56.60200,,,,-64.28300,89.80000,-0.03800,89.76200,-83.42200,-83.42200,-8.10600,-2.04500,-3.81100,-4.23800,3.05400,-8.10600
2010-12-31,295.558,24,-288.324,-264.324,-37.201,0.636,19.013,2.487,-6.144,28.922,-10.764,0,-1.386,0,0,464.788,452.638,-244,-0.038,-244.038,-57.991,-57.991,-8.263,2.405,-307.887,169.098,2.064,-8.263
2010-09-30,13.391,23.429,24.278,47.707,5.902,-8.555,-6.805,-0.058,-45.826,15.272,-9.05,0,-22.26,0,0,-2.407,-33.717,43.654,-0.037,43.617,2.182,2.182,-8.255,0,37.544,35.324,2.753,-8.255
2010-06-30,57.643,23.711,-17.423,6.288,-9.781,-2.657,7.297,0,6.736,70.667,4.683,0,-123.639,0,0,8.095,-110.861,89.5,-0.037,89.463,0.58,0.58,-8.247,-0.096,81.7,33.92,4.284,-8.247
2010-03-31,24.39100,20.63600,-3.28500,17.35100,2.97700,-11.95900,8.28400,-0.02400,7.65000,49.39200,-7.50100,,-3.08900,,,-2.32100,-12.91100,-30.00000,-0.03700,-30.03700,11.49600,11.49600,-8.22700,-2.95600,-29.72400,2.03700,3.31500,-8.22700
2009-12-31,36.428,24.307,29.705,54.012,-16.096,8.287,-0.474,0.222,-48.689,63.099,-10.696,0,0,0,0,-0.038,-10.734,-18.5,-0.037,-18.537,3.982,3.982,-8.173,0.192,-22.536,29.121,3.702,-8.173
2009-09-30,13.589,14.559,22.612,37.171,-12.279,1.948,5.487,0,-16.357,34.403,-2.177,0,-52.704,0,0,-27.22,-82.101,52.064,0.002,52.066,0.151,0.151,-8.17,-1.559,42.488,-0.753,2.118,-8.17
2009-06-30,21.505,23.052,2.174,25.226,-23.518,-1.259,6.018,0,-10.456,36.275,-7.52,0,-20.911,0,0,-0.07,-28.501,-93.611,71.493,-22.118,1.765,1.765,-8.153,0.101,-28.405,-10.71,4.363,-8.153
2009-03-31,10.55900,22.52500,12.71500,35.24000,21.45400,-12.65100,-21.46600,,-30.85400,14.94500,-5.12300,,-28.31100,,,0.90300,-32.53100,105.00000,-71.57400,33.42600,-14.27300,-14.27300,-8.20500,-0.08300,10.86500,-17.06100,3.81200,-8.20500
