,net-income-loss,total-depreciation-amortization-cash-flow,other-non-cash-items,total-non-cash-items,change-in-accounts-receivable,change-in-inventories,change-in-accounts-payable,change-in-assets-liabilities,total-change-in-assets-liabilities,cash-flow-from-operating-activities,net-change-in-property-plant-equipment,net-acquisitions-divestitures,net-change-in-short-term-investments,net-change-in-long-term-investments,net-change-in-investments-total,investing-activities-other,cash-flow-from-investing-activities,net-long-term-debt,net-current-debt,debt-issuance-retirement-net-total,net-common-equity-issued-repurchased,net-total-equity-issued-repurchased,total-common-preferred-stock-dividends-paid,financial-activities-other,cash-flow-from-financial-activities,net-cash-flow,stock-based-compensation,common-stock-dividends-paid
2018-09-30,698,148,-109,39,126,-298,25,143,178,915,-175,-70,-38,-14,-52,14,-283,-21,8,-13,-500,-500,-182,-12,-707,-96,10,-182
2018-06-30,554,154,-71,83,-338,-216,196,-120,-47,590,-114,0,-78,-19,-97,11,-200,-17,208,191,-216,-216,-177,1,-201,111,19,-177
2018-03-31,325.00000,154.00000,-112.00000,42.00000,-217.00000,-259.00000,246.00000,83.00000,-484.00000,-117.00000,-72.00000,,42.00000,-31.00000,11.00000,25.00000,-36.00000,-16.00000,295.00000,279.00000,-163.00000,-163.00000,-178.00000,10.00000,-52.00000,-162.00000,9.00000,-178.00000
2017-12-31,-309,150,591,741,214,-6,72,80,374,806,-218,9,27,-88,-61,4,-266,-22,-223,-245,-60,-60,-179,10,-474,79,7,-179
2017-09-30,457,149,-66,83,-234,-137,164,75,105,645,4,-671,9,45,54,-13,-626,-9,399,390,-271,-271,-179,4,-56,-3,11,-179
2017-06-30,441,145,-73,72,-283,-62,107,-50,-66,447,-101,20,15,-77,-62,10,-133,-18,-140,-158,-69,-69,-172,19,-380,-29,16,-172
2017-03-31,405.00000,139.00000,-88.00000,51.00000,-205.00000,-202.00000,296.00000,124.00000,-77.00000,379.00000,-81.00000,-20.00000,97.00000,-27.00000,70.00000,4.00000,-27.00000,-11.00000,62.00000,51.00000,-51.00000,-51.00000,-171.00000,7.00000,-164.00000,202.00000,7.00000,-171.00000
2016-12-31,396,139,-13,126,-153,146,87,-61,103,625,-216,-93,-54,27,-27,9,-327,-7,-67,-74,-33,-33,-171,-90,-368,-131,4,-171
2016-09-30,300,132,157,289,140,-49,-42,8,-13,576,-112,-1,-57,-27,-84,-2,-199,-21,98,77,-50,-50,-172,-4,-149,206,8,-172
2016-06-30,427,131,-38,93,-154,-47,36,42,-49,471,-118,0,119,-6,113,2,-3,-114,150,36,-120,-120,-163,-13,-260,130,15,-163
2016-03-31,333.00000,128.00000,-142.00000,-14.00000,-98.00000,-54.00000,107.00000,276.00000,-52.00000,267.00000,-71.00000,,-282.00000,-38.00000,-320.00000,3.00000,-388.00000,90.00000,50.00000,140.00000,-575.00000,-575.00000,-170.00000,-31.00000,-636.00000,-796.00000,5.00000,-170.00000
2015-12-31,178,131,392,523,266,329,-78,-211,233,934,-326,-15,-74,-15,-89,-11,-441,8,-3,5,-250,-250,-170,-20,-435,23,0,-170
2015-09-30,392,129,-125,4,263,-52,-149,236,166,562,-146,-87,83,-8,75,-19,-177,-21,-38,-59,-136,-136,-172,-19,-386,-72,7,-172
2015-06-30,496,126,-78,48,-150,-29,-50,67,-148,396,-147,-4,7,-41,-34,10,-175,-3,0,-3,-377,-377,-140,-13,-533,-237,12,-140
2015-03-31,404.00000,128.00000,-146.00000,-18.00000,-276.00000,-98.00000,147.00000,49.00000,-213.00000,173.00000,-100.00000,-11.00000,-20.00000,2.00000,-18.00000,4.00000,-125.00000,-16.00000,,-16.00000,-137.00000,-137.00000,-140.00000,-3.00000,-296.00000,-304.00000,5.00000,-140.00000
2014-12-31,467,125,54,179,147,46,-72,105,232,878,-334,-170,-56,-32,-88,-2,-594,-6,1,-5,-65,-65,-142,-32,-244,-27,9,-142
2014-09-30,439,113,-4,109,85,-79,27,64,139,687,-164,-73,99,-42,57,3,-177,-11,7,-4,-175,-175,-141,-23,-343,109,6,-141
2014-06-30,472,112,-233,-121,-89,-88,-13,62,87,438,-138,-103,-25,-17,-42,7,-276,-4,-48,-52,-11,-11,-114,23,-154,41,11,-114
2014-03-31,358.00000,105.00000,-92.00000,13.00000,-232.00000,-135.00000,302.00000,52.00000,-108.00000,263.00000,-107.00000,-90.00000,29.00000,-20.00000,9.00000,1.00000,-187.00000,-18.00000,,-18.00000,-419.00000,-419.00000,-115.00000,-50.00000,-602.00000,-521.00000,10.00000,-115.00000
2013-12-31,461,102,54,156,68,160,-89,100,139,756,-259,-2,50,-51,-1,-39,-301,-11,-37,-48,-92,-92,-115,-37,-292,200,8,-115
2013-09-30,374,105,-25,80,49,-22,-58,9,-81,373,-142,-11,44,-27,17,2,-134,974,-22,952,0,0,-116,-19,817,1117,10,-116
2013-06-30,441,102,-38,64,-236,-7,106,109,27,532,-161,-117,-10,8,-2,12,-268,-22,41,19,-289,-289,-94,-6,-370,-101,12,-94
2013-03-31,312.00000,98.00000,-43.00000,55.00000,-29.00000,-177.00000,204.00000,205.00000,61.00000,428.00000,-114.00000,-17.00000,24.00000,-36.00000,-12.00000,,-143.00000,-27.00000,15.00000,-12.00000,,,-95.00000,4.00000,-103.00000,114.00000,7.00000,-95.00000
2012-12-31,398,99,24,123,21,335,-111,95,224,745,-266,-10,-19,-3,-22,35,-263,-25,-5,-30,-25,-25,-94,5,-144,336,7,-94
2012-09-30,370,91,103,194,182,72,-206,3,-174,390,-158,-193,50,-74,-24,6,-369,-27,2,-25,-35,-35,-94,-10,-164,-112,8,-94
2012-06-30,495,86,-22,64,19,-230,-87,92,-183,376,-140,-7,-44,-59,-103,2,-248,-3,3,0,-188,-188,-75,-10,-273,-172,14,-75
2012-03-31,475.00000,85.00000,-111.00000,-26.00000,-135.00000,-209.00000,148.00000,-36.00000,-428.00000,21.00000,-126.00000,-5.00000,49.00000,-21.00000,28.00000,1.00000,-102.00000,-26.00000,,-26.00000,-8.00000,-8.00000,-77.00000,-2.00000,-113.00000,-167.00000,7.00000,-77.00000
2011-12-31,572,82,-192,-110,0,367,-317,-103,243,705,-237,88,-35,-6,-41,-6,-196,-32,11,-21,-83,-83,-77,-4,-185,319,14,-77
2011-09-30,472,84,68,152,513,-77,10,19,0,624,-162,0,50,-93,-43,0,-205,-44,-16,-60,-173,-173,-76,-18,-327,54,10,-76
2011-06-30,537,80,26,106,-207,-80,56,47,13,656,-124,111,-49,-11,-60,0,-73,-27,10,-17,-183,-183,-51,0,-251,332,13,-51
2011-03-31,365.00000,79.00000,-85.00000,-6.00000,-306.00000,-210.00000,251.00000,22.00000,-271.00000,88.00000,-91.00000,,37.00000,-31.00000,6.00000,7.00000,-78.00000,-7.00000,1.00000,-6.00000,-190.00000,-190.00000,-51.00000,-15.00000,-262.00000,-244.00000,5.00000,-51.00000
2010-12-31,391,81,-176,-95,198,524,-336,-193,91,387,-185,-27,-25,0,-25,-8,-245,-28,13,-15,6,6,-52,4,-57,86,5,-52
2010-09-30,309,78,-58,20,-141,-223,97,14,-137,192,-75,-6,-8,-22,-30,-52,-163,51,-3,48,-27,-27,-50,-8,-37,13,6,-50
2010-06-30,270,82,33,115,-332,-112,185,35,-84,301,-40,0,-62,5,-57,-2,-99,-2,-6,-8,-123,-123,-35,0,-166,39,5,-35
2010-03-31,170.00000,79.00000,-141.00000,-62.00000,275.00000,-189.00000,54.00000,32.00000,18.00000,126.00000,-9.00000,-71.00000,-36.00000,-28.00000,-64.00000,,-144.00000,50.00000,5.00000,55.00000,-39.00000,-39.00000,-35.00000,12.00000,-7.00000,-45.00000,6.00000,-35.00000
2009-12-31,290,88,-9,79,-89,-360,155,147,38,407,-104,0,-30,-9,-39,-2,-145,28,2,30,-2,-2,-35,-14,-21,244,4,-35
2009-09-30,110,84,-61,23,3,78,98,40,276,409,-64,-1,-127,-10,-137,-53,-255,-15,1,-14,54,54,-35,-6,-1,152,4,-35
2009-06-30,70,78,-9,69,37,238,-150,50,106,245,-74,-4,67,-8,59,0,-19,-22,-9,-31,0,0,-36,1,-66,181,6,-36
2009-03-31,14.00000,76.00000,124.00000,200.00000,49.00000,44.00000,-103.00000,45.00000,-138.00000,76.00000,-58.00000,3.00000,-24.00000,-11.00000,-35.00000,,-90.00000,-12.00000,4.00000,-8.00000,,,-35.00000,-10.00000,-53.00000,-73.00000,6.00000,-35.00000
