,net-income-loss,total-depreciation-amortization-cash-flow,other-non-cash-items,total-non-cash-items,change-in-accounts-receivable,change-in-inventories,change-in-accounts-payable,change-in-assets-liabilities,total-change-in-assets-liabilities,cash-flow-from-operating-activities,net-change-in-property-plant-equipment,net-acquisitions-divestitures,net-change-in-long-term-investments,net-change-in-investments-total,investing-activities-other,cash-flow-from-investing-activities,net-long-term-debt,net-current-debt,debt-issuance-retirement-net-total,net-common-equity-issued-repurchased,net-total-equity-issued-repurchased,total-common-preferred-stock-dividends-paid,financial-activities-other,cash-flow-from-financial-activities,net-cash-flow,stock-based-compensation,common-stock-dividends-paid
2014-03-31,49.00000,36.00000,10.00000,46.00000,-5.00000,-42.00000,-2.00000,-28.00000,-77.00000,22.00000,-24.00000,,,,,-24.00000,,2.00000,2.00000,-40.00000,-40.00000,-24.00000,,-62.00000,-67.00000,4.00000,-24.00000
2013-12-31,68,40,-50,-10,24,20,0,-13,69,161,-36,0,0,0,2,-34,0,39,39,-9,-9,-22,1,9,139,6,-22
2013-09-30,73,36,1,37,-40,-15,8,64,17,101,-27,0,0,0,0,-27,-2,0,-2,-25,-25,-22,0,-49,34,9,-22
2013-06-30,46,37,19,56,-32,-15,4,-53,-96,42,-30,-3,0,0,0,-33,0,0,0,-2,-2,-21,-1,-24,-15,6,-21
2013-03-31,41.00000,37.00000,7.00000,44.00000,1.00000,-29.00000,-8.00000,,-36.00000,20.00000,-27.00000,-78.00000,,,,-105.00000,,,,-15.00000,-15.00000,-22.00000,1.00000,-36.00000,-129.00000,6.00000,-22.00000
2012-12-31,73,39,-35,4,35,38,3,57,88,166,-30,-29,0,0,1,-58,-8,1,-7,-7,-7,-19,0,-33,80,6,-19
2012-09-30,72,36,10,46,-17,11,-19,6,-19,105,-23,-12,0,0,-1,-36,-6,12,6,5,5,-17,-4,-10,66,6,-17
2012-06-30,89,33,5,38,-23,-13,-2,-20,-58,64,-25,0,0,0,1,-24,0,0,0,-2,-2,-20,1,-21,11,5,-20
2012-03-31,63.00000,34.00000,5.00000,39.00000,7.00000,-31.00000,14.00000,-31.00000,-41.00000,61.00000,-29.00000,,,,,-29.00000,,,,15.00000,15.00000,-19.00000,-6.00000,-10.00000,29.00000,5.00000,-19.00000
2011-12-31,52,33,0,33,-3,22,22,-20,112,197,-45,0,0,0,-1,-46,1,0,1,1,1,-19,7,-10,134,6,-19
2011-09-30,77,36,11,47,-4,-9,-17,8,-33,91,-22,-309,0,0,2,-329,1189,5,1194,0,0,0,-900,294,46,2,0
2011-06-30,72,35,1,36,-51,-15,17,8,-18,90,-31,0,0,0,1,-30,0,0,0,0,0,0,-79,-79,-16,2,0
2011-03-31,78.00000,33.00000,-2.00000,31.00000,-3.00000,-16.00000,-31.00000,6.00000,-38.00000,71.00000,-17.00000,,,,-1.00000,-18.00000,,,,,,,-33.00000,-33.00000,23.00000,3.00000,0.00000
2010-12-31,97,25,-28,29,-3,42,31,-9,72,169,-47,-23,0,0,1,-69,0,0,0,0,0,0,-96,-96,4,2,0
2010-09-30,232,67,-4,63,-42,-35,10,17,-69,226,-43,-981,0,0,0,-1024,0,0,0,0,0,0,841,841,46,7,0
2010-06-30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010-03-31,0.00000,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-12-31,263,70,0,70,0,0,0,0,73,370,-51,-33,0,0,0,-84,0,0,0,0,0,0,-292,-292,0,0,0
