,net-income-loss,total-depreciation-amortization-cash-flow,other-non-cash-items,total-non-cash-items,change-in-accounts-receivable,change-in-inventories,change-in-accounts-payable,change-in-assets-liabilities,total-change-in-assets-liabilities,cash-flow-from-operating-activities,net-change-in-property-plant-equipment,net-acquisitions-divestitures,net-change-in-long-term-investments,net-change-in-investments-total,investing-activities-other,cash-flow-from-investing-activities,net-long-term-debt,net-current-debt,debt-issuance-retirement-net-total,net-common-equity-issued-repurchased,net-total-equity-issued-repurchased,total-common-preferred-stock-dividends-paid,financial-activities-other,cash-flow-from-financial-activities,net-cash-flow,stock-based-compensation,common-stock-dividends-paid
2017-03-31,536.00000,114.00000,29.00000,143.00000,-148.00000,-67.00000,56.00000,-21.00000,-216.00000,463.00000,-61.00000,-3.00000,7.00000,7.00000,,-57.00000,-652.00000,671.00000,19.00000,-232.00000,-232.00000,-226.00000,-11.00000,-450.00000,21.00000,9.00000,-226.00000
2016-12-31,507,118,-49,69,66,56,-26,-34,88,664,-66,3,171,171,-3,105,991,-714,277,-508,-508,-228,3,-456,173,8,-228
2016-09-30,535,120,-19,101,12,7,-45,29,-12,624,-74,-454,7,7,-1,-522,0,499,499,-465,-465,-195,6,-155,-56,11,-195
2016-06-30,525,115,26,141,-55,-25,23,-39,-131,535,-62,0,4,4,-7,-65,525,-311,214,-502,-502,-198,5,-481,-93,11,-198
2016-03-31,468.00000,117.00000,-198.00000,-81.00000,-155.00000,-29.00000,45.00000,-20.00000,92.00000,479.00000,-55.00000,-2.00000,6.00000,6.00000,1.00000,-50.00000,-525.00000,,-525.00000,-441.00000,-441.00000,-200.00000,3.00000,-1163.00000,-642.00000,9.00000,-200.00000
2015-12-31,450,121,35,156,115,57,-43,1,97,703,-64,0,5,5,2,-57,0,-284,-284,11,11,-200,1,-472,89,8,-200
2015-09-30,511,120,-19,101,32,16,-27,-2,94,706,-55,0,14,14,49,8,-1,-6,-7,-215,-215,-177,4,-395,143,9,-177
2015-06-30,480,118,-13,105,-16,10,-22,8,-137,448,-60,-4,2,2,-41,-103,1098,-889,209,-291,-291,-179,-1,-262,186,10,-179
2015-03-31,458.00000,118.00000,27.00000,145.00000,-173.00000,-58.00000,62.00000,16.00000,-161.00000,442.00000,-75.00000,-2.00000,1.00000,1.00000,18.00000,-58.00000,,233.00000,233.00000,-1448.00000,-1448.00000,-186.00000,4.00000,-1397.00000,-1318.00000,14.00000,-186.00000
2014-12-31,450,120,57,177,169,52,-44,-51,-169,458,-82,-2,5,5,-27,-106,562,-579,-17,-775,-775,-190,10,-972,-830,9,-190
2014-09-30,531,128,-34,94,-7,-7,46,26,-354,271,-120,-23,12,12,5,-126,0,508,508,-599,-599,-166,2,-255,-477,9,-166
2014-06-30,1492,129,-1661,-1532,-35,-6,-17,-49,613,573,-70,3173,10,10,27,3140,540,-958,-418,-1411,-1411,-174,8,-1995,1750,12,-174
2014-03-31,473.00000,130.00000,32.00000,162.00000,-197.00000,-49.00000,-5.00000,-95.00000,-321.00000,314.00000,-61.00000,-2.00000,1.00000,1.00000,-4.00000,-66.00000,1988.00000,-722.00000,1266.00000,-1413.00000,-1413.00000,-181.00000,-1.00000,-329.00000,-71.00000,9.00000,-181.00000
2013-12-31,408,134,-77,57,132,60,-35,132,243,708,-96,16,22,22,-1,-59,-3,1199,1196,-1052,-1052,-186,4,-38,600,11,-186
2013-09-30,452,147,74,221,100,-3,-32,65,138,811,-67,-161,4,4,3,-221,0,26,26,-299,-299,-171,6,-438,250,8,-171
2013-06-30,465,144,70,214,-140,5,-19,13,-36,643,-82,41,1,1,-2,-42,0,46,46,-241,-241,-171,7,-359,106,9,-171
2013-03-31,354.00000,188.00000,52.00000,240.00000,-175.00000,-38.00000,94.00000,-27.00000,-228.00000,366.00000,-85.00000,-59.00000,13.00000,13.00000,-3.00000,-134.00000,,-4.00000,-4.00000,-308.00000,-308.00000,,7.00000,-305.00000,-117.00000,9.00000,0.00000
2012-12-31,979,152,-610,-458,196,89,-51,3,84,605,-98,-49,80,80,1023,956,-7,38,31,-556,-556,-350,3,-872,725,18,-350
2012-09-30,524,152,-58,94,130,39,-43,-33,17,635,-80,102,55,55,3,80,1074,-1016,58,-294,-294,-169,11,-394,362,12,-169
2012-06-30,881,156,-491,-335,-96,-3,-2,8,-37,509,-95,520,23,23,0,448,-1,192,191,-515,-515,-172,1,-495,388,12,-172
2012-03-31,486.00000,153.00000,45.00000,198.00000,-243.00000,-43.00000,75.00000,-63.00000,-361.00000,323.00000,-79.00000,-481.00000,123.00000,123.00000,,-437.00000,-259.00000,994.00000,735.00000,-372.00000,-372.00000,-174.00000,1.00000,190.00000,126.00000,12.00000,-174.00000
2011-12-31,442,153,-113,40,164,78,-75,-36,230,712,-91,-109,16,16,14,-170,-1,-542,-543,13,13,-174,0,-704,-141,14,-174
2011-09-30,507,154,13,167,59,65,-71,22,113,787,-74,-451,9,9,4,-512,984,-406,578,-391,-391,-167,1,21,88,14,-167
2011-06-30,499,148,26,174,-205,-112,-2,70,-361,312,-84,-205,3,3,2,-284,-1,696,695,-500,-500,-170,2,27,147,14,-170
2011-03-31,623.00000,139.00000,-64.00000,75.00000,-321.00000,-82.00000,93.00000,-88.00000,-553.00000,145.00000,-87.00000,-543.00000,9.00000,9.00000,8.00000,-613.00000,-1.00000,419.00000,418.00000,81.00000,81.00000,-169.00000,5.00000,335.00000,-102.00000,14.00000,-169.00000
2010-12-31,335.711,139.779,-122.259,17.52,189.013,-9.653,-5.031,13.944,2.63,355.861,-83.679,-195.515,-4.989,-4.989,-0.88,-285.063,26.24,-556.043,-529.803,56.339,56.339,-168.417,4.535,-637.346,-539.173,13.681,-168.417
2010-09-30,422.028,136.459,-10.489,125.97,34.123,-38.853,-72.011,-70.217,-24.03,523.968,-71.812,-84.655,7.819,7.819,62.862,-85.786,-36.271,303.381,267.11,-334.191,-334.191,-156.088,1.154,-222.015,384.024,14.92,-156.088
2010-06-30,411.456,136.43,-6.59,129.84,-211.075,-63.783,62.626,54.139,-207.945,333.351,-60.619,-189.785,2.744,2.744,14.795,-232.865,-22.486,-18.749,-41.235,37.711,37.711,-155.771,2.123,-157.172,-160.221,14.979,-155.771
2010-03-31,333.80500,136.33200,19.33800,155.67000,-182.06100,-110.71100,84.41600,-36.86600,-214.65500,274.82000,-53.89000,-27.04500,5.42600,5.42600,7.22300,-68.28600,-0.48300,114.41100,113.92800,5.14100,5.14100,-155.72400,0.18800,-36.46700,155.37000,12.42000,-155.72400
2009-12-31,533.088,158.449,-384.343,-225.894,-101.033,51.435,98.19,21.054,220.0789,527.273,-77.333,-163.062,-6.448,-6.448,13.542,-233.301,-5.874,137.885,132.011,46.405,46.405,-155.282,3.442,26.576,285.273,16.201,-155.282
2009-09-30,302.418,151.245,-63.707,87.538,1.663,96.838,38.635,-6.23,179.2401,569.196,-45.237,-4.702,5.524,5.524,-4.283,-48.698,-19.9312,-84.901,-104.8321,39.373,39.373,-154.892,0.581,-219.77,326.453,11.688,-154.892
2009-06-30,176.565,153.041,51.503,204.544,-18.568,234.296,-1.935,-5.47,242.973,624.082,-47.614,-49.131,14.471,14.471,-13.444,-95.718,-638.6569,-327.071,-965.7279,10.572,10.572,-154.781,0.025,-1109.912,-504.696,12.332,-154.781
2009-03-31,-39.37400,222.10600,14.02600,236.13200,340.99300,194.36300,-154.52600,-6.36100,250.24300,447.00100,-58.81900,-64.50900,-10.91800,-10.91800,-2.03700,-136.28300,1538.03300,-1341.91100,196.12190,5.38300,5.38300,-154.72600,0.00300,46.78200,378.14900,11.63700,-154.72600
