,net-income-loss,total-depreciation-amortization-cash-flow,other-non-cash-items,total-non-cash-items,change-in-accounts-receivable,change-in-inventories,change-in-accounts-payable,change-in-assets-liabilities,total-change-in-assets-liabilities,cash-flow-from-operating-activities,net-change-in-property-plant-equipment,net-acquisitions-divestitures,net-change-in-short-term-investments,net-change-in-long-term-investments,net-change-in-investments-total,investing-activities-other,cash-flow-from-investing-activities,net-long-term-debt,net-current-debt,debt-issuance-retirement-net-total,net-common-equity-issued-repurchased,net-total-equity-issued-repurchased,total-common-preferred-stock-dividends-paid,financial-activities-other,cash-flow-from-financial-activities,net-cash-flow,stock-based-compensation,common-stock-dividends-paid
2014-09-30,252,75,-48,27,10,22,-28,96,100,379,-191,0,0,0,0,-3,-194,381,6,387,-97,-97,-39,36,287,446,9,-39
2014-06-30,258,75,-83,-8,-62,0,46,19,3,253,-125,0,0,0,0,-7,-132,-7,1,-6,-47,-47,-39,38,-54,66,9,-39
2014-03-31,195.00000,76.00000,-45.00000,31.00000,-123.00000,-15.00000,27.00000,49.00000,-62.00000,164.00000,-148.00000,,,,,-3.00000,-151.00000,-6.00000,-18.00000,-24.00000,-53.00000,-53.00000,-28.00000,109.00000,4.00000,14.00000,8.00000,-28.00000
2013-12-31,654,81,-524,-443,90,-47,9,-109,-57,154,-112,0,0,0,0,-20,-132,-6,-48,-54,-56,-56,-28,-5,-143,-116,6,-28
2013-09-30,172,80,-19,61,-9,-5,28,-15,-1,232,-110,1,0,0,0,-4,-113,-106,99,-7,-96,-96,-29,-2,-134,-7,18,-29
2013-06-30,133,78,-30,48,-4,26,36,-10,48,229,-78,12,0,0,0,-24,-90,-7,11,4,-4,-4,-14,0,-14,129,0,-14
2013-03-31,142.00000,80.00000,-32.00000,48.00000,-100.00000,-55.00000,36.00000,76.00000,-43.00000,147.00000,-77.00000,,,,,-10.00000,-87.00000,-5.00000,-19.00000,-24.00000,1.00000,1.00000,-12.00000,,-35.00000,19.00000,,-12.00000
2012-12-31,-169,84,160,244,112,5,-53,-78,-14,61,-97,0,0,0,0,-6,-103,93,9,102,-4,-4,-12,-16,70,31,20,-12
2012-09-30,127,81,-34,47,34,25,-3,29,85,259,-95,0,0,0,0,-19,-114,-13,7,-6,-6,-6,-12,-1,-25,128,0,-12
2012-06-30,221,78,-37,41,-49,8,-62,28,-75,187,-91,1,0,0,0,-38,-128,-11,-24,-35,40,40,-9,29,25,73,0,-9
2012-03-31,193.00000,77.00000,-86.00000,-9.00000,-47.00000,-32.00000,123.00000,-13.00000,31.00000,215.00000,-127.00000,-23.00000,,,,-5.00000,-155.00000,-8.00000,10.00000,2.00000,-13.00000,-13.00000,-10.00000,,-21.00000,45.00000,,-10.00000
2011-12-31,-85,80,115,195,92,55,-55,-45,47,157,-138,0,0,0,0,-7,-145,-29,4,-25,-2,-2,-9,7,-29,-22,0,-9
2011-09-30,167,80,-10,70,20,-22,-25,-45,-72,165,-150,1,0,0,0,-14,-163,-9,14,5,-13,-13,-9,-9,-26,-37,0,-9
2011-06-30,203,76,27,103,-87,-85,27,23,-122,184,-134,1,0,0,0,151,18,-144,-29,-173,2,2,-8,-8,-187,19,0,-8
2011-03-31,142.00000,75.00000,25.00000,100.00000,-108.00000,-60.00000,75.00000,-17.00000,-110.00000,132.00000,-131.00000,-4.00000,,,,-16.00000,-151.00000,2.00000,-5.00000,-3.00000,2.00000,2.00000,-8.00000,-2.00000,-11.00000,-18.00000,,-8.00000
2010-12-31,58,74,13,87,72,-35,4,-97,-56,89,-172,4,0,0,0,-11,-179,-49,-12,-61,-1,-1,-8,14,-56,-144,0,-8
2010-09-30,145,67,-18,49,-12,-31,-13,6,-50,144,-112,2,0,0,0,4,-106,-210,5,-205,-17,-17,-8,-24,-254,-197,0,-8
2010-06-30,160,66,-29,37,-68,6,-4,33,-33,164,-185,-31,0,0,0,73,-143,-28,-10,-38,-19,-19,-6,0,-63,-58,0,-6
2010-03-31,14.00000,93.00000,71.00000,164.00000,-82.00000,-38.00000,32.00000,-35.00000,-123.00000,55.00000,-44.00000,5.00000,,,,-93.00000,-132.00000,-10.00000,1.00000,-9.00000,3.00000,3.00000,-9.00000,,-15.00000,-115.00000,,-6.00000
2009-12-31,6,77,-26,51,0,-56,80,107,131,188,202,-5,0,0,0,-357,-160,-24,-40,-64,13,13,-8,-1,-60,-39,0,-6
2009-09-30,398,86,-336,-250,-9,11,-11,-30,-39,109,-135,168,0,0,0,-25,8,-10,25,15,0,0,-8,0,7,148,0,-5
2009-06-30,114,82,-101,-19,-59,33,26,5,5,100,-129,0,0,0,0,1,-128,-23,22,-1,1,1,-8,-3,-11,-5,0,-6
2009-03-31,-20.00000,74.00000,104.00000,178.00000,-11.00000,42.00000,9.00000,1.00000,41.00000,199.00000,-114.00000,-1.00000,15.00000,,15.00000,411.00000,311.00000,-23.00000,-16.00000,-39.00000,,,-9.00000,,-48.00000,474.00000,,-6.00000
