,net-income-loss,total-depreciation-amortization-cash-flow,other-non-cash-items,total-non-cash-items,change-in-accounts-receivable,change-in-inventories,change-in-accounts-payable,change-in-assets-liabilities,total-change-in-assets-liabilities,cash-flow-from-operating-activities,net-change-in-property-plant-equipment,net-acquisitions-divestitures,net-change-in-long-term-investments,net-change-in-investments-total,investing-activities-other,cash-flow-from-investing-activities,net-long-term-debt,net-current-debt,debt-issuance-retirement-net-total,net-common-equity-issued-repurchased,net-total-equity-issued-repurchased,total-common-preferred-stock-dividends-paid,financial-activities-other,cash-flow-from-financial-activities,net-cash-flow,stock-based-compensation,common-stock-dividends-paid
2016-03-31,0.00000,,,,,,,,,4149.00000,-1511.00000,,-2552.00000,-2552.00000,-2912.00000,-6975.00000,6192.00000,-121.00000,6071.00000,-145.00000,-145.00000,-1588.00000,-59.00000,4279.00000,1645.00000,,-1588.00000
2015-12-31,7371,7966,-1506,6460,-3563,-1155,7758,-645,2395,2148,-1838,0,-3894,-3894,-3766,-9498,6992,802,7794,0,0,-595,-70,7129,-414,199,-595
2015-09-30,0,0,0,0,0,0,0,0,0,6455,-1825,0,1441,1441,-7330,-7714,3385,668,4053,-38,-38,-595,-24,3396,1789,0,-595
2015-06-30,0,0,0,0,0,0,0,0,0,5210,-1733,0,2324,2324,-4581,-3990,187,-312,-125,-91,-91,-597,-30,-843,529,0,-597
2015-03-31,0.00000,,,,,,,,,2413.00000,-1800.00000,,-384.00000,-384.00000,-2776.00000,-4960.00000,4938.00000,488.00000,5426.00000,,,-593.00000,-249.00000,4584.00000,1611.00000,,-593.00000
2014-12-31,1230,7423,4424,11847,-2896,-936,5729,-467,1430,2168,-2154,0,205,205,-3581,-5530,2581,-1078,1503,0,0,-482,-11,1010,-2563,180,-482
2014-09-30,0,0,0,0,0,0,0,0,0,5369,-1881,0,3436,3436,-5464,-3909,1773,396,2169,-1102,-1102,-483,27,611,1747,0,-483
2014-06-30,0,0,0,0,0,0,0,0,0,4750,-1912,0,-560,-560,-3551,-6023,3344,-2165,1179,-862,-862,-494,-9,-186,-1410,0,-494
2014-03-31,0.00000,,,,,,,,,2220.00000,-1516.00000,,-1511.00000,-1511.00000,-2635.00000,-5662.00000,3486.00000,-1023.00000,2463.00000,,,-493.00000,18.00000,1988.00000,-1485.00000,,-493.00000
2013-12-31,11946,6544,-6222,322,-1913,-437,1232,-706,-1824,315,-1938,0,804,804,-3277,-4411,3932,300,4232,-49,-49,-395,3,3791,-284,159,-395
2013-09-30,0,0,0,0,0,0,0,0,0,3840,-1582,0,496,496,-3171,-4257,1073,961,2034,-77,-77,-394,104,1667,1390,0,-394
2013-06-30,0,0,0,0,0,0,0,0,0,6078,-1594,0,-2854,-2854,-2764,-7212,3891,-2760,1131,-77,-77,-393,47,708,-458,0,-393
2013-03-31,0.00000,,,,,,,,,211.00000,-1483.00000,,-192.00000,-192.00000,-2176.00000,-3851.00000,3694.00000,-1428.00000,2266.00000,-10.00000,-10.00000,-392.00000,103.00000,1967.00000,-1839.00000,,-392.00000
2012-12-31,5612,5300,1669,6969,-2508,-1401,599,-226,-3536,-361,-1885,-65,1727,1727,-1444,-1667,995,3319,4314,-33,-33,-191,-3,4087,2120,140,-191
2012-09-30,0,0,0,0,0,0,0,0,0,3427,-1319,1,-1187,-1187,-2569,-5074,-827,902,75,-33,-33,-191,114,-35,-1562,0,-191
2012-06-30,0,0,0,0,0,0,0,0,0,3904,-1191,59,186,186,-2092,-3038,904,-1362,-458,-32,-32,-191,-36,-717,-143,0,-191
2012-03-31,0.00000,,,,,,,,,2075.00000,-1093.00000,5.00000,-2112.00000,-2112.00000,-1311.00000,-4511.00000,2154.00000,-1651.00000,503.00000,-27.00000,-27.00000,-190.00000,84.00000,370.00000,-1904.00000,,-190.00000
2011-12-31,20213,4256,-11353,-7097,-1942,-367,-1599,576,-3332,-235,-1158,183,-2003,-2003,-1054,-4032,3671,1289,4960,0,0,0,13,4973,619,171,0
2011-09-30,0,0,0,0,0,0,0,0,0,3793,-1113,6,-844,-844,119,-1832,-3066,890,-2176,0,0,0,-33,-2209,-952,0,0
2011-06-30,0,0,0,0,0,0,0,0,0,3729,-1093,144,-2366,-2366,-756,-4071,-3848,101,-3747,0,0,0,24,-3723,-3837,0,0
2011-03-31,0.00000,,,,,,,,,2497.00000,-929.00000,,7285.00000,7285.00000,538.00000,6894.00000,-3931.00000,561.00000,-3370.00000,,,,88.00000,-3282.00000,6513.00000,,
2010-12-31,6561,5584,1562,7146,695,-903,-836,-1186,-2230,1239,-1146,0,5396,5396,2038,6288,-2907,-846,-3753,109,109,0,-7207,-10851,-3187,34,0
2010-09-30,0,0,0,0,0,0,0,0,0,3781,-919,862,-4448,-4448,2281,-2224,-2543,-208,-2751,388,388,0,-34,-2397,-330,0,0
2010-06-30,0,0,0,0,0,0,0,0,0,3774,-959,0,333,333,2303,1677,-11675,342,-11333,312,312,0,-40,-11061,-6034,0,0
2010-03-31,0.00000,,,,,,,,,2683.00000,-1068.00000,,-354.00000,-354.00000,2589.00000,1167.00000,321.00000,-1042.00000,-721.00000,530.00000,530.00000,,79.00000,-112.00000,3462.00000,,
2009-12-31,2717,6580,3244,9824,2612,2201,-2832,955,2936,396,-1069,2,647,647,4167,3747,-5472,-295,-5767,180,180,0,-2790,-8377,-4283,29,0
2009-09-30,0,0,0,0,0,0,0,0,0,5714,-944,209,-5210,-5210,3121,-2824,-1729,11,-1718,619,619,0,-223,-1322,1775,0,0
2009-06-30,0,0,0,0,0,0,0,0,0,5351,-977,5,3638,3638,2365,5031,-7683,-1728,-9411,1651,1651,0,-470,-8230,2758,0,0
2009-03-31,0.00000,,,,,,,,,4016.00000,-1069.00000,166.00000,-2931.00000,-2931.00000,4499.00000,665.00000,-945.00000,-3869.00000,-4814.00000,,,,-87.00000,-4901.00000,-1160.00000,,
