,net-income-loss,total-depreciation-amortization-cash-flow,other-non-cash-items,total-non-cash-items,change-in-accounts-receivable,change-in-inventories,change-in-accounts-payable,change-in-assets-liabilities,total-change-in-assets-liabilities,cash-flow-from-operating-activities,net-change-in-property-plant-equipment,net-acquisitions-divestitures,net-change-in-long-term-investments,net-change-in-investments-total,investing-activities-other,cash-flow-from-investing-activities,net-long-term-debt,net-current-debt,debt-issuance-retirement-net-total,net-common-equity-issued-repurchased,net-total-equity-issued-repurchased,total-common-preferred-stock-dividends-paid,financial-activities-other,cash-flow-from-financial-activities,net-cash-flow,stock-based-compensation,common-stock-dividends-paid
2018-12-31,1349,371,82,453,291,53,260,-160,456,2258,-412,40,-45,-45,1,-416,-574,414,-160,-1185,-1185,-787,-20,-2152,-332,44,-787
2018-09-30,1546,355,38,393,10,-225,160,367,200,2139,-330,0,42,42,19,-269,1791,-1472,319,-968,-968,-794,-10,-1453,384,50,-794
2018-06-30,1862,380,-282,98,-346,-128,76,315,-61,1899,-352,779,199,199,0,626,0,-807,-807,-1514,-1514,-802,-19,-3142,-690,49,-802
2018-03-31,606.00000,382.00000,-98.00000,284.00000,-260.00000,-209.00000,-88.00000,-402.00000,-747.00000,143.00000,-221.00000,40.00000,473.00000,473.00000,-11.00000,281.00000,,1581.00000,1581.00000,-718.00000,-718.00000,-810.00000,-7.00000,46.00000,438.00000,159.00000,-810.00000
2017-12-31,525,349,-388,-39,350,49,49,208,1374,1860,-428,-1808,-488,-488,-8,-2732,1675,518,2193,-352,-352,-699,-98,1044,222,58,-699
2017-09-30,1433,377,120,497,-183,-89,35,65,-180,1750,-320,-12,-446,-446,-3,-781,0,173,173,-294,-294,-701,-21,-843,177,60,-701
2017-06-30,1585,380,-387,-7,-175,-198,64,341,64,1642,-290,809,-2,-2,0,517,-650,-45,-695,-313,-313,-701,4,-1705,481,59,-701
2017-03-31,1326.00000,438.00000,-133.00000,305.00000,-237.00000,-149.00000,-124.00000,-358.00000,-643.00000,988.00000,-286.00000,53.00000,138.00000,138.00000,5.00000,-90.00000,,-68.00000,-68.00000,-375.00000,-375.00000,-702.00000,-6.00000,-1151.00000,-225.00000,147.00000,-702.00000
2016-12-31,1156,384,100,484,156,72,255,140,569,2209,-396,87,79,79,0,-230,0,-299,-299,-861,-861,-664,-22,-1846,90,54,-664
2016-09-30,1331,368,-79,289,-50,27,-50,104,288,1908,-347,-13,-181,-181,-2,-543,1840,-1273,567,-645,-645,-670,-4,-752,620,51,-670
2016-06-30,1293,366,-69,297,-174,-5,59,251,-305,1285,-323,0,0,0,-27,-350,0,637,637,-573,-573,-672,6,-602,351,49,-672
2016-03-31,1278.00000,356.00000,109.00000,465.00000,-245.00000,-37.00000,-116.00000,-419.00000,-483.00000,1260.00000,-296.00000,52.00000,-61.00000,-61.00000,25.00000,-280.00000,,138.00000,138.00000,-870.00000,-870.00000,-672.00000,-22.00000,-1426.00000,-461.00000,144.00000,-672.00000
2015-12-31,1039,397,68,465,420,142,121,307,834,2338,-430,100,44,44,80,-206,-5,-300,-305,-1017,-1017,-628,-4,-1954,193,43,-628
2015-09-30,1298,355,240,595,-32,130,-78,-82,-229,1664,-351,-2757,328,328,3,-2777,712,1199,1911,-1455,-1455,-635,-41,-220,-1378,46,-635
2015-06-30,1303,344,327,671,-150,-138,-90,263,-636,1338,-360,-3,514,514,15,166,1915,-35,1880,-1554,-1554,-646,0,-320,1192,49,-646
2015-03-31,1201.00000,339.00000,124.00000,463.00000,-296.00000,-131.00000,56.00000,-313.00000,-584.00000,1080.00000,-287.00000,-131.00000,414.00000,414.00000,4.00000,,,-4.00000,-4.00000,-577.00000,-577.00000,-652.00000,79.00000,-1154.00000,-106.00000,138.00000,-652.00000
2014-12-31,1179,350,-77,273,319,119,20,103,731,2183,-471,0,371,371,82,-18,1470,-1908,-438,-1050,-1050,-544,-98,-2130,-32,59,-544
2014-09-30,1311,350,60,410,-103,10,-2,65,-10,1711,-291,0,250,250,42,1,-1446,1873,427,-1085,-1085,-550,-681,-1889,-196,47,-550
2014-06-30,1283,358,116,474,-137,-111,-27,277,-117,1640,-306,-94,135,135,-27,-292,851,-404,447,-1108,-1108,-556,32,-1185,171,52,-556
2014-03-31,1225.00000,350.00000,44.00000,394.00000,-347.00000,-131.00000,84.00000,-268.00000,-527.00000,1092.00000,-290.00000,,-2.00000,-2.00000,5.00000,-287.00000,108.00000,466.00000,574.00000,-1441.00000,-1441.00000,-566.00000,34.00000,-1399.00000,-627.00000,122.00000,-566.00000
2013-12-31,1116,357,-52,305,306,69,42,-26,572,1993,-501,0,314,314,33,-154,806,-609,197,-1437,-1437,-423,60,-1603,241,43,-423
2013-09-30,1245,343,-136,207,-15,12,-225,68,-301,1151,-336,0,365,365,9,38,-840,619,-221,-1274,-1274,-431,10,-1916,-602,47,-431
2013-06-30,1213,335,40,375,-181,-139,102,242,91,1679,-386,8,44,44,-1,-335,-5,1,-4,-825,-825,-436,24,-1241,14,47,-436
2013-03-31,1147.00000,336.00000,200.00000,536.00000,-447.00000,-28.00000,97.00000,-410.00000,-689.00000,994.00000,-314.00000,,-96.00000,-96.00000,5.00000,-405.00000,4.00000,-13.00000,-9.00000,-67.00000,-67.00000,-440.00000,30.00000,-486.00000,45.00000,103.00000,-440.00000
2012-12-31,1004,332,-91,241,360,117,-69,-53,493,1738,-481,-798,727,727,0,-552,-475,0,-475,-474,-474,-407,12,-1344,-146,42,-407
2012-09-30,1180,322,-64,258,60,-100,-9,230,-93,1345,-351,-104,-835,-835,10,-1280,7,-2,5,-34,-34,-408,-6,-443,-279,36,-408
2012-06-30,1186,321,-109,212,-122,-172,32,248,-9,1389,-354,-144,-316,-316,3,-811,1235,-16,1219,-373,-373,-410,15,451,976,42,-410
2012-03-31,1141.00000,313.00000,-38.00000,275.00000,-431.00000,-96.00000,118.00000,-400.00000,-588.00000,828.00000,-257.00000,,213.00000,213.00000,1.00000,-43.00000,-9.00000,-18.00000,-27.00000,-311.00000,-311.00000,-410.00000,26.00000,-722.00000,113.00000,103.00000,-410.00000
2011-12-31,974,317,202,519,352,168,-53,35,245,1738,-474,-118,-548,-548,6,-1134,-952,24,-928,-457,-457,-384,-8,-1777,-1157,43,-384
2011-09-30,1103,311,-123,188,29,12,-130,76,71,1362,-329,-44,-402,-402,0,-775,668,0,668,-737,-737,-388,-4,-461,0,38,-388
2011-06-30,1177,319,93,412,-117,-196,20,164,-138,1451,-292,-16,223,223,0,-85,-37,-25,-62,-303,-303,-391,16,-740,629,56,-391
2011-03-31,1103.00000,289.00000,178.00000,467.00000,-469.00000,-180.00000,80.00000,-405.00000,-837.00000,733.00000,-229.00000,-471.00000,-18.00000,-18.00000,-6.00000,-724.00000,3.00000,12.00000,15.00000,-302.00000,-302.00000,-392.00000,-18.00000,-697.00000,-630.00000,116.00000,-392.00000
2010-12-31,943,283,-262,21,340,117,-27,142,667,1631,-508,-1782,541,541,0,-1749,-322,7,-315,-278,-278,-376,10,-959,-1089,46,-376
2010-09-30,1125,278,-163,115,57,-93,-70,137,83,1323,-225,-18,744,744,-3,498,-90,1,-89,97,97,-375,-97,-464,1444,57,-375
2010-06-30,1140,272,48,320,-230,-238,98,257,-322,1138,-179,-13,-259,-259,63,-388,-25,-5,-30,-138,-138,-375,57,-486,174,59,-375
2010-03-31,955.00000,287.00000,132.00000,419.00000,-356.00000,-190.00000,145.00000,-208.00000,-292.00000,1082.00000,-154.00000,-17.00000,-753.00000,-753.00000,-63.00000,-987.00000,-11.00000,-27.00000,-38.00000,131.00000,131.00000,-374.00000,6.00000,-275.00000,-192.00000,112.00000,-374.00000
2009-12-31,951,298,92,390,366,-16,49,-344,-297,1044,-262,-9,-396,-396,11,-656,-389,9,-380,133,133,-361,11,-597,-199,41,-361
2009-09-30,971,290,222,512,-89,22,136,178,253,1736,-170,-48,-483,-483,0,-701,-1,7,6,62,62,-361,3,-290,643,44,-361
2009-06-30,792,298,-27,271,-230,159,89,275,403,1466,-168,-3,-180,-180,-6,-357,-2,-40,-42,185,185,-355,-8,-220,964,49,-355
2009-03-31,530.00000,271.00000,48.00000,319.00000,8.00000,288.00000,-165.00000,-374.00000,-154.00000,695.00000,-229.00000,-9.00000,220.00000,220.00000,,-18.00000,-86.00000,-512.00000,-598.00000,34.00000,34.00000,-354.00000,11.00000,-907.00000,-217.00000,83.00000,-354.00000
