,net-income-loss,total-depreciation-amortization-cash-flow,other-non-cash-items,total-non-cash-items,change-in-accounts-receivable,change-in-inventories,change-in-accounts-payable,change-in-assets-liabilities,total-change-in-assets-liabilities,cash-flow-from-operating-activities,net-change-in-property-plant-equipment,net-acquisitions-divestitures,net-change-in-short-term-investments,net-change-in-long-term-investments,net-change-in-investments-total,investing-activities-other,cash-flow-from-investing-activities,net-long-term-debt,net-current-debt,debt-issuance-retirement-net-total,net-common-equity-issued-repurchased,net-total-equity-issued-repurchased,total-common-preferred-stock-dividends-paid,financial-activities-other,cash-flow-from-financial-activities,net-cash-flow,stock-based-compensation,common-stock-dividends-paid
2020-06-30,287,508,-40,468,-27,-18,41,-204,-208,479,-962,0,0,-5,-5,-7,-974,2447,-355,2092,0,0,-217,10,1885,1390,15,-217
2020-03-31,295.00000,499.00000,50.00000,549.00000,143.00000,33.00000,-201.00000,-164.00000,-189.00000,669.00000,-1607.00000,,,-5.00000,-5.00000,6.00000,-1606.00000,,1170.00000,1170.00000,,,-204.00000,-33.00000,933.00000,-4.00000,26.00000,-204.00000
2019-12-31,292,483,59,542,-119,-24,44,50,-49,706,-1207,0,0,-10,-10,3,-1214,433,-338,95,1,1,-204,0,-108,-616,11,-204
2019-09-30,527,482,93,575,-79,-85,101,49,-14,1223,-1329,0,0,0,0,-92,-1421,1119,-664,455,457,457,-200,-3,709,511,12,-200
2019-06-30,238,470,-58,412,334,-59,-161,-229,-115,541,-845,0,0,-5,-5,-6,-856,427,345,772,0,0,-200,2,574,259,16,-200
2019-03-31,315.00000,469.00000,118.00000,587.00000,-114.00000,84.00000,4.00000,-61.00000,-87.00000,793.00000,-844.00000,,,-5.00000,-5.00000,-3.00000,-852.00000,-8.00000,214.00000,206.00000,,,-187.00000,-13.00000,6.00000,-53.00000,19.00000,-187.00000
2018-12-31,214,476,89,565,-48,-102,53,-37,-134,629,-1276,0,0,-5,-5,1,-1280,143,601,744,27,27,-186,0,585,-66,20,-186
2018-09-30,491,474,79,553,-37,-64,38,130,67,1056,-827,0,0,-5,-5,-9,-841,-105,-244,-349,203,203,-185,-3,-334,-119,15,-185
2018-06-30,265,413,24,437,60,-17,41,-236,-152,550,-994,0,0,-4,-4,5,-993,1185,-343,842,0,0,-184,1,659,216,4,-184
2018-03-31,291.00000,418.00000,29.00000,447.00000,-71.00000,118.00000,-42.00000,144.00000,149.00000,887.00000,-860.00000,,,-6.00000,-6.00000,-6.00000,-872.00000,,211.00000,211.00000,,,-175.00000,-18.00000,18.00000,33.00000,6.00000,-175.00000
2017-12-31,189,408,173,581,-63,6,111,5,59,759,-988,0,0,-59,-59,-10,-1057,96,300,396,0,0,-183,0,213,-85,13,-183
2017-09-30,492,405,186,591,-48,-74,-16,133,-5,1075,-782,0,0,18,18,-1,-765,248,-270,-22,0,0,-183,1,-204,106,12,-183
2017-06-30,228,396,113,509,14,-23,92,-242,-159,574,-725,0,0,7,7,-8,-726,144,179,323,0,0,-182,-1,140,-12,14,-182
2017-03-31,239.00000,400.00000,202.00000,602.00000,3.00000,88.00000,-144.00000,-74.00000,-127.00000,718.00000,-749.00000,,,6.00000,6.00000,-5.00000,-748.00000,,213.00000,213.00000,,,-173.00000,-21.00000,19.00000,-11.00000,18.00000,-173.00000
2016-12-31,227.098,367.763,146.672,514.435,-53.415,7.203,67.474,-78.402,-57.14,626.659,-1008.517,0,0,-46.427,-46.427,0.201,-1054.743,335.525,26,361.525,-29.19,-29.19,-173.183,0.487,159.639,-268.445,11.128,-173.183
2016-09-30,457.795,362.247,216.879,579.126,-129.786,-88.083,22.721,158.808,-36.34,1000.315,-773.354,0,0,10.313,10.313,0.104,-762.937,295.021,-81,214.021,-2.021,-2.021,-172.704,0,39.296,276.674,5.418,-172.704
2016-06-30,196.795,357.786,90.435,448.221,104.981,-6.69,49.868,-170.699,-22.54,622.476,-712.81,0,0,-39.646,-39.646,3.243,-749.213,10.66,264,274.66,0,0,-172.703,0,101.957,-24.78,11.355,-172.703
2016-03-31,241.31200,348.20400,165.01400,513.21800,-4.78000,88.57000,-22.06300,-13.70700,48.02000,802.55000,-700.31900,,,7.76000,7.76000,-1.54800,-694.10700,746.79400,-663.00000,83.79400,-0.78900,-0.78900,-162.41000,-12.48700,-91.89200,16.55100,13.09900,-162.41000
2015-12-31,208.54,324.164,147.464,471.628,-19.276,36.659,-3.863,-144.61,-131.09,548.078,-1496.631,0,0,12.4399,12.4399,0.439,-1483.752,-1.546,781.5,779.9541,1.702,1.702,-154.783,-11,615.873,-319.801,15.235,-154.783
2015-09-30,426.463,316.73,238.883,555.613,-65.007,-112.22,15.895,160.133,-1.199,980.877,-708.41,0,0,-0.5459,-0.5459,0.731,-708.225,535.466,-387,148.4659,1.889,1.889,-154.195,0,-3.84,268.812,8.345,-154.195
2015-06-30,196.931,298.637,110.523,409.16,150.574,-27.449,-33.003,-172.562,-82.44,523.651,-707.35,0,0,10.482,10.482,4.234,-692.634,841.535,-518,323.535,1.998,1.998,-153.997,0,171.536,2.553,11.195,-153.997
2015-03-31,152.06600,304.46900,226.13000,530.59900,-0.29100,92.01000,-99.02900,310.03900,302.72900,985.39400,-770.60900,,,10.62400,10.62400,21.59600,-738.38900,-0.45500,-50.50000,-50.95500,1.41100,1.41100,-144.02500,,-193.56900,53.43600,10.22500,-144.02500
2014-12-31,196.339,287.859,184.061,471.92,-109.066,37.119,102.546,-43.713,-13.114,655.145,-898.452,0,0,18.542,18.542,-2.585,-882.495,-0.45,322.5,322.05,2.159,2.159,-143.825,-11.294,169.09,-58.26,15.653,-143.825
2014-09-30,368.582,290.161,183.069,473.23,-17.486,-132.945,-8.054,281.503,123.018,964.83,-725.591,0,0,21.602,21.602,0.458,-703.531,-1.012,-80.8,-81.8119,2.066,2.066,-143.225,0,-222.971,38.328,5.546,-143.225
2014-06-30,195.164,289.732,61.269,351.001,142.368,-65.033,-110.004,-66.634,-99.303,446.862,-753.12,0,0,20.992,20.992,1.673,-730.455,261.323,18.8,280.1229,113.025,113.025,-142.328,0,250.82,-32.773,5.62,-142.328
2014-03-31,261.22100,277.76200,144.27800,422.04000,-140.96200,140.30100,-37.73000,-52.22100,-90.61200,592.64900,-822.62800,,,19.09900,19.09900,2.75900,-800.77000,301.77500,,301.77500,63.54800,63.54800,-132.03300,,233.29000,25.16900,5.37000,-132.03300
2013-12-31,150.055,282.082,111.167,393.249,-0.423,26.33,135.738,-123.821,37.824,581.128,-904.009,0,0,4.6609,4.6609,-3.242,-902.59,-0.681,457,456.319,2.347,2.347,-131.894,0,326.772,5.31,-3.749,-131.894
2013-09-30,364.752,258.268,156.198,414.466,-29.548,-110.602,-4.922,294.537,149.465,928.683,-857.42,0,0,18.4311,18.4311,40.172,-798.817,94.5959,-52,42.5959,2.307,2.307,-131.756,0,-86.853,43.013,9.615,-131.756
2013-06-30,196.857,274.96,93.85,368.81,-6.735,-47.181,-3.686,-76.168,-133.77,431.897,-844.527,0,0,18.265,18.265,27.549,-798.713,619.6141,-248,371.6141,67.029,67.029,-125.966,0,312.677,-54.139,10.58,-125.966
2013-03-31,236.57000,278.86900,122.96600,401.83500,-72.20500,87.86500,5.31100,-17.04800,3.92300,642.32800,-752.25100,,,18.23200,18.23200,20.75500,-713.26400,65.91500,,65.91500,160.08400,160.08400,-124.42600,,101.57300,30.63700,8.16700,-124.42600
2012-12-31,140.17,257.598,117.36,374.958,-71.433,27.147,17.949,-55.956,-82.293,432.835,-764.366,0,0,3.186,3.186,37.834,-723.346,-550.422,298,-252.422,2.172,2.172,-124.189,0,-374.439,-664.95,6.084,-124.189
2012-09-30,398.106,271.367,63.575,334.942,-124.875,-89.584,58.8,129.236,-26.423,706.625,-702.281,0,0,15.46,15.46,33.587,-653.234,929.23,-177,752.23,2.18,2.18,-124.058,0,630.352,683.743,3.637,-124.058
2012-06-30,183.06,253.233,103.692,356.925,51.715,1.222,25.573,-230.682,-152.172,387.813,-606.344,0,0,14.987,14.987,34.007,-557.35,108.573,142,250.573,2.1,2.1,-119.348,0,133.325,-36.212,13.366,-119.348
2012-03-31,183.89300,257.54500,167.62000,425.16500,-52.64300,143.87300,-202.64900,-20.15600,-131.57500,477.48300,-497.21800,,,13.27800,13.27800,84.92800,-399.01200,-0.01300,120.00000,119.98700,-40.23800,-40.23800,-119.16200,,-39.41300,39.05800,3.88300,-119.16200
2011-12-31,140.509,223.073,120.598,343.671,-46.052,-10.225,96.429,-42.928,-2.776,481.404,-601.361,0,0,11.853,11.853,2.662,-586.846,-1.1859,169,167.814,32.527,-72.453,-123.39,0,-28.029,-133.471,13.063,-123.39
2011-09-30,338.332,276.903,192.248,469.151,-72.563,-123.235,-114.797,304.114,-6.481,801.002,-481.937,0,0,11.0482,11.0482,-100.183,-571.072,585.9019,-606,-20.098,2.375,2.375,-119.655,0,-137.378,92.552,11.644,-119.655
2011-06-30,158.762,250.397,85.653,336.05,85.861,-42.567,104.54,-178.973,-31.139,463.673,-581.93,0,101.261,13.5329,114.7939,1.601,-465.535,-1.19,124.5,123.31,1.911,1.911,-116.094,0,9.127,7.265,10.404,-116.094
2011-03-31,203.56900,253.18800,129.66100,382.84900,-46.94700,118.59500,-72.42400,73.80100,73.02500,659.44300,-540.33900,,-90.83300,12.34300,-78.49000,-5.51900,-624.34800,-0.55100,65.10000,64.54900,1.87800,1.87800,-115.62100,,-49.19400,-14.09900,9.89500,-115.62100
2010-12-31,136.634,249.745,154.792,404.537,-61.625,34.759,94.268,-240.954,-173.552,367.619,-566.383,-732.495,-1.134,14.1473,13.0133,0.099,-1285.766,35.107,426.4,461.507,451.389,451.389,-109.923,0,802.973,-115.174,8.535,-109.923
2010-09-30,312.306,253.274,115.568,368.842,-41.242,-127.342,-56.687,157.231,-68.04,613.108,-594.656,0,0,10.0952,10.0952,-1.971,-586.532,319.571,-89,230.571,1.575,1.575,-109.8,0,122.346,148.922,10.802,-109.8
2010-06-30,139.776,233.316,70.735,304.051,80.297,-11.962,-27.052,-123.472,-82.189,361.638,-486.089,0,0,11.0938,11.0938,0.681,-474.314,543.7,-337,206.7,1.705,1.705,-106.422,0,101.983,-10.693,9.341,-106.422
2010-03-31,167.11800,234.86700,81.94800,316.81500,-7.17900,113.78400,-199.38400,160.42300,67.64400,551.57700,-481.24200,,,17.70500,17.70500,3.42500,-460.11200,-25.35500,7.00000,-18.35500,2.58900,2.58900,-105.96500,,-121.73100,-30.26600,7.12900,-105.96500
2009-12-31,168.885,232.405,161.906,394.311,-415.726,-11.276,235.381,-87.485,-279.106,284.09,-466.922,0,-9.294,39.3831,30.0891,-3.736,-440.569,255.181,3.75,258.931,15.959,15.959,-105.602,0,169.288,14.798,16.42,-105.602
2009-09-30,220.828,222.791,127.458,350.249,83.43,-117.724,24.57,-58.303,-68.027,503.05,-363.212,0,0,4.2239,4.2239,-1.487,-360.475,-412.488,85.25,-327.238,1.509,1.509,-105.461,0,-431.19,-290.047,-4.692,-105.461
2009-06-30,117.107,223.425,145.475,368.9,116.711,13.603,-71.414,-231.689,-172.789,313.218,-469.636,0,0,6.923,6.923,2.321,-460.392,393.831,-68.015,325.816,1.395,1.395,-102.115,0,225.096,78.938,8.607,-102.115
2009-03-31,174.06700,230.65400,53.16600,283.82000,338.08800,215.90100,-239.17500,39.84700,354.66100,812.54800,-477.83800,,,3.34500,3.34500,1.24900,-473.24400,-167.90500,-17.23500,-185.14000,1.27000,1.27000,-101.74400,,-285.61400,52.11700,9.33700,-101.74400
