,net-income-loss,total-depreciation-amortization-cash-flow,other-non-cash-items,total-non-cash-items,change-in-accounts-receivable,change-in-inventories,change-in-accounts-payable,change-in-assets-liabilities,total-change-in-assets-liabilities,cash-flow-from-operating-activities,net-change-in-property-plant-equipment,net-acquisitions-divestitures,investing-activities-other,cash-flow-from-investing-activities,net-long-term-debt,net-current-debt,debt-issuance-retirement-net-total,net-common-equity-issued-repurchased,net-total-equity-issued-repurchased,total-common-preferred-stock-dividends-paid,financial-activities-other,cash-flow-from-financial-activities,net-cash-flow,stock-based-compensation,common-stock-dividends-paid
2014-06-30,157.361,49.881,15.442,65.323,-4.552,-1.803,0,-11.359,-79.236,140.502,-10.082,-0.58,0.418,-10.244,-0.472,-70,-70.472,14.387,14.387,-19.958,4.329,-71.714,62.397,15.442,-19.958
2014-03-31,147.22600,49.70500,14.57100,64.27600,4.58200,-4.71200,,-8.34600,3.46600,212.62800,-10.47800,-2.14600,0.10800,-12.51600,-1.60700,-150.00000,-151.60700,8.75500,8.75500,-19.86300,8.08400,-154.63100,43.16500,14.57100,-19.86300
2013-12-31,165.703,50.713,13.093,63.806,-10.301,2.515,0,-1.497,7.183,235.78,-9.179,-59.461,-0.518,-69.158,144.389,-290,-145.611,-8.279,-8.279,-16.386,4.389,-165.887,-0.26,13.093,-16.386
2013-09-30,136.323,50.057,13.756,63.813,32.465,-4.84,0,-0.774,54.279,255.766,-11.46,-7.439,0.282,-18.617,-501.504,348,-153.504,6.424,6.424,-16.368,2.056,-161.392,85.409,13.756,-16.368
2013-06-30,111.353,48.06,13.307,61.367,-16.954,1.325,0,0.653,-32.83,139.739,-10.684,-1005.273,1.079,-1014.878,794.45,42,836.45,5.377,5.377,-16.338,-5.773,819.716,-55.451,13.307,-16.338
2013-03-31,124.91400,44.27800,12.97700,57.25500,27.59000,-11.68700,,-13.13600,-6.39500,171.26800,-11.20500,-2.24000,0.23500,-13.21000,-0.16100,-100.00000,-100.16100,6.87100,6.87100,,4.48600,-88.80400,59.43200,12.97700,0.00000
2012-12-31,143.53,44.597,10.63,55.227,-23.14,21.346,0,-2.424,11.878,211.638,-9.169,-22.223,-0.022,-31.414,812.03,-950,-137.97,-1.854,-1.854,-29.801,3.501,-166.124,15.481,10.63,-29.801
2012-09-30,116.708,40.13,10.439,50.569,9.006,2.467,0,7.546,35.13,205.431,-8.704,-1408.677,0.11,-1417.271,-13.611,1050,1036.389,12.291,12.291,-13.429,4.38,1039.631,-163.789,10.439,-13.429
2012-06-30,114.813,36.362,9.75,46.112,-22.987,2.01,0,-5.546,-43.293,119.326,-10.524,-17.865,0.325,-28.064,-19.491,0,-19.491,11.964,11.964,-13.383,3.547,-17.363,67.18,9.75,-13.383
2012-03-31,108.30900,36.05800,9.95400,46.01200,20.66600,-7.46200,,-4.69800,-13.71000,141.45700,-10.00800,-19.00700,0.21900,-28.79600,-12.87300,,-12.87300,17.47300,17.47300,-13.29000,6.41600,-2.27400,113.61700,9.95400,-13.29000
2011-12-31,121.676,36.008,8.264,44.272,-13.812,5.389,0,8.769,16.615,192.544,-11.559,-6.397,-1.321,-19.277,-1.4,-85,-86.4,14.203,14.203,-10.561,8.033,-74.725,91.647,8.264,-10.561
2011-09-30,110.281,36.185,7.658,43.843,7.214,-3.11,0,-0.998,6.089,166.557,-9.753,-22.585,0.106,-32.232,-1.521,-70,-71.521,2.095,2.095,-10.527,-0.058,-80.011,50.427,7.658,-10.527
2011-06-30,106.311,35.411,7.696,43.107,-11.564,-8.953,0,6.998,19.29,155.933,-10.577,-204.612,-0.04,-215.229,-11.568,10,-1.568,4.787,4.787,-10.544,1.464,-5.861,-65.42,7.696,-10.544
2011-03-31,88.97900,34.90100,8.11200,43.01300,-15.17100,-16.35900,,-3.01000,-47.72800,86.58400,-8.81300,,-0.19800,-9.01100,-11.96800,-85.00000,-96.96800,9.18600,9.18600,-10.45800,2.15800,-96.08200,-8.94700,8.11200,-10.45800
2010-12-31,107.311,34.91,5.766,40.676,-13.974,1.59,0,1.28,7.506,155.122,-8.2,0,-0.085,-8.285,-3.288,-128,-131.288,12.553,12.553,-8.984,2.009,-125.71,19.581,5.766,-8.984
2010-09-30,84.263,32.842,6.266,39.108,-14.117,-6.279,0,5.999,12.12,139.063,-6.278,-521.762,-0.338,-528.378,-17.11,358,340.89,8.927,8.927,-8.929,0.996,341.884,-39.927,6.266,-8.929
2010-06-30,71.281,28.537,6.11,34.647,8.636,1.346,0,-16.417,11.609,110.269,-7.628,0.349,-0.688,-7.967,-0.014,0,-0.014,6.413,6.413,-8.915,1.998,-0.518,99.455,6.11,-8.915
2010-03-31,59.72500,29.09400,7.00800,36.10200,9.75800,-2.34400,,-6.97700,-0.07100,95.08600,-6.48500,-15.00000,2.84100,-18.64400,-2.99900,-40.00000,-42.99900,2.85100,2.85100,-8.87800,0.97900,-48.04700,23.57700,7.00800,-8.87800
2009-12-31,71.924,27.333,6.655,33.988,-26.325,16.585,0,3.191,17.3,119.65,-7.177,-353.313,-0.729,-361.219,-8.084,40,31.916,127.508,127.508,-7.48,1.002,152.946,-88.316,6.655,-7.48
2009-09-30,56.41,25.507,6.74,32.247,4.374,5.756,0,-3.429,-3.676,86.987,-6.349,0,-1.031,-7.38,138.918,-179,-40.082,2.213,2.213,-7.493,-3.329,-48.691,35.198,6.74,-7.493
2009-06-30,59.588,26.279,7.096,33.375,18.515,11.595,0,7.403,18.449,110.285,-7.131,-0.565,8.977,1.281,-21.187,-51,-72.187,2.248,2.248,-7.456,0.437,-76.958,43.317,7.096,-7.456
2009-03-31,51.55900,26.90200,6.98500,33.88700,30.41400,-2.85500,,-3.15000,-35.02500,50.57700,-5.22800,-0.68300,-0.96300,-6.87400,-83.91700,51.00000,-32.91700,1.68000,1.68000,-7.39400,-2.26300,-40.89400,-0.56000,6.98500,-7.39400
