,net-income-loss,total-depreciation-amortization-cash-flow,other-non-cash-items,total-non-cash-items,change-in-accounts-receivable,change-in-assets-liabilities,total-change-in-assets-liabilities,cash-flow-from-operating-activities,net-change-in-property-plant-equipment,net-acquisitions-divestitures,net-change-in-short-term-investments,net-change-in-long-term-investments,net-change-in-investments-total,investing-activities-other,cash-flow-from-investing-activities,net-long-term-debt,net-current-debt,debt-issuance-retirement-net-total,net-common-equity-issued-repurchased,net-total-equity-issued-repurchased,total-common-preferred-stock-dividends-paid,financial-activities-other,cash-flow-from-financial-activities,net-cash-flow,stock-based-compensation,common-stock-dividends-paid
2020-06-30,23.117,-65.423,317.896,252.473,0,12.545,39.086,314.676,-27.688,-29.504,300,-525.014,-225.014,0.248,-281.958,6.6902,0,6.6902,-1.553,-1.553,-51.97,38.047,-8.786,22.023,18.579,-51.97
2020-03-31,-127.93300,426.70800,-17.94800,408.76000,,19.83700,-3.08500,277.74200,-39.29100,-89.53100,610.00000,-610.01200,-0.01200,-3.17800,-132.01200,224.37290,,224.37290,-164.46100,-164.46100,-52.20100,-51.04600,-43.33500,88.49500,16.27800,-52.20100
2019-12-31,67.557,199.846,-20.36,179.4859,-12.146,19.366,18.018,265.061,-42.855,-490.256,-528.713,528.915,0.202,0.817,-532.092,1079.422,-590,489.422,-182.067,-182.067,-41.514,-20.574,245.267,-17.56,12.581,-41.514
2019-09-30,21.765,150.075,78.017,228.092,0,8.136,-10.979,238.878,-38.596,-132.519,260,-243.316,16.684,-5.16,-159.591,153.036,0,153.036,-147.974,-147.974,-41.873,-6.307,-43.118,31.868,12.732,-41.873
2019-06-30,31.973,185.965,25.669,211.634,-1.931,-19.314,-0.166,243.441,-36.411,-95.895,105,-135.546,-30.546,-7.647,-170.499,-30,0,-30,-76.341,-76.341,0,-0.075,-106.416,-17.059,24.487,0
2019-03-31,25.98900,181.55000,26.47000,208.02000,1.93100,5.43800,-11.34400,222.66500,-36.37400,-55.28700,150.55700,-150.05300,0.50400,6.18100,-84.97600,-215.00000,,-215.00000,69.69000,69.69000,,-12.73700,-158.04700,-34.42900,23.41400,
2018-12-31,57.153,189.743,-37.973,151.77,0,3.264,17.552,226.475,-44.846,-47.994,150.89,-153.05,-2.16,-3.03,-98.03,-1110.5799,1941,830.4201,-947.319,-947.319,0,-0.449,-117.348,14.976,10.187,0
2018-09-30,16.144,152.025,50.867,202.892,0,-9.769,-19.949,199.087,-36.352,-118.472,0,0.859,0.859,3.803,-150.162,1970.0001,-1941,29.0001,-86.654,-86.654,0,-0.252,-57.906,-13.039,10.433,0
2018-06-30,-57.391,185.236,96.632,281.868,0,-0.342,22.002,246.479,-37.518,-167.741,0,-4.106,-4.106,-9.193,-218.558,-339.5841,0,-339.5841,329.916,329.916,0,2.336,-7.332,11.543,11.297,0
2018-03-31,31.54500,165.39800,18.71900,184.11700,,-7.61200,-37.08500,178.57700,-31.09600,-117.62200,,-0.68600,-0.68600,-2.19300,-151.59700,71.84800,,71.84800,-31.64400,-31.64400,,-6.15500,34.04900,60.52500,10.41000,
2017-12-31,7.66,178.087,28.8,206.887,0,-11.094,12.451,226.998,-40.734,-280.54,0.231,-0.015,0.216,6.866,-314.192,346.0611,0,346.0611,-276.214,-276.214,0,-46.819,23.028,-68.167,9.355,0
2017-09-30,49.162,175.459,-9.515,165.944,0,-9.723,-27.833,187.273,-36.875,-78.826,0,-0.382,-0.382,-6.191,-122.274,274.658,0,274.658,-378.932,-378.932,0,10.782,-93.492,-24.731,9.423,0
2017-06-30,9.234,171.141,32.085,203.226,-1.444,-6.432,19.433,231.893,-33.688,-39.53,0,0,0,-11.146,-84.364,-104.847,110,5.153,-140.019,-140.019,0,23.028,-111.838,31.722,10.194,0
2017-03-31,37.59800,172.77600,-4.34700,168.42900,1.44400,-5.97600,-33.72100,172.30600,-35.74700,-42.65100,,,,-5.87900,-84.27700,-5.00000,-110.00000,-115.00000,-4.41900,-4.41900,,7.14700,-112.27200,-20.49900,9.27700,
2016-12-31,5.262,189.348,3.159,192.507,3.644,2.309,17.525,215.294,-35.662,-85.433,0.712,-0.1,0.612,-7.539,-128.022,-144.438,-150,-294.438,-343.34,-343.34,0,15.687,-622.091,-534.961,8.163,0
2016-09-30,-15.372,147.804,65.047,212.851,-3.644,-5.485,-24.983,172.496,-33.659,-42.698,0,0,0,5.571,-70.786,393.1759,120,513.1759,-52.32,-52.32,0,-3.022,457.834,558.295,8.075,0
2016-06-30,32.709,178.604,-21.498,157.106,0,3.681,20.276,210.091,-34.601,-56.872,0,0,0,-5.615,-97.088,-15,30,15,-100.017,-100.017,0,-5.96,-90.977,31.003,8.892,0
2016-03-31,53.63900,169.26200,-37.10100,132.16100,,-18.32700,-41.15600,144.64400,-36.06000,-91.83200,,,,-4.44700,-132.33900,15.00000,,15.00000,-50.01200,-50.01200,,1.68900,-33.32300,-14.98600,7.78500,
2015-12-31,31.017,166.642,-13.128,153.5139,0,-6.469,3.762,188.293,-46.396,-200.819,89.728,0,89.728,-12.847,-170.334,44.085,0,44.085,-50.009,-50.009,0,3.162,-2.762,14.895,6.844,0
2015-09-30,-155.948,161.231,186.316,347.5471,0,-25.745,-32.394,159.205,-43.919,-85.629,0,0,0,-0.573,-130.121,785.773,-404.899,380.874,-400.915,-400.915,0,4.77,-15.271,3.425,6.702,0
2015-06-30,28.305,174.905,-17.844,157.061,0,-3.404,11.758,197.124,-50.292,-269.803,0,0,0,5.039,-315.056,-275.874,412.399,136.525,-14.787,-14.787,0,3.575,125.313,7.475,8.213,0
2015-03-31,-79.03000,176.39700,99.76100,276.15800,,-7.34200,-18.72000,178.40800,-68.10000,-53.27900,,,,-0.17500,-121.55400,110.00000,-7.50000,102.50000,-135.23600,-135.23600,,1.20700,-31.52900,22.92800,6.98800,
2014-12-31,0.39,185.056,-33.415,151.6411,10.649,14.018,37.021,189.052,-79.904,-536.474,20.889,0,20.889,-4.652,-600.141,373.466,-85,288.466,-282.151,-282.151,0,-1.38,4.935,-408.657,5.44,0
2014-09-30,-16.624,164.009,30.148,194.157,-10.649,-4.104,-27.19,150.343,-59.196,-81.274,0,0,0,3.134,-137.336,574.7381,85,659.7381,-326.607,-326.607,0,-1.763,331.368,342.605,6.417,0
2014-06-30,-9.468,165.284,26.877,192.161,0,-18.077,-7.963,174.73,-39.913,-39.821,0,0,0,-5.36,-85.094,-23.8091,0,-23.8091,-276.227,-276.227,0,-5.131,-305.167,-215.262,6.196,0
2014-03-31,1.40700,148.67900,1.88600,150.56500,,12.79900,8.24300,160.21500,-32.23800,-927.65300,,,,18.33500,-941.55600,975.47000,,975.47000,,,,-11.30800,964.16200,200.80200,4.61800,
2013-12-31,-19.162,161.199,1.01,162.209,34.531,-27.617,11.492,154.539,-65.52,-330.324,0,0,0,28.114,-367.73,112.3111,100,212.3111,-65.655,-65.655,0,2.671,149.327,-67.297,4.195,0
2013-09-30,21.528,129.836,-6.512,123.324,-34.531,8.252,-29.963,114.889,-33.171,-91.646,0,0,0,0.747,-124.07,96.42,-100,-3.58,-14.714,-14.714,0,26.806,8.512,-0.033,4.206,0
2013-06-30,-35.899,152.438,18.833,171.271,0,-10.752,-1.441,133.931,-33.779,-45.867,0,0,0,-1.095,-80.741,46.062,0,46.062,-21.868,-21.868,0,-8.997,15.197,67.212,4.93,0
2013-03-31,-22.37600,129.24000,22.63600,151.87600,,-32.77800,-35.27200,94.22800,-36.42300,-209.54200,,,,1.30800,-244.65700,40.73000,,40.73000,4.32500,4.32500,,-7.25400,37.80100,-110.86900,3.87400,
2012-12-31,-52.586,141.317,20.567,161.884,14.22,-31.676,-5.907,103.391,-133.104,-1269.735,0,0,0,98.912,-1303.927,-496.816,484,-12.816,-20.952,-20.952,0,25.144,-8.624,-1207.946,3.382,0
2012-09-30,-52.699,104.211,44.927,149.138,-10.356,-10.167,-7.685,88.754,68.126,-31.598,0,0,0,-0.867,35.661,2393.705,-1168,1225.705,7.341,7.341,0,-4.173,1228.873,1354.306,3.679,0
2012-06-30,-53.454,97.659,44.442,142.101,-2.605,-11.241,-5.918,82.729,-23.435,-900.243,0,0,0,-1.286,-924.964,-88.125,479,390.875,7.818,7.818,0,3.448,402.141,-438.815,3.85,0
2012-03-31,-22.65100,84.53300,20.48000,105.01300,-1.25900,-4.08900,-16.32200,66.04000,-24.85200,-51.14800,,,,0.11000,-75.89000,-1.54100,200.00000,198.45900,289.66500,289.66500,,-0.03300,488.09100,478.23800,3.05700,
2011-12-31,-29.169,81.848,22.931,104.779,-1.486,-17.575,-12.979,62.631,-30.232,-169.965,0,0,0,-0.441,-200.638,-1.266,0,-1.266,7.55,7.55,0,-0.31,5.974,-131.989,2.774,0
2011-09-30,-33.437,80.517,19.391,99.908,-1.121,-1.276,-2.933,63.538,-40.969,-43.311,0,0,0,-2.389,-86.669,-1.291,0,-1.291,-73.096,-73.096,0,-0.632,-75.019,-98.444,2.773,0
2011-06-30,-29.91,78.892,18.864,97.756,1.347,-6.895,1.855,69.701,-35.6,-75.747,-1.686,0,-1.686,1.2,-111.833,492.617,-195,297.617,-73.608,-73.608,0,0.682,224.691,182.645,3.141,0
2011-03-31,-34.37600,77.07700,20.16200,97.23900,1.26000,-1.85800,-9.67500,53.18800,-20.13700,-90.29700,1.68600,,1.68600,,-108.74800,-17.03800,175.00000,157.96200,-70.11700,-70.11700,,-1.44400,86.40100,30.85000,2.78100,
2010-12-31,-38.581,74.93,23.498,98.428,-1.592,-0.337,-1.517,58.33,-18.688,-156.63,-6.447,35.926,29.479,-29.709,-175.548,-30.021,20,-10.0211,-6.698,-6.698,0,0.936,-15.783,-132.982,2.696,0
2010-09-30,-34.575,71.913,17.519,89.432,-3.664,-2.732,-10.182,44.675,-20.467,-59.445,6.447,-4.983,1.464,0,-78.448,978.783,-979.368,-0.585,5.733,5.733,0,-2.074,3.074,-30.703,2.453,0
2010-06-30,-83.854,71.045,66.652,137.697,-4.847,4.28,6.874,60.717,-15.315,-81.625,-2.017,1.357,-0.66,-0.691,-98.291,233.023,7.038,240.061,-86.472,-86.472,0,-6.35,147.239,109.665,2.78,0
2010-03-31,-37.41100,69.93800,17.25000,87.18800,4.18400,-5.86300,-12.35900,37.41800,-12.14800,-30.34500,2.01700,-32.30000,-30.28300,0.02400,-72.75200,,-7.03800,-7.03800,-3.85600,-3.85600,,3.18500,-7.70900,-43.04300,2.57200,
2009-12-31,-43.61,68.152,22.412,90.564,-4.341,5.614,5.817,52.771,-12.547,-126.179,0.98,-3,-2.02,-0.031,-140.777,229.754,-264.854,-35.0998,2.357,2.357,0,-3.763,-36.506,-124.526,2.327,0
2009-09-30,-50.189,67.549,28.282,95.831,-2.354,-0.95,16.713,62.355,-11.979,-25.03,0,-2.56,-2.56,-0.011,-39.58,746.673,-669.132,77.5409,1.159,1.159,0,10.139,88.839,111.614,1.922,0
2009-06-30,-29.43,67.063,12.464,79.527,1.814,1.922,8.065,58.162,-14.057,-25.47,0,-3.604,-3.604,-0.116,-43.247,18.143,2.926,21.069,48.935,48.935,0,-0.474,69.53,84.445,2.325,0
2009-03-31,-17.89000,66.22900,4.76900,70.99800,1.38400,-1.91500,-3.82400,49.28400,-7.55200,-4.11900,,,,6.20000,-5.47100,-29.11100,-5.92600,-35.03700,1.36500,1.36500,,0.78700,-32.88500,10.92800,1.62600,
