,net-income-loss,total-depreciation-amortization-cash-flow,other-non-cash-items,total-non-cash-items,change-in-accounts-receivable,change-in-assets-liabilities,total-change-in-assets-liabilities,cash-flow-from-operating-activities,net-change-in-property-plant-equipment,net-acquisitions-divestitures,net-change-in-short-term-investments,net-change-in-long-term-investments,net-change-in-investments-total,investing-activities-other,cash-flow-from-investing-activities,net-long-term-debt,net-current-debt,debt-issuance-retirement-net-total,net-common-equity-issued-repurchased,net-total-equity-issued-repurchased,total-common-preferred-stock-dividends-paid,financial-activities-other,cash-flow-from-financial-activities,net-cash-flow,stock-based-compensation,common-stock-dividends-paid
2015-03-31,125.24600,118.35800,25.39200,143.75000,0.97500,-62.76400,-74.48000,194.51600,-142.51800,284.84700,,-23.91200,-23.91200,31.45400,149.87100,-107.43100,,-107.43100,12.01800,12.01800,-198.21800,-181.66500,-475.29600,-130.90900,,-178.73400
2014-12-31,575.986,145.326,-445.042,-299.716,-5.507,28.299,30.471,306.741,-283.162,-62.521,0,-59.117,-59.117,27.474,-377.326,-253.904,-198.884,-452.7882,2.333,2.333,-169.595,205.97,-414.08,-484.665,0,-149.229
2014-09-30,169.197,125.733,20.582,146.315,-0.42,31.042,65.414,380.926,-220.5,123.869,0,-28.803,-28.803,-5.191,-130.625,285.09,0,285.09,3.613,3.613,-216.224,-10.864,61.615,311.916,0,-195.859
2014-06-30,165.687,123.838,103.59,227.428,5.269,-230.475,-254.603,138.512,-175.975,-4.196,0,-46.261,-46.261,77.157,-149.275,718.039,0,718.039,6.39,6.39,-296.772,-202.395,225.262,214.499,0,-276.403
2014-03-31,98.15600,141.72500,6.67400,148.39900,-7.62400,38.64600,62.57600,309.13100,-143.75600,120.27000,,-16.63300,-16.63300,122.88000,82.76100,366.80200,,366.80200,3.09800,3.09800,-167.60300,-20.75200,181.54500,573.43700,,-147.23500
2013-12-31,-38.759,130.214,127.369,257.583,20.617,14.581,32.373,251.197,-410.326,174.843,0.033,-17.676,-17.643,-45.198,-298.324,-66.792,0,-66.792,2.597,2.367,-171.529,-5.952,-241.906,-289.033,0,-151.161
2013-09-30,132.251,117.776,20.35,138.126,9.459,53.17,74.415,344.792,-120.824,65.173,217.961,-153.405,64.556,-59.19,-50.285,-33.979,0,-33.979,0.587,0.587,-176.033,5.586,-203.839,90.668,0,-155.664
2013-06-30,182.321,129.029,-48.391,80.638,2.307,-206.611,-233.086,29.873,-105.816,335.28,0.415,-19.717,-19.302,332.838,543,-186.623,0,-186.623,2.836,-34.238,-165.141,8.961,-377.041,195.832,0,-145.851
2013-03-31,288.92700,132.10300,-71.11300,60.99000,51.51400,35.40400,65.01000,414.92700,-92.79400,499.36900,160.30000,-39.89200,120.40800,0.70200,527.68500,-1030.46100,,-1030.46100,1.30200,29.51200,-331.64500,15.48600,-1317.10800,-374.49600,,-308.48400
2012-12-31,91.893,124.215,182.81,307.025,-13.827,-57.737,-84.515,314.403,-117.963,-563.788,1.798,-112.824,-111.026,116.503,-676.274,1142.6008,0,1142.6008,1.509,1.336,-358.361,70.73,856.306,494.435,0,-338.419
2012-09-30,264.156,120.154,-93.079,27.075,-0.473,-52.582,-44.449,246.782,-103.125,50.41,0,-59.027,-59.027,-25.14,-136.882,-15.0749,0,-15.0749,0.543,48.387,-158.319,9.628,-115.379,-5.479,0,-139.861
2012-06-30,58.228,127.669,48.284,175.953,10.415,-273.166,-277.42,-43.239,-76.771,52.913,58.46,-10.505,47.955,-25.298,-1.201,-22.541,0,-22.541,1.67,1.67,-181.208,103.523,-98.556,-142.996,0,-163.421
2012-03-31,280.26400,131.49100,-199.65600,-68.16500,-19.38600,73.78100,95.00400,307.10300,-64.66600,284.96800,,-46.73200,-46.73200,-1.47500,172.09500,-259.67900,,-259.67900,-22.03700,-22.03700,-179.85400,-9.82200,-471.39200,7.80600,,-162.06500
2011-12-31,96.987,152.942,23.974,176.916,-2.423,-74.726,-138.075,135.828,-95.967,-86.434,51.117,-185.821,-134.704,154.019,-163.086,155.0132,0,155.0132,3.307,3.112,-184.332,74.835,48.628,21.37,0,-166.543
2011-09-30,66.223,124.728,48.544,173.272,22.77,25.389,67.136,306.631,-43.346,4.973,0,-58.704,-58.704,72.145,-24.932,-129.7931,0,-129.7931,1.618,6.117,-159.06,-5.295,-288.031,-6.332,0,-142.502
2011-06-30,130.969,120.308,5.61,125.918,-1.003,-174.29,-192.949,63.938,-78.158,3.59,4.139,-110.247,-106.108,143.512,-37.164,-92.856,0,-92.856,5.682,212.22,-179.193,6.209,-53.62,-26.846,0,-165.635
2011-03-31,445.82100,119.96800,-350.69400,-230.72600,-10.47500,-39.42400,-18.99300,196.10200,-41.27500,127.19900,15.16200,-316.12900,-300.96700,275.46400,60.42100,-259.79400,,-259.79400,14.90000,14.90000,-164.13400,80.07700,-328.95100,-72.42800,,-150.57500
2010-12-31,282.144,119.616,-139.197,-19.581,8.487,-19.177,-86.198,176.365,-115.909,-84.675,-323.232,-6.117,-329.349,-41.525,-571.458,336.4582,0,336.4582,14.8,-15.554,-145.718,64.442,239.628,-155.465,0,-132.149
2010-09-30,116.132,122.645,-6.564,116.081,-6.068,-218.366,-169.857,62.356,-48.236,4.582,3.059,-117.133,-114.074,1.466,-156.262,437.192,0,437.192,1.929,-33.671,-145.615,30.133,288.039,194.133,0,-132.048
2010-06-30,77.211,123.506,28.656,152.162,2.08,15.425,14.944,244.317,-69.579,0.54,137.671,-5.179,132.492,136.564,200.017,-431.5741,0,-431.5741,8.964,-0.036,-147.17,-2.373,-581.153,-136.819,0,-132.904
2010-03-31,232.54400,124.34300,-142.01000,-17.66700,-2.48000,49.51400,73.17100,288.04800,-67.84500,33.87600,11.36800,-36.74100,-25.37300,66.68400,7.34200,135.08910,,135.08910,-24.36000,-28.36000,-145.30700,-3.35100,-41.92900,253.46100,,-131.04000
2009-12-31,-143.45,100.039,253.097,353.136,3.772,4.751,-65.594,144.092,-151.238,75.046,-114.01,-9.528,-123.538,35.329,-164.401,-1860.251,0,-1860.251,-30.475,-30.475,-125.028,11.531,-2004.223,-2024.532,0,-110.761
2009-09-30,155.844,146.269,-116.381,29.888,-4.043,-134.437,-75.684,110.048,-178.762,247.788,50.758,-3.026,47.732,24.752,141.51,335.86,0,335.86,0.544,0.545,-82.182,-14.268,239.955,491.513,0,-67.913
2009-06-30,-40.375,122.068,107.997,230.065,8.185,18.924,19.937,209.627,-180.429,24.015,-0.435,-16.13,-16.565,132.095,-40.884,-339.439,0.032,-339.407,709.704,709.703,-81.33,-14.661,274.305,443.048,0,-67.059
2009-03-31,156.43100,118.19600,-80.28900,37.90700,7.46900,-46.88200,-24.52600,169.81200,-171.44500,20.84900,-2.04700,-9.58200,-11.62900,-16.20100,-178.42600,215.56500,-0.03200,215.53300,,-24.33000,-73.38400,-10.60800,107.21100,98.59700,,-59.11500
