,net-income-loss,total-depreciation-amortization-cash-flow,other-non-cash-items,total-non-cash-items,change-in-accounts-receivable,change-in-inventories,change-in-assets-liabilities,total-change-in-assets-liabilities,cash-flow-from-operating-activities,net-change-in-property-plant-equipment,net-acquisitions-divestitures,net-change-in-short-term-investments,net-change-in-long-term-investments,net-change-in-investments-total,investing-activities-other,cash-flow-from-investing-activities,net-long-term-debt,net-current-debt,debt-issuance-retirement-net-total,net-common-equity-issued-repurchased,net-total-equity-issued-repurchased,total-common-preferred-stock-dividends-paid,financial-activities-other,cash-flow-from-financial-activities,net-cash-flow,stock-based-compensation,common-stock-dividends-paid
2019-06-30,253.8,385.3,-8.5,376.8,-23.4,28,-42.8,104,734.6,-348.4,-19,0,-10.2,-10.2,27.5,-350.1,-129.8,-588.3,-718.1,5.4,5.4,-117.6,465,-365.3,24.9,15.8,-117.6
2019-03-31,161.9,383.7,19.1,402.8,-52.4,3.9,-111.1,-202.8,361.9,-286.1,-6.4,0,-0.2,-0.2,14.9,-277.8,-171.3,140.6,-30.7,-54.1,-54.1,-118.2,11.2,-191.8,-106.5,18.1,-118.2
2018-12-31,139.80000,359.10000,-28.80000,330.30000,169.70000,-71.40000,-17.80000,-167.00000,303.10000,-234.00000,-3342.90000,,,,4.10000,-3572.80000,2590.30000,447.70000,3038.00000,-31.30000,-31.30000,-118.30000,8.20000,2896.60000,-376.10000,17.40000,-118.30000
2018-09-30,280,314.3,83.0999,397.3999,-132.7,-31.3,52.2,118.2001,795.6,-333.5,-51.7,0,-3.2,-3.2,117.1,-271.3,120.7998,0,120.7998,-90.9,-90.9,-117.9,-247.9,-335.9,184.2,17.6,-117.9
2018-06-30,271.3,315.4,84.8001,400.2,-149.9,42.2,-63.9,-9.6,661.9,-232.1,-3,0,-0.1,-0.1,132.5,-102.7,-105.3998,-63.3,-168.6998,-95,-95,-128.3,35.1,-356.9,180.2,15.3,-128.3
2018-03-31,224.5,316.3,35.4,351.7001,-268.6,-9,-59.4,-347.9,228.3,-209,-188.6,0,-0.3,-0.3,147.4,-250.5,622.1,-491.4,130.6999,6,6,-116.9,-36.6,-16.8,-39.9,19.3,-116.9
2017-12-31,1133.50000,306.20000,-1045.30000,-739.10000,-28.90000,-74.00000,3.40000,-149.00000,245.40000,-202.00000,3.40000,,-110.70000,-110.70000,118.70000,-190.60000,-487.70000,554.70000,67.00010,11.40000,11.40000,-111.10000,-12.80000,-45.50000,8.30000,14.60000,-111.10000
2017-09-30,195.3,297.8,36.2,334,-381.8,-16.8,23,-471.7,57.6,-230,-141.5999,0,-0.3,-0.3,431.2,59.3,17.6001,-11.2,6.4001,13.5,13.5,-102.7,19,-63.8,53.3,8,-102.7
2017-06-30,326.6,275.2,-153.7,121.5,-47.5,19.3,-14.9,141,589.1,-160.3,-409.3001,0,-0.8,-0.8,-0.6,-571,-77.6,11.2,-66.4,15.1,15.1,-124.3,-6.3,-181.9,-160.1,15.5,-124.3
2017-03-31,98.2,263.9,81.5,345.4,-144.6,-5.4,-36.8,-143.9,299.7,-164.3,-35.2,0,0,0,3,-196.5,-107.6,10.6,-97,-27,-27,-101.8,6.7,-219.1,-108,17.4,-101.8
2016-12-31,78.50000,275.20000,45.50000,320.70000,53.80000,-45.30000,-16.00000,118.20000,517.40000,-171.40000,3.50000,,-1.40000,-1.40000,8.80000,-160.50000,-1.50000,-10.60000,-12.10000,-58.80000,-58.80000,-121.40000,1.70000,-190.60000,152.40000,17.10000,-121.40000
2016-09-30,-91.7,-305.2,779,473.8,-14.4,24.8,-6,-0.5,381.6,-161.7,-10.2,0,-1.4,-1.4,1.5,-171.8,-62.7,-2.5,-65.2,-34.6,-34.6,-106.1,66.1,-139.8,82.2,23.9,-106.1
2016-06-30,93.7,383.3,26.6,409.9,-62.5,106,-20.6,28,531.6,-194.9,4.6,0,-178.1,-178.1,4.9,-363.5,-17.5,2.3,-15.2,-39.3,-39.3,-99.7,-123.3,-277.5,-108.9,21.6,-99.7
2016-03-31,59.8,769.5,-398.3,371.2,-115.1,-20.7,-81.6,-178.8,252.2,-213.5,-99.3,0,-0.3,-0.3,0.4,-312.7,464.4,0.6,465,-160.7,-160.7,-109.2,1,196.1,130.7,18.4,-109.2
2015-12-31,-451.70000,294.30000,563.90000,858.20000,228.60000,-59.50000,15.50000,116.50000,523.00000,-195.40000,-308.00000,,-0.10000,-0.10000,0.10000,-503.40000,179.80000,-0.40000,179.40000,-88.90000,-88.90000,-99.20000,-1.10000,-9.80000,8.60000,11.80000,-99.20000
2015-09-30,117.9,281.3,42.9,324.2001,37.1,-19.4,101.9,-55.1,387,-220.6,265.7,0,0,0,3.8,48.9,878.2,0,878.2,-990.5,-990.5,-130.5,-3.5,-246.3,185.1,20.7,-130.5
2015-06-30,157.9,155,-2.4,152.6,-51.5,14.3,-21.2,-44.7,265.8,-109.3,0,0,0,0,0.4,-108.9,-110.5,0,-110.5,2.2,2.2,-46,2.5,-151.8,3.5,7.1,-46
2015-03-31,236,304.5,53.4,357.9,120.5,-22.1,-90.7,-43.1,550.8,-226.8,3.7,0,0,0,0.4,-222.7,-227,0,-227,-35.5,-35.5,-72.7,15.3,-319.9,7.1,21.4,-72.7
2014-12-31,0.00000,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-09-30,-116.5,-154.3,-161.1,-315.4,-104,22.1,-202.6,-233.2,-665.1,184.9,393.9,0,0,0,25.3,604.1,-164.9,12,-152.9,-213.3,-213.3,-224.5,-4.5,-595.2,-660.6,-29.4,-224.5
2014-06-30,297.5,340.3,103.1,443.4,104,-22.1,185.6,216.2,957.1,-294.9,-393.9,0,0,0,8.7,-680.1,115.9,-17,98.9,205.3,205.3,140.5,9.5,454.2,728.6,29.4,140.5
2014-03-31,31,93,-119,-26,0,0,-213,-213,-208,-63,0,0,0,0,3,-60,30,17,47,-292,-292,-218,3,-460,-725,0,-218
2013-12-31,0.00000,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-09-30,80,96,-17,79,0,0,-11,-11,148,-75,0,0,0,0,-12,-87,-7,15,8,10,10,-45,-2,-29,31,0,-45
2013-06-30,68,96,6,102,0,0,29,29,199,-110,-2,0,0,0,-4,-116,-24,15,-9,8,8,-44,-12,-57,14,0,-44
2013-03-31,12,97,-14,83,0,0,-182,-182,-87,-110,0,0,0,0,-2,-112,-17,-11,-28,28,28,-44,1,-43,-246,0,-44
2012-12-31,0.00000,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-09-30,51,90,-10,80,0,0,-14,-14,117,-139,0,0,0,0,-2,-141,256,-7,249,25,25,-44,2,232,214,0,-44
2012-06-30,90,91,-49,42,0,0,-39,-39,93,-171,0,0,0,0,-64,-235,-225,2,-223,12,12,-43,462,208,48,0,-43
2012-03-31,50,92,90,182,0,0,-211,-211,21,-147,0,0,0,0,-4,-151,-3,-16,-19,12,12,-43,-1,-51,-173,0,-43
2011-12-31,0.00000,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-09-30,118,91,-25,66,0,0,66,66,250,-151,0,0,0,0,-10,-161,76,4,80,1,1,-42,4,43,89,0,-42
2011-06-30,90,86,52,138,0,0,-76,-76,152,-144,0,0,0,0,7,-137,-22,3,-19,25,25,-43,0,-37,-7,0,-43
2011-03-31,66,99,-33,66,0,0,-147,-147,-15,-111,0,0,0,0,44,-67,-15,-3,-18,10,10,-42,0,-50,-115,0,-42
2010-12-31,0.00000,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-09-30,-14,97,186,283,0,0,-4,-4,265,-47,0,0,0,0,53,6,-96,2,-94,-59,-59,-39,-2,-194,115,0,-39
2010-06-30,52,99,-27,72,0,0,-54,-54,70,-29,0,0,0,0,-20,-49,-16,-8,-24,-3,-3,-40,1,-66,-72,0,-40
2010-03-31,24,96,-62,34,0,0,-66,-66,-8,-34,0,0,0,0,10,-24,-16,13,-3,-24,-24,-39,-1,-67,-119,0,-39
2009-12-31,0.00000,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-09-30,128,90,48,138,0,0,14,14,280,-12,-15,0,0,0,-3,-30,-66,-18,-84,0,0,-39,-4,-127,142,0,-39
2009-06-30,125,112,-32,80,0,0,-30,-30,175,-42,0,0,0,0,-22,-64,-10,7,-3,0,0,-40,3,-40,104,0,-40
2009-03-31,-79,111,19,130,0,0,40,40,91,-41,0,0,0,0,-2,-43,-1,-25,-26,0,0,-39,-3,-68,-30,0,-39
