,net-income-loss,total-depreciation-amortization-cash-flow,other-non-cash-items,total-non-cash-items,change-in-accounts-receivable,change-in-inventories,change-in-accounts-payable,change-in-assets-liabilities,total-change-in-assets-liabilities,cash-flow-from-operating-activities,net-change-in-property-plant-equipment,net-acquisitions-divestitures,investing-activities-other,cash-flow-from-investing-activities,net-long-term-debt,net-current-debt,debt-issuance-retirement-net-total,net-common-equity-issued-repurchased,net-total-equity-issued-repurchased,total-common-preferred-stock-dividends-paid,financial-activities-other,cash-flow-from-financial-activities,net-cash-flow,stock-based-compensation,common-stock-dividends-paid
2020-06-30,-564.372,573.454,217.969,791.423,0,0,0,665.809,665.809,892.86,-31.933,360.735,0,328.802,-458.4,0,-458.4,-0.449,-0.449,-114.476,-7.486,-580.811,629.29,5.359,-114.476
2020-03-31,136.53500,67.25400,-9.91500,57.33900,,,,-166.01400,-166.01400,27.86000,-35.58700,6.60900,,-28.97800,261.23800,,261.23800,-96.06000,-96.06000,-110.85100,-0.87100,53.45600,77.47700,4.49500,-110.85100
2019-12-31,8.918,70.295,-10.124,60.171,-134.163,-54.765,82.739,209.35,103.161,154.661,-87.446,-70.756,0,-158.202,-39.8081,0,-39.8081,-5.053,-5.053,-110.784,-0.871,-156.516,-174.283,11.393,-110.784
2019-09-30,227.487,65.667,-5.585,60.082,0,0,0,142.324,142.324,429.893,-72.748,146.856,0,74.108,-434.054,0,-434.054,-73.176,-73.176,-111.382,0,-618.612,-111.276,5.903,-111.382
2019-06-30,224.43,59.324,2.783,62.107,0,0,0,-73.265,-73.265,186.235,-50.406,-225.057,0,-275.463,355.374,0,355.374,-0.532,-0.532,-111.355,0,243.487,205.626,5.397,-111.355
2019-03-31,160.25000,61.97700,2.19800,64.17500,,,,-189.73200,-189.73200,61.73000,-42.88600,-141.15200,,-184.03800,257.88700,,257.88700,-6.83900,-6.83900,-105.36900,,145.67900,23.37800,6.01000,-105.36900
2018-12-31,186.699,49.688,-58.18,-8.492,-62.103,-74.148,357.097,-269.505,-48.659,131.196,-120.173,-103.835,0,-224.008,243.9849,0,243.9849,-94.432,-94.432,-105.673,-30.663,13.217,-25.558,2.32,-105.673
2018-09-30,220.227,61.082,5.902,66.984,0,0,0,183.24,183.24,470.451,-26.796,-71.443,0,-98.239,-257.5811,0,-257.5811,-2.927,-2.927,-105.661,0,-366.169,3.964,6.382,-105.661
2018-06-30,226.972,58.451,5.267,63.718,0,0,0,26.018,26.018,316.708,-33.513,-43.957,0,-77.47,-94.0689,0,-94.0689,-0.675,-0.675,-105.649,0,-200.393,29.168,5.349,-105.649
2018-03-31,176.57600,58.36300,1.16900,59.53200,,,,-97.74100,-97.74100,138.36700,-31.63300,-38.58800,,-70.22100,47.69100,,47.69100,-4.17600,-4.17600,-99.00000,,-55.48500,11.07400,3.68600,-99.00000
2017-12-31,108.183,50.051,69.34,119.391,-19.273,-9.923,61.474,30.874,63.152,272.686,-38.304,-1205.442,0,-1243.746,1176.297,0,1176.297,-3.59,-3.59,-98.958,0,1073.749,104.817,3.98,-98.958
2017-09-30,158.442,40.276,4.567,44.843,0,0,0,-6.212,-6.212,197.073,-43.086,-49.137,0,-92.223,15,0,15,-18.651,-18.651,-99.109,0,-102.76,6.937,4.826,-99.109
2017-06-30,189.972,39.232,4.67,43.902,0,0,0,9.59,9.59,243.464,-29.289,-133.98,0,-163.269,105,0,105,-62.914,-62.914,-99.824,0,-57.738,25.228,5.369,-99.824
2017-03-31,160.16000,38.13200,1.17100,39.30300,,,,-97.64300,-97.64300,101.82000,-24.80600,-106.23600,,-131.04200,150.00000,,150.00000,-93.60800,-93.60800,-97.58400,,-41.19200,-64.96200,2.71700,-97.58400
2016-12-31,152.52,39.24,20.8,60.04,-53.544,-64.214,240.717,-130.793,-7.834,204.726,-45.182,-96.622,0,-141.804,100,0,100,-41.812,-41.812,-97.954,1.546,-38.22,17.702,4.357,-97.954
2016-09-30,185.326,37.682,2.425,40.107,0,0,0,-14.573,-14.573,210.86,-36.939,-60.11,0,-97.049,0,0,0,-27.728,-27.728,-97.975,2.935,-122.768,-8.45,5.36,-97.975
2016-06-30,191.369,35.911,3.357,39.268,0,0,0,164.81,164.81,395.447,-38.041,-231.81,0,-269.851,75,0,75,-76.007,-76.007,-98.338,2.396,-96.949,28.492,5.753,-98.338
2016-03-31,158.02500,34.65400,-0.89500,33.75900,,,,-56.73900,-56.73900,135.04500,-11.67000,-73.62500,,-85.29500,75.00000,,75.00000,-52.01700,-52.01700,-92.59600,5.14400,-64.46900,-6.49600,4.24900,-92.59600
2015-12-31,161.273,35.911,34.847,70.758,1.974,-21.821,331.419,-280.217,31.355,263.386,-38.932,-47.287,0,-86.219,0,0,0,-70.642,-70.642,-92.905,1.643,-161.904,12.337,4.135,-92.905
2015-09-30,188.016,34.277,4.855,39.132,0,0,0,214.731,214.731,441.879,-24.53,-35.274,0,-59.804,-224.9999,0,-224.9999,-80.072,-80.072,-93.496,0.081,-398.487,-24.546,4.936,-93.496
2015-06-30,195.373,35.603,3.764,39.367,0,0,0,96.856,96.856,331.596,-21.037,-50.011,0,-71.048,-47.8769,0,-47.8769,-63.077,-63.077,-93.844,1.566,-203.232,57.345,5.33,-93.844
2015-03-31,161.01000,35.88400,-0.41800,35.46600,,,,-73.96400,-73.96400,122.51200,-16.42700,-30.12900,,-46.55600,129.91000,,129.91000,-88.05600,-88.05600,-88.03900,3.73400,-42.45100,28.76500,3.31600,-88.03900
2014-12-31,165.559,39.69,43.701,83.391,-225.178,-100.82,292.257,-14.387,-48.128,200.822,-25.03,-12.605,0,-37.635,-65.907,0,-65.907,-14.185,-14.185,-87.906,10.497,-157.501,2.193,3.598,-87.906
2014-09-30,190.516,34.983,3.465,38.448,0,0,0,-6.743,-6.743,222.221,-33.862,-96.406,0,-130.268,25.5249,0,25.5249,-43.289,-43.289,-88.194,1.321,-104.637,-17.326,4.786,-88.194
2014-06-30,197.727,36.784,2.94,39.724,0,0,0,69.872,69.872,307.323,-21.536,-22.036,0,-43.572,-96.9639,0,-96.9639,-33.078,-33.078,-88.421,1.842,-216.621,49.391,4.782,-88.421
2014-03-31,157.48400,36.85600,-1.03300,35.82300,,,,-133.52800,-133.52800,59.77900,-18.38700,-156.85300,,-175.24000,129.40800,,129.40800,-27.44500,-27.44500,-82.75000,4.10600,23.31900,-93.42100,3.07300,-82.75000
2013-12-31,150.467,35.885,-82.52,-46.635,-116.08,-79.253,473.424,-213.285,64.806,219.246,-29.26,-98.064,0,-127.324,-79.7501,0,-79.7501,-50.35,-50.35,-82.955,0.885,-212.17,-123.977,3.716,-82.955
2013-09-30,173.746,35.22,0.867,36.087,0,0,0,160.131,160.131,370.407,-33.339,-18.004,0,-51.343,-66.2059,0,-66.2059,-48.785,-48.785,-83.354,2.61,-195.735,124.1,3.477,-83.354
2013-06-30,216.357,36.853,-2.592,34.261,0,0,0,151.066,151.066,350.7,-37.883,-589.36,0,-627.243,-244.19,0,-244.19,-32.731,-32.731,-83.267,5.57,-354.618,-645.124,2.978,-83.267
2013-03-31,144.38900,25.99900,-1.36300,24.63600,,,,-52.58000,-52.58000,116.37800,-12.92400,-6.74500,,-19.66900,414.74200,,414.74200,-4.53500,-4.53500,-76.64100,3.84000,337.40600,438.79900,2.47700,-76.64100
2012-12-31,160.225,25.054,11.678,36.732,13.366,-25.845,220.694,-264.565,-56.35,141.618,-21.856,-13.006,0,-34.862,0,0,0,-26.053,-26.053,-76.813,1.779,-101.087,4.977,2.649,-76.813
2012-09-30,172.943,25.609,0.934,26.543,0,0,0,144.329,144.329,343.507,-20.259,-19.477,0,-39.736,0,0,0,-4.898,-4.898,-76.983,2.065,-79.816,226.541,2.999,-76.983
2012-06-30,168.618,24.735,1.511,26.246,0,0,0,54.805,54.805,249.016,-34.479,-336.983,0,-371.462,0,0,0,-54.5,-54.5,-77.168,1.839,-129.829,-252.847,3.35,-77.168
2012-03-31,146.25500,22.98500,-3.58600,19.39900,,,,6.69300,6.69300,172.29700,-16.88900,-188.91800,,-205.80700,,,,-3.41800,-3.41800,-70.01900,5.33500,-68.10200,-100.63000,1.74900,-70.01900
2011-12-31,134.957,21.998,-6.547,15.451,-85.011,-19.624,85.766,-4.02,-22.889,127.519,-30.629,-31.807,0,-62.436,0,0,0,-11.406,-11.406,-70.133,2.91,-78.629,-9.747,1.712,-70.133
2011-09-30,151.832,21.465,1.168,22.633,0,0,0,72.992,72.992,247.457,-22.184,-67.003,0,-89.187,0,0,0,-57.607,-57.607,-70.686,0.644,-127.649,18.073,1.812,-70.686
2011-06-30,151.812,22.928,2.238,25.166,0,0,0,19.562,19.562,196.54,-27.214,-4.223,0,-31.437,0,0,0,-45.628,-45.628,-70.95,1.273,-115.305,50.846,3.511,-70.95
2011-03-31,126.51500,22.54500,-0.01700,22.52800,,,,-95.63200,-95.63200,53.41100,-14.53400,-33.90300,,-48.43700,,,,-8.48600,-8.48600,-64.60000,0.52900,-72.55700,-64.08600,0.51200,-64.60000
2010-12-31,118.65,21.91,10.9,32.81,-140.562,44.865,280.739,-225.598,-40.556,110.241,-22.772,-7.565,0,-30.337,0,0,0,-3.661,-3.661,-64.585,1.751,-66.495,-1.763,2.342,-64.585
2010-09-30,131.785,22.093,1.126,23.219,0,0,0,59.902,59.902,215.97,-31.019,-15.387,0,-46.406,0,0,0,-4.508,-4.508,-64.686,0.415,-68.779,119.859,1.541,-64.686
2010-06-30,124.467,23.186,0.957,24.143,0,0,0,64.617,64.617,212.807,-18.062,-1.921,0,-19.983,0,0,0,-51.028,-51.028,-65.083,1.085,-115.026,78.335,2.042,-65.083
2010-03-31,100.60900,22.14300,1.09100,23.23400,,,,15.78300,15.78300,139.64500,-9.85000,-65.77200,,-75.62200,,,,-6.72500,-6.72500,-63.54400,,-70.26900,-3.26600,1.09100,-63.54400
2009-12-31,99.167,22.917,26.758,49.675,69.258,194.743,49.947,-382.078,-68.13,78.795,-8.046,-11.156,0,-19.202,0,0,0,-26.16,-26.16,-63.819,-0.747,-90.726,-26.33,1.869,-63.819
2009-09-30,107.639,22.562,1.907,24.469,0,0,0,145.304,145.304,277.672,-85.216,-15.642,0,-100.858,0,0,0,-0.005,-0.005,-63.813,0.063,-63.755,124.544,1.97,-63.813
2009-06-30,103.61,22.411,2.369,24.78,0,0,0,159.169,159.169,288.409,-22.858,-101.626,0,-124.484,0,0,0,1.998,1.998,-63.778,0,-61.78,105.308,2.369,-63.778
2009-03-31,89.15900,22.52100,2.37000,24.89100,,,,85.56500,85.56500,200.42200,-14.09700,-5.77900,,-19.87600,,-52.00000,-52.00000,0.02600,0.02600,-62.14800,,-114.12200,65.50400,2.37000,-62.14800
