,net-income-loss,total-depreciation-amortization-cash-flow,other-non-cash-items,total-non-cash-items,change-in-accounts-receivable,change-in-inventories,change-in-accounts-payable,change-in-assets-liabilities,total-change-in-assets-liabilities,cash-flow-from-operating-activities,net-change-in-property-plant-equipment,net-acquisitions-divestitures,net-change-in-short-term-investments,net-change-in-long-term-investments,net-change-in-investments-total,investing-activities-other,cash-flow-from-investing-activities,net-long-term-debt,net-current-debt,debt-issuance-retirement-net-total,net-common-equity-issued-repurchased,net-total-equity-issued-repurchased,total-common-preferred-stock-dividends-paid,financial-activities-other,cash-flow-from-financial-activities,net-cash-flow,stock-based-compensation,common-stock-dividends-paid
2019-09-30,1366,171,83,254,127,-35,0,903,922,2556,-190,1710,-3354,2325,-1029,0,491,0,31,31,-300,-300,-671,-1,-941,2085,56,-671
2019-06-30,1439,169,-148,21,71,-7,0,712,637,2083,-191,163,743,0,743,0,715,18784,157,18941,0,0,-671,-2,18268,21069,48,-671
2019-03-31,1715.00000,170.00000,-105.00000,65.00000,236.00000,35.00000,,-917.00000,-390.00000,1390.00000,-204.00000,295.00000,969.00000,,969.00000,,1060.00000,-1250.00000,-73.00000,-1323.00000,,,-669.00000,-37.00000,-2029.00000,424.00000,53.00000,-669.00000
2018-12-31,1158,172,1539,1711,-207,-64,0,826,686,3555,-290,-855,-317,0,-317,0,-1462,0,74,74,0,0,-653,1,-578,1503,53,-653
2018-09-30,1912,165,-453,-288,-334,-30,0,121,-345,1279,-224,319,-242,0,-242,0,-147,0,-71,-71,0,0,-653,4,-720,409,62,-653
2018-06-30,382,157,58,215,-107,-118,0,443,460,1057,-198,-626,476,0,476,0,-348,-5,-202,-207,-153,-153,-654,-1,-1015,-343,51,-654
2018-03-31,1495.00000,143.00000,121.00000,264.00000,219.00000,-4.00000,,-672.00000,-584.00000,1175.00000,-239.00000,39.00000,157.00000,,157.00000,,-43.00000,,-344.00000,-344.00000,-167.00000,-167.00000,-653.00000,-58.00000,-1222.00000,-79.00000,55.00000,-653.00000
2017-12-31,-2329,197,371,568,108,-36,0,-325,2758,1117,-254,156,1117,0,1117,0,1019,0,-471,-471,-249,-249,-639,7,-1352,777,50,-639
2017-09-30,856,188,541,729,-85,65,0,65,128,1713,-262,-216,620,0,620,0,142,-750,898,148,-220,-220,-640,6,-706,1174,50,-640
2017-06-30,922,211,472,683,-208,13,0,94,-21,1584,-248,-59,-717,0,-717,0,-1024,-474,108,-366,0,0,-643,3,-1006,-440,54,-643
2017-03-31,1526.00000,193.00000,-138.00000,55.00000,-246.00000,-71.00000,,-703.00000,-720.00000,861.00000,-291.00000,129.00000,-41.00000,,-41.00000,,-203.00000,1488.00000,192.00000,1680.00000,-2000.00000,-2000.00000,-655.00000,-38.00000,-1013.00000,-327.00000,45.00000,-655.00000
2016-12-31,898,122,375,497,93,-45,0,60,84,1443,-371,93,294,0,294,0,16,-15,23,8,0,0,-635,22,-605,805,56,-635
2016-09-30,1215,105,-241,-136,-44,4,0,212,325,1404,-341,146,-173,0,-173,0,-368,0,85,85,0,0,-636,5,-546,498,48,-636
2016-06-30,1188,90,-219,-129,-428,-67,0,328,-620,439,-261,305,362,0,362,0,406,0,50,50,0,0,-635,33,-552,290,54,-635
2016-03-31,1206.00000,65.00000,-558.00000,-493.00000,-424.00000,-44.00000,,-448.00000,-941.00000,-228.00000,-242.00000,431.00000,1237.00000,,1237.00000,,1426.00000,,-33.00000,-33.00000,-231.00000,-231.00000,-641.00000,-45.00000,-950.00000,259.00000,47.00000,-641.00000
2015-12-31,-188,76,173,249,-356,-134,0,897,823,884,-285,-184,-515,0,-515,0,-984,0,-503,-503,-231,-231,-618,-7,-1359,-1590,59,-618
2015-09-30,730,105,-138,-33,-319,69,0,624,-173,524,-234,342,-170,0,-170,0,-62,0,-113,-113,30,30,-617,0,-700,-224,63,-617
2015-06-30,-110,91,943,1034,-176,111,0,-196,-853,71,-165,-764,-351,0,-351,0,-1280,-689,427,-262,27,27,-619,-29,-883,-2095,59,-619
2015-03-31,1199.00000,104.00000,-145.00000,-41.00000,-91.00000,51.00000,,-490.00000,-532.00000,626.00000,-136.00000,203.00000,687.00000,,687.00000,,754.00000,,-260.00000,-260.00000,174.00000,174.00000,-623.00000,27.00000,-682.00000,723.00000,54.00000,-623.00000
2014-12-31,27,103,-261,-158,-278,-92,0,529,141,572,-191,126,416,0,416,0,351,0,199,199,59,59,-598,109,-231,720,66,-598
2014-09-30,732,112,223,335,-53,-5,0,8,398,903,-107,241,30,0,30,0,164,0,40,40,29,29,-597,0,-528,569,48,-597
2014-06-30,334,35,503,538,-28,-13,0,301,184,1056,-110,-56,-990,-376,-1366,21,-1511,0,84,84,28,28,-598,0,-486,-943,50,-598
2014-03-31,936.00000,217.00000,-55.00000,162.00000,107.00000,-144.00000,,-217.00000,-481.00000,617.00000,-118.00000,3055.00000,-1080.00000,376.00000,-704.00000,-21.00000,2212.00000,-676.00000,-79.00000,-755.00000,172.00000,172.00000,-605.00000,-4.00000,-1192.00000,1639.00000,49.00000,-605.00000
2013-12-31,735,181,299,480,59,-37,0,73,204,1410,-200,1,1404,-1520,-116,0,-315,1477,-290,1187,81,81,-577,20,711,1815,51,-577
2013-09-30,692,180,-38,142,-159,165,0,-55,208,1053,-124,8,-1876,1520,-356,-3,-475,-597,567,-30,-13,-13,-577,0,-620,-50,45,-577
2013-06-30,530,189,-100,89,-86,-10,0,847,899,1510,-98,0,155,0,155,0,57,0,-630,-630,90,90,-575,0,-1115,466,46,-575
2013-03-31,623.00000,213.00000,-144.00000,69.00000,-318.00000,-163.00000,,-660.00000,-1117.00000,-428.00000,-115.00000,,273.00000,,273.00000,3.00000,161.00000,12.00000,551.00000,563.00000,-27.00000,-27.00000,-580.00000,,-44.00000,-301.00000,49.00000,-580.00000
2012-12-31,924,491,-419,72,5,32,0,-133,-139,836,-175,52,-4490,4890,400,0,277,0,29,29,-426,-426,-561,0,-958,153,46,-561
2012-09-30,-713,195,4611,4806,99,35,0,441,483,4584,-137,-5038,972,0,972,0,-4203,-49,-101,-150,-968,-968,-571,0,-1689,-1298,26,-571
2012-06-30,808,148,-57,91,652,-102,0,-161,232,1134,-113,3,2526,-2190,336,0,226,0,91,91,-366,-366,-575,0,-850,494,40,-575
2012-03-31,1482.00000,139.00000,-37.00000,102.00000,-108.00000,-68.00000,,-1041.00000,-1207.00000,387.00000,-123.00000,-2479.00000,-2615.00000,2190.00000,-425.00000,,-3027.00000,-109.00000,30.00000,-79.00000,-180.00000,-180.00000,-579.00000,2.00000,-836.00000,-3469.00000,42.00000,-579.00000
2011-12-31,1231,146,-343,-197,-68,-43,593,395,454,1568,-281,99,677,0,677,0,495,0,-68,-68,-126,-126,-560,0,-754,1305,41,-560
2011-09-30,1355,86,-191,-105,176,96,0,-239,27,1698,-59,-310,206,0,206,0,-163,0,-3,-3,-344,-344,-564,207,-704,806,39,-564
2011-06-30,1307,206,-409,-203,-237,-162,0,70,-26,1093,48,-114,-266,0,-266,0,-332,-24,52,28,-55,-55,-565,85,-507,260,43,-565
2011-03-31,1367.00000,190.00000,-151.00000,39.00000,-91.00000,-84.00000,,-168.00000,-351.00000,481.00000,-75.00000,114.00000,-1476.00000,,-1476.00000,,-1437.00000,-54.00000,18.00000,-36.00000,-95.00000,-95.00000,-565.00000,4.00000,-692.00000,-1628.00000,38.00000,-565.00000
2010-12-31,842,61,68,129,-148,193,315,5,239,1595,-125,-819,-2120,585,-1535,0,-2479,-894,-87,-981,-182,-182,-549,48,-1664,-2548,50,-549
2010-09-30,1302,168,-315,-147,-68,-49,0,-8,-94,1383,-124,57,-116,1131,1015,0,948,-42,-7,-49,-99,-99,-550,0,-698,1663,47,-550
2010-06-30,1268,191,-290,-99,255,-13,0,-26,62,1049,-46,-37,-707,1028,321,0,238,6,78,84,-125,-125,-552,98,-495,783,49,-552
2010-03-31,1101.00000,187.00000,-31.00000,156.00000,-309.00000,25.00000,,35.00000,-236.00000,464.00000,-129.00000,37.00000,-2880.00000,453.00000,-2427.00000,,-2519.00000,,-17.00000,-17.00000,82.00000,82.00000,-551.00000,,-486.00000,-2548.00000,47.00000,-551.00000
2009-12-31,8353,182,-7820,-7638,150,81,0,1084,1561,1344,361,-130,-1171,474,-697,-561,-1027,1603,-25,1578,42,42,-626,0,994,1316,53,-626
2009-09-30,1290,181,-250,-69,13,11,0,-1024,-1043,1473,-273,-2102,-405,791,386,0,-1989,-65,29,-36,3,3,-626,3,-656,-1140,42,-626
2009-06-30,1298,177,-219,-42,-17,8,0,49,90,796,-125,0,-1043,730,-313,0,-438,-67,-32,-99,0,0,-615,4,-710,-325,45,-615
2009-03-31,921.00000,167.00000,-257.00000,-90.00000,81.00000,-18.00000,,26.00000,366.00000,452.00000,-136.00000,,-870.00000,80.00000,-790.00000,,-926.00000,,2.00000,2.00000,782.00000,782.00000,-616.00000,187.00000,355.00000,-144.00000,43.00000,-616.00000
