,net-income-loss,total-depreciation-amortization-cash-flow,other-non-cash-items,total-non-cash-items,change-in-accounts-receivable,change-in-inventories,change-in-accounts-payable,change-in-assets-liabilities,total-change-in-assets-liabilities,cash-flow-from-operating-activities,net-change-in-property-plant-equipment,net-acquisitions-divestitures,net-change-in-short-term-investments,net-change-in-long-term-investments,net-change-in-investments-total,investing-activities-other,cash-flow-from-investing-activities,net-long-term-debt,debt-issuance-retirement-net-total,net-common-equity-issued-repurchased,net-total-equity-issued-repurchased,total-common-preferred-stock-dividends-paid,financial-activities-other,cash-flow-from-financial-activities,net-cash-flow,stock-based-compensation,common-stock-dividends-paid
2015-04-30,474.60100,148.54000,-23.60800,124.93200,-48.73400,-298.65100,135.61400,3.87600,-159.44500,447.53900,-201.23400,,-41.23700,,-41.23700,,-242.47100,,,-382.59100,-382.59100,-120.43800,28.43000,-474.59900,-233.81000,21.15000,-120.43800
2015-01-31,648.23,238.827,-6.986,231.8409,43.643,687.135,-514.562,25.909,312.411,1182.828,-205.623,0,-41.989,0,-41.989,0,-247.612,0,0,-383.819,-383.819,-120.204,35.065,-468.958,340.15,-67.671,-120.204
2014-10-31,594.957,146.511,-14.466,132.045,-20.917,-612.545,432.594,7.999,25.148,737.166,-280.784,0,-2.88,0,-2.88,0,-283.664,0,0,-354.566,-354.566,-121.429,38.973,-437.022,-29.705,25.671,-121.429
2014-07-31,517.624,147.496,48.233,195.729,13.001,-180.908,191.807,-61.217,-113.212,605.424,-231.754,0,-27.345,0,-27.345,0,-259.099,333.118,333.118,-429.827,-429.827,-122.088,-5.93,-224.727,124.034,22.215,-122.088
2014-04-30,454.31700,144.15500,0.95300,145.10800,-44.77900,-225.95300,175.38400,18.55300,-123.42600,482.95100,-193.36100,,29.09900,,29.09900,,-164.26200,,,-339.48700,-339.48700,-102.18100,12.83300,-428.83500,-90.45000,19.78500,-102.18100
2014-01-31,582.292,141.541,4.377,145.918,40.267,690.028,-569.952,15.113,242.751,967.094,-187.395,2.653,-73.576,0,-73.576,-2.653,-260.971,0,0,-444.168,-444.168,-102.787,21.472,-525.483,138.994,19.442,-102.787
2013-10-31,622.655,141.312,1.59,142.902,-28.526,-456.348,393.369,15.932,65.138,822.093,-262.269,0,-21.403,0,-21.403,0,-283.672,0,0,-317.169,-317.169,-103.704,24.615,-396.258,151.954,20.959,-103.704
2013-07-31,479.559,135.427,39.752,175.179,35.844,-113.562,103.323,-64.558,-117.1,530.53,-258.499,0,-1.059,0,-1.059,0,-259.558,0,0,-295.375,-295.375,-104.053,18.258,-381.17,-131.037,19.13,-104.053
2013-04-30,452.89000,130.54300,7.96200,138.50500,-35.60600,-84.88500,-79.01100,30.15900,-317.79800,280.74900,-238.51500,,-5.70500,,-5.70500,2.65300,-241.56700,499.55500,499.55500,-267.88900,-267.88900,-83.21100,10.65300,159.10800,177.87800,16.54900,-83.21100
2013-01-31,604.844,136.562,-45.014,91.548,14.949,364.184,-195.326,-101.038,273.8249,975.757,-202.631,-190.374,-45.799,0,-45.799,0,-438.804,0,0,-307.823,-307.823,-83.606,18.517,-372.912,170.042,14.816,-83.606
2012-10-31,461.551,125.906,37.78,163.686,-35.319,-277.31,188.369,16.714,157.0451,772.223,-336.684,0,-24.396,0,-24.396,33.96,-327.12,0,0,-367.783,-367.783,-84.603,16.582,-435.804,21.513,19.721,-84.603
2012-07-31,421.092,125.823,16.905,142.728,29.488,-117.209,117.796,-2.981,31.678,603.182,-184.652,0,-5.09,0,-5.09,0.267,-189.475,-1.456,-1.456,-266.761,-266.761,-84.953,18.124,-335.046,56.711,15.608,-84.953
2012-04-30,419.20000,120.63800,17.41400,138.05200,-27.53600,57.52100,100.85000,33.60000,149.18100,704.55800,-254.26100,,-77.55700,,-77.55700,0.26300,-331.55500,,,-268.94400,-268.94400,-70.76000,7.87900,-331.82500,56.57900,14.27100,-70.76000
2012-01-31,475.314,128.758,-41.167,87.591,31.108,744.335,-395.452,86.29,523.6261,1085.204,-152.558,0,-24.233,0,-24.233,10.905,-165.886,-0.706,-0.706,-295.061,-295.061,-71.498,12.08,-355.185,550.18,14.376,-71.498
2011-10-31,406.487,120.501,163.342,283.843,-19.145,-359.619,138.616,-46.687,-176.6811,505.109,-211.555,0,7.259,0,7.259,0.253,-204.043,-0.693,-0.693,-246.271,-246.271,-71.896,9.349,-309.511,-20.831,18.095,-71.896
2011-07-31,348.338,120.214,63.657,183.871,12.149,-362.58,139.66,-92.453,-325.086,182.627,-213.164,0,2.186,0,2.186,0.25,-210.728,-0.678,-0.678,-302.144,-302.144,-73.008,5.027,-370.803,-399.383,16.256,-73.008
2011-04-30,265.95100,116.22800,-9.47900,106.74900,-28.52200,-209.29300,80.62300,32.14100,-260.03800,143.09400,-226.05300,,-4.57500,,-4.57500,0.24400,-230.38400,-0.65000,-0.65000,-258.33700,-258.33700,-58.61400,17.38800,-300.21300,-364.60500,15.44800,-58.61400
2011-01-31,334.414,72.07,51.235,123.305,20.356,507.887,-290.915,42.031,426.434,877.289,-166.783,0,54.621,0,54.621,-1.76,-113.922,-0.606,-0.606,-313.579,-313.579,-59.287,4.656,-368.816,402.686,58.804,-59.287
2010-10-31,372.309,158.751,56.087,214.838,-20.871,-373.799,119.275,-11.806,-156.881,433.223,-213.495,0,10.449,0,10.449,0.237,-202.809,-0.595,-0.595,-229.458,-229.458,-59.917,5.317,-284.653,-41.104,-28.029,-59.917
2010-07-31,304.984,100.305,65.629,165.934,-3.178,-266.583,160.229,-37.186,-344.566,138.553,-177.762,0,-15.196,0,-15.196,0.231,-192.727,-0.583,-0.583,-332.052,-332.052,-61.033,-0.471,-394.139,-453.101,28.029,-61.033
2010-04-30,331.43400,126.92600,4.47200,131.39800,-19.89400,-79.32800,175.23400,7.45600,69.96600,527.41600,-149.09400,,10.71200,,10.71200,0.22700,-138.15500,-0.57100,-0.57100,-142.13200,-142.13200,-49.09200,15.47500,-176.32000,218.66300,,-49.09200
2010-01-31,394.998,130.592,-75.617,54.9749,14.604,725.274,-324.583,5.343,522.379,982.705,-110.334,0,-52.319,0,-52.319,0.224,-162.429,-200.56,-200.56,-398.494,-398.494,-50.259,1.739,-647.574,168.959,0,-50.259
2009-10-31,347.799,124.492,18.568,143.06,-18.039,-168.517,99.514,39.151,126.134,584.487,-155.311,0,51.33,0,51.33,-0.364,-104.345,-191.839,-191.839,-208.483,-208.483,-50.802,9.542,-441.582,18.753,0,-50.802
2009-07-31,261.561,118.728,84.519,203.247,7.65,-225.14,155.114,-61.103,-114.583,343.703,-97.188,0,-67.681,0,-67.681,-5.65,-170.519,397.148,397.148,-145.744,-145.744,-51.193,2.079,202.29,414.4,0,-51.193
2009-04-30,209.21400,116.55100,18.46100,135.01200,-6.07700,-183.81200,267.45100,37.82800,14.62500,361.03100,-66.44900,,-56.74700,,-56.74700,0.21200,-122.98400,373.76700,373.76700,-22.17900,-22.17900,-45.40800,-3.06800,303.11200,558.96800,,-45.40800
2009-01-31,880.617,452.936,168.832,621.768,-8.245,-68.489,-141.58,-118.83,-382.157,1154.572,-582.932,0,0,14.379,14.379,-0.034,-568.587,-2.008,-2.008,-608.943,-608.943,-176.749,18.879,-768.821,-279.085,0,-176.749
