,net-income-loss,total-depreciation-amortization-cash-flow,other-non-cash-items,total-non-cash-items,change-in-accounts-receivable,change-in-inventories,change-in-accounts-payable,change-in-assets-liabilities,total-change-in-assets-liabilities,cash-flow-from-operating-activities,net-change-in-property-plant-equipment,net-acquisitions-divestitures,net-change-in-short-term-investments,net-change-in-long-term-investments,net-change-in-investments-total,investing-activities-other,cash-flow-from-investing-activities,net-long-term-debt,debt-issuance-retirement-net-total,net-common-equity-issued-repurchased,net-total-equity-issued-repurchased,total-common-preferred-stock-dividends-paid,financial-activities-other,cash-flow-from-financial-activities,net-cash-flow,stock-based-compensation,common-stock-dividends-paid
2016-09-30,178.10100,14.42200,11.63200,26.05400,-38.24100,1.18700,-1.54700,4.22300,-34.37800,169.77700,-9.88300,,-7.16400,-150.77600,-157.94000,,-167.82300,-40.00000,-40.00000,,,-89.31300,-17.37600,-146.68900,-142.16300,11.47800,-89.31300
2016-06-30,271.541,14.888,25.895,40.783,21.4,26.397,-19.847,13.819,41.769,354.093,-4.458,0,1.319,-66.1138,-64.7948,0,-69.253,-40,-40,16.388,16.388,-81.12,-0.459,-105.191,182.514,12.292,-81.12
2016-03-31,175.777,15.78,11.4,27.18,-186.715,-26.065,3.751,117.569,-91.46,111.497,-6.143,0,2.919,44.0959,47.0149,0,40.872,-35,-35,0.002,0.002,-82.109,-1.067,-118.174,39.383,9.185,-82.109
2015-12-31,152.207,16.529,10.276,26.805,32.098,-36.668,15.047,-89.165,-78.688,100.324,-6.723,0,3.298,144.593,147.891,0,141.168,-20,-20,-17.211,-17.211,-81.38,0.887,-117.704,122.894,11.325,-81.38
2015-09-30,104.89700,19.73500,0.85600,20.59100,124.92500,-31.24300,4.15800,-29.54600,68.29400,193.78200,-7.34100,,-2.72700,41.96800,39.24100,,31.90000,-40.00000,-40.00000,-142.59200,-142.59200,-101.67400,-11.36700,-295.63300,-74.32800,12.24800,-101.67400
2015-06-30,142.019,19.966,-11.973,7.993,43.714,16.498,0.148,107.107,167.467,317.479,-9.237,0,1.45,165.6279,167.0779,0,157.841,-29.375,-29.375,-150.428,-150.428,-79.653,-0.222,-259.678,216.133,12.204,-79.653
2015-03-31,131.638,20.51,14.007,34.517,-1.213,23.745,-5.054,58.784,76.262,242.417,-10.326,0,4.382,65.0091,69.3911,0,59.065,-9.375,-9.375,-168.495,-168.495,-82.25,-1.592,-261.712,37.027,12.767,-82.25
2014-12-31,20.268,18.901,145.671,164.572,-200.282,10.702,0.478,15.346,-173.756,11.084,-12.783,0,0.808,487.7419,488.5499,0,475.767,2347.539,2347.539,-116.795,-116.795,-2796.739,-0.067,-566.062,-84.818,14.848,-2796.739
2014-09-30,72.23300,21.15900,-0.37500,20.78400,39.26100,-23.44500,5.27600,-79.18300,-58.09100,34.92600,-13.44500,,-3.58100,242.57400,238.99300,,225.54800,,,-120.16200,-120.16200,-82.41300,-12.94500,-215.52000,38.82200,15.48300,-82.41300
2014-06-30,128.731,22.01,26.745,48.755,66.784,21.308,-17.454,0.516,71.154,248.64,-9.23,0,1.383,-272.8769,-271.4939,0,-280.724,0,0,-40.036,-40.036,-74.466,-0.025,-114.527,-145.362,14.128,-74.466
2014-03-31,203.581,19.24,13.159,32.399,16.598,-14.738,-20.818,20.705,1.747,237.727,-18.22,-18,1.582,-97.959,-96.377,0,-132.597,0,0,-46.546,-46.546,-74.805,-1.69,-123.041,-17.159,12.723,-74.805
2013-12-31,139.246,21.185,12.732,33.917,-136.562,-2.938,26.997,54.611,-57.892,115.271,-14.465,0,1.257,-112.912,-111.655,0,-126.12,0,0,-22.583,-22.583,-74.983,-0.02,-97.586,-111.567,14.87,-74.983
2013-09-30,111.19700,20.63700,0.38000,21.01700,85.77100,-29.80500,-1.05800,-9.87400,45.03400,177.24800,-21.75100,,-2.48500,-112.43200,-114.91700,,-136.66800,,,-19.45700,-19.45700,-74.61700,-29.65900,-123.73300,-80.44100,19.21900,-74.61700
2013-06-30,134.77,19.098,23.014,42.112,-73.102,14.116,8.054,49.619,-1.313,175.569,-18.91,0,1.086,1.4161,2.502,0,-16.408,0,0,-37.732,-37.732,-66.181,-0.289,-104.202,51.189,17.606,-66.181
2013-03-31,166.382,22.495,15.625,38.12,142.764,11.138,4.552,51.827,210.281,414.783,-18.3,0,1.049,-138.3861,-137.3371,0,-155.637,0,0,-19.658,-19.658,-66.561,0.144,-86.075,166.888,18.536,-66.561
2012-12-31,106.63,20.598,8.01,28.608,-77.272,28.822,-12.314,2.969,-57.795,77.443,-15.253,0,1.372,111.6,112.972,0,97.719,0,0,-44.676,-44.676,-66.522,-3.404,-114.602,57.371,14.958,-66.522
2012-09-30,135.36700,25.34300,11.64900,36.99200,166.85500,-39.28900,-23.10400,-31.42800,73.03400,245.39300,-20.27200,,-1.84600,-145.00300,-146.84900,,-167.12100,,,-45.06700,-45.06700,-66.62900,-11.93500,-123.63100,-41.35200,18.98400,-66.62900
2012-06-30,247.877,23.282,212.706,235.988,-61.632,-6.61,-0.235,-142.082,-210.559,273.306,-16.272,0,1.64,-184.479,-182.839,0,-199.111,0,0,-27.127,-27.127,-58.476,-0.409,-86.012,-12.619,17.779,-58.476
2012-03-31,205.346,21.022,22.196,43.218,-97.698,-9.694,10.481,110.441,13.53,262.094,-14.278,0,1.505,-256.359,-254.854,0,-269.132,0,0,7.706,7.706,-58.524,-0.364,-51.182,-61.073,20.914,-58.524
2011-12-31,110.797,24.645,19.752,44.397,-83.819,-33.142,14.58,134.419,32.038,187.232,-12.69,0,1.501,-0.751,0.75,0,-11.94,0,0,-24.184,-24.184,-58.101,-11.544,-93.829,79.039,19.646,-58.101
2011-09-30,191.99500,23.18400,19.83400,43.01800,129.22700,-43.69900,-28.55800,-72.99800,-16.02800,218.98500,-12.12800,,-2.41000,-34.17000,-36.58000,,-48.70800,,,-56.69000,-56.69000,-58.46000,-17.93000,-133.08000,34.61800,20.49600,-58.46000
2011-06-30,245.017,22.533,86.207,108.74,-13.918,-20.125,0.585,-30.497,-63.955,289.802,-14.607,0,1.923,-126.1819,-124.2589,0,-138.866,0,0,-40.049,-40.049,-41.862,-0.411,-82.322,72.571,18.939,-41.862
2011-03-31,209.783,14.275,25.81,40.085,-35.069,-46.856,18.994,56.974,-5.957,243.911,-13.829,0,2.135,-165.562,-163.427,0,-177.256,0,0,17.228,17.228,-41.942,-1.824,-26.538,42.654,18.847,-41.942
2010-12-31,185.492,28.453,17.629,46.082,-28.89,-39.71,-15.416,46.367,-37.649,193.925,6.633,0,1.508,-65.684,-64.176,0,-57.543,0,0,-28.247,-28.247,-41.809,-10.734,-80.79,57.72,19.431,-41.809
2010-09-30,154.19600,20.78300,23.16600,43.94900,-50.34200,-63.45000,30.09600,-18.92100,-102.61700,95.52800,-11.16300,,14.61900,10.69900,25.31800,,14.15500,,,-59.20300,-59.20300,-41.78500,-9.51700,-110.50500,8.46600,24.21300,-41.78500
2010-06-30,113.085,34.703,-11.274,23.429,-113.496,-26.461,15.922,70.799,-53.236,83.278,-5.791,0,12.882,-6.115,6.767,0,0.976,0,0,-69.591,-69.591,-25.386,-0.601,-95.578,-13.587,23.459,-25.386
2010-03-31,57.016,21.42,20.654,42.074,-23.518,-25.604,4.843,72.861,28.582,127.672,-10.041,-1.5,2.373,-23.043,-20.67,0,-32.211,0,0,-54.279,-54.279,-25.731,-0.709,-80.719,12.061,21.469,-25.731
2009-12-31,21.794,23.24,29.705,52.945,-55.564,-2.621,12.328,134.719,88.862,163.601,-4.857,0,2.475,-154.226,-151.751,0,-156.608,0,0,20.545,20.545,-25.686,-10.371,-15.512,-9.395,20.855,-25.686
2009-09-30,20.40500,23.13400,10.95000,34.08400,-28.27900,26.97100,11.28800,8.78000,18.76000,73.24900,-3.63500,,5.57200,-42.05800,-36.48600,,-40.12100,,,2.91700,2.91700,-25.60600,-1.83300,-24.52200,15.87200,20.19900,-25.60600
2009-06-30,-25.576,26.37,71.555,97.9251,37.261,53.111,6.72,-96.003,1.089,73.438,-1.98,0,7.123,-212.231,-205.108,0,-207.088,0,0,12.971,12.971,-25.49,-0.549,-13.068,-139.962,26.092,-25.49
2009-03-31,-497.792,562.098,93.949,656.047,240.07,67.138,-53.516,-289.701,-36.009,122.246,1.568,-141.399,5.402,-143.383,-137.981,0,-277.812,0,0,-199.378,-199.378,-76.659,-10.012,-286.049,-463.177,79.443,-76.659
