,net-income-loss,total-depreciation-amortization-cash-flow,other-non-cash-items,total-non-cash-items,change-in-accounts-receivable,change-in-inventories,change-in-accounts-payable,change-in-assets-liabilities,total-change-in-assets-liabilities,cash-flow-from-operating-activities,net-change-in-property-plant-equipment,net-change-in-intangible-assets,net-acquisitions-divestitures,net-change-in-long-term-investments,net-change-in-investments-total,investing-activities-other,cash-flow-from-investing-activities,net-long-term-debt,net-current-debt,debt-issuance-retirement-net-total,net-common-equity-issued-repurchased,net-total-equity-issued-repurchased,total-common-preferred-stock-dividends-paid,financial-activities-other,cash-flow-from-financial-activities,net-cash-flow,stock-based-compensation,common-stock-dividends-paid
2017-03-31,75.89900,21.02100,9.12900,30.15000,-20.05800,-2.76100,5.18800,8.12600,-21.07000,84.97900,-10.16200,,,,,0.54600,-9.61600,-67.22400,,-67.22400,-0.93100,-0.93100,-26.32700,-4.90900,-99.39100,-19.86900,6.15900,-26.32700
2016-12-31,57.347,22.713,8.482,31.195,2.48,10.497,16.769,-0.207,27.051,115.593,-9.551,0,6.535,0,0,0.004,-3.012,-578.477,501.529,-76.948,7.086,7.086,-25.283,-0.029,-95.174,-3.433,5.001,-25.283
2016-09-30,69.873,22.584,8.701,31.285,20.447,10.864,-13.329,-3.352,24.323,125.481,-11.59,0,-255.916,0,0,-0.1,-267.606,44.164,0,44.164,4.919,4.919,-25.937,-0.223,22.923,-122.091,3.722,-25.937
2016-06-30,75.759,22.555,7.599,30.154,-3.358,11.656,-9.818,-9.881,-17.435,88.478,-8.402,0,0,0,0,-0.064,-8.466,-40.209,0,-40.209,-0.431,-0.431,-26.768,-0.205,-67.613,3.043,5.161,-26.768
2016-03-31,68.13000,20.33500,11.11600,31.45100,-19.26700,-0.27000,6.45100,-9.48900,-29.21600,70.36500,-8.65000,,-221.55600,,,0.09100,-230.11500,254.39700,,254.39700,-38.60600,-38.60600,-24.66200,-4.71700,186.41200,30.42700,6.44200,-24.66200
2015-12-31,67.763,20.525,5.01,25.535,10.249,11.031,1.174,1.527,5.242,98.54,-10.271,0,-1.85,0,0,-0.92,-13.041,-7.285,0,-7.285,-29,-29,-24.499,0.832,-59.952,21.536,5.313,-24.499
2015-09-30,79.505,20.75,-12.707,8.043,13.857,3.999,-8.16,-1.844,25.805,113.353,-8.785,0,7.847,0,0,0.752,-0.186,-22.069,0,-22.069,-62.472,-62.472,-24.763,-0.123,-109.427,-5.013,2.933,-24.763
2015-06-30,69.585,19.513,5.348,24.861,2.765,0.742,-2.699,5.426,4.578,99.024,-13.749,0,-173.333,0,0,-0.057,-187.139,-33.587,0,-33.587,-47.186,-47.186,-24.759,-0.555,-106.087,-183.001,4.92,-24.759
2015-03-31,65.95400,18.94400,6.43400,25.37800,-18.03900,-11.21500,6.85700,-5.30100,-41.92800,49.40400,-10.07700,,,,,-0.04800,-10.12500,54.92300,,54.92300,-52.94700,-52.94700,-22.15100,0.11300,-20.06200,-14.64100,6.88200,-22.15100
2014-12-31,61.62,19.058,3.847,22.905,10.284,10.067,-4.654,-3.535,16.853,101.378,-12.717,0,-0.001,0,0,-0.228,-12.946,106.78,-61.951,44.829,-70.477,-70.477,-22.201,0.866,-46.983,22.071,4.272,-22.201
2014-09-30,71.441,20.04,-0.102,19.938,-5.176,-2.304,-11.103,2.686,9.024,100.403,-10.521,0,0.553,0,0,-0.023,-9.991,14.401,0,14.401,-58.026,-58.026,-22.332,-0.387,-66.344,1.731,4.482,-22.332
2014-06-30,71.777,19.846,6.99,26.836,17.692,-2.979,-2.101,1.041,-6.618,91.995,-12.49,0,-25.995,0,0,-0.05,-38.535,37.436,0,37.436,-42.846,-42.846,-22.565,0.533,-27.442,26.952,5.651,-22.565
2014-03-31,74.54800,19.68600,4.45900,24.14500,-33.91000,-12.60500,15.39200,-7.80400,-24.50800,74.18500,-10.80900,,,,,0.02100,-10.78800,6.39700,,6.39700,-31.38300,-31.38300,-18.62800,0.31100,-43.30300,18.75400,6.31200,-18.62800
2013-12-31,67.555,20.067,2.02,22.087,3.241,6.444,2.251,-0.694,11.97,101.612,-7.829,0,0,0,0,-0.127,-7.956,-79.451,67.009,-12.442,-24.763,-24.763,-18.948,0.499,-55.654,39.824,3.529,-18.948
2013-09-30,63.799,20.205,4.944,25.149,16.11,-2.736,1.729,3.366,29.448,118.396,-7.318,0,0,0,0,-0.087,-7.405,34.649,-69.833,-35.184,-45.938,-45.938,-18.536,2.117,-97.541,25.316,3.975,-18.536
2013-06-30,62.561,20.501,3.466,23.967,1.687,8.495,5.177,8.392,22.791,109.319,-8.197,0,-2.201,0,0,-0.073,-10.471,22.987,-31.519,-8.532,-39.139,-39.139,-18.846,-0.886,-67.403,33.444,3.877,-18.846
2013-03-31,61.30000,20.26400,4.92800,25.19200,-14.84300,-3.11500,6.30300,-3.68500,-14.29700,72.19500,-7.62500,,-34.64800,,,-0.05700,-42.33000,5.43800,34.34300,39.78100,-22.35700,-22.35700,-16.57500,0.70400,1.55300,22.18100,5.61200,-16.57500
2012-12-31,-119.019,20.95,159.324,180.274,20.946,14.612,1.421,-6.567,24.427,85.682,-7.699,0,0.091,0,0,-0.164,-7.772,-98.849,95.395,-3.454,-3.633,-3.633,-16.535,1.011,-22.611,58.361,1.94,-16.535
2012-09-30,50.127,20.017,5.129,25.146,-0.809,8.4,-1.584,2.569,25.747,101.02,-9.42,0,-34.82,0,0,-0.275,-44.515,37.993,-13.097,24.896,-32.093,-32.093,-16.66,0.83,-23.027,39.393,2.986,-16.66
2012-06-30,54.351,19.471,8.56,28.031,8.06,0.999,-5.43,-1.196,-1.646,80.736,-10.173,0,-34.201,0,0,-0.05,-44.424,22.001,-34.289,-12.288,-22.249,-22.249,-16.731,0.242,-51.026,-24.433,3.515,-16.731
2012-03-31,52.17100,19.55900,4.54200,24.10100,-15.45000,-0.21200,4.21700,-8.92200,-17.53000,58.74200,-8.51500,,,,,-0.04000,-8.55500,9.50900,-48.00900,-38.50000,14.18300,14.18300,-14.16100,-1.34300,-39.82100,15.28400,4.66100,-14.16100
2011-12-31,47.388,19.586,-41.08,-21.494,2.233,12.419,-7.29,13.653,15.738,41.632,-7.191,0,2.435,0,0,-1.117,-5.873,439.125,-445.054,-5.929,1.731,1.731,-14.155,-0.92,-19.273,9.798,2.321,-14.155
2011-09-30,48.336,20.84,-1.154,19.686,7.001,6.506,-7.456,1.52,26.749,94.771,-9.366,0,-0.025,0,0,0.027,-9.364,7,-59.971,-52.971,7.28,7.28,-14.098,0.872,-58.917,17.5,-0.327,-14.098
2011-06-30,50.182,17.35,1.077,18.427,-3.397,-6.657,-0.013,-5.099,-16.898,51.711,5.475,0,-395.683,0,0,-0.163,-390.371,374.222,-18.107,356.115,8.002,8.002,-14.069,-6.587,343.461,7.413,5.233,-14.069
2011-03-31,47.95100,15.87300,6.39100,22.26400,-22.32500,-12.87500,6.11400,-7.24400,-41.08800,29.12700,-11.44200,,-50.36100,,,-2.12600,-63.92900,,-17.98300,-17.98300,16.05100,16.05100,-12.29100,2.36400,-11.85900,-39.58800,4.84900,-12.29100
2010-12-31,41.513,13.396,-35.19,-21.794,-2.478,1.013,6.734,6.206,7.412,27.131,-5.014,0,-22.956,0,0,0,-27.97,298.427,-258.466,39.961,9.332,9.332,-12.252,-3.838,33.203,29.082,4.5,-12.252
2010-09-30,38.564,15.387,2.095,17.482,1.266,-13.046,4.03,0.888,5.595,61.641,-8.473,0,-17.057,0,0,0,-25.53,0,5.55,5.55,2.731,2.731,-12.213,0.987,-2.945,46.916,3.528,-12.213
2010-06-30,40.398,15.484,2.844,18.328,5.321,-5.122,0.348,3.171,9.848,68.574,-9.985,0,-51.273,0,0,0,-61.258,96.762,-6.088,90.674,4.797,4.797,-12.172,0.987,84.286,87.75,4.582,-12.172
2010-03-31,36.62500,14.38800,5.85800,20.24600,-26.27100,-9.49600,10.32000,-7.71000,-29.74000,27.13100,-7.54800,,,,,,-7.54800,,-11.07700,-11.07700,1.19700,1.19700,-9.69700,0.55400,-19.02300,-2.13800,4.74800,-9.69700
2009-12-31,33.087,14.529,-1.531,12.998,5.969,2.375,-3.548,9.266,8.773,54.858,-6.713,0,0,0,0,1.531,-5.182,0,-46.193,-46.193,4.002,4.002,-9.668,1.13,-50.729,-0.903,2.929,-9.668
2009-09-30,29.777,14.213,0.92,15.133,13.419,6.69,0.601,6.951,39.853,84.763,-6.676,0,0,0,0,-0.001,-6.677,0,-63.683,-63.683,1.189,1.189,-9.667,-0.176,-72.337,6.513,3.81,-9.667
2009-06-30,27.922,14.245,3.855,18.1,11.706,13.871,-12.642,-0.516,9.246,55.268,-4.846,0,0,0,0,0.08,-4.766,0,-40.653,-40.653,1.387,1.387,-9.779,0.059,-48.986,4.819,3.426,-9.779
2009-03-31,22.60500,13.66700,11.23200,24.89900,-5.02500,0.21300,-0.72100,-6.30400,-29.86100,17.64300,-3.24200,,,,,0.25000,-2.99200,,-4.96100,-4.96100,1.11600,1.11600,-9.52300,0.43600,-12.93200,1.74400,5.54500,-9.52300
