,net-income-loss,total-depreciation-amortization-cash-flow,other-non-cash-items,total-non-cash-items,change-in-accounts-receivable,change-in-inventories,change-in-accounts-payable,change-in-assets-liabilities,total-change-in-assets-liabilities,cash-flow-from-operating-activities,net-change-in-property-plant-equipment,net-acquisitions-divestitures,investing-activities-other,cash-flow-from-investing-activities,net-long-term-debt,net-current-debt,debt-issuance-retirement-net-total,net-common-equity-issued-repurchased,net-total-equity-issued-repurchased,total-common-preferred-stock-dividends-paid,financial-activities-other,cash-flow-from-financial-activities,net-cash-flow,stock-based-compensation,common-stock-dividends-paid
2019-09-30,309.155,121.43,97.135,218.5651,-49.419,-98.595,105.251,-81.266,-168.826,358.894,-1019.174,0,3.361,-1015.813,937.217,503.825,1441.042,5.175,5.175,-367.845,-21.541,1056.831,399.912,0,-367.845
2019-06-30,311.963,114.964,97.712,212.676,143.58,58.273,-205.588,40.148,89.706,614.345,-830.459,0,63.227,-767.232,1251.913,-503.825,748.088,14.158,14.158,-357.331,-6.445,398.47,245.583,0,-357.331
2019-03-31,337.20800,114.15800,62.30500,176.46300,6.08900,53.44400,-62.46900,-109.31900,-160.06500,353.60600,-889.70500,,24.87600,-864.82900,940.86900,,940.86900,,,-354.20300,-59.60400,527.06200,15.83900,,-354.20300
2018-12-31,292.888,110.649,105.077,215.726,266.117,129.626,-278.295,-5.423,161.655,670.269,-832.873,0,7.805,-825.068,1480.738,-1052.65,428.088,8.853,8.853,-351.99,-2.641,82.31,-72.489,-23.963,-351.99
2018-09-30,313.916,107.383,112.395,219.778,-150.411,-140.517,240.735,53.541,-20.214,513.48,-693.907,0,5.488,-688.419,315.035,467.825,782.86,8.41,8.41,-339.575,-207.587,244.108,69.169,7.892,-339.575
2018-06-30,282.179,106.288,104.964,211.252,-90.446,-100.478,78.436,88.922,14.218,507.649,-350.469,0,4.72,-345.749,501.913,-347.825,154.088,4.601,4.601,-327.085,4.317,-164.079,-2.179,8.868,-327.085
2018-03-31,266.04900,104.23700,74.28900,178.52600,358.73300,149.82500,-361.00800,-59.02000,50.74600,495.32100,-264.22600,,8.57400,-255.65200,-501.91300,-614.67300,-1116.58600,1182.11700,1182.11700,-316.40800,-8.51100,-259.38800,-19.71900,7.20300,-316.40800
2017-12-31,64.812,83.529,283.918,367.4469,-297.297,-28.027,179.131,70.555,-52.843,379.416,-183.872,0,10.836,-173.036,-1.483,-317.577,-319.06,425.509,425.509,-285.969,-1.343,-180.863,25.517,6.574,-285.969
2017-09-30,166.531,122.538,106.905,229.4431,-156.309,-114.133,216.508,-48.935,-102.869,293.105,-134.507,0,-76.359,-210.866,197.203,-338.259,-141.056,35.004,35.004,-283.687,-13.195,-402.934,-320.695,6.211,-283.687
2017-06-30,175.991,100.849,63.102,163.951,-14.501,-6.794,-11.491,44.282,33.859,373.801,-81.573,0,7.305,-74.268,1.951,-20.22,-18.269,7.123,7.123,-129.916,-136.908,-277.97,21.563,7.57,-129.916
2017-03-31,186.18500,99.41900,54.23600,153.65500,137.58600,-53.30500,-122.84300,-9.82500,-70.75000,269.09000,-112.44100,,2.97800,-109.46300,-1.95100,180.45200,178.50100,3.72200,3.72200,-129.84200,-150.07500,-97.69400,61.93300,5.90700,-129.84200
2016-12-31,194.465,99.31,73.857,173.1671,-140.376,77.735,149.434,-31.61,63.56,431.192,-126.785,0,-4.072,-130.857,-451.923,416.777,-35.146,7.023,7.023,-129.498,-131.477,-289.098,11.465,9.451,-129.498
2016-09-30,194.216,98.55,47.276,145.826,-59.995,28.177,34.222,63.613,50.38,390.422,-157.407,0,-28.702,-186.109,-1.966,117.193,115.227,3.847,3.847,-129.595,-137.28,-147.801,56.556,7.918,-129.595
2016-06-30,179.859,99.247,75.393,174.64,-153.761,-89.871,168.064,6.864,-53.56,300.939,-133.469,0,4.937,-128.532,-2.003,131.74,129.737,7.137,7.137,-129.273,-136.09,-128.489,43.635,14.962,-129.273
2016-03-31,174.95900,94.47800,62.45700,156.93500,68.32600,-27.99100,-64.08800,-53.06100,-101.22700,230.66700,-181.55300,,11.60600,-169.94700,347.85200,-101.77300,246.07900,3.96400,3.96400,-129.23500,-141.93900,-21.13100,39.60000,8.23200,-129.23500
2015-12-31,-28.216,93.379,275.916,369.295,-0.691,14.224,-13.601,-33.849,-13.328,327.751,-257.342,0,8.804,-248.538,-1.958,259.068,257.1099,6.83,6.83,-128.699,-155.215,-19.974,59.248,2.703,-128.699
2015-09-30,160.838,88.299,47.308,135.607,98.622,7.829,-55.423,20.313,64.712,361.157,-298.388,0,11.979,-286.409,490.69,-583.212,-92.522,3.541,3.541,-128.082,-45.073,-262.136,-187.822,5.848,-128.082
2015-06-30,150.88,86.987,54.487,141.474,-75.18,68.554,-10.221,7.819,2.296,294.65,-285.028,0,-36.969,-321.997,-1.927,45.009,43.082,6.502,6.502,-126.363,90.679,13.9,-13.218,2.241,-126.363
2015-03-31,95.69300,85.95500,44.42600,130.38100,134.30000,-84.55700,-125.89800,-109.53100,-186.80400,39.27000,-343.72900,,9.95400,-333.77500,796.94800,-229.82100,567.12700,3.79600,3.79600,-126.05300,-83.91900,360.95100,66.59900,5.64300,-126.05300
2014-12-31,201.565,80.555,58.925,139.48,224.958,204.211,-306.807,-50.375,74.026,415.071,-569.335,-800.934,-3.818,-1374.087,-1.911,1055.296,1053.385,6.242,6.242,-122.766,43.366,980.227,21.409,2.867,-122.766
2014-09-30,114.281,74.588,118.665,193.253,139.051,-3.229,-107.76,5.026,26.698,334.232,-380.116,0,8.476,-371.64,-1.913,0,-1.9131,3.742,3.742,-121.367,-50.109,-169.647,-207.157,6.071,-121.367
2014-06-30,140.751,72.127,62.138,134.265,-95.276,-103.966,-31.243,1.393,-229.092,45.924,-392.45,0,11.288,-381.162,-1.922,-125,-126.9219,6.146,6.146,-116.409,721.239,484.054,148.333,12.838,-116.409
2014-03-31,206.51100,78.76800,16.69200,95.46000,112.78000,63.84400,27.81700,-16.02900,188.41200,490.38300,-429.43200,-14.00000,4.09800,-439.33400,648.06100,-439.46200,208.59900,3.02000,3.02000,-83.27500,-118.47900,9.86500,64.66200,4.45000,-83.27500
2013-12-31,184.063,108.034,93.339,201.373,-372.186,247.136,82.333,-40.596,-112.215,273.221,-646.833,-90,-24.507,-761.34,-2.066,2.133,0.067,12.064,12.064,-78.393,-75.83,-142.092,-628.721,18.56,-78.393
2013-09-30,147.698,94.267,60.315,154.582,-8.256,-229.217,146.697,-24.961,-69.015,233.265,-539.135,-304.889,6.933,-837.091,1245.908,-271.671,974.237,2.536,2.536,-78.367,451.263,1349.669,746.954,8.616,-78.367
2013-06-30,79.495,91.855,115.854,207.709,99.68,-132.523,39.736,38.817,29.579,316.783,-558.531,0,9.738,-548.793,-1.913,282.75,280.837,3.171,3.171,-74.201,-88.063,121.744,-107.647,2.262,-74.201
2013-03-31,165.70500,90.22100,71.14800,161.36900,90.95300,214.54100,-103.69000,-71.66800,144.42400,471.49800,-498.46900,,3.66200,-494.80700,-1.97500,-265.92000,-267.89500,2.83100,2.83100,-73.78100,-77.51700,-416.36200,-442.04300,16.75600,-73.78100
2012-12-31,195.875,86.415,42.501,128.916,-365.124,127.705,125.502,8.262,-103.655,221.136,-616.923,0,1.308,-615.615,-2.213,140.423,138.21,8.901,8.901,-67.526,-80.313,-0.728,-392.534,0.722,-67.526
2012-09-30,164.988,81.434,70.098,151.532,-190.703,-82.917,247.523,-180.174,-206.271,110.249,-458.121,0.938,-2.95,-460.133,1291.958,80.816,1372.774,2.477,2.477,-67.671,-93.791,1213.789,863.905,19.042,-67.671
2012-06-30,149.205,84.586,72.093,156.679,360.64,-262.672,-227.332,50.005,-79.359,226.525,-430.953,0,6.901,-424.052,-353.091,176.174,-176.917,-147.637,-147.637,-63.397,-80.794,-468.745,-666.272,11.92,-63.397
2012-03-31,233.46200,93.67200,72.89700,166.56900,180.41300,251.22700,-176.67400,-228.91200,26.05400,426.08500,-347.91600,32.00800,1.50900,-314.39900,696.57500,-422.22500,274.35000,2.22800,2.22800,-63.37500,381.49100,594.69400,715.23900,5.00800,-63.37500
2011-12-31,264.752,78.087,94.061,172.148,-250.492,38.87,103.022,-1.753,-110.353,326.547,-473.42,0,-1.319,-474.739,-3.157,191.982,188.8251,10.764,10.764,-57.683,-67.309,74.597,-83.659,27.074,-57.683
2011-09-30,160.88,75.986,101.022,177.008,-14.481,-107.785,19.798,-81.4,-183.868,154.02,-338.3751,0,-49.623,-387.998,-93.0891,123.367,30.2779,2.219,2.219,-57.981,-69.704,-95.188,-322.567,9.682,-57.981
2011-06-30,134.766,78.824,75.456,154.28,155.702,-166.502,57.644,-108.072,-61.228,227.818,-328.8449,0,9.441,-319.404,-403.179,526.633,123.454,-300.209,-300.209,-55.705,-68.467,-300.927,-404.393,21.713,-55.705
2011-03-31,199.34600,79.39100,55.17200,134.56300,53.41000,301.26200,-77.84300,37.04300,313.87200,647.78100,-194.13900,,4.65400,-189.48500,1067.31300,-556.85500,510.45800,5.02400,5.02400,-55.65100,-79.07500,380.75600,846.23100,7.90200,-55.65100
2010-12-31,147.935,76.717,48.579,125.296,-474.672,-5.849,319.402,-38.101,-199.22,74.011,-222.291,0,8.487,-213.804,-3.067,230.47,227.403,11.553,11.553,-51.116,-67.496,120.344,-21.66,8.423,-51.116
2010-09-30,120.301,77.233,43.457,120.69,35.604,-160.491,44.228,8.572,-72.087,168.904,247.784,0,1.549,249.333,-3.105,-353.615,-356.72,1.473,1.473,-48.954,-66.804,-471.005,-52.768,5.744,-48.954
2010-06-30,86.374,75.511,28.925,104.436,295.615,-175.687,-138.526,-139.802,-158.4,32.41,-111.623,0,8.114,-103.509,-253.21,370,116.79,3.221,3.221,-46.771,-66.323,6.917,-64.182,5.639,-46.771
2010-03-31,186.72000,77.85600,25.30800,103.16400,235.92200,177.30500,-268.98700,124.59300,268.83300,558.71700,-67.71000,,1.33400,-66.37600,-3.33300,-571.87000,-575.20300,4.65800,4.65800,-46.70100,262.93900,-354.30700,138.03400,4.56600,-46.70100
2009-12-31,143.997,73.298,133.5,206.798,-714.376,74.276,501.413,-30.351,-169.038,181.757,-176.013,0,9.778,-166.235,-3.469,57.87,54.401,10.576,10.576,-44.307,-58.973,-38.303,-7.223,7.915,-44.307
2009-09-30,102.308,72.318,31.983,104.301,40.509,-92.873,-23.01,63.85,-11.5241,195.085,-206.679,0,-17.309,-241.381,-3.536,134.09,130.554,2.395,2.395,-44.265,-37.246,51.438,5.142,6.682,-44.265
2009-06-30,81.35,71.249,7.302,78.551,240.461,-119.145,-13.112,55.512,125.0931,284.994,-155.627,0,0,-141.596,-3.933,-296.79,-300.723,1.83,1.83,-42.122,167.902,-173.113,-29.715,4.378,-42.122
2009-03-31,163.54900,72.12600,21.27300,93.39900,251.98000,404.41600,-311.25200,150.14300,533.91000,790.85800,-241.94400,,,-238.58200,394.28800,-1283.30000,-889.01200,2.26200,2.26200,-42.08000,-56.75100,-985.58100,-433.30500,4.17300,-42.08000
