,net-income-loss,total-depreciation-amortization-cash-flow,other-non-cash-items,total-non-cash-items,change-in-accounts-receivable,change-in-inventories,change-in-assets-liabilities,total-change-in-assets-liabilities,cash-flow-from-operating-activities,net-change-in-property-plant-equipment,net-acquisitions-divestitures,net-change-in-long-term-investments,net-change-in-investments-total,investing-activities-other,cash-flow-from-investing-activities,net-long-term-debt,net-current-debt,debt-issuance-retirement-net-total,net-common-equity-issued-repurchased,net-total-equity-issued-repurchased,total-common-preferred-stock-dividends-paid,financial-activities-other,cash-flow-from-financial-activities,net-cash-flow,stock-based-compensation,common-stock-dividends-paid
2019-09-30,220.749,55.262,14.843,70.105,0,0,28.086,28.086,329.636,-18.247,-114.651,0,0,-0.843,-133.741,0,2.591,2.591,13.524,13.524,-31.883,-0.636,-16.404,167.464,13.558,-31.883
2019-06-30,215.503,57.173,2.114,59.287,0,0,-26.523,-26.523,246.321,-21.861,0,0,0,0,-21.861,0,-4.516,-4.516,14.716,14.716,-31.849,-4.008,-25.657,199.847,8.325,-31.849
2019-03-31,204.26800,57.50000,18.41000,75.91000,,,-84.16700,-84.16700,196.25700,-21.41700,0.76500,,,2.90200,-17.75000,100.00000,-256.28600,-156.28600,24.79200,24.79200,-31.76600,-2.60500,-165.86500,14.09000,7.12100,-31.76600
2018-12-31,211.52,53.583,-63.635,-10.052,-13.383,-59.472,132.691,96.383,296.163,-34.588,-751.204,0,0,0.001,-785.791,495.05,257.428,752.478,-362.284,-362.284,-31.884,-28.042,330.268,-164.746,7.215,-31.884
2018-09-30,191.213,48.13,6.515,54.645,0,0,9.649,9.649,248.813,-18.923,-0.887,0,0,-2.715,-22.525,-240,0.965,-239.035,10.37,10.37,-32.374,-0.641,-261.68,-38.972,7.145,-32.374
2018-06-30,193.86,48.943,-5.817,43.126,0,0,-37.337,-37.337,203.14,-16.295,-132.563,0,0,0.704,-148.154,0,-0.044,-0.044,4.781,4.781,-32.351,-0.879,-28.493,0.917,7.384,-32.351
2018-03-31,181.34000,48.83400,11.63400,60.46800,,,-62.18900,-62.18900,177.40200,-12.27000,-242.08100,,,0.77700,-253.57400,,,,9.47600,9.47600,-32.30200,-4.22900,-27.05500,-89.52400,5.57100,-32.30200
2017-12-31,238.532,52.222,-108.678,-56.456,-24.581,-6.087,-16.434,77.297,252.865,-29.444,-33.949,0,0,0.001,-63.392,-270,-0.015,-270.015,4.565,4.565,-20.732,0,-286.182,-90.115,5.402,-20.732
2017-09-30,153.531,44.621,24.792,69.413,0,0,15.817,15.817,238.986,-17.966,2.239,0,0,-0.001,-15.728,0,-2.785,-2.785,3.693,3.693,-20.703,0,-19.795,219.932,5.576,-20.703
2017-06-30,150.481,43.843,2.521,46.364,0,0,1.894,1.894,198.964,-14.279,-184.091,0,0,-0.075,-198.445,0,-65.71,-65.71,11.309,11.309,-20.677,0,-75.078,-53.75,8.785,-20.677
2017-03-31,138.92600,42.54100,-40.75800,1.78300,,,1.51000,1.51000,142.44400,-13.38500,-334.54300,,,-0.32400,-348.25200,,58.89400,58.89400,13.61300,13.61300,-20.62300,,51.88400,-147.02600,5.32800,-20.62300
2016-12-31,109.108,56.748,-1.872,54.876,14.773,38.666,23.13,79.226,247.318,-22.783,-29.611,0,0,0,-52.394,772.176,-552.774,219.402,-97.674,-97.674,-20.562,-2.724,98.442,271.79,5.637,-20.562
2016-09-30,130.687,42.031,-2.888,39.143,0,0,-1.097,-1.097,168.958,-15.246,-66.508,0,0,0,-81.754,0,15.199,15.199,-93.21,-93.21,-20.749,0.865,-97.895,-10.726,5.358,-20.749
2016-06-30,138.193,40.851,4.655,45.506,0,0,5.516,5.516,188.94,-14.136,1.143,0,0,0.5,-12.493,0,-61.432,-61.432,-12.979,-12.979,-20.95,2.23,-93.131,69.255,5.956,-20.95
2016-03-31,134.17000,40.08600,8.98500,49.07100,,,-31.84700,-31.84700,151.61900,-11.11500,-294.61100,,,,-305.72600,,283.33300,283.33300,-114.65500,-114.65500,-21.00600,1.96600,149.63800,5.93500,5.07900,-21.00600
2015-12-31,136.841,39.429,14.879,54.308,-6.995,-12.007,51.825,12.774,199.398,-23.79,0,0,0,0.129,-23.661,-35.117,66.53,31.413,-126.592,-126.592,-21.327,0.661,-115.845,52.971,6.083,-21.327
2015-09-30,156.398,37.714,-3.546,34.168,0,0,-3.037,-3.037,187.754,-19.306,-157.66,0,0,-0.132,-177.098,3.56,257.121,260.681,-243.378,-243.378,-21.318,1.101,-2.914,1.446,5.6,-21.318
2015-06-30,155.513,37.057,10.847,47.904,0,0,-40.042,-40.042,163.462,-11.615,-198.385,0,0,-0.426,-210.426,50,-72.186,-22.186,-13.707,-13.707,-21.701,12.634,-44.96,-79.999,7.217,-21.701
2015-03-31,142.10700,35.26000,-47.17500,-11.91500,,,-8.49100,-8.49100,121.92600,-14.37200,,,,,-14.37200,-0.45000,-24.70400,-25.15400,-12.53100,-12.53100,-21.64200,6.08200,-53.24500,28.97200,4.86200,-21.64200
2014-12-31,152,35.784,22.595,58.379,-35.258,11.626,41.587,-0.698,213.308,-24.048,0,0,0,-0.001,-24.049,-0.381,90.448,90.067,-239.648,-239.648,-21.825,1.61,-169.796,8.002,4.816,-21.825
2014-09-30,141.811,36.621,3.857,40.478,0,0,14.101,14.101,196.615,-17.991,-114.014,0,0,0.146,-131.859,499.688,-444.085,55.603,1.261,1.261,-22.04,0.98,35.804,86.842,4.747,-22.04
2014-06-30,150.063,32.929,4.835,37.764,0,0,-33.087,-33.087,155.078,-14.828,-297.194,0,0,-0.118,-312.14,0,187.658,187.658,4.67,4.67,-22.024,2.741,173.045,17.436,6.142,-22.024
2014-03-31,140.58600,33.25000,2.56500,35.81500,,,-13.73400,-13.73400,160.96100,-14.46000,-161.48900,,,2.36400,-173.58500,-0.22100,-6.51600,-6.73700,3.92700,3.92700,-14.66200,2.55800,-14.91400,-29.86800,4.16600,-14.66200
2013-12-31,135.668,31.716,8.992,40.708,5.247,-1.79,23.434,34.842,209.552,-26.167,-250.337,0,0,-0.34,-276.844,-0.131,110.022,109.891,5.83,5.83,-14.646,3.324,104.399,40.325,5.065,-14.646
2013-09-30,127.864,29.545,-11.731,17.814,0,0,20.453,20.453,166.131,-15.534,-151.179,0,0,0.405,-166.308,0.043,39.268,39.311,9.241,9.241,-14.604,5.446,39.394,47.264,5.018,-14.604
2013-06-30,128.321,28.558,3.911,32.469,0,0,-32.632,-32.632,128.158,-10.692,0,0,0,0.51,-10.182,0.829,-82.008,-81.179,5.383,5.383,-14.588,2.554,-87.83,30.279,4.738,-14.588
2013-03-31,125.14600,28.83800,4.38700,33.22500,,,-1.55300,-1.55300,156.81800,-10.92100,,,,3.92200,-6.99900,-0.48600,-112.46800,-112.95400,-3.58700,-3.58700,-14.56700,4.86100,-126.24700,19.35100,6.77000,-14.56700
2012-12-31,119.898,27.626,8.307,35.933,-4.225,29.555,17.777,32.803,193.29,-24.171,-249.89,0,0,0.722,-273.339,-0.561,77.608,77.047,7.925,7.925,-14.527,2.651,73.096,-4.867,4.809,-14.527
2012-09-30,115.397,27.11,0.812,27.922,0,0,19.221,19.221,162.54,-12.741,0,0,0,0.001,-12.74,-0.76,-146.731,-147.491,5.868,5.868,-14.501,2.298,-153.826,-0.744,4.362,-14.501
2012-06-30,113.687,25.746,13.122,38.868,0,0,-36.806,-36.806,115.749,-12.117,-318.429,0,0,-3.643,-334.189,-0.048,161.964,161.916,13.742,13.742,-14.467,6.885,168.076,-55.709,6.155,-14.467
2012-03-31,110.15000,24.98900,-3.59700,21.39200,,,9.34300,9.34300,140.88500,-8.39800,-179.35600,,,4.29100,-183.46300,-0.17000,86.58500,86.41500,7.23000,7.23000,-9.58800,3.13600,87.19300,48.91200,4.05800,-9.58800
2011-12-31,101.907,24.005,12.567,36.572,-12.45,-11.923,6.143,9.823,152.726,-18.406,-291.935,0,0,0.954,-309.387,58.299,98.067,156.366,-38.131,-38.131,-9.566,1.402,110.071,-47.882,3.791,-9.566
2011-09-30,97.978,21.267,-1.682,19.585,0,0,19.481,19.481,137.044,-11.851,0,0,0,0.809,-11.042,-0.154,-87.078,-87.232,0.194,0.194,-9.635,2.805,-93.868,21.681,4.081,-9.635
2011-06-30,94.144,21.406,11.439,32.845,0,0,-11.834,-11.834,115.155,-10.188,-183,0,0,0.701,-192.487,0,125.06,125.06,-6.279,-6.279,-9.606,7.879,117.054,41.584,9.943,-9.606
2011-03-31,90.43500,19.85400,6.59100,26.44500,,,-13.24000,-13.24000,103.64000,-10.37100,0.49400,,,-3.66000,-13.53700,-0.62700,-94.49900,-95.12600,2.31600,2.31600,-9.55900,0.97000,-101.39900,-8.19900,4.33200,-9.55900
2010-12-31,81.239,20.783,2.087,22.87,-43.179,7.334,-18.758,23.17,128.339,-16.737,-164.932,0,0,7.179,-174.49,0,65.305,65.305,13.231,13.231,-9.551,5.441,74.426,28.191,4.249,-9.551
2010-09-30,77.357,18.453,5.021,23.474,0,0,13.461,13.461,114.292,-9.758,-281,0,0,-0.254,-291.012,46.92,30.008,76.928,3.354,3.354,-6.331,0.962,74.913,-95.776,4.351,-6.331
2010-06-30,67.391,16.873,2.629,19.502,0,0,1.626,1.626,88.519,-6.877,-89.428,0,0,4.02,-92.285,0,-2.152,-2.152,-8.817,-8.817,-6.324,1.003,-16.29,-24.839,4.395,-6.324
2010-03-31,57.94500,16.78700,7.07800,23.86500,,,10.05300,10.05300,91.86300,-5.81100,-3.22500,,,,-9.03600,,-0.79700,-0.79700,-64.85900,-64.85900,-6.34800,1.58400,-70.42000,9.27600,3.60100,-6.34800
2009-12-31,51.884,17.184,8.19,25.374,87.146,83.622,-60.015,19.131,108.724,-11.593,-31.725,-0.638,-0.638,1.825,-42.131,-16.853,0.343,-16.51,1.834,1.834,-6.417,0.346,-20.747,45.393,3.695,-6.417
2009-09-30,43.018,16.639,2.531,19.17,0,0,9.318,9.318,71.699,-6.282,-2.785,0,0,-0.256,-9.323,1.466,-1.353,0.113,3.839,3.839,-6.398,2.023,-0.423,63.561,3.534,-6.398
2009-06-30,51.813,15.036,-12.486,2.55,0,0,19.256,19.256,73.858,-9.081,-0.196,0,0,-1.294,-10.571,-62.016,-4.671,-66.687,4.265,4.265,-6.358,1.483,-67.297,1.65,3.558,-6.358
2009-03-31,59.05500,16.64100,-0.09200,16.54900,,,34.78600,34.78600,110.39000,-6.10600,-38.21300,,,,-44.31900,-1.94800,-7.33200,-9.28000,1.39000,1.39000,-6.40600,0.24400,-14.05200,48.77200,2.71500,-6.40600
