,net-income-loss,total-depreciation-amortization-cash-flow,other-non-cash-items,total-non-cash-items,change-in-accounts-receivable,change-in-inventories,change-in-assets-liabilities,total-change-in-assets-liabilities,cash-flow-from-operating-activities,net-change-in-property-plant-equipment,net-acquisitions-divestitures,net-change-in-short-term-investments,net-change-in-long-term-investments,net-change-in-investments-total,investing-activities-other,cash-flow-from-investing-activities,net-long-term-debt,net-current-debt,debt-issuance-retirement-net-total,net-common-equity-issued-repurchased,net-total-equity-issued-repurchased,total-common-preferred-stock-dividends-paid,financial-activities-other,cash-flow-from-financial-activities,net-cash-flow,stock-based-compensation,common-stock-dividends-paid
2019-11-30,671.183,22.009,148.416,170.425,-215.735,986.685,-529.418,342.442,1184.05,3.789,0,0,-350.743,-350.743,405.907,58.953,-186.791,-533.448,-720.239,-103.647,-103.647,-12.678,-7.61,-844.174,398.829,21.502,-12.678
2019-08-31,512.643,16.33,72.025,88.355,-14.064,-108.906,173.156,127.185,728.183,32.577,0,0,159.999,159.999,-140.347,52.229,-920.164,515.184,-404.98,-318.339,-318.339,-12.899,4.599,-731.619,48.793,34.048,-12.899
2019-05-31,418.869,16.337,90.547,106.884,147.372,-428.101,-345.62,-431.22,94.533,-16.161,24.446,0,-90.223,-90.223,68.34,-13.598,-12.53,-31.529,-44.059,-52.059,-52.059,-13.017,-13.318,-122.453,-41.518,14.491,-13.017
2019-02-28,239.42400,11.31400,85.42100,96.73500,394.68200,-1073.32200,205.73500,-860.58200,-524.42300,-27.39500,,,-124.75200,-124.75200,74.15900,-77.98800,-82.53100,216.34500,133.81400,-48.53600,-48.53600,-12.86000,-3.39600,69.02200,-533.38900,16.89900,-12.86000
2018-11-30,798.227,18.673,-138.502,-119.829,-417.842,589.146,44.189,286.932,965.33,-100.463,0.063,0,709.647,709.647,-184.327,424.92,-55.76,-549.037,-604.797,-250.471,-250.471,-13.174,-9.374,-877.816,512.434,17.017,-13.174
2018-08-31,467.62,19.518,262.855,282.373,-57.589,-316.103,100.294,-43.09,706.903,-15.519,-0.381,0,-84.324,-84.324,32.664,-67.56,-844.236,166.327,-677.909,-20.959,-20.959,-13.205,-40.079,-752.152,-112.809,21.918,-13.205
2018-05-31,314.849,9.836,46.528,56.364,66.654,139.812,-560.01,-196.17,175.043,8.273,-1.193,0,-129.5,-129.5,175.098,52.678,-263.736,227.221,-36.515,0.013,0.013,-13.163,-65.919,-115.584,112.137,15.954,-13.163
2018-02-28,136.81700,19.61000,-90.90900,-71.29900,-22.40600,-548.72500,396.40900,-221.04700,-155.52900,-22.73000,-1076.77100,,72.70500,72.70500,22.80400,-1003.99200,-82.74100,-299.21100,-381.95200,-25.35500,-25.35500,-9.61700,-33.42500,-450.34900,-1609.87000,17.76600,-9.61700
2017-11-30,297.782,23.65,181.813,205.463,-72.264,241.091,-231.226,151.416,654.661,-117.618,93.598,0,339.64,339.64,-203.149,112.471,564.7989,334.266,899.0649,0.077,0.077,-9.427,166.546,1056.261,1823.393,18.053,-9.427
2017-08-31,243.59,19.509,23.788,43.297,308.558,-247.402,-59.747,200.585,487.472,-2.633,-0.296,0,-100.65,-100.65,19.564,-84.015,-681.2829,174.539,-506.7438,-27.021,-27.021,-9.403,-6.531,-549.699,-146.242,18.486,-9.403
2017-05-31,200.708,19.602,109.579,129.181,-247.897,-53.472,-222.342,-568.972,-239.083,10.048,-14.931,0,-161.972,-161.972,59.401,-107.454,686.194,-250.909,435.2849,0.594,0.594,-9.378,-25.056,401.445,54.908,12.312,-9.378
2017-02-28,29.67400,14.87500,19.65300,34.52800,264.71400,-601.71100,363.18000,15.12200,79.32400,-1.57000,-596.17200,,-210.33000,-210.33000,41.99000,-766.08200,588.18200,-257.89600,330.28600,0.01600,0.01600,-9.40000,-34.61300,286.28900,-400.46900,12.50500,-9.40000
2016-11-30,310.47,17.152,100.684,117.836,-300.952,388.681,-50.675,82.5779,510.884,-80.143,97.871,0,-21.79,-21.79,34.9,30.838,-1.4409,12.325,10.8841,-0.031,-0.031,-9.102,-30.039,-28.288,513.434,20.888,-9.102
2016-08-31,233.131,16.88,39.024,55.904,-195.976,-23.429,28.111,-116.7329,172.302,24.796,-0.125,0,210.192,210.192,-201.911,32.952,-263.394,92.881,-170.513,-0.023,-0.023,-9.031,-25.069,-204.636,0.618,12.362,-9.031
2016-05-31,224.038,15.952,24.781,40.733,-26.369,-191.701,-158.009,-224.266,40.505,2.393,0,0,-114.505,-114.505,29.071,-83.041,461.545,-209.973,251.572,-0.158,-0.158,-8.639,-105.221,137.554,95.018,11.124,-8.639
2016-02-29,145.45200,14.85400,50.44900,65.30300,262.45300,-677.07800,238.44900,-426.64200,-215.88700,1.80300,-0.60000,,-128.63000,-128.63000,60.84100,-66.58600,-53.05200,104.76700,51.71500,-0.21900,-0.21900,-8.55200,-198.45700,-155.51300,-437.98600,11.14200,-8.55200
2015-11-30,292.662,17.983,-5.951,12.032,-130.577,157.199,161.25,364.074,668.768,36.299,0,2.03,126.992,129.022,-248.033,-82.712,720.1661,-869.015,-148.8489,-0.056,-0.056,-8.427,-75.573,-232.905,353.151,11.674,-8.427
2015-08-31,225.037,17.023,-0.334,16.689,28.854,-165.315,-219.731,-335.607,-93.881,78.37,0,0,7.359,7.359,-94.074,-8.345,-704.799,919.015,214.216,-22.167,-22.167,-8.347,-196.339,-12.637,-114.863,11.549,-8.347
2015-05-31,184.584,14.811,-12.985,1.826,-195.379,-397.569,-96.405,-450.679,-264.269,23.894,0,0,11.52,11.52,24.444,59.858,610.449,-270.319,340.13,0.399,0.399,-8.21,-26.181,306.138,101.727,10.399,-8.21
2015-02-28,116.91700,13.72300,30.45000,44.17300,210.67000,-721.22200,-171.13100,-891.35400,-730.26400,-0.89100,,,-85.71300,-85.71300,19.41000,-67.19400,171.70800,220.31900,392.02700,8.04100,8.04100,-8.20800,-57.78600,334.07400,-463.38400,10.25100,-8.20800
2014-11-30,252.671,16.628,6.927,23.555,-171.523,94.973,-263.802,-166.213,110.013,303.451,0,0.037,248.863,248.9,-356.447,195.904,261.7749,-65.404,196.3709,-8.275,-8.275,-8.21,-37.502,142.384,448.301,12.128,-8.21
2014-08-31,173.44,16.079,-20.969,-4.89,121.593,-426.223,-126.658,-345.355,-176.805,-4.203,-0.681,0,1.942,1.942,57.491,54.549,-10.869,65.404,54.535,-11.286,-11.286,-8.21,-39.509,-4.47,-126.726,11.299,-8.21
2014-05-31,122.617,14.077,76.16,90.237,-132.152,-542.52,-5.345,-539.943,-327.089,-4.681,-4.808,0,73.018,73.018,49.107,112.636,339.918,0,339.918,0.316,0.316,-8.186,-31.654,300.394,85.941,8.55,-8.186
2014-02-28,79.96500,13.14500,43.38400,56.52900,69.08100,-493.64500,-32.47800,-531.10100,-394.60700,-3.53100,,,-21.00600,-21.00600,99.80700,75.27000,257.01200,,257.01200,12.42000,12.42000,-8.16900,-38.13300,223.13000,-96.20700,8.74100,-8.16900
2013-11-30,183.016,14.522,66.779,81.301,-94.523,-314.554,309.208,-54.292,210.025,376.584,-5.623,-21.527,237.154,215.627,-331.383,255.205,151.768,-170.102,-18.334,-11.96,-11.96,-7.77,-28.431,-66.495,398.735,10.162,-7.77
2013-08-31,122.154,14.317,44.327,58.644,9.469,-480.842,-236.559,-588.628,-407.83,-1.952,0,0,-19.125,-19.125,53.109,32.032,-98.367,170.102,71.735,4.217,4.217,-7.752,-12.309,55.891,-319.907,10.333,-7.752
2013-05-31,142.798,13.134,-1.683,11.451,22.586,-484.566,-38.646,-442.666,-288.417,-1.718,0,0,2.101,2.101,141.583,141.966,-34.963,0,-34.963,7.869,7.869,-7.697,-169.197,-203.988,-350.439,6.708,-7.697
2013-02-28,56.95800,11.87300,-7.77700,4.09600,-0.24000,-347.17400,5.97600,-382.54600,-321.49200,-1.26100,,,219.45300,219.45300,41.85400,260.04600,-6.01800,,-6.01800,21.66800,21.66800,-7.69300,-15.13800,-7.18100,-68.62700,6.48600,-7.69300
2012-11-30,123.52,13.056,-2.383,10.673,-31.579,-91.165,-11.404,-68.334,65.859,184.262,0,0,-189.087,-189.087,9.166,4.341,353.065,47.86,400.925,-1.298,-1.298,-7.639,3.397,395.385,465.585,7.564,-7.639
2012-08-31,71.411,13.234,19.642,32.876,-25.951,-379.418,-4.336,-380.987,-276.7,-3.591,0,0,-15.988,-15.988,82.333,62.754,267.232,0,267.232,4.249,4.249,-7.623,-34.136,229.722,15.776,8.249,-7.623
2012-05-31,454.424,10.24,-386.86,-376.62,-26.772,-154.091,-15.05,-159.167,-81.363,-0.75,0,0,-8.394,-8.394,30.634,21.49,-15.884,0,-15.884,1.313,1.313,-7.57,-11.51,-33.651,-93.524,7.771,-7.57
2012-02-29,7.97700,13.00100,-10.24200,2.75900,101.67200,-141.29300,-0.41000,-143.18000,-132.44400,1.14000,,,116.00200,116.00200,39.56400,156.70600,-262.88700,,-262.88700,10.76100,10.76100,-7.56200,-5.27200,-264.96000,-240.69800,8.16100,-7.56200
2011-11-30,25.471,17.202,19.469,36.671,-142.891,-25.259,-4.567,-205.694,-143.552,-6.629,0,0,-4.673,-4.673,36.777,25.475,242.717,138.456,381.173,-4.491,-4.491,-7.481,-14.851,354.35,236.273,7.827,-7.481
2011-08-31,23.5,8.888,13.866,22.754,-9.15,-98.619,-66.194,-166.446,-120.192,-2,0,0,-83.024,-83.024,18.959,-66.065,5.859,0,5.859,0.675,0.675,-7.479,-16.921,-17.866,-204.123,4.714,-7.479
2011-05-31,24.847,8.223,4.843,13.066,-23.911,-5.81,-27.628,-42.979,-5.066,-1.315,0,0,-80.933,-80.933,-11.18,-93.428,33.424,0,33.424,0.089,0.089,-7.477,-2.674,23.362,-75.132,4.776,-7.477
2011-02-28,38.72600,7.82800,-3.52600,4.30200,43.69400,29.34100,-10.63700,-33.35300,9.67500,0.00800,,,-57.01000,-57.01000,54.86600,-2.13600,-177.10200,,-177.10200,4.75400,4.75400,-7.46900,-15.27100,-195.08800,-187.54900,6.73000,-7.46900
2010-11-30,42.518,7.186,12.893,20.079,-7.268,59.33,14.812,22.544,85.141,-4.459,0,0,-236.308,-236.308,124.556,-116.211,352.543,54.121,406.664,0.469,0.469,-7.398,-12.064,387.671,356.601,11.08,-7.398
2010-08-31,38.83,5.365,10.4,15.765,-41.33,-119.663,0.458,-140.182,-85.587,0.339,0,0,-135.539,-135.539,21.234,-113.966,-5.585,0,-5.585,0.003,0.003,-7.392,-7.004,-19.978,-219.531,5.356,-7.392
2010-05-31,46.584,4.243,21.623,25.866,203.399,-69.274,3.211,112.808,185.258,0.978,0,0,-61.547,-61.547,41.484,-19.085,199.784,0,199.784,0.643,0.643,-7.401,-15.338,177.688,343.861,5.341,-7.401
2010-02-28,-7.47300,3.28600,15.16200,18.44800,185.64300,-49.77000,14.92500,78.44100,89.41600,-1.92000,,,-267.58100,-267.58100,-154.60800,-424.10900,-187.40200,,-187.40200,-0.68300,-0.68300,-7.38600,-14.07000,-209.54100,-544.23400,6.29800,-7.38600
2009-11-30,17.693,6.224,282.512,288.736,-399.207,122.382,-14.303,-272.502,33.927,1.161,0,0,-17.481,-17.481,-24.221,-40.541,4.273,-8.226,-3.953,-0.124,-0.124,-7.328,-7.595,-19,-25.614,8.429,-7.328
2009-08-31,-174.384,4.26,134.64,138.9,46.223,124.694,3.534,169.671,134.187,-0.183,0,0,-156.994,-156.994,20.514,-136.663,-169.287,0,-169.287,97.29,97.29,-7.004,-14.802,-93.803,-96.279,6.371,-7.004
2009-05-31,-131.705,5.107,117.537,122.644,16.637,180.931,4.262,181.595,172.534,-0.747,0,0,-93.886,-93.886,53.436,-41.197,126.466,0,126.466,123.391,123.391,-6.844,-10.125,232.888,364.225,7.872,-6.844
2009-02-28,-157.66300,6.05000,100.07200,106.12200,218.47300,5.45400,-2.68400,131.73600,80.19500,0.09800,,,-7.08800,-7.08800,-49.72900,-56.71900,-1.43600,,-1.43600,-0.68600,-0.68600,-6.41200,-3.25800,-11.79200,11.68400,7.72000,-6.41200
