,net-income-loss,total-depreciation-amortization-cash-flow,other-non-cash-items,total-non-cash-items,change-in-accounts-receivable,change-in-inventories,change-in-accounts-payable,change-in-assets-liabilities,total-change-in-assets-liabilities,cash-flow-from-operating-activities,net-change-in-property-plant-equipment,net-acquisitions-divestitures,net-change-in-short-term-investments,net-change-in-long-term-investments,net-change-in-investments-total,investing-activities-other,cash-flow-from-investing-activities,net-long-term-debt,net-current-debt,debt-issuance-retirement-net-total,net-common-equity-issued-repurchased,net-total-equity-issued-repurchased,total-common-preferred-stock-dividends-paid,financial-activities-other,cash-flow-from-financial-activities,net-cash-flow,stock-based-compensation,common-stock-dividends-paid
2020-06-30,2986,1102,17,1119,482,462,-257,2327,3014,7119,-448,-155,247,-978,-731,1,-1333,-8,-255,-263,12,12,-663,-64,-978,4808,83,-663
2020-03-31,2012.00000,1086.00000,61.00000,1147.00000,-2715.00000,541.00000,1928.00000,392.00000,146.00000,3305.00000,-742.00000,-613.00000,-247.00000,,-247.00000,5.00000,-1597.00000,2938.00000,255.00000,3193.00000,154.00000,154.00000,-652.00000,-20.00000,2675.00000,4383.00000,96.00000,-652.00000
2019-12-31,1744,1096,-254,842,154,-1488,1220,162,48,2634,-567,-83,-1523,1433,-90,31,-709,292,-1070,-778,27,27,-651,158,-1244,681,98,-651
2019-09-30,1529,1092,417,1509,-1631,-526,1413,634,-110,2928,-601,-111,-9797,9678,-119,2,-829,-2993,625,-2368,72,72,-646,-26,-2968,-869,129,-646
2019-06-30,1931,1072,-83,989,1308,-62,939,233,2418,5338,-573,-126,3847,-4062,-215,4,-910,-1017,-2560,-3577,10,10,-657,-34,-4258,170,112,-657
2019-03-31,1427.00000,1111.00000,267.00000,1378.00000,-1989.00000,1001.00000,-22.00000,153.00000,-857.00000,1948.00000,-716.00000,-124.00000,-61.00000,,-61.00000,10.00000,-891.00000,-882.00000,2285.00000,1403.00000,101.00000,101.00000,-649.00000,-39.00000,816.00000,1873.00000,114.00000,-649.00000
2018-12-31,-421,3035,238,3273,586,-1625,490,176,-373,2479,-585,-41503,97,82,179,10,-41899,1711,720,2431,28,28,-510,-57,1892,-37532,108,-510
2018-09-30,1390,620,106,726,-666,103,794,-1250,-1019,1097,-540,-60,-81,43,-38,4,-634,-2265,0,-2265,84,84,-510,-2,-2693,-2230,62,-510
2018-06-30,-2563,4568,245,4813,-202,-95,1223,-242,684,2934,-430,-203,7,0,7,5,-621,0,0,0,23,23,-510,-33,-520,1793,55,-510
2018-03-31,998.00000,644.00000,117.00000,761.00000,-857.00000,464.00000,-178.00000,1167.00000,596.00000,2355.00000,-482.00000,372.00000,-23.00000,,-23.00000,2.00000,-131.00000,39375.00000,-1276.00000,38099.00000,107.00000,107.00000,-508.00000,442.00000,38140.00000,40364.00000,55.00000,-508.00000
2017-12-31,3287,668,-1491,-823,-661,-1134,1380,-515,-2600,-136,-526,-720,0,-97,-97,33,-1310,0,1166,1166,15,15,-510,-1,670,-775,61,-510
2017-09-30,1285,615,502,1117,-166,128,150,-228,209,2611,-517,-186,-16,21,5,265,-433,0,-990,-990,-275,-275,-511,-10,-1786,392,65,-511
2017-06-30,1098,758,60,818,-162,36,719,-7,83,1999,-423,-182,8,0,8,0,-597,0,-668,-668,-272,-272,-512,-50,-1502,-100,53,-512
2017-03-31,953.00000,619.00000,69.00000,688.00000,48.00000,456.00000,-539.00000,79.00000,1892.00000,3533.00000,-452.00000,-93.00000,8.00000,,8.00000,,-537.00000,,-106.00000,-106.00000,-3500.00000,-3500.00000,-516.00000,-11.00000,-4133.00000,-1137.00000,55.00000,-516.00000
2016-12-31,1707,628,90,718,1471,-405,619,160,-304,2121,-639,-191,-40,15,-25,37,-818,-758,1534,776,-442,-442,-456,1,-121,1182,56,-456
2016-09-30,1541,611,204,815,-435,-170,406,183,1578,3934,-494,-165,-68,76,8,230,-421,-1606,-405,-2011,44,44,-455,-29,-2451,1062,59,-455
2016-06-30,924,619,650,1269,-148,-256,366,-295,-546,1647,-495,-117,14,0,14,0,-598,-124,745,621,-1805,-1805,-459,-59,-1702,-652,50,-459
2016-03-31,1147.00000,617.00000,74.00000,691.00000,-1131.00000,89.00000,798.00000,77.00000,601.00000,2439.00000,-596.00000,-51.00000,14.00000,,14.00000,,-633.00000,,,,-1962.00000,-1962.00000,-470.00000,-55.00000,-2487.00000,-680.00000,57.00000,-470.00000
2015-12-31,1499,582,-27,555,936,-248,796,-209,1644,3698,-870,-1972,-267,312,45,377,-2420,-7,0,-7,-1045,-1045,-391,-254,-1697,-431,55,-391
2015-09-30,1247,532,-103,429,-1319,-428,655,472,144,1820,-534,-9391,0,15,15,0,-9910,12460,-1488,10972,-871,-871,-391,33,9743,1646,87,-391
2015-06-30,1272,488,81,569,-730,-152,627,-155,-804,1037,-517,-51,0,13,13,9,-546,-550,988,438,-842,-842,-395,38,-761,-274,44,-395
2015-03-31,1221.00000,490.00000,13.00000,503.00000,-481.00000,-313.00000,756.00000,145.00000,260.00000,1984.00000,-411.00000,-61.00000,,-97.00000,-97.00000,25.00000,-544.00000,,-185.00000,-185.00000,-1881.00000,-1881.00000,-399.00000,59.00000,-2406.00000,-963.00000,44.00000,-399.00000
2014-12-31,1321,489,50,539,1135,-321,520,-155,1563,3423,-697,-47,4,42,46,187,-511,-14,-90,-104,-1157,-1157,-317,17,-1561,1349,44,-317
2014-09-30,948,477,457,934,-1288,-214,701,-79,-237,1645,-544,-144,0,16,16,323,-349,-1562,775,-787,-688,-688,-324,24,-1775,-480,44,-324
2014-06-30,1246,488,70,558,-445,-171,182,-144,-907,897,-501,-54,0,-70,-70,0,-625,-41,0,-41,-1088,-1088,-322,28,-1423,-1154,42,-322
2014-03-31,1129.00000,477.00000,51.00000,528.00000,-139.00000,-64.00000,339.00000,17.00000,515.00000,2172.00000,-383.00000,-2194.00000,,12.00000,12.00000,5.00000,-2560.00000,,,,-647.00000,-647.00000,-325.00000,37.00000,-935.00000,-1323.00000,35.00000,-325.00000
2013-12-31,1265,458,-175,283,-692,91,327,-131,-10,1538,-613,-61,-90,107,17,444,-213,3964,-814,3150,-1635,-1635,-268,14,1261,2584,40,-268
2013-09-30,1249,461,82,543,-943,-271,599,49,-89,1703,-524,-54,0,-107,-107,156,-529,0,814,814,-1402,-1402,-276,14,-850,331,35,-276
2013-06-30,1124,449,48,497,-462,6,328,-76,-719,902,-480,-46,0,0,0,0,-526,0,-300,-300,-196,-196,-276,21,-751,-377,32,-276
2013-03-31,954.00000,502.00000,100.00000,602.00000,-113.00000,186.00000,-230.00000,127.00000,84.00000,1640.00000,-313.00000,-254.00000,,,,,-567.00000,,-390.00000,-390.00000,-243.00000,-243.00000,-277.00000,13.00000,-897.00000,176.00000,34.00000,-277.00000
2012-12-31,1116,456,185,641,-91,-267,228,-337,-26,1731,-693,-75,0,0,0,102,-666,-423,-135,-558,-170,-170,-202,7,-923,142,35,-202
2012-09-30,1006,443,37,480,-283,-59,264,285,-563,923,-496,-29,0,0,0,427,-98,-2,625,623,-1844,-1844,-207,13,-1415,-590,33,-207
2012-06-30,965,431,90,521,57,249,-389,-17,-255,1231,-442,-200,0,0,0,0,-642,-2,200,198,-948,-948,-209,-18,-977,-388,28,-209
2012-03-31,775.00000,423.00000,57.00000,480.00000,-70.00000,-776.00000,1044.00000,83.00000,1531.00000,2786.00000,-376.00000,-67.00000,,,,,-443.00000,-52.00000,-750.00000,-802.00000,-532.00000,-532.00000,-211.00000,,-1545.00000,798.00000,36.00000,-211.00000
2011-12-31,1064,396,-8,388,-269,270,412,-169,-631,821,-701,215,58,0,58,581,153,-973,220,-753,-358,-358,-166,9,-1268,-294,35,-166
2011-09-30,867,407,40,447,-7,-268,-6,3,648,1962,-457,-40,0,0,0,0,-497,-847,530,-317,-1505,-1505,-167,3,-1986,-521,35,-167
2011-06-30,815,391,88,479,-49,70,187,-193,-87,1207,-413,-1355,1,0,1,0,-1767,1462,-300,1162,-347,-347,-170,-19,626,66,29,-170
2011-03-31,712.00000,374.00000,106.00000,480.00000,-423.00000,514.00000,535.00000,-108.00000,674.00000,1866.00000,-297.00000,-11.00000,-2.00000,,-2.00000,11.00000,-299.00000,-301.00000,,-301.00000,-360.00000,-360.00000,-171.00000,,-832.00000,735.00000,36.00000,-171.00000
2010-12-31,1025,373,25,398,186,-110,72,-187,352,1775,-592,-19,0,0,0,359,-252,-1,-1084,-1085,114,114,-119,15,-1075,448,38,-119
2010-09-30,808,370,100,470,-10,-196,174,-4,14,1292,-513,-133,0,0,0,138,-508,-351,-468,-819,26,26,-119,0,-912,-128,37,-119
2010-06-30,821,368,16,384,48,-114,-171,-34,-553,652,-465,-16,0,0,0,-2,-483,-759,1337,578,-565,-565,-119,-3,-109,60,38,-119
2010-03-31,770.00000,358.00000,39.00000,397.00000,308.00000,68.00000,-115.00000,-33.00000,-107.00000,1060.00000,-401.00000,-9.00000,1.00000,,1.00000,12.00000,-397.00000,-1.00000,200.00000,199.00000,-790.00000,-790.00000,-122.00000,11.00000,-702.00000,-39.00000,37.00000,-122.00000
2009-12-31,1050,352,31,383,235,-367,-236,12,372,1805,-773,-58,0,0,0,807,-24,-1,-785,-786,-924,-924,-108,-7,-1825,-44,52,-108
2009-09-30,1021,301,46,347,-185,-577,292,59,-461,907,-661,-17,-5,0,-5,246,-437,1149,-228,921,-1394,-1394,-110,18,-565,-95,38,-110
2009-06-30,887,382,80,462,-162,-348,63,124,-797,552,-625,-39,0,0,0,501,-163,0,-90,-90,36,36,-111,4,-161,228,53,-111
2009-03-31,738.00000,354.00000,56.00000,410.00000,26.00000,93.00000,-115.00000,-111.00000,-377.00000,771.00000,-466.00000,13.00000,,,,8.00000,-445.00000,999.00000,-1626.00000,-627.00000,55.00000,55.00000,-110.00000,1.00000,-681.00000,-355.00000,22.00000,-110.00000
