,net-income-loss,total-depreciation-amortization-cash-flow,other-non-cash-items,total-non-cash-items,change-in-accounts-receivable,change-in-inventories,change-in-accounts-payable,change-in-assets-liabilities,total-change-in-assets-liabilities,cash-flow-from-operating-activities,net-change-in-property-plant-equipment,net-acquisitions-divestitures,net-change-in-long-term-investments,net-change-in-investments-total,investing-activities-other,cash-flow-from-investing-activities,net-long-term-debt,net-current-debt,debt-issuance-retirement-net-total,net-common-equity-issued-repurchased,net-total-equity-issued-repurchased,total-common-preferred-stock-dividends-paid,financial-activities-other,cash-flow-from-financial-activities,net-cash-flow,stock-based-compensation,common-stock-dividends-paid
2013-03-31,44.00000,51.00000,20.00000,71.00000,-294.00000,-17.00000,-194.00000,28.00000,-477.00000,-362.00000,-30.00000,,,,,-30.00000,-13.00000,,-13.00000,2.00000,2.00000,-5.00000,3.00000,-13.00000,-405.00000,9.00000,-5.00000
2012-12-31,50,50,-27,23,-22,59,120,64,300,373,-70,0,0,0,0,-70,-7,0,-7,0,0,-5,0,-12,291,16,-5
2012-09-30,13,47,53,100,-5,32,24,2,24,137,-35,0,0,0,0,-35,-7,0,-7,2,2,0,0,-5,97,9,0
2012-06-30,50,47,9,56,76,20,-33,-30,45,151,-30,0,0,0,0,-30,-7,0,-7,4,4,0,0,-3,118,8,0
2012-03-31,33.00000,49.00000,8.00000,57.00000,-243.00000,5.00000,-125.00000,-73.00000,-419.00000,-329.00000,-27.00000,,,,,-27.00000,-8.00000,,-8.00000,,,,,-8.00000,-364.00000,8.00000,0.00000
2011-12-31,63,38,44,82,70,86,124,49,329,474,-78,0,0,0,0,-78,-8,0,-8,1,1,0,-10,-17,379,20,0
2011-09-30,-248,349,16,365,118,-59,3,34,115,232,-36,0,0,0,0,-36,-7,0,-7,0,0,0,-34,-41,155,9,0
2011-06-30,40,48,11,59,-3,-4,54,26,87,186,-20,0,0,0,0,-20,-7,0,-7,1,1,0,-4,-10,156,9,0
2011-03-31,45.00000,45.00000,-5.00000,40.00000,-168.00000,-110.00000,-131.00000,-7.00000,-449.00000,-364.00000,-63.00000,,,,,-63.00000,1775.00000,-954.00000,821.00000,,,-1429.00000,1260.00000,652.00000,225.00000,4.00000,-1429.00000
2010-12-31,63,40,26,61,28,15,126,-41,79,208,-95,0,0,0,2,-93,0,0,0,0,0,0,-115,-115,0,0,0
2010-09-30,42,47,-17,30,-43,-15,96,26,101,173,-36,0,0,0,0,-36,0,0,0,0,0,0,-137,-137,0,0,0
2010-06-30,-11,46,1,47,-93,41,73,25,59,95,-28,0,0,0,0,-28,0,0,0,0,0,0,-67,-67,0,0,0
2010-03-31,41.00000,50.00000,-5.00000,45.00000,-82.00000,-36.00000,-90.00000,31.00000,-203.00000,-117.00000,-32.00000,,,,,-32.00000,,,,,,,149.00000,149.00000,,,
2009-12-31,124,186,0,186,0,0,0,0,-395,-88,-181,0,0,0,3,-178,0,0,0,0,0,0,266,266,0,0,0
