,net-income-loss,total-depreciation-amortization-cash-flow,other-non-cash-items,total-non-cash-items,change-in-accounts-receivable,change-in-inventories,change-in-accounts-payable,change-in-assets-liabilities,total-change-in-assets-liabilities,cash-flow-from-operating-activities,net-change-in-property-plant-equipment,net-acquisitions-divestitures,net-change-in-short-term-investments,net-change-in-long-term-investments,net-change-in-investments-total,investing-activities-other,cash-flow-from-investing-activities,net-long-term-debt,net-current-debt,debt-issuance-retirement-net-total,net-common-equity-issued-repurchased,net-total-equity-issued-repurchased,total-common-preferred-stock-dividends-paid,financial-activities-other,cash-flow-from-financial-activities,net-cash-flow,stock-based-compensation,common-stock-dividends-paid
2019-06-30,452,574,44,618,0,0,0,-130,-130,932,-237,0,0,0,0,-93,-330,-753,300,-453,0,0,-246,-69,-768,-173,56,-246
2019-03-31,20,563,1,564,0,0,0,273,273,782,-195,1,0,0,0,-76,-269,-452,-50,-502,0,0,-246,-49,-798,-274,59,-246
2018-12-31,599.00000,563.00000,-495.00000,68.00000,,,,-473.00000,-473.00000,245.00000,-167.00000,476.00000,,,,-9.00000,299.00000,-453.00000,50.00000,-403.00000,,,-245.00000,-86.00000,-734.00000,-195.00000,93.00000,-245.00000
2018-09-30,-135,566,278,844,-170,246,867,-476,467,1306,-307,-157,0,-13,-13,-84,-560,-522,-200,-722,0,0,-240,-44,-1007,-273,61,-240
2018-06-30,594,568,-475,93,0,0,0,-272,-272,542,-197,442,0,6,6,-49,200,-177,-180,-357,0,0,-238,-21,-616,92,54,-238
2018-03-31,-12,553,37,590,0,0,0,293,293,697,-213,-6,63,7,70,-22,-170,-461,380,-81,0,0,-239,-54,-373,181,66,-239
2017-12-31,-136.00000,291.00000,-246.00000,45.00000,,,,409.00000,409.00000,320.00000,-178.00000,-14900.00000,-63.00000,,-63.00000,-62.00000,-15203.00000,2250.00000,,2250.00000,,,-210.00000,-101.00000,1938.00000,-12943.00000,141.00000,-210.00000
2017-09-30,327,286,191,477,-93,-46,134,299,294,1126,-260,-16,-17,0,-17,-54,-347,0,-250,-250,0,0,-199,-5,-456,328,36,-199
2017-06-30,-132,279,497,776,0,0,0,-191,-191,384,-195,-118,-9,0,-9,-60,-381,8617,100,8717,4827,4827,-166,-85,13294,13303,39,-166
2017-03-31,343,261,25,286,0,0,0,32,32,725,-160,-42,10,0,10,-11,-203,0,-750,-750,0,0,-156,0,-906,-371,11,-156
2016-12-31,562.00000,262.00000,134.00000,396.00000,,,,-506.00000,-506.00000,315.00000,-112.00000,167.00000,16.00000,,16.00000,-23.00000,48.00000,-1135.00000,700.00000,-435.00000,-220.00000,-220.00000,-156.00000,-144.00000,-955.00000,-622.00000,88.00000,-156.00000
2016-09-30,18,273,-333,-60,-128,69,368,139,448,705,-288,0,-13,0,-13,-50,-351,-1,-350,-351,0,0,-141,8,-485,-145,38,-141
2016-06-30,391,272,24,296,0,0,0,145,145,834,-147,47,2,0,2,-50,-148,-750,150,-600,0,0,-141,40,-700,-10,39,-141
2016-03-31,338,280,-21,259,0,0,0,43,43,557,-124,111,-4,0,-4,-8,-25,-1,-300,-301,0,0,-140,11,-431,114,43,-140
2015-12-31,229.00000,289.00000,68.00000,357.00000,,,,-237.00000,-237.00000,463.00000,-134.00000,,14.00000,,14.00000,-25.00000,-145.00000,,,,,,-140.00000,-5.00000,-145.00000,158.00000,76.00000,-140.00000
2015-09-30,181,315,-160,155,-2,200,145,-27,316,678,-183,-80,-837,840,3,-55,-315,-3,-349,-352,30,30,-127,-27,-477,-134,28,-127
2015-06-30,62,299,-58,241,0,0,0,213,213,538,-144,-27,24,0,24,-26,-174,-1,-656,-657,49,49,-126,8,-725,-353,46,-126
2015-03-31,216,138,50,188,0,0,0,-146,-146,228,-155,-8201,195,0,195,-36,-8197,-2,1503,1501,-34,-34,-116,9,1359,-6628,44,-116
2014-12-31,236.00000,139.00000,26.00000,165.00000,,,,-109.00000,-109.00000,286.00000,-114.00000,-106.00000,618.00000,,618.00000,-30.00000,368.00000,6164.00000,-1.00000,6163.00000,-45.00000,-45.00000,-116.00000,31.00000,6033.00000,6679.00000,48.00000,-116.00000
2014-09-30,301,149,55,204,-7,-189,199,-6,-3,539,-273,0,0,73,73,-18,-218,0,-1,-1,-2,-2,-105,1,-106,200,22,-105
2014-06-30,326,141,-27,114,0,0,0,-1,-1,439,-135,0,173,-244,-71,-25,-232,0,3,3,-184,-184,-105,7,-279,-70,24,-105
2014-03-31,287,130,24,154,0,0,0,-38,-38,413,-127,-40,-48,0,-48,-16,-231,0,-3,-3,-21,-21,-105,6,-124,52,25,-105
2013-12-31,271.00000,142.00000,,142.00000,,,,-75.00000,-75.00000,355.00000,-118.00000,,-125.00000,,-125.00000,-25.00000,-267.00000,,-3.00000,-3.00000,-202.00000,-202.00000,-106.00000,13.00000,-298.00000,-211.00000,42.00000,-106.00000
2013-09-30,90,142,105,247,-1,-145,366,169,389,728,-200,0,-225,-157,-382,-27,-607,0,1,1,-45,-45,-96,3,-138,-72,21,-96
2013-06-30,302,139,2,141,0,0,0,35,35,446,-159,18,0,41,41,-19,-119,0,-200,-200,-41,-41,-97,6,-330,-62,21,-97
2013-03-31,276,136,51,187,0,0,0,-161,-161,317,-134,-15,0,202,202,-28,24,0,-4,-4,-29,-29,-96,9,-121,107,21,-96
2012-12-31,625.00000,129.00000,-437.00000,-308.00000,,,,-103.00000,-103.00000,226.00000,-95.00000,597.00000,,-86.00000,-86.00000,-25.00000,391.00000,,4.00000,4.00000,-291.00000,-291.00000,-97.00000,5.00000,-379.00000,246.00000,37.00000,-97.00000
2012-09-30,289.116,127.441,32.479,159.92,-30,-92,17,219.819,114.819,557.064,-188.294,-52.109,-138,158.074,20.074,-28.46,-249.789,0.052,-3.784,-3.732,-228.427,-228.427,-87.74,6.252,-313.647,12.563,17.311,-87.74
2012-06-30,326.865,122.84,-5.836,117.004,0,0,0,114.361,114.361,561.523,-123.354,0,0,-280.339,-280.339,-17.67,-421.363,-3.037,4.11,1.073,-244.271,-244.271,-92.038,1.372,-333.864,-180.771,18.063,-92.038
2012-03-31,291.034,127.793,10.834,138.627,0,0,0,-151.99,-151.99,276.851,-126.436,-50.891,0,232.247,232.247,-27.094,27.826,-7.846,2.053,-5.793,-587.435,-587.435,-92.068,3.64,-681.656,-356.788,19.271,-92.068
2011-12-31,262.98500,132.92600,-24.47700,108.44900,,,,-80.19000,-80.19000,297.56200,-114.91600,,,-109.98200,-109.98200,-25.77600,-250.67400,1456.83100,-0.37900,1456.45200,-404.86700,-404.86700,-96.15400,3.73600,959.16700,1020.99600,34.35500,-96.15400
2011-09-30,299.985,129.238,8.675,137.913,-27,-117,129,77.277,62.277,520.164,-223.418,-287.03,122,204.981,326.981,-22.241,-205.708,-0.238,0.389,0.151,-220.435,-220.435,-88.263,1.8,-305.747,16.952,0.798,-88.263
2011-06-30,343.059,119.365,-6.297,113.068,0,0,0,-31.209,-31.209,410.948,-148.174,0,0,361.707,361.707,-16.829,196.704,-0.013,-3.176,-3.189,-175.77,-175.77,-89.871,16.067,-252.763,409.449,18.482,-89.871
2011-03-31,312.019,122.205,62.16,184.365,0,0,0,-256.438,-256.438,237.145,-129.9,-204.97,0,-102.673,-102.673,-19.103,-456.646,-0.007,4.961,4.954,-210.426,-210.426,-90.159,4.154,-291.477,-500.767,19.639,-90.159
2010-12-31,315.93700,123.19200,49.46200,172.65400,,,,-28.63000,-28.63000,469.74300,-97.50800,,,-464.01500,-464.01500,-5.82700,-567.35000,991.25800,31.82600,1023.08400,-809.36900,-809.36900,-92.70700,14.97900,135.98700,33.36600,34.08100,-92.70700
2010-09-30,396.695,112.847,-117.819,-4.972,-73.933,-116.841,155.995,99.132,64.353,472.688,-221.043,259.99,34.55,147.842,182.392,-38.712,182.627,-0.008,0.255,0.247,-185.672,-185.672,-85.369,4.291,-266.503,465.883,10.257,-85.369
2010-06-30,306.908,129.557,17.14,146.697,0,0,0,21.338,21.338,466.66,-126.878,0,0,-270.512,-270.512,-8.333,-405.723,-0.019,1.748,1.729,-95.493,-95.493,-86.112,1.32,-178.556,-80.582,16.65,-86.112
2010-03-31,297.631,125.261,36.222,161.483,0,0,0,-232.982,-232.982,276.353,-141.914,-6.611,0,-155.96,-155.96,-24.986,-329.471,-0.021,-4.887,-4.908,-231.471,-231.471,-84.343,9.767,-310.955,-351.618,17.147,-84.343
2009-12-31,316.37600,123.75100,-133.84700,-10.09600,,,,78.57600,78.57600,371.15800,-136.29300,-274.75600,,279.59300,279.59300,-9.60500,-141.06100,-0.02800,-197.30900,-197.33700,-187.27100,-187.27100,-89.88900,7.82400,-466.67300,-211.93800,35.32000,-89.88900
2009-09-30,317.22,112.358,39.421,151.779,-81.53,-91.462,123.576,192.91,143.494,610.338,-259.533,51.022,-338.228,223.904,-114.324,-30.266,-353.101,3.003,-0.409,2.5941,-167.832,-167.832,-78.969,2.497,-241.71,62.643,7.59,-78.969
2009-06-30,341.026,118.453,6.373,124.826,0,0,0,56.632,56.632,525.604,-160.976,0,0,-206.832,-206.832,-26.629,-394.437,736.11,1.621,737.7309,-19.499,-19.499,-79.202,2.537,641.567,788.889,22.514,-79.202
2009-03-31,573.357,233.793,-32.011,201.782,0,0,0,-271.601,-271.601,522.544,-274.275,0,0,-16.232,-16.232,-29.005,-319.512,-0.192,-0.016,-0.208,-330.272,-330.272,-158.706,9.633,-479.553,-287.765,56.47,-158.706
