,net-income-loss,total-depreciation-amortization-cash-flow,other-non-cash-items,total-non-cash-items,change-in-accounts-receivable,change-in-inventories,change-in-assets-liabilities,total-change-in-assets-liabilities,cash-flow-from-operating-activities,net-change-in-property-plant-equipment,net-change-in-intangible-assets,net-acquisitions-divestitures,net-change-in-short-term-investments,net-change-in-long-term-investments,net-change-in-investments-total,investing-activities-other,cash-flow-from-investing-activities,net-long-term-debt,net-current-debt,debt-issuance-retirement-net-total,net-common-equity-issued-repurchased,net-total-equity-issued-repurchased,total-common-preferred-stock-dividends-paid,financial-activities-other,cash-flow-from-financial-activities,net-cash-flow,stock-based-compensation,common-stock-dividends-paid
2016-06-30,404.99,97.1974,33.9254,131.1227,0,0,7.2797,7.2797,543.3926,-113.2056,-1.5645,0,8.7287,74.6312,83.3599,0,-31.4102,-1.3877,0,-1.3877,-185.9392,-185.9392,-503.7778,0.113,-690.9917,-165.6365,12.666,-503.7778
2016-03-31,218.43360,90.46240,52.84330,143.30570,,,-368.13780,-368.13780,-6.39860,-60.89660,-3.97150,,1.21350,-137.90000,-136.68650,,-201.55460,-1.32380,,-1.32380,-223.83930,-223.83930,,,-225.16310,-436.09500,14.56220,
2015-12-31,322.244,88.8934,80.2923,169.1857,108.6182,-97.4676,417.9118,599.7809,1091.21,-133.217,-0.0064,0,-7.5201,-1055.6567,-1063.1769,0,-1196.4,-1.2592,0,-1.2592,-144.5331,-144.5331,0.654,0.8376,-144.3008,-247.2726,16.1919,0.654
2015-09-30,363.6451,87.1154,126.8295,213.9449,0,0,-106.5467,-106.5467,471.0438,-97.2946,-0.0071,0,-42.8691,29.7983,-13.0707,0,-110.3724,-1.1222,0,-1.1222,-149.1359,-149.1359,-1.9347,0.5716,-151.6213,207.3155,16.6559,-1.9347
2015-06-30,399.9014,79.0441,74.3238,153.368,0,0,-246.9168,-246.9168,306.3526,-85.6851,0.0248,0,-68.2506,32.5318,-35.7188,0,-121.3791,-0.7563,0,-0.7563,-169.4784,-169.4784,-334.4043,0.6232,-504.0157,-321.6852,16.2645,-334.4043
2015-03-31,454.52750,74.60710,78.33180,152.93880,,,-226.86870,-226.86870,380.59760,-96.61670,-1.24160,,-72.23680,310.27960,238.04280,,140.18450,-0.90300,,-0.90300,-127.20450,-127.20450,,2.03170,-126.07580,405.20330,16.47900,
2014-12-31,407.361,83.5925,-168.9144,-85.3218,0,0,789.7709,-17.6291,545.4296,-170.5422,3.9807,0,0,-186.0314,272.5986,-3.92,102.1171,4.3788,0,-1.1012,592.8589,-284.9011,-0.5908,1.5547,-285.0384,364.7007,-66.7431,355.6092
2014-09-30,174.919,254.8975,168.9144,423.8118,0,0,-789.7709,-342.1709,62.3804,-105.1778,-3.9807,0,0,186.0314,75.9914,205.16,171.9829,-4.3788,0,-4.3788,-592.8589,-611.5389,11.9808,418.1353,-185.8116,54.7093,66.7431,-355.6092
2014-06-30,667.02,-88.67,0,-88.67,0,0,0,-242.3,476.24,-97.07,0,0,0,0,0.13,-205.16,-302.09,0,0,0,0,209.86,-367.59,-414.42,-570.63,-393.75,0,0
2014-03-31,341.39000,88.67000,,88.67000,,,,-205.30000,278.75000,-103.47000,,0.00000,,,109.91000,,6.44000,,0.00000,0.00000,,-191.18000,0.00000,,-192.69000,92.37000,,
2013-12-31,673.15,90.34,0,90.34,0,0,0,-144.25,694.98,-103.7,0,-1.62,0,0,-21.91,-0.02,-127.22,0,0,488.87,0,-204.28,-0.76,1.62,-203.62,755.64,0,0
2013-09-30,134.17,41.43,0,41.43,0,0,0,-276.76,-73.3,-74.72,0,-8.34,0,0,130.89,223.5,271.32,0,0,0,0,-64.32,-4.06,2.51,425.43,221.24,0,0
2013-06-30,414.48,113.33,0,113.33,0,0,0,196.52,852.93,-65.53,0,-579.42,0,0,157.57,-223.51,-710.89,0,0,0,0,-101.35,-282.2,0,-384.73,-245.43,0,0
2013-03-31,127.07000,58.78000,,58.78000,,,,-308.95000,-74.36000,-36.06000,,0.00000,,,118.88000,-5.28000,77.53000,,0.00000,0.00000,,13.73000,0.00000,,12.68000,16.51000,,
2012-12-31,246.03,-35.29,0,-35.29,0,0,0,-680.68,-576.66,-50.61,0,-13.23,0,0,105.38,273.6,315.12,0,0,-0.95,0,-3958.43,-6.55,2.72,-3963.19,-4227.13,0,0
2012-09-30,490.73,138.57,0,138.57,0,0,0,177.4,877.79,-59.93,0,0,0,0,-1301.45,813.13,-548.24,0,0,-0.83,0,3788.4,6.37,-0.12,3793.8,4117.97,0,0
2012-06-30,367.81,71.71,0,71.71,0,0,0,-431.5,84.98,-48.64,0,0,0,0,0,-1092.25,-1140.89,0,0,-0.88,0,-131.33,-242.75,-0.01,-374.96,-1421.39,0,0
2012-03-31,369.70000,65.02000,,65.02000,,,,18.22000,518.63000,-61.87000,,0.00000,,,0.00000,-4.32000,-66.20000,,0.00000,-0.91000,,-156.53000,0.00000,0.13000,-157.32000,290.51000,,
2011-12-31,414.33,77.82,0,77.82,0,0,0,-356.26,209.3,-125.86,0,0,0,0,0,-69.66,-195.52,0,0,-0.93,0,-201.38,3.99,3.46,-194.86,-168.58,0,0
2011-09-30,476.69,93.95,0,93.95,0,0,0,-140.83,463.28,-110.06,0,0,0,0,0,-21.22,-131.28,0,0,-0.82,0,-234.54,3.97,3.45,-227.94,117.7,0,0
2011-06-30,636.01,106.58,0,106.58,0,0,0,57.46,819.01,-92.13,0,0,0,0,0,-21.55,-113.68,0,0,-1.05,0,-326.28,-248.35,-10.77,-586.45,115.13,0,0
2011-03-31,553.81000,92.27000,,92.27000,,,,833.65000,1528.69000,-91.18000,,0.00000,,,0.00000,-24.06000,-115.24000,,0.00000,-0.82000,,-165.96000,0.00000,-205.06000,-371.85000,1024.91000,,
2010-12-31,504.46,80.26,0,80.26,0,0,0,-148.66,374.4,-88.7,0,0,0,0,0,53.39,-35.32,0,0,-3.03,0,14.72,-3.28,199.18,207.58,552.81,0,0
2010-09-30,362.02,183.95,0,183.95,0,0,0,98.05,658.08,-45,0,0,0,0,0,-126.95,-171.95,0,0,-7.23,0,3.22,-1.22,0,-5.24,465.84,0,0
2010-06-30,293.49,42.39,0,42.39,0,0,0,-129.58,241.79,-22.18,0,0,0,0,0,0,-22.18,0,0,-0.34,0,8.81,-111.02,0,-102.53,123.77,0,0
2010-03-31,148.67000,48.08000,,48.08000,,,,-197.86000,56.94000,-9.97000,,0.00000,,,0.00000,,-9.97000,,0.00000,-0.55000,,14.41000,0.00000,,13.85000,69.55000,,
2009-12-31,77.32,40,0,40,0,0,0,-117.39,23.86,-7.62,0,0,0,0,0,0,-7.62,0,0.01,-0.02,0,8.71,2.97,1.35,13.02,29.7,0,0
2009-09-30,13.42,60.81,0,60.81,0,0,0,-202.17,-96.29,-11.97,0,0,0,0,0,0,-11.97,0,-0.01,0.01,0,6.01,-5.78,1.04,1.26,-107.76,0,0
2009-06-30,-147.94,45.17,0,45.17,0,0,0,163.54,101.2,-61.34,0,0,0,0,0,0,-61.34,0,0,0.03,0,0.59,-117.8,0.61,-116.55,-77.2,0,0
2009-03-31,-153.28000,49.54000,,49.54000,,,,206.28000,107.57000,-55.85000,,0.00000,,,0.00000,,-55.85000,,0.00000,0.00000,,0.13000,0.00000,-0.28000,-0.15000,54.70000,,
