,net-income-loss,total-depreciation-amortization-cash-flow,other-non-cash-items,total-non-cash-items,change-in-accounts-receivable,change-in-inventories,change-in-accounts-payable,change-in-assets-liabilities,total-change-in-assets-liabilities,cash-flow-from-operating-activities,net-change-in-property-plant-equipment,net-acquisitions-divestitures,net-change-in-short-term-investments,net-change-in-long-term-investments,net-change-in-investments-total,investing-activities-other,cash-flow-from-investing-activities,net-long-term-debt,net-current-debt,debt-issuance-retirement-net-total,net-common-equity-issued-repurchased,net-total-equity-issued-repurchased,total-common-preferred-stock-dividends-paid,financial-activities-other,cash-flow-from-financial-activities,net-cash-flow,stock-based-compensation,common-stock-dividends-paid
2020-06-30,472,244,-355,-111,-113,1257,-559,1,-142,219,-173,96,-8,-2,-10,407,320,-527,-2855,-3382,0,0,-202,14,-3570,-3031,24,-202
2020-03-31,391.00000,245.00000,-1842.00000,-1597.00000,-251.00000,182.00000,-260.00000,392.00000,551.00000,-655.00000,-187.00000,-8.00000,5.00000,-3.00000,2.00000,2046.00000,1853.00000,1480.00000,2188.00000,3668.00000,-112.00000,-112.00000,-203.00000,-11.00000,3342.00000,4540.00000,51.00000,-203.00000
2019-12-31,499,251,-2131,-1880,11,-1015,744,-943,-432,-1813,-305,293,36,-1,35,1985,2008,-6,-41,-47,0,0,-197,14,-230,-35,23,-197
2019-09-30,408,249,-2074,-1825,147,142,-66,402,491,-926,-140,-25,-24,-2,-26,2096,1905,-3,-453,-456,-56,-56,-197,6,-703,276,21,-197
2019-06-30,238,248,-1771,-1523,95,686,-482,211,607,-678,-185,-63,15,-1,14,1851,1617,-605,104,-501,-94,-94,-197,0,-792,147,2,-197
2019-03-31,234.00000,245.00000,-1791.00000,-1546.00000,34.00000,166.00000,-260.00000,-494.00000,-723.00000,-2035.00000,-198.00000,-1858.00000,50.00000,-9.00000,41.00000,1744.00000,-271.00000,-4.00000,1309.00000,1305.00000,,,-198.00000,-42.00000,1065.00000,-1241.00000,43.00000,-198.00000
2018-12-31,317,235,-2211,-1976,-314,-352,476,806,555,-1104,-287,-126,13,-30,-17,2437,2007,983,-426,557,-77,-77,-190,1,291,1194,21,-190
2018-09-30,536,232,-1306,-1074,-32,-578,489,445,37,-501,-176,-173,2,5,7,1369,1027,755,-513,242,0,0,-189,19,72,598,25,-189
2018-06-30,566,239,-1877,-1638,155,1756,-698,102,1467,395,-183,12,-2,-132,-134,1673,1368,-5,-1278,-1283,0,0,-189,19,-1453,310,34,-189
2018-03-31,396.00000,235.00000,-2528.00000,-2293.00000,-185.00000,-600.00000,-567.00000,-556.00000,-1677.00000,-3574.00000,-196.00000,14.00000,,,,2362.00000,2180.00000,-1.00000,1474.00000,1473.00000,,,-190.00000,-6.00000,1277.00000,-117.00000,29.00000,-190.00000
2017-12-31,792,240,-3510,-3270,-33,-840,440,-816,-239,-2717,-353,23,374,1,375,2775,2820,28,127,155,-74,-74,-186,66,-39,64,3,-186
2017-09-30,195,232,-1138,-906,-172,-426,498,-413,-458,-1169,-244,16,-33,-95,-128,1479,1123,-79,363,284,-165,-165,-180,11,-50,-96,15,-180
2017-06-30,275,227,-1918,-1691,109,907,-548,1357,825,-591,-252,34,34,-1,33,1485,1300,-250,-68,-318,-263,-263,-181,3,-759,-50,16,-181
2017-03-31,340.00000,225.00000,-2242.00000,-2017.00000,169.00000,222.00000,-209.00000,547.00000,188.00000,-1489.00000,-200.00000,-65.00000,72.00000,-185.00000,-113.00000,2426.00000,2048.00000,-2.00000,263.00000,261.00000,-248.00000,-248.00000,-183.00000,-10.00000,-180.00000,379.00000,32.00000,-183.00000
2016-12-31,426,222,-8212,-7990,303,-1707,715,267,-240,-7804,-365,201,223,-34,189,8058,8083,0,-46,-46,-246,-246,-173,20,-445,-166,16,-173
2016-09-30,344,226,-47,179,14,770,156,-91,1142,1665,-121,-112,-28,-164,-192,7,-418,1035,-1347,-312,-267,-267,-175,17,-737,510,13,-175
2016-06-30,288,221,-28,193,-305,-123,-183,-153,-875,-394,-216,49,113,-315,-202,4,-365,-4,757,753,-191,-191,-176,-4,382,-377,17,-176
2016-03-31,230.00000,231.00000,96.00000,327.00000,-172.00000,406.00000,-527.00000,230.00000,-532.00000,25.00000,-180.00000,-73.00000,-50.00000,-149.00000,-199.00000,4.00000,-448.00000,-4.00000,697.00000,693.00000,-296.00000,-296.00000,-177.00000,1.00000,221.00000,-202.00000,28.00000,-177.00000
2015-12-31,717,224,-196,28,418,-815,424,-103,-138,607,-306,775,-87,-100,-187,4,286,-212,-852,-1064,-252,-252,-167,4,-1479,-586,15,-167
2015-09-30,253,217,-177,40,72,353,28,-839,398,691,-414,580,-68,-1,-69,3,100,-935,784,-151,-624,-624,-170,7,-938,-147,22,-170
2015-06-30,383,225,9,234,-127,595,-155,327,-255,362,-167,-69,90,-125,-35,125,-146,1215,-692,523,-598,-598,-173,9,-239,-23,16,-173
2015-03-31,493.00000,216.00000,-132.00000,84.00000,550.00000,739.00000,-1071.00000,20.00000,-532.00000,45.00000,-238.00000,,100.00000,,100.00000,-123.00000,-261.00000,1.00000,742.00000,743.00000,-566.00000,-566.00000,-177.00000,7.00000,7.00000,-209.00000,26.00000,-177.00000
2014-12-31,705,248,-198,50,-532,-1907,1213,750,-236,519,-289,-2382,-171,-151,-322,6,-2987,-84,-280,-364,-324,-324,-154,-149,-991,-3459,12,-154
2014-09-30,748,214,-67,147,1853,780,295,-1760,2546,3441,-226,26,16,-2,14,23,-163,-5,-49,-54,-209,-209,-155,49,-369,2909,10,-155
2014-06-30,532,213,79,292,-1329,2373,-751,1264,517,1341,-197,0,91,-31,60,25,-112,-8,-66,-74,-475,-475,-157,24,-682,547,13,-157
2014-03-31,268.00000,219.00000,-259.00000,-40.00000,433.00000,28.00000,-851.00000,179.00000,-586.00000,-358.00000,-182.00000,,-41.00000,,-41.00000,78.00000,-145.00000,-1153.00000,-63.00000,-1216.00000,-175.00000,-175.00000,-158.00000,14.00000,-1535.00000,-2038.00000,20.00000,-158.00000
2013-12-31,377,228,242,470,204,-2247,1863,-251,-490,357,-290,77,-192,0,-192,2,-403,-10,28,18,-6,-6,-125,28,-85,-131,13,-125
2013-09-30,481,227,31,258,189,1161,-95,-794,1782,2521,-207,-19,-28,0,-28,22,-232,-2,-702,-704,-84,-84,-126,29,-885,1404,11,-126
2013-06-30,226,227,-108,119,49,2241,-507,939,1646,1991,-178,0,-67,0,-67,134,-111,-7,-1346,-1353,-11,-11,-125,9,-1480,400,4,-125
2013-03-31,270.00000,227.00000,-135.00000,92.00000,-146.00000,1386.00000,-1552.00000,242.00000,-5.00000,357.00000,-238.00000,-16.00000,391.00000,,391.00000,32.00000,169.00000,-233.00000,-441.00000,-674.00000,,,-125.00000,7.00000,-792.00000,-266.00000,15.00000,-125.00000
2012-12-31,510,218,-114,104,-434,-97,1113,1595,1381,1995,125,-5,-579,0,-579,48,-411,-117,-887,-1004,0,0,-115,14,-1105,479,8,-115
2012-09-30,184,217,257,474,472,-1415,1197,-1751,-175,483,-244,-21,-319,0,-319,22,-562,-1409,1547,138,0,0,-115,0,23,-56,22,-115
2012-06-30,293,220,113,333,-455,837,-591,-285,11,637,-275,-2,252,0,252,0,-25,-132,161,29,-44,-44,-116,-8,-139,473,7,-116
2012-03-31,405.00000,214.00000,-100.00000,114.00000,2170.00000,-629.00000,-1071.00000,-1438.00000,-1302.00000,-783.00000,-326.00000,-33.00000,201.00000,,201.00000,-5.00000,-163.00000,-47.00000,1112.00000,1065.00000,-56.00000,-56.00000,-115.00000,6.00000,900.00000,-46.00000,7.00000,-115.00000
2011-12-31,83,207,338,545,-118,-1289,831,902,326,954,-866,-194,376,0,376,-1,-685,1,-413,-412,-206,-206,-117,10,-725,-456,7,-117
2011-09-30,461,207,114,321,-623,809,714,-5,1305,2087,38,-12,-181,0,-181,-94,-249,-83,-663,-746,-240,-240,-107,-40,-1133,705,27,-107
2011-06-30,-1639,-665,83,-582,876,5121,-1102,3605,6970,4749,861,206,504,0,504,16,1587,-1257,-5259,-6516,94,94,293,-19,-6148,188,-41,293
2011-03-31,1639.00000,665.00000,-83.00000,582.00000,-876.00000,-5121.00000,1102.00000,-3605.00000,-6970.00000,-4749.00000,-861.00000,-206.00000,-504.00000,,-504.00000,-16.00000,-1587.00000,1257.00000,5259.00000,6516.00000,-94.00000,-94.00000,-293.00000,19.00000,6148.00000,-188.00000,41.00000,-293.00000
2010-12-31,729,211,60,271,975,-3463,1640,-3784,-4212,-3212,-306,-163,-144,0,-144,-26,-639,-190,3855,3665,-55,-55,-96,1,3515,-336,11,-96
2010-09-30,342,252,-84,168,-1685,-1157,0,-530,-1381,-871,-294,0,-214,0,-214,6,-502,-12,1324,1312,-31,-31,-96,4,1189,-184,25,-96
2010-06-30,-1474,-673,129,-544,-1228,551,0,278,-757,-2775,1205,59,-74,0,-74,23,1213,603,89,692,0,0,276,-10,958,-604,-41,276
2010-03-31,1474.00000,673.00000,-129.00000,544.00000,1228.00000,-551.00000,,-278.00000,757.00000,2775.00000,-1205.00000,-59.00000,74.00000,,74.00000,-23.00000,-1213.00000,-603.00000,-89.00000,-692.00000,,,-276.00000,10.00000,-958.00000,604.00000,41.00000,-276.00000
2009-12-31,561,222,147,369,-499,-2009,0,67,-1542,-612,-427,-57,141,0,141,-8,-351,8,-33,-25,0,0,-90,5,-110,-1073,11,-90
2009-09-30,497,209,24,233,713,735,0,137,1262,1992,-490,0,57,0,57,4,-429,-34,-107,-141,0,0,-90,3,-228,1335,20,-90
2009-06-30,-1628,-576,184,-392,-3468,-1575,0,37,-3831,-5851,1404,-214,21,0,21,11,1222,-84,2989,2905,100,100,257,-11,3251,-1378,0,257
2009-03-31,1628.00000,576.00000,-184.00000,392.00000,3468.00000,1575.00000,,-37.00000,3831.00000,5851.00000,-1404.00000,214.00000,-21.00000,,-21.00000,-11.00000,-1222.00000,84.00000,-2989.00000,-2905.00000,-100.00000,-100.00000,-257.00000,11.00000,-3251.00000,1378.00000,,-257.00000
