,net-income-loss,total-depreciation-amortization-cash-flow,other-non-cash-items,total-non-cash-items,change-in-accounts-receivable,change-in-inventories,change-in-accounts-payable,change-in-assets-liabilities,total-change-in-assets-liabilities,cash-flow-from-operating-activities,net-change-in-property-plant-equipment,net-acquisitions-divestitures,net-change-in-short-term-investments,net-change-in-long-term-investments,net-change-in-investments-total,investing-activities-other,cash-flow-from-investing-activities,net-long-term-debt,net-current-debt,debt-issuance-retirement-net-total,net-common-equity-issued-repurchased,net-total-equity-issued-repurchased,total-common-preferred-stock-dividends-paid,financial-activities-other,cash-flow-from-financial-activities,net-cash-flow,stock-based-compensation,common-stock-dividends-paid
2019-09-30,312.2,55.2,27,82.2,585.9,-5.4,-859.5,145.6,-133.4,261,-28.2,-1.5,0,0,0,0,-29.7,212.4,-611.1,-398.7,-21.5,-21.5,-96,-119.9,-636.1,-457.7,19.3,-96
2019-06-30,394.2,54.6,12,66.6,-207.6,-90.8,97,-368.9,-570.3,-97.3,-21.6,9.3,0,0,0,0,-12.3,0,24,24,-239.6,-239.6,-174.7,-38.7,-429,-551.6,17.5,-174.7
2019-03-31,279.70000,56.40000,16.80000,73.20000,626.80000,-214.20000,-1141.90000,-7.00000,-736.30000,-395.60000,-27.20000,64.20000,,,,,37.00000,,587.10000,587.10000,-284.10000,-284.10000,-151.80000,-18.90000,132.30000,-202.70000,16.80000,-151.80000
2018-12-31,429.7,58,21.1,79.1,-1027.5,522.7,1745.5,211.4,1452.1,1960.9,-79.5,-26.2,0,15.9,15.9,0,-89.8,0,-3.2,-3.2,-41.6,-41.6,-134.8,-84.9,-264.5,1553.3,16.6,-134.8
2018-09-30,331.3,62.7,-119.9,-57.2,-146.1,-168.3,57.7,316.9,60.2,334.3,-26.4,187.5,0,0,0,0,161.1,0,-6.5,-6.5,-64,-64,-135.6,-68.1,-274.2,185.8,18.8,-135.6
2018-06-30,394.8,64.2,24.6,88.8,200.4,-82.5,-281.1,-272.5,-435.7001,47.9,-53.6,-32,0,0,0,0,-85.6,0,13.3,13.3,-233.3,-233.3,-139.2,-116.3,-475.5,-654.8,17.6,-139.2
2018-03-31,284.70000,66.20000,24.40000,90.60000,973.20000,-271.90000,-1522.10000,-175.30000,-996.09990,-620.80000,-36.20000,-171.30000,,,,,-207.50000,,-3.60000,-3.60000,-229.40000,-229.40000,-138.90000,-55.00000,-426.90000,-1227.90000,17.50000,-138.90000
2017-12-31,287.8,70.5,153.4,223.9,-986.9,286.3,2074,302.4,1675.8,2179.9,-47.7,1,-58.1,66.9,8.8,0,-37.9,0,-25.6,-25.6,-35.4,-35.4,-229,69.3,-220.7,1953,19.6,-229
2017-09-30,286.9,54.9,24.4,79.3,185,-3.4,-524.9,144.5,-198.8,175,-40.4,-7.8,58.1,-25.4,32.7,0,-15.5,0,17.7,17.7,-54.1,-54.1,-127.2,-55.6,-219.2,9,20.6,-127.2
2017-06-30,355.1,71.1,16,87.1,-319.2,-64,331.7,-526.4,-577.9,-135.7,-35.8,-0.3,0,19.3,19.3,0,-16.8,0,-8.8,-8.8,-233.5,-233.5,-129.9,-143.9,-516.1,-608.2,20.7,-129.9
2017-03-31,262.40000,72.70000,20.20000,92.90000,779.50000,-213.50000,-1117.60000,1.00000,-550.60000,-195.30000,-32.10000,-19.20000,,6.10000,6.10000,,-45.20000,,-1.40000,-1.40000,-234.70000,-234.70000,-130.80000,-19.70000,-386.60000,-560.00000,19.30000,-130.80000
2016-12-31,380.4,69.4,65.4,134.8,0,0,0,1101.5,1101.5,1616.7,-65,-40.3,16.4,-7.3,9.1,0,-96.2,0,0,0,-111.6,-111.6,-218.4,8.3,-321.7,1065.6,23.6,-218.4
2016-09-30,278.1,60.9,31.6,92.5,0,0,0,342.8,342.8,713.4,-22.6,-1.5,198.9,0,198.9,0,174.8,0,12.1,12.1,-98.7,-98.7,-79.3,-100,-265.9,630.9,23.5,-79.3
2016-06-30,351.9,73,-14.2,58.8,-1019,329.7,1551.7,-1196.8,-334.4,76.3,-36.5,-180.4,-215.3,-11.7,-227,0,-443.9,389.6,-26.6,363,-164.7,-164.7,-157.8,-85.8,-45.3,-441.6,23.3,-157.8
2016-03-31,236.30000,74.20000,42.60000,116.80000,1019.00000,-329.70000,-1551.70000,55.30000,-807.10000,-454.00000,-41.40000,-86.60000,,11.70000,11.70000,,-116.30000,,13.30000,13.30000,-200.40000,-200.40000,-137.10000,-41.20000,-365.40000,-857.90000,23.00000,-137.10000
2015-12-31,364.2,68.6,14,82.6,0,0,0,1256.6,1256.6,1758.7,-57.1,-24.1,-13.6,0,-13.6,0,-94.8,0,-4.7,-4.7,-210.9,-210.9,-122.8,-95.9,-434.3,1177.7,24,-122.8
2015-09-30,266.7,69.9,44.5,114.4,0,0,0,111.7,111.7,492.8,-38.9,-11.2,3.8,0,3.8,0,-46.3,0,2.5,2.5,-95.9,-95.9,-62.3,-100.4,-256.1,71.5,26.1,-62.3
2015-06-30,342.7,71,27.2,98.2,-467.3,336.8,697.8,-816.6,-249.3,186,-68.5,-2.2,9.3,0,9.3,3.9,-57.5,0,-1.6,-1.6,-133.6,-133.6,-160.4,-51.8,-347.4,-170.7,24.7,-160.4
2015-03-31,229.80000,72.40000,13.70000,86.10000,467.30000,-336.80000,-697.80000,7.80000,-559.50000,-238.00000,-38.20000,-22.80000,,,,-3.90000,-64.90000,,2.70000,2.70000,-267.00000,-267.00000,-151.20000,-3.00000,-418.50000,-861.40000,24.60000,-151.20000
2014-12-31,373,69.8,16.4,86.2,-333.4,333.5,724.2,261.4,985.7,1443.4,-74.7,-9.6,21,0,21,-6.5,-69.8,747.6,-25.2,722.4,-173.5,-173.5,-127.3,-82.2,339.4,1550.4,24,-127.3
2014-09-30,273.6,74.1,17.9,92,333.4,-333.5,-724.2,579.3,-145,220.6,-46.8,-15.1,0,0,0,-3,-64.9,-252.7,9,-243.7,-281.4,-281.4,-62.4,-117.6,-705.1,-697,25.6,-62.4
2014-06-30,358.5,72.4,16.5,88.9,-627.4,0,993.1,-570.3,-204.6001,242.8,-49,-38.3,0,-11.9,-11.9,9.5,-89.7,0,16.6,16.6,-551.5,-551.5,-147.6,-53,-735.5,-547.4,22.3,-147.6
2014-03-31,228.00000,70.90000,13.10000,84.00000,627.40000,,-993.10000,-376.60000,-742.29990,-430.30000,-42.50000,-11.90000,,11.90000,11.90000,,-42.50000,,1.70000,1.70000,-17.30000,-17.30000,-130.70000,-10.60000,-156.90000,-628.40000,21.60000,-130.70000
2013-12-31,340.4,70.1,13,83.1,0,0,0,1005.5,1005.5,1449.1,-88.7,-6.3,0,-17.3,-17.3,16.6,-95.7,0,-12.9,-12.9,3.5,3.5,-125.3,-0.8,-135.5,1189,21.4,-125.3
2013-09-30,224.7,69.1,18.1,87.2,-134.4,323.7,298.6,-506.4,-18.5,293.4,-54.3,-4.3,0,3.4,3.4,0,-55.2,0,5.6,5.6,-5.4,-5.4,-127.1,-43.5,-170.4,121.6,20.2,-127.1
2013-06-30,321.7,69,9.4,78.4,-409.9,-102.1,588.3,-200.2,-123.8999,276.2,-30.8,-21.3,-2.7,13.9,11.2,0,-40.9,-406.7,1.5,-405.2,-270,-270,-143.6,-10.8,-829.6,-671.9,22.6,-143.6
2013-03-31,224.80000,69.30000,8.00000,77.30000,544.30000,-221.60000,-886.90000,52.40000,-511.80010,-209.70000,-38.20000,-0.90000,2.70000,,2.70000,,-36.40000,,5.40000,5.40000,-251.10000,-251.10000,-23.00000,-15.60000,-284.30000,-606.50000,22.10000,-23.00000
2012-12-31,343.6,77.6,37.7,115.3,-438.1,205.6,697.4,226.2,691.1,1151.2,-67.6,-15.4,0,0.2,0.2,0,-82.8,0,-4.7,-4.7,-123.3,-123.3,215.9,-417.4,-329.5,722,17.7,215.9
2012-09-30,233.7,70.1,-1.9,68.2,-132.5,15.7,-125.6,83.3,-159.1,142.8,-45.9,-12.1,-8.9,8.4,-0.5,0,-58.5,526.4,-1.5,524.9,-165.7,-165.7,-104,-90.5,164.7,291,18.7,-104
2012-06-30,314.2,67.5,-28.1,39.4,-225.9,-57.7,360.4,-272.6,-195.8,157.8,-67.2,-74.8,-9.9,0,-9.9,0,-151.9,746.8,1,747.8,-464,-464,-117.5,30.7,197,162.6,18.1,-117.5
2012-03-31,226.00000,67.50000,17.00000,84.50000,796.50000,-163.60000,-932.20000,-11.70000,-311.00000,-0.50000,-45.60000,-30.40000,18.80000,,18.80000,,-57.20000,,1.90000,1.90000,-164.30000,-164.30000,-92.80000,2.90000,-252.30000,-278.50000,26.30000,-92.80000
2011-12-31,307.2,71,-42.9,28.1,0,0,0,933.1,933.1,1314.8,-71.3,-88.9,-16.3,14.6,-1.7,0,-161.9,-0.3,-7.4,-7.7,-118.3,-118.3,-101.6,-33.4,-261,880.6,21.8,-101.6
2011-09-30,228.8,68.8,56.2,125,0,0,0,-90.7,-90.7,263.1,-33.1,-53.1,15.5,0,15.5,0,-70.7,0.3,-45.8,-45.5,-35.4,-35.4,-89.5,-20.2,-190.6,-85.7,19.8,-89.5
2011-06-30,307.3,68.7,-1.1,67.6,-729.6,203.1,971.9,-906,-460.6,-85.7,-42,-50.3,-10.3,0,-10.3,0,-102.6,-0.1,0.4,0.3,-272,-272,-96.5,4.1,-364.1,-525.9,16.5,-96.5
2011-03-31,217.10000,65.20000,-106.60000,-41.40000,729.60000,-203.10000,-971.90000,92.80000,-352.60000,-176.90000,-39.10000,-211.40000,11.10000,,11.10000,,-239.40000,,9.70000,9.70000,-305.80000,-305.80000,-82.80000,-11.10000,-390.00000,-776.50000,16.40000,-82.80000
2010-12-31,278.5,67.4,-34.5,32.9,0,0,0,1133.1,1133.1,1444.5,-55.6,-36.7,7.8,0,7.8,0,-84.5,-0.3,1.9,1.6,-711.1,-711.1,-76.9,-8.2,-794.6,599.4,17.4,-76.9
2010-09-30,195.5,62.4,22.9,85.3,0,0,0,-66.7,-66.7,214.1,-35,-39,5.3,0,5.3,0,-68.7,991.6,11,1002.6,9.7,9.7,-79.2,-4.7,928.4,1155.6,16.9,-79.2
2010-06-30,268.8,61.2,-5.4,55.8,0,0,0,-217.3,-217.3,107.3,-37.9,-56.8,-2.1,0,-2.1,0,-96.8,-61.8,24.9,-36.9,-232.5,-232.5,-81.5,9,-341.9,-366.7,15.9,-81.5
2010-03-31,180.90000,62.00000,18.00000,80.00000,,,,-538.80000,-538.80000,-277.90000,-25.20000,-19.60000,1.10000,,1.10000,,-43.70000,-5.90000,-2.80000,-8.70000,-239.00000,-239.00000,-73.10000,-8.40000,-329.20000,-686.60000,19.10000,-73.10000
2009-12-31,256.6,69,-8.6,60.4,0,0,0,961.5,961.5,1278.5,-37.2,-24.8,13.5,0,13.5,0,-48.5,0.7,-155.4,-154.7,6.8,6.8,-138.5,29.1,-257.3,989.6,21.9,-138.5
2009-09-30,182.8,60.1,19.9,80,0,0,0,80.9,80.9,343.7,-30.1,-50.2,20.3,0,20.3,0,-60,-177.6,133.4,-44.2,-0.7,-0.7,-46.8,-8.2,-99.9,197.5,21,-46.8
2009-06-30,253.8,43.4,44.5,87.9,0,0,0,-3.9,-3.9,337.8,-40,-60.7,4.4,0,4.4,0,-96.3,-305,-3.8,-308.8,-0.9,-0.9,-46.8,-42.4,-398.9,-12.5,35.7,-46.8
2009-03-31,178.20000,70.30000,-2.80000,67.50000,,,,-474.10000,-474.10000,-228.40000,-23.30000,-1.70000,3.80000,,3.80000,,-21.20000,-336.30000,28.30000,-308.00000,-1.60000,-1.60000,-46.70000,-15.60000,-371.90000,-684.90000,,-46.70000
