,net-income-loss,total-depreciation-amortization-cash-flow,other-non-cash-items,total-non-cash-items,change-in-accounts-receivable,change-in-inventories,change-in-accounts-payable,change-in-assets-liabilities,total-change-in-assets-liabilities,cash-flow-from-operating-activities,net-change-in-property-plant-equipment,net-acquisitions-divestitures,net-change-in-long-term-investments,net-change-in-investments-total,investing-activities-other,cash-flow-from-investing-activities,net-long-term-debt,net-current-debt,debt-issuance-retirement-net-total,net-common-equity-issued-repurchased,net-total-equity-issued-repurchased,total-common-preferred-stock-dividends-paid,financial-activities-other,cash-flow-from-financial-activities,net-cash-flow,stock-based-compensation,common-stock-dividends-paid
2012-03-31,99.00000,369.00000,-59.00000,310.00000,-139.00000,-153.00000,,-191.00000,-645.00000,-236.00000,-259.00000,,-93.00000,-93.00000,2.00000,-350.00000,316.00000,41.00000,357.00000,8.00000,8.00000,-59.00000,88.00000,394.00000,-190.00000,19.00000,-59.00000
2011-12-31,-163,368,114,482,304,269,0,-152,823,1142,-442,0,-109,-109,-32,-583,-70,122,52,1,1,-37,33,49,607,13,-37
2011-09-30,225,377,27,404,19,-86,0,-36,-140,489,-332,0,-17,-17,-18,-367,-27,99,72,2,2,-99,-2,-27,72,25,-99
2011-06-30,377,375,107,482,-32,-166,0,-14,-61,798,-271,-1,-81,-81,3,-350,187,-157,30,6,6,-122,1,-85,373,22,-122
2011-03-31,366.00000,361.00000,-92.00000,269.00000,-406.00000,-356.00000,,-86.00000,-871.00000,-236.00000,-204.00000,-239.00000,-113.00000,-113.00000,4.00000,-552.00000,-28.00000,129.00000,101.00000,28.00000,28.00000,-130.00000,126.00000,125.00000,-656.00000,23.00000,-130.00000
2010-12-31,292,371,-315,56,365,-123,0,-13,1022,1370,-355,0,-125,-125,6,-474,-126,13,-113,5,5,-133,40,-201,700,14,-133
2010-09-30,109,358,-44,314,103,95,0,-83,-31,392,-211,-77,-65,-65,9,-344,-465,-90,-555,1,1,-72,52,-574,-501,20,-72
2010-06-30,170,364,155,519,-394,-84,0,84,-389,300,-224,0,-29,-29,7,-246,-7,42,35,2,2,-72,38,3,52,25,-72
2010-03-31,-179.00000,358.00000,342.00000,700.00000,-176.00000,-105.00000,,19.00000,-322.00000,199.00000,-221.00000,5.00000,8.00000,8.00000,,-208.00000,-33.00000,-9.00000,-42.00000,5.00000,5.00000,-104.00000,-39.00000,-180.00000,-189.00000,25.00000,-104.00000
2009-12-31,-268,369,-333,36,222,215,0,113,1356,1124,-355,0,-150,-158,13,-500,-119,-167,-286,0,0,-77,153,-210,415,18,-77
2009-09-30,124,342,-79,263,35,111,0,-117,-203,184,-365,97,490,548,-4,276,130,-414,-284,0,0,-44,74,-254,215,16,-44
2009-06-30,-459,317,326,643,126,419,0,-68,144,328,-612,-3,33,-17,-1,-633,194,-253,-59,0,0,-33,90,-2,-280,27,-33
2009-03-31,-487.00000,283.00000,118.00000,401.00000,302.00000,523.00000,,106.00000,-185.00000,-271.00000,-355.00000,18.00000,477.00000,477.00000,-4.00000,136.00000,688.00000,-993.00000,-305.00000,876.00000,876.00000,-214.00000,146.00000,503.00000,369.00000,26.00000,-214.00000
