,net-income-loss,total-depreciation-amortization-cash-flow,other-non-cash-items,total-non-cash-items,change-in-accounts-receivable,change-in-inventories,change-in-accounts-payable,change-in-assets-liabilities,total-change-in-assets-liabilities,cash-flow-from-operating-activities,net-change-in-property-plant-equipment,net-acquisitions-divestitures,net-change-in-long-term-investments,net-change-in-investments-total,investing-activities-other,cash-flow-from-investing-activities,net-long-term-debt,net-current-debt,debt-issuance-retirement-net-total,net-common-equity-issued-repurchased,net-total-equity-issued-repurchased,total-common-preferred-stock-dividends-paid,financial-activities-other,cash-flow-from-financial-activities,net-cash-flow,stock-based-compensation,common-stock-dividends-paid
2014-03-31,980.00000,199.00000,106.00000,305.00000,167.00000,50.00000,-612.00000,-266.00000,-661.00000,624.00000,-137.00000,,-660.00000,-660.00000,,-797.00000,,-410.00000,-410.00000,-244.00000,-244.00000,-641.00000,18.00000,-1277.00000,-1455.00000,106.00000,-641.00000
2013-12-31,1128,200,85,285,27,30,-653,428,-168,1245,-151,-47,321,321,0,123,0,2,2,-98,-98,-641,-10,-747,620,37,-641
2013-09-30,964,234,262,496,69,-36,409,-104,338,1798,-133,-224,-607,-607,0,-964,0,1,1,56,56,-640,-30,-613,232,42,-640
2013-06-30,1068,236,116,352,528,-61,24,126,617,2037,-119,-134,486,486,0,233,0,-3,-3,75,75,-638,66,-500,1764,46,-638
2013-03-31,968.00000,227.00000,87.00000,314.00000,57.00000,11.00000,-206.00000,43.00000,-95.00000,1187.00000,-88.00000,,1575.00000,1575.00000,,1487.00000,,-601.00000,-601.00000,-6.00000,-6.00000,-636.00000,-339.00000,-1582.00000,1078.00000,87.00000,-636.00000
2012-12-31,1540,309,59,368,-490,-104,-497,124,-967,941,-95,92,-202,-202,-1,-206,14586,1000,15586,0,0,0,-13197,2389,3140,31,0
2012-09-30,1585,227,30,257,-39,-43,440,49,407,2249,18,0,-1825,-1825,1,-1806,0,0,0,0,0,0,2244,2244,2687,30,0
2012-06-30,1267,295,145,440,531,-49,-662,34,-146,1561,-94,-109,1,1,0,-202,0,0,0,0,0,0,-1326,-1326,33,35,0
2012-03-31,883.00000,319.00000,241.00000,560.00000,221.00000,-7.00000,-12.00000,-51.00000,151.00000,1594.00000,-162.00000,-671.00000,629.00000,629.00000,,-204.00000,,,,,,,-1376.00000,-1376.00000,14.00000,91.00000,
2011-12-31,1157.555,324.872,440.973,-70.155,-631.041,-74.963,1497,-1665.282,-874.126,1048.764,-104.405,0,614.439,614.119,0.12,509.814,10.675,0,-10.405,0,0,0,-1550.671,-1561.086,-2.508,40.473,0
2011-09-30,12.335,315.233,23.948,339.181,-63.272,-16.537,0,1497.709,1417.9,1769.416,-63.169,-85,622.268,622.268,0,474.099,-2.921,0,-2.921,0,0,0,-2248.314,-2251.235,-7.72,23.948,0
2011-06-30,1540.031,317.61,196.658,514.268,240.243,-30.894,0,-116.588,92.761,2147.06,-91.088,-187.5,-1936.855,-1936.855,1870.06,-345.383,13.273,0,13.273,0,0,0,-1787.521,-1774.248,27.429,24.158,0
2011-03-31,723.19900,314.47500,174.42100,488.89600,-43.93000,35.39400,,78.16100,69.62500,1281.72000,-96.84800,,12.14800,12.14800,0.06000,-84.64000,-21.02700,,-21.02700,,,,-1175.42400,-1196.45100,0.62900,74.42100,
2010-12-31,-458.65,486.87,0,486.87,0,0,0,0,-1369.75,-391.17,-135.58,-2451.3,0,-88.49,-1870.03,-4545.41,0,0,2.68,0,0,0,4943.67,4946.35,9.77,0,0
2009-12-31,4636.51,697.49,0,697.49,0,0,0,0,503.74,5367.33,-312.56,-170,0,-4.2,0.41,-486.35,0,0,-34.76,0,0,0,-4846.38,-4881.15,-0.17,0,0
