,net-income-loss,total-depreciation-amortization-cash-flow,other-non-cash-items,total-non-cash-items,change-in-accounts-receivable,change-in-inventories,change-in-accounts-payable,change-in-assets-liabilities,total-change-in-assets-liabilities,cash-flow-from-operating-activities,net-change-in-property-plant-equipment,net-change-in-intangible-assets,net-acquisitions-divestitures,net-change-in-long-term-investments,net-change-in-investments-total,investing-activities-other,cash-flow-from-investing-activities,net-long-term-debt,net-current-debt,debt-issuance-retirement-net-total,net-common-equity-issued-repurchased,net-total-equity-issued-repurchased,total-common-preferred-stock-dividends-paid,financial-activities-other,cash-flow-from-financial-activities,net-cash-flow,stock-based-compensation,common-stock-dividends-paid
2019-06-30,16.217,17.281,2.028,19.309,-104.692,-2.843,54.691,2.583,-7.972,27.554,-38.433,0,0,-61.569,-61.569,-54.859,-154.861,29.979,0,29.979,0.715,0.715,-0.844,-88.362,-58.512,-177.939,18.767,0
2019-03-31,11.86400,15.69400,-4.81000,10.88400,36.23000,1.65200,63.73000,14.50200,115.62300,138.37100,-32.92800,-0.03400,,-1184.51400,-1184.51400,-42.60900,-1260.08500,9.49900,,9.49900,1866.50000,1965.18800,,,1974.68700,841.56600,13.44100,
2018-12-31,-2.336,23.339,-40.561,-17.222,-91.455,3,92.489,11.186,54.364,34.806,-28.003,0.025,-1.914,-663.3418,-663.3418,-1.372,-694.606,35.358,0,35.358,0,0,0,2.938,38.296,-613.035,-0.181,0
2018-09-30,-10.078,11.295,-1.968,9.327,31.715,0.284,50.396,-0.905,89.698,88.947,-23.041,0.025,-2.281,7.803,7.803,10.769,-6.725,-402.526,0,-402.526,0,0,0,893.655,491.129,553.719,10.914,0
2018-06-30,-11.252,11.482,-16.963,-5.481,118.507,-5.427,11.9,15.915,160.893,144.16,-23.586,-0.145,0,91.086,91.086,-14.386,52.969,55.431,0,55.431,0,0,0,0,55.431,173.6,1.055,0
2018-03-31,-12.91900,11.08400,-12.24800,-1.16400,-43.21700,-0.87200,20.61300,-22.22000,-22.92300,-37.00600,-22.93200,-0.09700,,51.17500,51.17500,-52.24300,-24.09700,76.34200,,76.34200,,,-6.62400,-45.69200,24.02600,-37.84900,15.73700,-6.62400
2017-12-31,-67.72,10.968,80.76,91.728,-152.486,-0.377,90.402,-13.347,2.613,26.621,-22.794,0.051,-8.568,-30.6247,-30.6247,-52.523,-114.459,34.052,0,34.052,0,0,-6.625,0,27.427,-72.938,6.985,-6.625
2017-09-30,27.666,10.87,4.284,15.154,-155.89,-1.274,88.471,3.787,-26.745,16.075,-17.559,-0.01,0,177.2659,177.2659,-26.808,132.889,4.018,0,4.018,0,0,-6.624,-67.308,-69.914,78.407,6.666,-6.624
2017-06-30,5.316,10.08,28.899,38.979,0.789,-0.625,63.164,-6.335,77.262,121.557,-21.725,-0.057,0,35.193,35.193,-15.335,-1.924,3.416,0,3.416,0,0,-6.623,0,-3.207,81.403,12.892,-6.623
2017-03-31,48.51800,9.00300,4.92500,13.92800,28.20700,0.72700,,0.01300,42.31100,104.75700,-12.77300,-0.01700,,-21.54900,-21.54900,-4.80800,-39.14700,1.41500,,1.41500,,,-6.62400,,-5.20900,67.24800,9.17600,-6.62400
2016-12-31,51.349,8.324,7.93,16.254,-100.8,0.261,63.738,-13.231,-15.904,42.577,-15.3,-0.382,0,29.9521,29.9521,-6.599,7.671,7.351,0,7.351,0,0,-6.624,0,0.727,46.145,3.732,-6.624
2016-09-30,38.912,7.52,-4.219,3.301,-14.053,-0.411,41.013,-4.042,51.492,102.827,-24.086,0,0,-29.1832,-29.1832,0,-53.269,3.699,0,3.699,0,0,-6.623,0,-2.924,43.979,9.125,-6.623
2016-06-30,15.858,6.926,21.963,28.889,4.297,-0.479,35.625,1.976,11.91,56.657,-22.129,-0.038,-5.446,-11.809,-11.809,0,-39.422,-5.638,0,-5.638,0,0,-6.624,0,-12.262,-0.869,6.936,-6.624
2016-03-31,30.24700,6.25200,1.84800,8.10000,-85.46400,-0.15800,23.68400,-2.58700,-50.14900,-11.80200,-15.42400,-0.01100,-1.83800,18.05010,18.05010,,0.77700,-0.66100,,-0.66100,,,-4.54800,,-5.20900,-21.99600,3.19000,-4.54800
2015-12-31,38.965,6.253,9.849,16.102,26.818,-0.068,18.415,13.089,55.024,110.091,-25.688,-0.244,0,-62.7481,-62.7481,0,-88.68,-4.419,0,-4.419,0,0,-4.548,0,-8.967,-6.143,2.181,-4.548
2015-09-30,45.64,5.986,-5.93,0.056,-100.538,-0.169,48.932,-5.397,-31.248,14.448,-13.064,-0.135,0,13.073,13.073,0,-0.126,4.831,0,4.831,0,0,-4.548,0,0.283,2.633,-0.431,-4.548
2015-06-30,19.463,1.905,12.327,14.232,10.791,0,3.323,0.264,24.957,58.652,-16.463,-0.425,-45.009,-36.144,-36.144,0,-98.041,-4.299,0,-4.299,-2.714,-2.714,-4.548,0,-11.561,-49.377,5.136,-4.548
2015-03-31,1.72100,9.06500,33.75300,42.81800,-82.68600,,48.68300,-2.75200,-6.36000,38.17900,-7.31500,-0.94200,,11.56600,11.56600,,3.30900,-0.13900,,-0.13900,,,-7.33000,,-7.46900,-3.37600,3.32700,-7.33000
2014-12-31,34.146,0.674,7.608,8.282,4.133,0,12.658,4.944,15.926,58.354,-9.98,-0.314,-8.687,-31.7758,-31.7758,0,-50.757,-4.395,0,-4.395,0,0,-7.366,0,-11.761,-14.36,5.541,-7.366
2014-09-30,33.765,8.69,-6.194,2.496,-47.707,0,26.445,-5.286,14.271,50.532,-9.812,1.408,0,-186.2131,-186.2131,0,-194.617,-0.583,0,-0.583,0,0,-7.294,-0.659,-8.536,-148.017,4.38,-7.294
2014-06-30,-25.594,4.064,60.944,65.008,-18.786,0,14.603,3.033,20.865,60.279,-7.668,-1.807,-32.127,-21.27,-21.27,0,-62.872,-2.144,0,-2.144,-1.944,-1.944,-7.329,302.907,291.49,254.381,1.165,-7.329
2014-03-31,30.26400,3.51900,-8.52200,-5.00300,-19.28100,,7.36600,2.52700,2.36700,27.62800,-6.96600,-0.14400,,-7.03500,-7.03500,,-14.14500,-0.58200,,-0.58200,,,-6.31400,,-6.89600,-9.14500,0.76600,-6.31400
2013-12-31,40.7635,3.2856,-8.7711,-5.4855,-25.3803,0,15.0788,-13.3701,-15.6135,19.6646,-37.6601,-0.459,-0.1988,37.9052,37.9052,0,-0.4127,1.9938,0,1.9938,0.0002,0.0002,-6.3139,0,-4.3198,12.188,1.6478,-6.3139
2013-09-30,29.2846,3.1374,3.1227,6.26,14.7468,0,10.5239,-2.732,28.1421,63.6866,-38.0026,0.0127,0,-36.4686,-36.4686,0,-74.4586,13.5232,0,13.5232,0,0,-6.3138,0,7.2093,-3.0943,5.6997,-6.3138
2013-06-30,29.9786,2.8347,0.4999,3.3347,-32.7166,0,13.1003,5.2415,-4.243,29.0703,-35.232,-0.0127,0,27.5206,27.5206,0,-7.724,0,0,0,-1.0122,-1.0122,-6.3139,0,-7.3261,9.0239,2.5867,-6.3139
2013-03-31,17.48030,2.62130,5.50250,8.12380,-6.72890,,8.85500,0.11760,4.48740,30.09150,-2.86130,,-3.22420,9.89180,9.89180,,3.80630,,,,0.00300,0.00300,-4.81240,,-4.80940,20.67840,1.71080,-4.81240
2012-12-31,30.1904,2.5471,-0.4352,2.1118,-1.5459,0,19.9046,-1.6696,23.881,56.1833,-5.065,-0.0489,0,-42.1806,-42.1806,0,-47.2944,0,0,0,0,0,-4.8126,0,-4.8126,3.3171,1.1044,-4.8126
2012-09-30,26.0431,2.3547,0.7088,3.0636,-13.8305,0,6.5228,-1.7667,-3.8873,25.2193,-3.3589,0.0489,0,-5.7671,-5.7671,0,-9.077,0,0,0,0.0033,0.0033,-4.812,0,-4.8087,10.5761,1.1356,-4.812
2012-06-30,25.3792,2.0909,-4.6992,-2.6083,-10.5328,0,13.6209,1.585,16.7318,39.5026,-4.6276,-1.3592,0,-15.461,-15.461,0,-21.4479,0,0,0,0.0024,0.0024,-4.812,0,-4.8096,11.7208,0.3532,-4.812
2012-03-31,19.63460,1.96660,0.84470,2.81130,1.68710,,-0.15910,1.38820,-3.45980,18.98620,-3.69630,-0.03150,,-3.07510,-3.07510,,-6.80290,,,,,,-3.53140,,-3.53140,8.49330,1.84960,-3.53140
2011-12-31,21.6057,2.0189,-1.4768,0.5422,-14.2909,0,11.8233,2.9309,4.9841,27.1319,-1.8398,-0.1614,0,-13.1688,-13.1688,0,-15.17,0,0,0,0,0,-3.5314,0,-3.5313,8.2982,1.5518,-3.5314
2011-09-30,26.2959,1.9434,-2.1941,-0.2508,-12.5346,0,9.3337,-6.337,2.5163,28.5614,-3.837,-0.0105,-5.4682,0.8611,0.8611,0,-8.4544,0,0,0,0.0005,0.0005,-3.5313,0,-3.5309,14.8333,0.224,-3.5313
2011-06-30,14.8209,1.7647,0.5225,2.2872,-2.0446,0,3.6467,0.8651,1.4553,18.5633,-10.3612,-0.0354,0,-11.6555,-11.6555,0,-22.0522,0,0,0,0.0098,0.0098,-3.5305,0,-3.5207,-6.7181,1.1328,-3.5305
2011-03-31,14.05760,1.54110,0.91200,2.45310,0.10070,,3.07210,0.23970,-1.34180,15.16900,-2.88620,-0.07340,,-18.24620,-18.24620,,-21.20580,,,,0.00090,0.00090,,,0.00090,-5.86220,1.17070,
2010-12-31,15.9395,1.3275,0.3354,1.663,-2.4622,0,8.0647,1.5707,8.3044,25.9068,-2.659,-0.4037,0,-11.0106,-11.0106,0,-14.0734,0,-0.1013,-0.1013,0,0,0,0,-0.1013,12.3786,0.6805,0
2010-09-30,18.7909,1.4068,-4.7928,-3.386,-2.5952,0,2.6548,-2.1736,0.4929,15.8979,-6.6487,-0.0001,0,3.1991,3.1991,0,-3.4495,0,0.0953,0.0953,0.0128,0.0128,0,0,0.108,12.8832,1.283,0
2010-06-30,11.674,1.2405,0.7063,1.9467,-1.7518,0,4.3208,-2.9614,1.0165,14.6372,-2.5096,0.0002,0,-15.7611,-15.7611,0,-18.2707,3.2139,-2.994,0.2199,0.0034,0.0034,0,0,0.2234,-3.0656,1.2076,0
2010-03-31,9.62060,0.94690,-0.28980,0.65710,-2.57930,,0.41810,-0.50250,1.17690,11.45460,-1.39670,-0.01290,,-21.63090,-21.63090,,-23.04040,-3.21390,,-3.21390,0.00200,0.00200,,,-3.21190,-15.16910,0.34590,
2009-12-31,11.2856,0.9345,-1.6461,-0.7116,-2.1587,0,4.2518,1.4883,12.1633,22.7373,-0.8484,-0.0092,0,-0.72,-0.72,0,-1.5776,-15,12.0026,-2.9974,0.0059,0.0059,0,0,-2.9917,16.4709,0.7831,0
2009-09-30,9.8522,1.0139,-1.5305,-0.5165,-1.1114,0,3.2645,-0.3419,4.6015,13.9372,-0.7674,0.0067,0,8.3988,8.3988,0,7.638,0,-9.1195,-9.1195,0.0185,0.0185,0,0,-9.1009,13.9576,-0.2583,0
2009-06-30,6.6798,0.9889,1.1435,2.1323,0.8542,0,3.583,-1.4982,-0.6385,8.1736,-0.4624,-0.0347,0,-3.216,-3.216,0,-3.713,0,-3.1365,-3.1365,0.004,0.004,0,0,-3.1325,2.3686,1.2529,0
2009-03-31,5.39120,0.95650,0.73030,1.68680,-1.50140,,1.32210,-2.93740,-2.22510,4.85290,-1.72000,-0.91850,,-2.79520,-2.79520,,-5.43370,,-0.05720,-0.05720,0.00000,0.00000,,,-0.05720,-0.46780,0.22260,
