,net-income-loss,total-depreciation-amortization-cash-flow,other-non-cash-items,total-non-cash-items,change-in-accounts-receivable,change-in-inventories,change-in-accounts-payable,change-in-assets-liabilities,total-change-in-assets-liabilities,cash-flow-from-operating-activities,net-change-in-property-plant-equipment,net-change-in-intangible-assets,net-acquisitions-divestitures,net-change-in-short-term-investments,net-change-in-long-term-investments,net-change-in-investments-total,investing-activities-other,cash-flow-from-investing-activities,net-long-term-debt,net-current-debt,debt-issuance-retirement-net-total,net-common-equity-issued-repurchased,net-total-equity-issued-repurchased,total-common-preferred-stock-dividends-paid,financial-activities-other,cash-flow-from-financial-activities,net-cash-flow,stock-based-compensation,common-stock-dividends-paid
2014-06-30,37.6,23.1,3.9,27,0,0,0,-0.4,-0.4,64.2,-24.5,0,0,3.2,0,3.2,-0.1,-21.4,57.1,0,57.1,3.5,3.5,-7,-98.8,-45.2,-3.3,4.6,-7
2014-03-31,27.10000,21.80000,3.10000,24.90000,,,,-43.20000,-43.20000,8.80000,-31.70000,,,-4.20000,,-4.20000,0.30000,-35.60000,124.70000,,124.70000,-0.90000,-0.90000,-7.10000,-90.50000,26.20000,0.00000,4.30000,-7.10000
2013-12-31,23.6,22.1,14.9,37,-9.1,-13.9,4.6,26.6,8.2,68.8,-38.8,0,-3.9,-0.1,0,-0.1,3.9,-38.9,42.2,0,42.2,7.2,7.2,-7,-65.9,-23.5,8.3,5.6,-7
2013-09-30,26.8,21.9,3.9,25.8,0,0,0,0.7,0.7,53.3,-29.3,0,0,0.1,0,0.1,0.1,-29.1,70.9,0,70.9,5.2,5.2,-6.6,-66.4,3.1,31.1,5.2,-6.6
2013-06-30,30.2,20.7,3.4,24.1,0,0,0,25.2,25.2,79.5,-22.1,0,0,0.7,0,0.7,-2.8,-24.2,58.9,0,58.9,3.4,3.4,-6.6,-95.9,-40.2,15.6,5,-6.6
2013-03-31,31.70000,20.50000,4.50000,25.00000,,,,-37.80000,-37.80000,18.90000,-61.70000,,,4.20000,,4.20000,-0.20000,-57.70000,133.40000,,133.40000,3.20000,3.20000,-6.50000,-74.60000,55.50000,13.10000,5.40000,-6.50000
2012-12-31,21.1,20.2,7.7,27.9,-25.7,-8.9,5.8,49.6,20.8,69.8,-32.9,-0.7,0,9.6,0,9.6,1.3,-22.7,93.6,0,93.6,1.8,1.8,-6.6,-118.3,-29.5,18.7,3.7,-6.6
2012-09-30,14.8,19.3,5.3,24.6,0,0,0,12.2,12.2,51.6,-29,0,0,3.5,0,3.5,0,-25.5,394,0,394,2.6,2.6,-6.1,-382.8,7.7,36.2,11.8,-6.1
2012-06-30,15.6,18.8,17.8,36.6,0,0,0,0,0,52.2,-37,0,0,1.1,0,1.1,0,-35.9,3.7,0,3.7,1,1,-6.1,-4.4,-5.8,6.8,0,-6.1
2012-03-31,29.20000,18.60000,2.30000,20.90000,,,,-36.30000,-36.30000,13.80000,-32.40000,0.00000,,0.20000,,0.20000,0.30000,-31.90000,29.20000,,29.20000,0.80000,0.80000,-6.10000,0.30000,24.20000,8.40000,,-6.10000
2011-12-31,18.8,18.4,-1.6,16.8,-25.5,-9.3,24.6,16.4,6.2,41.8,-33.4,-1.4,0,-2.8,0,-2.8,1.3,-36.3,176.4,0.6,177,0.6,0.6,-6.1,-199.6,-28.1,-27.4,8.4,-6.1
2011-09-30,17,18.5,-1.2,17.3,0,0,0,5.4,5.4,39.7,-24.2,0.4,0,-8.2,0,-8.2,0,-32,10.5,-0.1,10.4,1.3,1.3,-5.7,0.1,6.1,8.8,0,-5.7
2011-06-30,20.1,19.3,1.3,20.6,0,0,0,-1,-1,39.7,-18.4,0,0,-5,0,-5,0.3,-23.1,0,-0.2,-0.2,1.8,1.8,-6,1.6,-2.8,15.8,0,-6
2011-03-31,19.60000,19.50000,2.10000,21.60000,,,,-31.70000,-31.70000,9.50000,-19.40000,-0.40000,,-9.60000,,-9.60000,0.30000,-29.10000,6.00000,-0.30000,5.70000,-1.40000,-1.40000,-5.40000,1.20000,0.10000,-15.60000,,-5.40000
2010-12-31,6,19.5,10.9,30.4,9.4,-20.7,-0.3,22.4,10.8,47.2,-21.3,-2.7,0,2.8,-7.2,-4.4,9.8,-18.6,31.3,-1.2,30.1,0.7,0.7,-5.7,-39.7,-14.6,13.1,7.8,-5.7
2010-09-30,17.7,18.3,0.4,18.7,0,0,0,11.6,11.6,48,-17.2,0,-2.4,-2.8,2.8,0,0.8,-18.8,0,0.6,0.6,0.6,0.6,-5.3,-0.1,-4.2,29.6,0,-5.3
2010-06-30,21.8,17.7,-0.4,17.3,0,0,0,-7.5,-7.5,31.6,-14.9,0,0,0,-2.1,-2.1,0.1,-16.9,-2.5,-0.2,-2.7,0.4,0.4,-5.4,-1.6,-9.3,1.6,0,-5.4
2010-03-31,19.80000,17.70000,1.40000,19.10000,,,,-27.40000,-27.40000,11.50000,-17.70000,0.00000,-1.30000,,-0.70000,-0.70000,,-19.70000,-2.20000,-0.30000,-2.50000,-0.10000,-0.10000,-5.30000,2.00000,-5.90000,-17.20000,,-5.30000
2009-12-31,20.3,18.3,7.1,25.4,-6,-6.4,-0.7,20,6.9,52.6,-28.5,-0.1,0,0,-1.6,-1.6,0.1,-30.1,11.5,-3.8,7.7,0.5,0.5,-5.3,-20.4,-17.5,3.6,7.5,-5.3
2009-09-30,17.2,18.3,2.2,20.5,0,0,0,1.3,1.3,39,-27.6,0.1,-16.9,0,2.3,2.3,0,-42.1,-1.5,-0.3,-1.8,1.3,1.3,-4.9,1,-4.4,-4.8,0,-4.9
2009-06-30,19.7,16.5,-2.2,14.3,0,0,0,15.4,15.4,49.4,-24.6,-0.4,0,0,0.4,0.4,0.1,-24.5,-5.1,-0.2,-5.3,2,2,-4.9,0.9,-7.3,21.6,0,-4.9
2009-03-31,15.40000,15.00000,5.50000,20.50000,,,,-39.20000,-39.20000,-3.30000,-24.20000,-2.50000,,,1.50000,1.50000,,-25.20000,11.50000,,11.50000,-0.10000,-0.10000,-5.00000,0.20000,6.60000,-24.50000,,-5.00000
