,net-income-loss,total-depreciation-amortization-cash-flow,other-non-cash-items,total-non-cash-items,change-in-accounts-receivable,change-in-inventories,change-in-accounts-payable,change-in-assets-liabilities,total-change-in-assets-liabilities,cash-flow-from-operating-activities,net-change-in-property-plant-equipment,net-acquisitions-divestitures,net-change-in-long-term-investments,net-change-in-investments-total,investing-activities-other,cash-flow-from-investing-activities,net-long-term-debt,net-current-debt,debt-issuance-retirement-net-total,net-common-equity-issued-repurchased,net-total-equity-issued-repurchased,total-common-preferred-stock-dividends-paid,financial-activities-other,cash-flow-from-financial-activities,net-cash-flow,stock-based-compensation,common-stock-dividends-paid
2019-03-31,167.00000,551.00000,-22.00000,529.00000,-895.00000,28.00000,1400.00000,67.00000,181.00000,877.00000,-463.00000,,-63.00000,-63.00000,-221.00000,-747.00000,1008.00000,,1008.00000,-36.00000,-36.00000,-375.00000,-975.00000,-378.00000,-205.00000,,-375.00000
2018-12-31,1022,531,265,796,-460,-197,304,1083,-140,1678,-495,-353,-57,-57,-255,-1160,18,0,18,-627,-627,-391,13,-987,-569,0,-391
2018-09-30,874,517,-38,479,0,0,0,-857,-857,496,-439,-28,-5,-5,-164,-636,8,0,8,-434,-434,-354,1,-779,-900,0,-354
2018-06-30,875,523,-26,497,0,0,0,687,687,2059,-434,-622,-64,-64,-260,-1380,-114,0,-114,-327,-327,-384,-4,-829,-207,0,-384
2018-03-31,582.00000,498.00000,2.00000,500.00000,,,,-944.00000,-944.00000,138.00000,-384.00000,-85.00000,-55.00000,-55.00000,-228.00000,-752.00000,83.00000,,83.00000,-320.00000,-320.00000,-356.00000,20.00000,-573.00000,-1192.00000,,-356.00000
2017-12-31,2400,490,-2623,-2133,-870,-516,1842,255,1393,1660,-985,0,-33,-33,376,-642,374,0,374,-457,-457,-317,71,-329,674,0,-317
2017-09-30,863,497,56,553,0,0,0,-379,-379,1037,-341,0,-151,-151,-74,-566,-4,0,-4,-291,-291,-320,0,-615,-31,0,-320
2017-06-30,572,499,28,527,0,0,0,698,698,1797,-293,0,-105,-105,-62,-460,-6,0,-6,-345,-345,-323,-2,-676,744,0,-323
2017-03-31,321.00000,500.00000,-4.00000,496.00000,,,,171.00000,171.00000,988.00000,-279.00000,-72.00000,-117.00000,-117.00000,-246.00000,-714.00000,-5.00000,,-5.00000,-279.00000,-279.00000,-349.00000,-19.00000,-652.00000,-353.00000,,-349.00000
2016-12-31,416,468,37,505,0,0,0,77,77,998,-366,0,-4,-4,-252,-622,-947,0,-947,-172,-172,-336,22,-1433,-1133,0,-336
2016-09-30,645,470,-2,468,0,0,0,-250,-250,863,-302,0,0,0,-151,-453,1452,0,1452,-499,-499,-276,-19,658,1024,0,-276
2016-06-30,843,471,-324,147,0,0,0,1329,1329,2319,-294,0,2,2,-158,-450,176,0,176,-400,-400,-282,-187,-693,1147,0,-282
2016-03-31,513.00000,485.00000,-172.00000,313.00000,,,,-186.00000,-186.00000,640.00000,-316.00000,,-2.00000,-2.00000,-163.00000,-481.00000,-3.00000,,-3.00000,-265.00000,-265.00000,-282.00000,6.00000,-544.00000,-336.00000,,-282.00000
2015-12-31,395,494,878,1372,-1093,45,1007,-1223,-1280,487,-432,0,-141,-141,-235,-808,-4,0,-4,-544,-544,-285,15,-818,-1187,0,-285
2015-09-30,1373,482,159,641,1016,-26,-1582,-101,-652,1362,-358,0,0,0,-107,-465,-30,0,-30,-1099,-1099,-199,33,-1295,-463,0,-199
2015-06-30,1365,425,-21,404,77,-19,575,-48,560,2329,-370,0,0,0,-131,-501,-76,0,-76,-662,-662,-203,-17,-958,894,0,-203
2015-03-31,968.00000,441.00000,-61.00000,380.00000,,,,85.00000,85.00000,1433.00000,-458.00000,,,,-255.00000,-713.00000,1043.00000,,1043.00000,-310.00000,-310.00000,-206.00000,-1.00000,526.00000,1181.00000,,-206.00000
2014-12-31,1220,425,254,679,2250,150,-3092,66,-902,997,-700,0,-14,-14,-144,-858,24,0,24,-487,-487,-143,-8,-614,-502,0,-143
2014-09-30,1062,430,118,548,503,-1164,-57,1066,256,1866,-499,0,0,0,-121,-620,0,0,0,-339,-339,-145,-5,-489,711,0,-145
2014-06-30,593,414,48,462,0,0,0,79,79,1134,-566,0,0,0,-242,-808,-200,0,-200,-221,-221,-133,39,-515,-167,0,-133
2014-03-31,836.00000,421.00000,88.00000,509.00000,,,,-1101.00000,-1101.00000,244.00000,-388.00000,,,,-170.00000,-558.00000,,,,-202.00000,-202.00000,-133.00000,23.00000,-312.00000,-645.00000,,-133.00000
2013-12-31,1287,437,-312,125,1135,1335,-2031,878,1117,2529,-431,0,-76,-76,-32,-539,-6,467,461,43,43,-120,11,395,2384,0,-120
2013-09-30,324,448,147,595,-1547,-511,1406,-17,-698,221,-479,0,0,0,-111,-590,0,0,0,-26,-26,-122,3,-145,-490,0,-122
2013-06-30,465,405,168,573,412,-824,625,-215,227,1265,-634,0,0,0,-189,-823,-300,550,250,-251,-251,-109,219,109,541,0,-109
2013-03-31,652.00000,430.00000,173.00000,603.00000,,,,294.00000,294.00000,1549.00000,-577.00000,,,,-283.00000,-860.00000,-180.00000,,-180.00000,-266.00000,-266.00000,-111.00000,35.00000,-522.00000,134.00000,,-111.00000
2012-12-31,1009,402,456,858,-1133,116,150,-328,-1544,323,-802,77,0,0,-213,-938,-150,0,-150,-110,-110,-97,169,-188,-826,29,-97
2012-09-30,673,402,457,859,-794,-314,1263,-55,581,2113,-709,-11,0,0,-112,-832,0,0,0,24,24,-97,19,-54,1254,9,-97
2012-06-30,830,386,433,819,768,669,-1823,-42,-359,1290,-694,-66,0,0,-107,-867,-562,0,-562,-39,-39,-83,12,-672,-264,10,-83
2012-03-31,-432.00000,384.00000,689.00000,1073.00000,1159.00000,-471.00000,410.00000,6.00000,903.00000,1544.00000,-726.00000,160.00000,,,-148.00000,-714.00000,,,,-97.00000,-97.00000,-83.00000,-139.00000,-319.00000,535.00000,10.00000,-83.00000
2011-12-31,45,393,84,477,0,0,0,-812,-812,-290,-771,-526,0,0,-180,-1477,90,0,90,-72,-72,-84,2,-64,-1805,24,-84
2011-09-30,1203,390,237,627,1422,-978,-1147,694,-456,1374,-615,-1638,0,0,-74,-2327,0,0,0,-258,-258,-28,13,-273,-1278,11,-28
2011-06-30,743,386,235,621,-1422,978,1147,-1618,-468,896,-531,-37,0,0,-143,-711,-208,0,-208,9,9,-29,11,-217,-26,11,-29
2011-03-31,98.00000,365.00000,-25.00000,340.00000,,,,1620.00000,1620.00000,2058.00000,-438.00000,-37.00000,,,-308.00000,-783.00000,-510.00000,,-510.00000,21.00000,21.00000,-28.00000,5.00000,-512.00000,799.00000,12.00000,-28.00000
2010-12-31,-438,377,1001,1378,0,0,0,-517,-517,423,-504,547,330,330,-117,256,300,0,300,-3,-3,-29,1,269,982,22,-29
2010-09-30,292,372,216,588,0,0,0,-28,-28,852,-441,0,0,0,-63,-504,0,0,0,-1,-1,-28,1,-28,351,10,-28
2010-06-30,583,367,-9,358,0,0,0,-153,-153,788,-403,220,0,0,-118,-301,-223,0,-223,8,8,-29,-97,-341,114,10,-29
2010-03-31,-113.00000,357.00000,28.00000,385.00000,,,,710.00000,710.00000,982.00000,-382.00000,-260.00000,,,-214.00000,-856.00000,950.00000,,950.00000,3.00000,3.00000,-28.00000,-9.00000,916.00000,1062.00000,12.00000,-28.00000
2009-12-31,-1408,371,1864,2235,0,0,0,-944,-944,-117,-486,-21,0,0,-102,-609,-76,0,-76,0,0,-85,107,-54,-780,31,-85
2009-09-30,-629,389,262,651,0,0,0,511,511,533,-469,0,0,0,-40,-509,0,0,0,3,3,-84,-4,-85,-18,12,-84
2009-06-30,-254,389,-147,242,0,0,0,638,638,626,-616,-572,0,0,-77,-1265,-209,0,-209,802,802,-78,-1,514,-92,11,-78
2009-03-31,309.00000,378.00000,219.00000,597.00000,,,,-125.00000,-125.00000,781.00000,-735.00000,-13.00000,,,-161.00000,-909.00000,998.00000,,998.00000,1.00000,1.00000,-77.00000,-8.00000,914.00000,775.00000,12.00000,-77.00000
